#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       8.276245218536e-02       1.903321222021e-07      -1.181050197262e+00       2.443320562759e-06       7.016998627258e-14       1.754249656814e-13       2.833917494208e-23       3.508499313629e-14      -8.857876479462e-01       2.443320562759e-06       5.913018053574e-01       7.047374844115e-01      -8.857876479462e-01       2.443320720193e-06      -1.181050197497e+00       2.443320488045e-06       2.700935678539e-08       3.333333333333e-01 
       8.690869638111e-02       1.998688158833e-07      -1.181117709493e+00       2.565854857036e-06       8.125850159605e-14       2.031462539901e-13       3.618849476431e-23       4.062925079802e-14      -8.858382821198e-01       2.565854857036e-06       5.912938752011e-01       7.047206098152e-01      -8.858382821198e-01       2.565855039332e-06      -1.181117709753e+00       2.565854770523e-06       2.978144964130e-08       3.333333333333e-01 
       9.105494057686e-02       2.094056441044e-07      -1.181175688317e+00       2.688379710610e-06       9.345744482294e-14       2.336436120573e-13       4.568801604275e-23       4.672872241147e-14      -8.858817662378e-01       2.688379710610e-06       5.912868893712e-01       7.047061187401e-01      -8.858817662378e-01       2.688379920255e-06      -1.181175688602e+00       2.688379611117e-06       3.268915719682e-08       3.333333333333e-01 
       9.520118477261e-02       2.189426068654e-07      -1.181226041018e+00       2.810896692625e-06       1.068198257074e-13       2.670495642684e-13       5.708527073826e-23       5.340991285368e-14      -8.859195307635e-01       2.810896692625e-06       5.912806856289e-01       7.046935343651e-01      -8.859195307635e-01       2.810896932227e-06      -1.181226041330e+00       2.810896578916e-06       3.573246941578e-08       3.333333333333e-01 
       9.934742896836e-02       2.284797041663e-07      -1.181270035730e+00       2.933406586368e-06       1.213986374762e-13       3.034965936906e-13       7.065138804440e-23       6.069931873811e-14      -8.859525267976e-01       2.933406586368e-06       5.912751778917e-01       7.046825396566e-01      -8.859525267976e-01       2.933406858652e-06      -1.181270036069e+00       2.933406457148e-06       3.891138090457e-08       3.333333333333e-01 
       1.034936731641e-01       2.380169360071e-07      -1.181308666135e+00       3.055909982969e-06       1.372468718981e-13       3.431171797451e-13       8.668217619018e-23       6.862343594903e-14      -8.859814996011e-01       3.055909982969e-06       5.912702987789e-01       7.046728861943e-01      -8.859814996011e-01       3.055910290780e-06      -1.181308666503e+00       3.055909836889e-06       4.222588523635e-08       3.333333333333e-01 
       1.076399173599e-01       2.475543023878e-07      -1.181342834012e+00       3.178407643116e-06       1.544175344585e-13       3.860438361462e-13       1.054992085720e-22       7.720876722924e-14      -8.860071255090e-01       3.178407643116e-06       5.912659688217e-01       7.046643485332e-01      -8.860071255090e-01       3.178407989417e-06      -1.181342834410e+00       3.178407478771e-06       4.567597493140e-08       3.333333333333e-01 
       1.184005204751e-01       2.723069247685e-07      -1.181415451777e+00       3.496298949950e-06       2.055283273819e-13       5.138208184547e-13       1.699028600835e-22       1.027641636909e-13      -8.860615888329e-01       3.496298949950e-06       5.912568286890e-01       7.046462060625e-01      -8.860615888329e-01       3.496299410811e-06      -1.181415452259e+00       3.496298731233e-06       5.526238203836e-08       3.333333333333e-01 
       1.291611235903e-01       2.970604533294e-07      -1.181471690278e+00       3.814164718569e-06       2.668299513410e-13       6.670748783525e-13       2.625039764499e-22       1.334149756705e-13      -8.861037677084e-01       3.814164718569e-06       5.912499929681e-01       7.046321595482e-01      -8.861037677084e-01       3.814165316820e-06      -1.181471690851e+00       3.814164434642e-06       6.576186638974e-08       3.333333333333e-01 
       1.399217267056e-01       3.218148880707e-07      -1.181516992580e+00       4.132010760006e-06       3.392492198797e-13       8.481230496992e-13       3.916902418110e-22       1.696246099398e-13      -8.861377444353e-01       4.132010760006e-06       5.912448169401e-01       7.046208482235e-01      -8.861377444353e-01       4.132011520550e-06      -1.181516993253e+00       4.132010399045e-06       7.717436312166e-08       3.333333333333e-01 
       1.506823298208e-01       3.465702289922e-07      -1.181554718892e+00       4.449840900867e-06       4.237130466233e-13       1.059282616558e-12       5.673694843999e-22       2.118565233117e-13      -8.861660391690e-01       4.449840900867e-06       5.912408537061e-01       7.046114320365e-01      -8.861660391691e-01       4.449841850680e-06      -1.181554719672e+00       4.449840450060e-06       8.949983797239e-08       3.333333333333e-01 
       1.614429329361e-01       3.713264760940e-07      -1.181587080617e+00       4.767657945141e-06       5.211484670897e-13       1.302871167724e-12       8.010966719514e-22       2.605742335449e-13      -8.861903104627e-01       4.767657945141e-06       5.912377976375e-01       7.046033581363e-01      -8.861903104628e-01       4.767659113272e-06      -1.181587081513e+00       4.767657390690e-06       1.027382570188e-07       3.333333333333e-01 
       1.722035360513e-01       3.960836293761e-07      -1.181615567532e+00       5.085463964695e-06       6.324826349963e-13       1.581206587491e-12       1.106200938574e-21       3.162413174982e-13      -8.862116756487e-01       5.085463964695e-06       5.912354424109e-01       7.045962540786e-01      -8.862116756488e-01       5.085465382266e-06      -1.181615568551e+00       5.085463291816e-06       1.168895786728e-07       3.333333333333e-01 
       1.964621081976e-01       4.518991773168e-07      -1.181670465862e+00       5.801889267446e-06       9.392821994074e-13       2.348205498518e-12       2.138409248106e-21       4.696410997037e-13      -8.862528493964e-01       5.801889267446e-06       5.912319375248e-01       7.045825735146e-01      -8.862528493965e-01       5.801891372301e-06      -1.181670467188e+00       5.801888268219e-06       1.521408240862e-07       3.333333333333e-01 
       2.207206803439e-01       5.077193307052e-07      -1.181717427515e+00       6.518277518248e-06       1.332057937124e-12       3.330144842811e-12       3.828090029259e-21       6.660289685622e-13      -8.862880706361e-01       6.518277518248e-06       5.912301353641e-01       7.045708829131e-01      -8.862880706362e-01       6.518280502832e-06      -1.181717429189e+00       6.518276101215e-06       1.920312081791e-07       3.333333333333e-01 
       2.449792524903e-01       5.635440895412e-07      -1.181759894828e+00       7.234635268061e-06       1.821438973357e-12       4.553597433392e-12       6.448846713445e-21       9.107194866784e-13      -8.863199211207e-01       7.234635268061e-06       5.912293827395e-01       7.045603216892e-01      -8.863199211209e-01       7.234639348556e-06      -1.181759896889e+00       7.234633330456e-06       2.365605219379e-07       3.333333333333e-01 
       2.692378246366e-01       6.193734538250e-07      -1.181799795052e+00       7.950967223300e-06       2.418057582527e-12       6.045143956318e-12       1.034149781882e-20       1.209028791264e-12      -8.863498462888e-01       7.950967223300e-06       5.912292655519e-01       7.045504080300e-01      -8.863498462891e-01       7.950972639619e-06      -1.181799797542e+00       7.950964651044e-06       2.857286190291e-07       3.333333333333e-01 
       2.934963967829e-01       6.752074235565e-07      -1.181838229047e+00       8.667276721492e-06       3.132549155620e-12       7.831372889049e-12       1.592149857058e-20       1.566274577810e-12      -8.863786717850e-01       8.667276721492e-06       5.912295428378e-01       7.045408667204e-01      -8.863786717855e-01       8.667283737272e-06      -1.181838232006e+00       8.667273389193e-06       3.395353491630e-07       3.333333333333e-01 
       3.177549689292e-01       7.310459987357e-07      -1.181875703131e+00       9.383565011102e-06       3.975551701794e-12       9.938879254485e-12       2.368636652013e-20       1.987775850897e-12      -8.864067773480e-01       9.383565011102e-06       5.912301049783e-01       7.045315711807e-01      -8.864067773487e-01       9.383573913696e-06      -1.181875706599e+00       9.383560782046e-06       3.979805452346e-07       3.333333333333e-01 
       3.497692413921e-01       8.047437562955e-07      -1.181924168208e+00       1.032882624995e-05       5.302802210557e-12       1.325700552639e-11       3.828532083975e-20       2.651401105278e-12      -8.864431261563e-01       1.032882624995e-05       5.912311612573e-01       7.045195600909e-01      -8.864431261573e-01       1.032883812260e-05      -1.181924172411e+00       1.032882060900e-05       4.822109862670e-07       3.333333333333e-01 
       3.817835138549e-01       8.784495348580e-07      -1.181971808247e+00       1.127405200674e-05       6.896869182519e-12       1.724217295630e-11       5.933312921577e-20       3.448434591259e-12      -8.864788561849e-01       1.127405200674e-05       5.912324899109e-01       7.045077653482e-01      -8.864788561864e-01       1.127406744570e-05      -1.181971813253e+00       1.127404467004e-05       5.745194223029e-07       3.333333333333e-01 
       4.137977863178e-01       9.521633344232e-07      -1.182019018162e+00       1.221924420837e-05       8.782227177169e-12       2.195556794292e-11       8.876447839106e-20       4.391113588584e-12      -8.865142636214e-01       1.221924420837e-05       5.912339844335e-01       7.044960882229e-01      -8.865142636235e-01       1.221926386435e-05      -1.182019024043e+00       1.221923486603e-05       6.749055688594e-07       3.333333333333e-01 
       4.458120587807e-01       1.025885154991e-06      -1.182066121918e+00       1.316440522306e-05       1.098336060772e-11       2.745840151931e-11       1.288677850786e-19       5.491680303861e-12      -8.865495914383e-01       1.316440522306e-05       5.912355656844e-01       7.044844477239e-01      -8.865495914410e-01       1.316442980123e-05      -1.182066128743e+00       1.316439353915e-05       7.833690687749e-07       3.333333333333e-01 
       4.778263312435e-01       1.099614996561e-06      -1.182113207757e+00       1.410953565274e-05       1.352476206560e-11       3.381190516401e-11       1.823150716087e-19       6.762381032802e-12      -8.865849058181e-01       1.410953565274e-05       5.912372075120e-01       7.044728217897e-01      -8.865849058217e-01       1.410956591270e-05      -1.182113215598e+00       1.410952126524e-05       8.999095866585e-07       3.333333333333e-01 
       5.098406037064e-01       1.173352859134e-06      -1.182160140973e+00       1.505463354698e-05       1.643093049379e-11       4.107732623448e-11       2.521918577991e-19       8.215465246897e-12      -8.866201057299e-01       1.505463354698e-05       5.912389231958e-01       7.044612440973e-01      -8.866201057345e-01       1.505467030274e-05      -1.182160149898e+00       1.505461606782e-05       1.024526932413e-06       3.333333333333e-01 
       5.418548761692e-01       1.247098742710e-06      -1.182206853003e+00       1.599969741403e-05       1.972637314575e-11       4.931593286438e-11       3.420271309426e-19       9.863186572877e-12      -8.866551397522e-01       1.599969741403e-05       5.912407099772e-01       7.044497317870e-01      -8.866551397582e-01       1.599974153400e-05      -1.182206863083e+00       1.599967642907e-05       1.157220983124e-06       3.333333333333e-01 
       6.069556510393e-01       1.397085164374e-06      -1.182301710805e+00       1.792137785831e-05       2.772995130275e-11       6.932487825687e-11       6.034016581978e-19       1.386497565137e-11      -8.867262831034e-01       1.792137785831e-05       5.912444581761e-01       7.044263853852e-01      -8.867262831128e-01       1.792143985724e-05      -1.182301723450e+00       1.792134835875e-05       1.451962695657e-06       3.333333333333e-01 
       6.720564259094e-01       1.547104753611e-06      -1.182396836772e+00       1.984293013105e-05       3.765089879953e-11       9.412724699882e-11       1.004676906704e-18       1.882544939976e-11      -8.867976275787e-01       1.984293013107e-05       5.912482403143e-01       7.044030136417e-01      -8.867976275928e-01       1.984301428174e-05      -1.182396852272e+00       1.984289007693e-05       1.780098213165e-06       3.333333333333e-01 
       7.371572007794e-01       1.697157510421e-06      -1.182492470749e+00       2.176435831572e-05       4.969565581757e-11       1.242391395439e-10       1.595784922927e-18       2.484782790878e-11      -8.868693530619e-01       2.176435831574e-05       5.912519908837e-01       7.043795565920e-01      -8.868693530824e-01       2.176446934768e-05      -1.182492489395e+00       2.176430544739e-05       2.141624960258e-06       3.333333333333e-01 
       8.022579756495e-01       1.847243434806e-06      -1.182588410124e+00       2.368565916601e-05       6.407080057593e-11       1.601770014398e-10       2.437362049047e-18       3.203540028796e-11      -8.869413075929e-01       2.368565916604e-05       5.912557359305e-01       7.043560648870e-01      -8.869413076216e-01       2.368580226515e-05      -1.182588432203e+00       2.368559100398e-05       2.536540727016e-06       3.333333333333e-01 
       8.673587505196e-01       1.997362526763e-06      -1.182684479122e+00       2.560682872140e-05       8.098305496016e-11       2.024576374004e-10       3.601799900523e-18       4.049152748008e-11      -8.870133593418e-01       2.560682872143e-05       5.912595004805e-01       7.043325824675e-01      -8.870133593810e-01       2.560700952970e-05      -1.182684504925e+00       2.560674256617e-05       2.964843427395e-06       3.333333333333e-01 
       9.324595253897e-01       2.147514786295e-06      -1.182780709255e+00       2.752786673047e-05       1.006392977818e-10       2.515982444545e-10       5.174299391214e-18       5.031964889090e-11      -8.870855319412e-01       2.752786673050e-05       5.912632737442e-01       7.043091014529e-01      -8.870855319936e-01       2.752809134572e-05      -1.182780739069e+00       2.752775966235e-05       3.426530753558e-06       3.333333333333e-01 
       9.975603002597e-01       2.297700213400e-06      -1.182877168652e+00       2.944877398502e-05       1.232465620272e-10       3.081164050679e-10       7.253926873937e-18       6.162328101358e-11      -8.871578764888e-01       2.944877398506e-05       5.912670415537e-01       7.042856048079e-01      -8.871578765574e-01       2.944904896050e-05      -1.182877202765e+00       2.944864286397e-05       3.921600151346e-06       3.333333333333e-01 
       1.098268881885e+00       2.530097064827e-06      -1.183026887154e+00       3.242009170731e-05       1.645154184191e-10       4.112885460476e-10       1.174066246385e-17       8.225770920953e-11      -8.872701653652e-01       3.242009170737e-05       5.912728427768e-01       7.042492136376e-01      -8.872701654659e-01       3.242045855849e-05      -1.183026928486e+00       3.241991667754e-05       4.753213099010e-06       3.333333333333e-01 
       1.198977463510e+00       2.762573289538e-06      -1.183177172582e+00       3.539109416770e-05       2.141098968152e-10       5.352747420381e-10       1.821696356229e-17       1.070549484076e-10      -8.873828794364e-01       3.539109416778e-05       5.912786135570e-01       7.042127804760e-01      -8.873828795795e-01       3.539157135000e-05      -1.183177221820e+00       3.539086636983e-05       5.664698097345e-06       3.333333333333e-01 
       1.299686045136e+00       2.995128887531e-06      -1.183327972264e+00       3.836177781640e-05       2.727985290980e-10       6.819963227451e-10       2.728253283901e-17       1.363992645490e-10      -8.874959791982e-01       3.836177781652e-05       5.912843602088e-01       7.041763184809e-01      -8.874959793958e-01       3.836238546711e-05      -1.183328030095e+00       3.836148757291e-05       6.656046284111e-06       3.333333333333e-01 
       1.400394626761e+00       3.227763858808e-06      -1.183479336148e+00       4.133214228573e-05       3.413507178979e-10       8.533767947448e-10       3.964751390965e-17       1.706753589490e-10      -8.876095021108e-01       4.133214228589e-05       5.912900696509e-01       7.041398151547e-01      -8.876095023771e-01       4.133290222221e-05      -1.183479403255e+00       4.133177909998e-05       7.727248627712e-06       3.333333333333e-01 
       1.501103208386e+00       3.460478203368e-06      -1.183631284061e+00       4.430218644206e-05       4.205367157797e-10       1.051341789449e-09       5.614198779816e-17       2.102683578898e-10      -8.877234630458e-01       4.430218644228e-05       5.912957380979e-01       7.041032655293e-01      -8.877234633972e-01       4.430312216005e-05      -1.183631361128e+00       4.430173899737e-05       8.878295693894e-06       3.333333333333e-01 
       1.601811790011e+00       3.693271921211e-06      -1.183783807565e+00       4.727190827814e-05       5.111276187965e-10       1.277819046991e-09       7.772550416616e-17       2.555638093982e-10      -8.878378556734e-01       4.727190827842e-05       5.913013661496e-01       7.040666717037e-01      -8.878378561290e-01       4.727304494995e-05      -1.183783895271e+00       4.727136443681e-05       1.010917817903e-05       3.333333333333e-01 
       1.702520371637e+00       3.926145012337e-06      -1.183936894722e+00       5.024130563562e-05       6.138953682877e-10       1.534738420719e-09       1.054966477642e-16       3.069476841438e-10      -8.879526710413e-01       5.024130563598e-05       5.913069539074e-01       7.040300366515e-01      -8.879526716225e-01       5.024267010840e-05      -1.183936993748e+00       5.024065243797e-05       1.141988699147e-05       3.333333333333e-01 
       1.803228953262e+00       4.159097476746e-06      -1.184090525351e+00       5.321037572862e-05       7.296127415706e-10       1.824031853927e-09       1.407026374683e-16       3.648063707853e-10      -8.880678940133e-01       5.321037572909e-05       5.913125054382e-01       7.039933654072e-01      -8.880678947447e-01       5.321199652260e-05      -1.184090636373e+00       5.320959939208e-05       1.281041263677e-05       3.333333333333e-01 
       1.903937534887e+00       4.392129314438e-06      -1.184244727907e+00       5.617911801105e-05       8.590533890546e-10       2.147633472636e-09       1.847489686412e-16       4.295266945273e-10      -8.881835459300e-01       5.617911801165e-05       5.913180144748e-01       7.039566508461e-01      -8.881835468387e-01       5.618102531776e-05      -1.184244851599e+00       5.617820392913e-05       1.428074554701e-05       3.333333333333e-01 
       2.008525760599e+00       4.634222366066e-06      -1.184405479025e+00       5.926187782973e-05       1.008837347310e-09       2.522093368274e-09       2.415385862061e-16       5.044186736548e-10      -8.883041092685e-01       5.926187783050e-05       5.913236901107e-01       7.039184753625e-01      -8.883041103937e-01       5.926411643516e-05      -1.184405616587e+00       5.926080435032e-05       1.589218856112e-05       3.333333333333e-01 
       2.113113986310e+00       4.876401024241e-06      -1.184566825868e+00       6.234427909793e-05       1.175126012183e-09       2.937815030457e-09       3.115264298226e-16       5.875630060914e-10      -8.884251194010e-01       6.234427909890e-05       5.913293243864e-01       7.038802584147e-01      -8.884251207792e-01       6.234688523330e-05      -1.184566978023e+00       6.234302865297e-05       1.758968473501e-05       3.333333333333e-01 
       2.217702212021e+00       5.118665288961e-06      -1.184728781697e+00       6.542632055274e-05       1.358788812901e-09       3.396972032252e-09       3.968963060129e-16       6.793944064505e-10      -8.885465862724e-01       6.542632055396e-05       5.913349133796e-01       7.038419966753e-01      -8.885465879441e-01       6.542933231527e-05      -1.184728949163e+00       6.542487464806e-05       1.937322332686e-05       3.333333333333e-01 
       2.322290437732e+00       5.361015160228e-06      -1.184891347078e+00       6.850800022042e-05       1.560696144133e-09       3.901740360333e-09       5.000622362656e-16       7.803480720666e-10      -8.886685103082e-01       6.850800022193e-05       5.913404570705e-01       7.038036899900e-01      -8.886685123179e-01       6.851145757127e-05      -1.184891530574e+00       6.850633943470e-05       2.124279316351e-05       3.333333333333e-01 
       2.426878663443e+00       5.603450638042e-06      -1.185054514594e+00       7.158931559736e-05       1.781719361917e-09       4.454298404793e-09       6.236803068076e-16       8.908596809587e-10      -8.887908859452e-01       7.158931559923e-05       5.913459575180e-01       7.037653402004e-01      -8.887908883415e-01       7.159326035963e-05      -1.185054714831e+00       7.158741958108e-05       2.319838279841e-05       3.333333333333e-01 
       2.531466889155e+00       5.845971722401e-06      -1.185218291510e+00       7.467026517304e-05       2.022730817328e-09       5.056827043320e-09       7.706605753995e-16       1.011365408664e-09      -8.889137186326e-01       7.467026517533e-05       5.913514126220e-01       7.037269454772e-01      -8.889137214689e-01       7.467474102969e-05      -1.185218509200e+00       7.466811264728e-05       2.523998106869e-05       3.333333333333e-01 
       2.636055114866e+00       6.088578413307e-06      -1.185382676646e+00       7.775084692571e-05       2.284603821401e-09       5.711509553502e-09       9.441789996231e-16       1.142301910700e-09      -8.890370074848e-01       7.775084692849e-05       5.913568222142e-01       7.036885061032e-01      -8.890370108190e-01       7.775589941752e-05      -1.185382912496e+00       7.774841568109e-05       2.736757670050e-05       3.333333333333e-01 
       2.781269953522e+00       6.425566033227e-06      -1.185611912204e+00       8.202744598905e-05       2.684427913711e-09       6.711069784278e-09       1.235623498155e-15       1.342213956856e-09      -8.892089341528e-01       8.202744599266e-05       5.913642607294e-01       7.036350642466e-01      -8.892089382835e-01       8.203337809299e-05      -1.185612174432e+00       8.202458918876e-05       3.046419412832e-05       3.333333333333e-01 
       2.926484792177e+00       6.762718683329e-06      -1.185842311985e+00       8.630332609016e-05       3.128497108689e-09       7.821242771722e-09       1.595107776928e-15       1.564248554344e-09      -8.893817339884e-01       8.630332609478e-05       5.913716137701e-01       7.035815383253e-01      -8.893817390501e-01       8.631023413660e-05      -1.185842601938e+00       8.629999662681e-05       3.372654130429e-05       3.333333333333e-01 
       3.071699630833e+00       7.100036363614e-06      -1.186073883503e+00       9.057848250940e-05       3.619158204289e-09       9.047895510722e-09       2.033950336614e-15       1.809579102144e-09      -8.895554126276e-01       9.057848251526e-05       5.913788794879e-01       7.035279264256e-01      -8.895554187694e-01       9.058646778187e-05      -1.186074202518e+00       9.057463077471e-05       3.715458667990e-05       3.333333333333e-01 
       3.216914469489e+00       7.437519074080e-06      -1.186306618209e+00       9.485290930252e-05       4.158761529531e-09       1.039690382383e-08       2.564672018553e-15       2.079380764765e-09      -8.897299636571e-01       9.485290930986e-05       5.913860594638e-01       7.034742306502e-01      -8.897299710431e-01       9.486207803007e-05      -1.186306967611e+00       9.484848318330e-05       4.074829833831e-05       3.333333333333e-01 
       3.362129308145e+00       7.775166814728e-06      -1.186540507321e+00       9.912660037591e-05       4.749660962891e-09       1.187415240723e-08       3.201058947991e-15       2.374830481445e-09      -8.899053804911e-01       9.912660038503e-05       5.913931554259e-01       7.034204531591e-01      -8.899053893012e-01       9.913706372561e-05      -1.186540888423e+00       9.912154525011e-05       4.450764390785e-05       3.333333333333e-01 
       3.507344146801e+00       8.112979585558e-06      -1.186775557193e+00       1.033995509120e-04       5.394213993029e-09       1.348553498257e-08       3.958225827348e-15       2.697106996515e-09      -8.900816678946e-01       1.033995509233e-04       5.914001659711e-01       7.033665923282e-01      -8.900816783251e-01       1.034114249814e-04      -1.186775971298e+00       1.033938096447e-04       4.843259057739e-05       3.333333333333e-01 
       3.652558985457e+00       8.450957386571e-06      -1.187011778418e+00       1.076717566223e-04       6.094781694025e-09       1.523695423506e-08       4.852679497853e-15       3.047390847013e-09      -8.902588338131e-01       1.076717566360e-04       5.914070888130e-01       7.033126454727e-01      -8.902588460776e-01       1.076851624315e-04      -1.187012226817e+00       1.076652695614e-04       5.252310516239e-05       3.333333333333e-01 
       3.854047395204e+00       8.920181501610e-06      -1.187341462401e+00       1.135982798383e-04       7.164036764381e-09       1.791009191095e-08       6.355018495609e-15       3.582018382190e-09      -8.905060968004e-01       1.135982798562e-04       5.914165530829e-01       7.032376550428e-01      -8.905061119971e-01       1.136140206120e-04      -1.187341960498e+00       1.135906544536e-04       5.847295128505e-05       3.333333333333e-01 
       4.055535804952e+00       9.389723334432e-06      -1.187673367532e+00       1.195233416087e-04       8.352012067262e-09       2.088003016816e-08       8.209341758540e-15       4.176006033631e-09      -8.907550256493e-01       1.195233416317e-04       5.914258555559e-01       7.031625073188e-01      -8.907550442741e-01       1.195416729041e-04      -1.187673917750e+00       1.195144514573e-04       6.474139463380e-05       3.333333333333e-01 
