#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.528503667288e+02       4.212023507690e-04      -1.365710909230e+00       4.260880813058e-05       6.375101507033e-06       1.593775376758e-05       1.365880843621e-09       3.187550753516e-06      -1.024283186981e+00       4.260901484703e-05       6.019367746386e-01       6.596832046827e-01      -1.365707763703e+00       4.254409323786e-05       8.876630519475e-04      -1.024285965233e+00       4.267610790724e-05 
       1.578426080998e+02       4.380426380165e-04      -1.369558391070e+00       4.390940214911e-05       7.128958550202e-06       1.782239637550e-05       1.659276082143e-09       3.564479275101e-06      -1.027168799487e+00       4.390964756985e-05       6.019162128119e-01       6.587933215016e-01      -1.369554791626e+00       4.383764587924e-05       9.451004108851e-04      -1.027171927185e+00       4.398259547296e-05 
       1.628348494709e+02       4.550779692374e-04      -1.373341191438e+00       4.520535734927e-05       7.950798510918e-06       1.987699627730e-05       2.007107586666e-09       3.975399255459e-06      -1.030005901097e+00       4.520564737759e-05       6.018937386529e-01       6.579217691116e-01      -1.373337089503e+00       4.512604462289e-05       1.004250339455e-03      -1.030009408152e+00       4.528472380461e-05 
       1.678270908419e+02       4.723083444317e-04      -1.377061268702e+00       4.649675646140e-05       8.846855924487e-06       2.211713981122e-05       2.419212860190e-09       4.423427962244e-06      -1.032795960618e+00       4.649709781686e-05       6.018692382651e-01       6.570680502693e-01      -1.377056612209e+00       4.640935208824e-05       1.065105638657e-03      -1.032799878309e+00       4.658257669879e-05 
       1.728193322130e+02       4.897337635994e-04      -1.380720455907e+00       4.778367810803e-05       9.826705996775e-06       2.456676499194e-05       2.908970575511e-09       4.913352998388e-06      -1.035540352870e+00       4.778407854935e-05       6.018424090429e-01       6.562316991963e-01      -1.380715189157e+00       4.768762677301e-05       1.127659179122e-03      -1.035544713843e+00       4.787623366355e-05 
       1.778115735841e+02       5.073542267407e-04      -1.384320483112e+00       4.906619732827e-05       1.090459630989e-05       2.726149077473e-05       3.495245238060e-09       5.452298154946e-06      -1.038240375439e+00       4.906666598996e-05       6.018127226991e-01       6.554122759894e-01      -1.384314546644e+00       4.896092363591e-05       1.191903897450e-03      -1.038245213706e+00       4.916577050536e-05 
       1.828038149551e+02       5.251697338554e-04      -1.387862961654e+00       5.034438477971e-05       1.210079310088e-05       3.025198275220e-05       4.204323853387e-09       6.050396550439e-06      -1.040897236878e+00       5.034493248165e-05       6.017795414914e-01       6.546093705524e-01      -1.387856292112e+00       5.022929333033e-05       1.257832793474e-03      -1.040902587811e+00       5.045125856710e-05 
       1.877960563262e+02       5.431802849436e-04      -1.391349410678e+00       5.161830772139e-05       1.342644796953e-05       3.356611992382e-05       5.056137475259e-09       6.713223984765e-06      -1.043512076601e+00       5.161894617380e-05       6.017437299568e-01       6.538225959765e-01      -1.391341940674e+00       5.149278290703e-05       1.325438941208e-03      -1.043517976932e+00       5.173276543481e-05 
       1.935631702555e+02       5.642291544493e-04      -1.395309504859e+00       5.308475309954e-05       1.505882966948e-05       3.764707417370e-05       6.180183423652e-09       7.529414834740e-06      -1.046482151249e+00       5.308550846223e-05       6.017046230603e-01       6.529332124405e-01      -1.395301020795e+00       5.294638149355e-05       1.405617509610e-03      -1.046488733753e+00       5.320832359676e-05 
       1.993302841848e+02       5.855383145333e-04      -1.399200174140e+00       5.454574202224e-05       1.668586487589e-05       4.171466218972e-05       7.387452174429e-09       8.342932437944e-06      -1.049400157931e+00       5.454662547531e-05       6.016706164656e-01       6.520639988863e-01      -1.399190573860e+00       5.439364114614e-05       1.488014638863e-03      -1.049407475539e+00       5.467880084035e-05 
       2.050973981142e+02       6.071077651954e-04      -1.403024496543e+00       5.600141113446e-05       1.840713613485e-05       4.601784033713e-05       8.774047939114e-09       9.203568067425e-06      -1.052268405235e+00       5.600243719808e-05       6.016353632919e-01       6.512141754515e-01      -1.403013670983e+00       5.583466697899e-05       1.572619958585e-03      -1.052276512969e+00       5.614433320890e-05 
       2.108645120435e+02       6.289375064359e-04      -1.406784918836e+00       5.745187282270e-05       2.029259940197e-05       5.073149850492e-05       1.043269413461e-08       1.014629970098e-05      -1.055088728338e+00       5.745306418038e-05       6.015956796301e-01       6.503831203597e-01      -1.406772751786e+00       5.726954152998e-05       1.659423249450e-03      -1.055097683282e+00       5.760503392276e-05 
       2.166316259728e+02       6.510275382547e-04      -1.410483085060e+00       5.889720397609e-05       2.245309910153e-05       5.613274775381e-05       1.257102238662e-08       1.122654955076e-05      -1.057862360443e+00       5.889859927749e-05       6.015444272772e-01       6.495704126803e-01      -1.410469452948e+00       5.869831490993e-05       1.748414362169e-03      -1.057872221684e+00       5.906098353549e-05 
       2.223987399022e+02       6.733778606520e-04      -1.414119817976e+00       6.033743954871e-05       2.516352030203e-05       6.290880075507e-05       1.566812008614e-08       1.258176015101e-05      -1.060589918921e+00       6.033910644443e-05       6.014698440821e-01       6.487758367964e-01      -1.414104589677e+00       6.012100053044e-05       1.839583085184e-03      -1.060600747456e+00       6.051222566759e-05 
       2.281658538315e+02       6.959884736277e-04      -1.417694795561e+00       6.177255263123e-05       2.887928894919e-05       7.219822237297e-05       2.069554192475e-08       1.443964447459e-05      -1.063271162768e+00       6.177460434490e-05       6.013542847787e-01       6.479994634401e-01      -1.417677832263e+00       6.153755733201e-05       1.932919284053e-03      -1.063283021362e+00       6.195874924006e-05 
       2.344447198285e+02       7.209014287994e-04      -1.421515448710e+00       6.332909529635e-05       3.444481360493e-05       8.611203401232e-05       2.988952862613e-08       1.722240680246e-05      -1.066136667319e+00       6.333176351617e-05       6.011698435809e-01       6.471752172416e-01      -1.421496429523e+00       6.307274450316e-05       2.036990382298e-03      -1.066149720581e+00       6.352820067471e-05 
       2.407235858255e+02       7.461229185296e-04      -1.425260140044e+00       6.487934923776e-05       4.174906967664e-05       1.043726741916e-04       4.538211973122e-08       2.087453483832e-05      -1.068945205267e+00       6.488293524046e-05       6.009099722392e-01       6.463732128078e-01      -1.425238881153e+00       6.460044291360e-05       2.143605138950e-03      -1.068959531178e+00       6.509190837174e-05 
       2.460835245211e+02       7.678972885699e-04      -1.428396691283e+00       6.619767904313e-05       4.917354009752e-05       1.229338502438e-04       6.624870084459e-08       2.458677004876e-05      -1.071297640773e+00       6.620239051800e-05       6.006116885700e-01       6.457061698008e-01      -1.428373367527e+00       6.589858206540e-05       2.236618665912e-03      -1.071313115754e+00       6.642219585296e-05 
       2.472660711898e+02       7.727315745559e-04      -1.429081411827e+00       6.648791325947e-05       5.089834384885e-05       1.272458596221e-04       7.207559144062e-08       2.544917192442e-05      -1.071811186930e+00       6.649292823223e-05       6.005342349202e-01       6.455611408114e-01      -1.429057612881e+00       6.618424805608e-05       2.257387335703e-03      -1.071826923259e+00       6.671513189627e-05 
       2.472660968856e+02       7.727316797202e-04      -1.429081426677e+00       6.648791956593e-05       5.089845308928e-05       1.272458596211e-04       7.207559144122e-08       2.544917192486e-05      -1.071811198068e+00       6.649293453872e-05       6.009780982275e-01       6.455611376684e-01      -1.429057627720e+00       6.618425426049e-05       2.257387787961e-03      -1.071826934403e+00       6.671513825935e-05 
       2.472661225815e+02       7.727317848846e-04      -1.429081441527e+00       6.648792587238e-05       5.089856232925e-05       1.272458596211e-04       7.207559144252e-08       2.544917192548e-05      -1.071811209206e+00       6.649294084521e-05       6.009780955491e-01       6.455611345253e-01      -1.429057642560e+00       6.618426046490e-05       2.257388240219e-03      -1.071826945546e+00       6.671514462244e-05 
       2.472661482773e+02       7.727318900489e-04      -1.429081456377e+00       6.648793217884e-05       5.089867156875e-05       1.272458596220e-04       7.207559144453e-08       2.544917192630e-05      -1.071811220343e+00       6.649294715170e-05       6.009780928706e-01       6.455611313823e-01      -1.429057657400e+00       6.618426666931e-05       2.257388692477e-03      -1.071826956690e+00       6.671515098552e-05 
       2.472663296607e+02       7.727326323891e-04      -1.429081561202e+00       6.648797669518e-05       5.089944266176e-05       1.272458596555e-04       7.207559147809e-08       2.544917193749e-05      -1.071811298963e+00       6.649299166827e-05       6.009780739643e-01       6.455611091961e-01      -1.429057762151e+00       6.618431046533e-05       2.257391884901e-03      -1.071827035349e+00       6.671519590161e-05 
       2.472665110441e+02       7.727333747295e-04      -1.429081666027e+00       6.648802121152e-05       5.090021373164e-05       1.272458597377e-04       7.207559154673e-08       2.544917195841e-05      -1.071811377582e+00       6.649303618485e-05       6.009780550586e-01       6.455610870099e-01      -1.429057866902e+00       6.618435426135e-05       2.257395077327e-03      -1.071827114009e+00       6.671524081769e-05 
       2.472666924274e+02       7.727341170701e-04      -1.429081770851e+00       6.648806572785e-05       5.090098477818e-05       1.272458598691e-04       7.207559165082e-08       2.544917198917e-05      -1.071811456201e+00       6.649308070143e-05       6.009780361537e-01       6.455610648237e-01      -1.429057971653e+00       6.618439805736e-05       2.257398269755e-03      -1.071827192668e+00       6.671528573376e-05 
       2.472668738108e+02       7.727348594110e-04      -1.429081875675e+00       6.648811024417e-05       5.090175580129e-05       1.272458600498e-04       7.207559179045e-08       2.544917202980e-05      -1.071811534820e+00       6.649312521800e-05       6.009780172496e-01       6.455610426376e-01      -1.429058076404e+00       6.618444185336e-05       2.257401462186e-03      -1.071827271328e+00       6.671533064982e-05 
       2.472685039732e+02       7.727415311273e-04      -1.429082817767e+00       6.648851032903e-05       5.090868423243e-05       1.272458638893e-04       7.207559464212e-08       2.544917283796e-05      -1.071812241397e+00       6.649352530559e-05       6.009778473838e-01       6.455608432437e-01      -1.429059017835e+00       6.618483546457e-05       2.257430153885e-03      -1.071827978267e+00       6.671573432754e-05 
       2.472701341356e+02       7.727482028644e-04      -1.429083759849e+00       6.648891041303e-05       5.091561077194e-05       1.272458717138e-04       7.207560036676e-08       2.544917444310e-05      -1.071812947967e+00       6.649392539303e-05       6.009776775776e-01       6.455606438523e-01      -1.429059959257e+00       6.618522907506e-05       2.257458845754e-03      -1.071828685199e+00       6.671613800467e-05 
       2.472717642980e+02       7.727548746223e-04      -1.429084701921e+00       6.648931049615e-05       5.092253542120e-05       1.272458835211e-04       7.207560896403e-08       2.544917684476e-05      -1.071813654530e+00       6.649432548033e-05       6.009775078310e-01       6.455604444635e-01      -1.429060900670e+00       6.618562268485e-05       2.257487537793e-03      -1.071829392123e+00       6.671654168121e-05 
       2.472733944603e+02       7.727615464010e-04      -1.429085643985e+00       6.648971057840e-05       5.092945818174e-05       1.272458993085e-04       7.207562043348e-08       2.544918004243e-05      -1.071814361085e+00       6.649472556749e-05       6.009773381439e-01       6.455602450772e-01      -1.429061842073e+00       6.618601629392e-05       2.257516230001e-03      -1.071830099042e+00       6.671694535716e-05 
       2.472849848003e+02       7.728089828780e-04      -1.429092341723e+00       6.649255510996e-05       5.097862420438e-05       1.272461260836e-04       7.207578474329e-08       2.544922568254e-05      -1.071819384447e+00       6.649757015489e-05       6.009761333929e-01       6.455588275275e-01      -1.429068535118e+00       6.618881480630e-05       2.257720234473e-03      -1.071835124979e+00       6.671981544787e-05 
       2.472965751403e+02       7.728564204064e-04      -1.429099038995e+00       6.649539959765e-05       5.102769538016e-05       1.272465530181e-04       7.207609404424e-08       2.544931135338e-05      -1.071824407459e+00       6.650041473477e-05       6.009749316320e-01       6.455574101055e-01      -1.429075227695e+00       6.619161328282e-05       2.257924247516e-03      -1.071840150567e+00       6.672268550895e-05 
       2.473081654803e+02       7.729038589860e-04      -1.429105735801e+00       6.649824404168e-05       5.107667225933e-05       1.272471792005e-04       7.207654816041e-08       2.544943687264e-05      -1.071829430122e+00       6.650325930691e-05       6.009737328449e-01       6.455559928110e-01      -1.429081919806e+00       6.619441172355e-05       2.258128269131e-03      -1.071845175806e+00       6.672555554043e-05 
       2.473197558203e+02       7.729512986170e-04      -1.429112432142e+00       6.650108844225e-05       5.112555538886e-05       1.272480037247e-04       7.207714691530e-08       2.544960205910e-05      -1.071834452436e+00       6.650610387108e-05       6.009725370150e-01       6.455545756435e-01      -1.429088611452e+00       6.619721012854e-05       2.258332299317e-03      -1.071850200697e+00       6.672842554239e-05 
       2.473313461602e+02       7.729987392993e-04      -1.429119128020e+00       6.650393279957e-05       5.117434531239e-05       1.272490256901e-04       7.207789013212e-08       2.544980673268e-05      -1.071839474403e+00       6.650894842704e-05       6.009713441261e-01       6.455531586029e-01      -1.429095302634e+00       6.620000849785e-05       2.258536338075e-03      -1.071855225241e+00       6.673129551487e-05 
       2.474091600115e+02       7.733172681537e-04      -1.429164070110e+00       6.652302780389e-05       5.149953228775e-05       1.272609323828e-04       7.208660709971e-08       2.545218992520e-05      -1.071873181360e+00       6.652804564111e-05       6.009634103869e-01       6.455436483038e-01      -1.429140213175e+00       6.621879493851e-05       2.259906411240e-03      -1.071888949507e+00       6.675056283724e-05 
       2.474869738628e+02       7.736358443945e-04      -1.429208991752e+00       6.654212092733e-05       5.182070240249e-05       1.272814333179e-04       7.210177325946e-08       2.545629191689e-05      -1.071906872982e+00       6.654714241343e-05       6.009556036675e-01       6.455341436121e-01      -1.429185103235e+00       6.623757979122e-05       2.261276870700e-03      -1.071922658450e+00       6.676982885161e-05 
       2.475647877141e+02       7.739544680220e-04      -1.429253893343e+00       6.656121222707e-05       5.213801033219e-05       1.273102724603e-04       7.212333365074e-08       2.546206150254e-05      -1.071940549566e+00       6.656623868945e-05       6.009479193153e-01       6.455246444282e-01      -1.429229973214e+00       6.625636307480e-05       2.262647716420e-03      -1.071956352369e+00       6.678909357688e-05 
       2.476426015654e+02       7.742731390360e-04      -1.429298775304e+00       6.658030175826e-05       5.245160542830e-05       1.273472026765e-04       7.215123258158e-08       2.546944925719e-05      -1.071974211429e+00       6.658533442217e-05       6.009403528337e-01       6.455151506467e-01      -1.429274823531e+00       6.627514480933e-05       2.264018948367e-03      -1.071990031579e+00       6.680835703319e-05 
       2.477204154167e+02       7.745918574366e-04      -1.429343637987e+00       6.659938956953e-05       5.276163188890e-05       1.273919854525e-04       7.218541378221e-08       2.547840747974e-05      -1.072007858833e+00       6.660442956677e-05       6.009328998986e-01       6.455056621801e-01      -1.429319654537e+00       6.629392501133e-05       2.265390566505e-03      -1.072023696344e+00       6.682761923714e-05 
       2.477982292680e+02       7.749106232237e-04      -1.429388481437e+00       6.661847569151e-05       5.306822890578e-05       1.274443906522e-04       7.222582054407e-08       2.548889014460e-05      -1.072041491812e+00       6.662352406843e-05       6.009255564052e-01       6.454961790170e-01      -1.429364466278e+00       6.631270368205e-05       2.266762570801e-03      -1.072057346697e+00       6.684688019005e-05 
       2.479132511750e+02       7.753818992462e-04      -1.429454732337e+00       6.664668513709e-05       5.351543353167e-05       1.275353457596e-04       7.229682986710e-08       2.550708349360e-05      -1.072091180569e+00       6.665174765292e-05       6.009148935939e-01       6.454821710275e-01      -1.429430670249e+00       6.634045889608e-05       2.268791330181e-03      -1.072107061158e+00       6.687534881136e-05 
       2.480282730820e+02       7.758532788073e-04      -1.429520941280e+00       6.667489102575e-05       5.395585309671e-05       1.276417856942e-04       7.238113212174e-08       2.552837372362e-05      -1.072140837859e+00       6.667996957130e-05       6.009044491001e-01       6.454681746088e-01      -1.429496832194e+00       6.636821076226e-05       2.270820933123e-03      -1.072156744182e+00       6.690381469753e-05 
       2.481432949889e+02       7.763247619071e-04      -1.429587108440e+00       6.670309343163e-05       5.438988235078e-05       1.277630588884e-04       7.247854174995e-08       2.555263052576e-05      -1.072190463815e+00       6.670818969925e-05       6.008942113166e-01       6.454541897169e-01      -1.429562952286e+00       6.639595928629e-05       2.272851379519e-03      -1.072206395899e+00       6.693227785448e-05 
       2.482583168959e+02       7.767963485456e-04      -1.429653234101e+00       6.673129242603e-05       5.481789632430e-05       1.278985467770e-04       7.258887329428e-08       2.557973019136e-05      -1.072240058648e+00       6.673640793388e-05       6.008841692077e-01       6.454402162815e-01      -1.429629030809e+00       6.642370447933e-05       2.274882669259e-03      -1.072256016520e+00       6.696073829359e-05 
       2.483733388029e+02       7.772680387227e-04      -1.429719318650e+00       6.675948807853e-05       5.524025136166e-05       1.280476620743e-04       7.271194193740e-08       2.560955526746e-05      -1.072289622649e+00       6.676462419192e-05       6.008743122765e-01       6.454262542048e-01      -1.429695068151e+00       6.645144635810e-05       2.276914802233e-03      -1.072305606339e+00       6.698919603183e-05 
       2.484883607099e+02       7.777398324384e-04      -1.429785362588e+00       6.678768045797e-05       5.565728611497e-05       1.282098471163e-04       7.284756399094e-08       2.564199422519e-05      -1.072339156195e+00       6.679283840802e-05       6.008646305344e-01       6.454123033619e-01      -1.429761064813e+00       6.647918494498e-05       2.278947778335e-03      -1.072355165729e+00       6.701765109178e-05 
       2.486033826168e+02       7.782117296928e-04      -1.429851366528e+00       6.681586963335e-05       5.606932250932e-05       1.283845722481e-04       7.299555732015e-08       2.567694113735e-05      -1.072388659744e+00       6.682105053329e-05       6.008551144712e-01       6.453983635995e-01      -1.429827021406e+00       6.650692026809e-05       2.280981597455e-03      -1.072404695150e+00       6.704610350182e-05 
       2.488358629119e+02       7.791658364090e-04      -1.429984653526e+00       6.687283561427e-05       5.688809942374e-05       1.287739780800e-04       7.333171533102e-08       2.575482593563e-05      -1.072488626203e+00       6.687806588873e-05       6.008363499831e-01       6.453702218483e-01      -1.429960212496e+00       6.656296860571e-05       2.285094891050e-03      -1.072504713986e+00       6.710360307829e-05 
       2.490683432070e+02       7.801203660991e-04      -1.430117787470e+00       6.692978938645e-05       5.769003748903e-05       1.292087334083e-04       7.371622003287e-08       2.584178041520e-05      -1.072588477883e+00       6.693507246488e-05       6.008181561273e-01       6.453421227748e-01      -1.430093250246e+00       6.661900410150e-05       2.289211627233e-03      -1.072604618155e+00       6.716109232342e-05 
       2.493008235021e+02       7.810753187632e-04      -1.430250771764e+00       6.698673129489e-05       5.847725857992e-05       1.296853631707e-04       7.414765977887e-08       2.593710958821e-05      -1.072688217338e+00       6.699207005862e-05       6.008004708502e-01       6.453140655266e-01      -1.430226138063e+00       6.667502690881e-05       2.293331805154e-03      -1.072704410211e+00       6.721857139246e-05 
       2.495333037972e+02       7.820306944013e-04      -1.430383605228e+00       6.704366141101e-05       5.925168382168e-05       1.302007287321e-04       7.462467620398e-08       2.604018574984e-05      -1.072787843684e+00       6.704905831816e-05       6.007832391370e-01       6.452860503982e-01      -1.430358874764e+00       6.673103695039e-05       2.297455423972e-03      -1.072804089270e+00       6.727604021006e-05 
       2.497657840923e+02       7.829864930135e-04      -1.430516288270e+00       6.710057985377e-05       6.001505417327e-05       1.307519934747e-04       7.514596907887e-08       2.615044159659e-05      -1.072887357227e+00       6.710603703657e-05       6.007664110027e-01       6.452580772867e-01      -1.430491460758e+00       6.678703423013e-05       2.301582482838e-03      -1.072903655638e+00       6.733349878198e-05 
       2.499982643874e+02       7.839427145997e-04      -1.430648823276e+00       6.715748681741e-05       6.076894902280e-05       1.313365917217e-04       7.571029982287e-08       2.626736401127e-05      -1.072986759758e+00       6.716300615692e-05       6.007499408413e-01       6.452301455943e-01      -1.430623898431e+00       6.684301885296e-05       2.305712980904e-03      -1.073003111105e+00       6.739094721506e-05 
       2.502307446825e+02       7.848993591598e-04      -1.430781214658e+00       6.721438257974e-05       6.151480286215e-05       1.319522008782e-04       7.631649381651e-08       2.639048849133e-05      -1.073086054584e+00       6.721996576316e-05       6.007337869126e-01       6.452022542176e-01      -1.430756192192e+00       6.689899102729e-05       2.309846917335e-03      -1.073102458979e+00       6.744838571959e-05 
       2.505501237915e+02       7.862142775865e-04      -1.430962867762e+00       6.729252769010e-05       6.252870903225e-05       1.328446600065e-04       7.721551337016e-08       2.656898379290e-05      -1.073222296210e+00       6.729820106631e-05       6.007120413418e-01       6.451640007247e-01      -1.430937710720e+00       6.697586519173e-05       2.315531682841e-03      -1.073238773662e+00       6.752727842617e-05 
       2.508695029006e+02       7.875299942916e-04      -1.431144258759e+00       6.737065225877e-05       6.353291289499e-05       1.337868405255e-04       7.818878101868e-08       2.675742321509e-05      -1.073358341284e+00       6.737641845083e-05       6.006907363584e-01       6.451258210766e-01      -1.431118966598e+00       6.705271625662e-05       2.321222933911e-03      -1.073374892004e+00       6.760615279757e-05 
       2.511888820097e+02       7.888465092752e-04      -1.431325385056e+00       6.744875619533e-05       6.453008263476e-05       1.347744853109e-04       7.923385239055e-08       2.695495536325e-05      -1.073494187864e+00       6.745461762987e-05       6.006697981052e-01       6.450877159197e-01      -1.431299957234e+00       6.712954405837e-05       2.326920668432e-03      -1.073510812060e+00       6.768500867508e-05 
       2.515082611188e+02       7.901638225372e-04      -1.431506251314e+00       6.752683975629e-05       6.552257346166e-05       1.358038631890e-04       8.034850807885e-08       2.716083402923e-05      -1.073629839445e+00       6.753279872949e-05       6.006491603620e-01       6.450496840862e-01      -1.431480687288e+00       6.720634880351e-05       2.332624884277e-03      -1.073646537329e+00       6.776384627014e-05 
       2.518276402278e+02       7.914819340776e-04      -1.431686868303e+00       6.760490349476e-05       6.651246915882e-05       1.368716994289e-04       8.153074603918e-08       2.737440429028e-05      -1.073765304105e+00       6.761096221939e-05       6.006287635580e-01       6.450117228819e-01      -1.431661167526e+00       6.728313101193e-05       2.338335579346e-03      -1.073782075885e+00       6.784266610750e-05 
       2.521470193369e+02       7.928008438965e-04      -1.431867236295e+00       6.768294742014e-05       6.750161840939e-05       1.379751149071e-04       8.277877282107e-08       2.759509034241e-05      -1.073900582051e+00       6.768910805791e-05       6.006085574067e-01       6.449738322363e-01      -1.431841398221e+00       6.735989067133e-05       2.344052751566e-03      -1.073917427937e+00       6.792146817976e-05 
       2.524663984460e+02       7.941205519938e-04      -1.432047350010e+00       6.776097125090e-05       6.849166591518e-05       1.391115738965e-04       8.409099361675e-08       2.782238505860e-05      -1.074035669321e+00       6.776723593571e-05       6.005884988717e-01       6.449360134674e-01      -1.432021374092e+00       6.743662748697e-05       2.349776398869e-03      -1.074052589523e+00       6.800025219709e-05 
       2.529095601858e+02       7.959530652717e-04      -1.432296854295e+00       6.786920190420e-05       6.986963077213e-05       1.407390961231e-04       8.601553104343e-08       2.814789352024e-05      -1.074222800344e+00       6.787561448197e-05       6.005608376219e-01       6.448836550806e-01      -1.432270686199e+00       6.754306774828e-05       2.357729097591e-03      -1.074239824011e+00       6.810954104123e-05 
       2.533527219256e+02       7.977871155215e-04      -1.432545892603e+00       6.797739497921e-05       7.125556442431e-05       1.424208083467e-04       8.805778130272e-08       2.848423997731e-05      -1.074409581951e+00       6.798395955619e-05       6.005332908514e-01       6.448314291729e-01      -1.432519531271e+00       6.764946512358e-05       2.365694253607e-03      -1.074426709487e+00       6.821879624197e-05 
       2.537958836655e+02       7.996227027430e-04      -1.432794456176e+00       6.808554995930e-05       7.265243183913e-05       1.441523446910e-04       9.021514411826e-08       2.883055128761e-05      -1.074596007574e+00       6.809227068813e-05       6.005057843472e-01       6.447793379287e-01      -1.432767900544e+00       6.775581910578e-05       2.373671861401e-03      -1.074613239383e+00       6.832801730527e-05 
       2.542390454053e+02       8.014598269364e-04      -1.433042542708e+00       6.819366665005e-05       7.406280291664e-05       1.459300058894e-04       9.248556616867e-08       2.918608762665e-05      -1.074782075487e+00       6.820054775328e-05       6.004782540145e-01       6.447273819186e-01      -1.433015791711e+00       6.786212951912e-05       2.381661915457e-03      -1.074799411971e+00       6.843720406838e-05 
       2.546822071452e+02       8.032984881016e-04      -1.433290169241e+00       6.830174584655e-05       7.548891940784e-05       1.477506466076e-04       9.486749116697e-08       2.955021995292e-05      -1.074967798472e+00       6.830879163251e-05       6.004506410244e-01       6.446755568766e-01      -1.433263221809e+00       6.796839718376e-05       2.389664410273e-03      -1.074985240035e+00       6.854635736448e-05 
       2.551253688850e+02       8.051386862386e-04      -1.433537326458e+00       6.840978698754e-05       7.693275150798e-05       1.496115799893e-04       9.735981349144e-08       2.992241091769e-05      -1.075153169545e+00       6.841700186061e-05       6.004229003949e-01       6.446238651263e-01      -1.433510181520e+00       6.807462156792e-05       2.397679340355e-03      -1.075170716589e+00       6.865547667480e-05 
       2.555685306249e+02       8.069804213475e-04      -1.433784009456e+00       6.851778973493e-05       7.839604385419e-05       1.515104998695e-04       9.996183504720e-08       3.030219930828e-05      -1.075338185029e+00       6.852517820322e-05       6.003949927583e-01       6.445723078878e-01      -1.433756665937e+00       6.818080236643e-05       2.405706700177e-03      -1.075355837957e+00       6.876456170717e-05 
       2.562065391232e+02       8.096346189437e-04      -1.434138345390e+00       6.867321221697e-05       8.053997657050e-05       1.543071008553e-04       1.038999602762e-07       3.086152611939e-05      -1.075603941775e+00       6.868085874764e-05       6.003544466337e-01       6.444983120766e-01      -1.434110714084e+00       6.833359279106e-05       2.417285300183e-03      -1.075621747849e+00       6.892154965427e-05 
       2.568445476215e+02       8.122920021625e-04      -1.434491704220e+00       6.882855497170e-05       8.273152573027e-05       1.571733694942e-04       1.080650331725e-07       3.143478681098e-05      -1.075868965861e+00       6.883646948904e-05       6.003133935884e-01       6.444245935866e-01      -1.434463782884e+00       6.848629291897e-05       2.428889634928e-03      -1.075886925915e+00       6.907846666207e-05 
       2.574825561198e+02       8.149525710039e-04      -1.434844101684e+00       6.898381854097e-05       8.497425528923e-05       1.601051878668e-04       1.124584871288e-07       3.202115784526e-05      -1.076133269097e+00       6.899201133712e-05       6.002717575957e-01       6.443511484661e-01      -1.434815888065e+00       6.863890341765e-05       2.440519687906e-03      -1.076151383963e+00       6.923531343677e-05 
       2.581205646181e+02       8.176163254677e-04      -1.435195522428e+00       6.913900184843e-05       8.727131387132e-05       1.630991309736e-04       1.170828279032e-07       3.261995426549e-05      -1.076396839973e+00       6.914748359977e-05       6.002294818889e-01       6.442779805371e-01      -1.435167014265e+00       6.879142334453e-05       2.452175442573e-03      -1.076415110485e+00       6.939208907451e-05 
       2.587585731164e+02       8.202832655541e-04      -1.435545972830e+00       6.929410493911e-05       8.962552650449e-05       1.661523085614e-04       1.219414936890e-07       3.323059806236e-05      -1.076659683281e+00       6.930288672146e-05       6.001865144982e-01       6.442050881879e-01      -1.435517167853e+00       6.894385288613e-05       2.463856882333e-03      -1.076678110268e+00       6.954879380046e-05 
       2.593965816147e+02       8.229533912630e-04      -1.435895445168e+00       6.944912711715e-05       9.203946970521e-05       1.692622349068e-04       1.270387334024e-07       3.385259213155e-05      -1.076921793236e+00       6.945822041955e-05       6.001428141494e-01       6.441324733317e-01      -1.435866341099e+00       6.909619149517e-05       2.475563990533e-03      -1.076940377529e+00       6.970542710597e-05 
       2.600345901131e+02       8.256267025945e-04      -1.436243935244e+00       6.960406786292e-05       9.451552647664e-05       1.724267322843e-04       1.323795034732e-07       3.448550096815e-05      -1.077183166697e+00       6.961348460089e-05       6.000983447524e-01       6.440601370008e-01      -1.436214529795e+00       6.924843880744e-05       2.487296750455e-03      -1.077201909124e+00       6.986198866544e-05 
       2.610148038273e+02       8.297400905054e-04      -1.436777423178e+00       6.984195365862e-05       9.844574300708e-05       1.773905009455e-04       1.410723619275e-07       3.547827026839e-05      -1.077583292132e+00       6.985189154383e-05       6.000284540971e-01       6.439495461730e-01      -1.436747550226e+00       6.948216766272e-05       2.505372489262e-03      -1.077602279120e+00       7.010238395870e-05 
       2.619950175414e+02       8.338609978120e-04      -1.437308576511e+00       7.007964451518e-05       1.025353384496e-04       1.824723100365e-04       1.503760589599e-07       3.649464922441e-05      -1.077981667140e+00       7.009013437760e-05       5.999565777119e-01       6.438396166901e-01      -1.437278230607e+00       6.971567930172e-05       2.523508676083e-03      -1.078000900636e+00       7.034260841427e-05 
