# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.10732e-05 to 20.1095 h/Mpc,
# number of wavenumbers equal to 847
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       8.459807644463e-03       8.079704028696e-02      -4.852936949622e+02      -4.855246292335e+02      -3.039772446955e-01       1.271852907445e+00      -4.853535238524e+02       4.079546956302e-01       4.079547704300e-01 
       8.594660633974e-03       8.052423521597e-02      -4.991932317803e+02      -4.994370305950e+02      -3.027282708585e-01       3.687590967282e-03      -4.992600553328e+02       4.065781773012e-01       4.065782092835e-01 
       8.729581545247e-03       8.025194095530e-02      -5.132432634372e+02      -5.135004667794e+02      -3.291844595801e-01      -1.321105588086e+00      -5.133174974059e+02       4.052041774585e-01       4.052041730545e-01 
       8.864568015872e-03       7.998027238291e-02      -5.274417378499e+02      -5.277128943601e+02      -3.489427241597e-01      -1.227545421895e+00      -5.275237736089e+02       4.038327824186e-01       4.038327937157e-01 
       8.999617836449e-03       7.970918630643e-02      -5.417864679119e+02      -5.420721388386e+02      -3.371827742385e-01      -2.573812247222e-01      -5.418767168408e+02       4.024639926355e-01       4.024640494382e-01 
       9.134728940226e-03       7.943857252822e-02      -5.562752875226e+02      -5.565760445357e+02      -3.105517902092e-01      -1.390020129605e-01      -5.563742062063e+02       4.010978372729e-01       4.010979139303e-01 
       9.269899393596e-03       7.916843977107e-02      -5.709063248600e+02      -5.712227460935e+02      -3.042886065358e-01      -1.481225534313e+00      -5.710143908452e+02       3.997345266813e-01       3.997345785044e-01 
       9.405127387376e-03       7.889885764672e-02      -5.856773550529e+02      -5.860100337513e+02      -3.259281361682e-01      -2.950758235295e+00      -5.857950332099e+02       3.983739765435e-01       3.983739928573e-01 
       9.540411228791e-03       7.862992182849e-02      -6.005862960452e+02      -6.009358371887e+02      -3.463153248834e-01      -2.853481721692e+00      -6.007140255147e+02       3.970161876253e-01       3.970161958530e-01 
       9.675749334100e-03       7.836164645786e-02      -6.156311475774e+02      -6.159981731137e+02      -3.385727663895e-01      -1.028364580663e+00      -6.157693769268e+02       3.956612272943e-01       3.956612507860e-01 
