# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.60881e-06 to 21.9587 h/Mpc,
# number of wavenumbers equal to 853
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       1.572950464739e-03      -1.821471539341e-01      -2.562092281298e+01      -2.562393869405e+01      -1.657109979839e-01      -1.653035633668e-01      -2.561538590525e+01       4.371574178329e-01       4.371584299827e-01 
       1.658279387686e-03      -1.704974151264e-01      -2.841465540794e+01      -2.841801823655e+01      -1.535765425586e-01      -1.531775888752e-01      -2.840852015146e+01       4.362134743473e-01       4.362143590955e-01 
       1.745969263858e-03      -1.185826452354e-01      -3.142822047156e+01      -3.143197025040e+01      -1.040979944903e-01      -1.036983983076e-01      -3.142143839905e+01       4.352288444661e-01       4.352299420033e-01 
       1.835862865565e-03      -4.934603519354e-02      -3.466615138752e+01      -3.467033627616e+01      -4.025377192203e-02      -3.984848109343e-02      -3.465868673544e+01       4.342055688161e-01       4.342069122814e-01 
       1.927804730282e-03      -5.097939182950e-04      -3.813208124214e+01      -3.813675805613e+01       1.921188087909e-03       2.323110256208e-03      -3.812391610100e+01       4.331459045891e-01       4.331472583247e-01 
       2.021643687598e-03       5.573730987275e-03      -4.182881223876e+01      -4.183404583356e+01       3.183439411361e-03       3.559094366996e-03      -4.181994122150e+01       4.320521136185e-01       4.320532000870e-01 
       2.117234751992e-03      -1.847265163035e-02      -4.575839359227e+01      -4.576425596134e+01      -2.112020164004e-02      -2.078951874080e-02      -4.574881227330e+01       4.309263483245e-01       4.309270751408e-01 
       2.214440440455e-03      -3.552395918294e-02      -4.992220072208e+01      -4.992876934846e+01      -3.359000998573e-02      -3.329552590495e-02      -4.991189703792e+01       4.297706579542e-01       4.297711660730e-01 
       2.313131596169e-03      -1.776531616836e-02      -5.432101399326e+01      -5.432837014944e+01      -8.939149879442e-03      -8.642615729044e-03      -5.430997035206e+01       4.285870910780e-01       4.285876046896e-01 
       2.413187807521e-03       2.685413380881e-02      -5.895509352461e+01      -5.896332058848e+01       4.161600403037e-02       4.195065946418e-02      -5.894329700640e+01       4.273777572873e-01       4.273783853744e-01 
       2.514497509855e-03       6.242597935610e-02      -6.382424662469e+01      -6.383342873215e+01       8.087296113660e-02       8.123909142952e-02      -6.381169658370e+01       4.261447684456e-01       4.261454366345e-01 
       2.616957849248e-03       6.155339654132e-02      -6.892789266031e+01      -6.893811413737e+01       8.267954357209e-02       8.302394368135e-02      -6.891459731109e+01       4.248901419874e-01       4.248906992420e-01 
       2.720474376409e-03       3.446090653018e-02      -7.426511538904e+01      -7.427646113033e+01       5.868249062350e-02       5.895446950340e-02      -7.425108026995e+01       4.236156994216e-01       4.236160791362e-01 
       2.824960626633e-03       1.964692278655e-02      -7.983471484683e+01      -7.984727151005e+01       4.627567938536e-02       4.648515535961e-02      -7.981993530097e+01       4.223231048526e-01       4.223233816273e-01 
       2.930337630105e-03       4.402815387154e-02      -8.563524787732e+01      -8.564910564943e+01       6.914189165472e-02       6.935882120833e-02      -8.561971459023e+01       4.210139325738e-01       4.210142329946e-01 
       3.036533386399e-03       9.416286758780e-02      -9.166506623984e+01      -9.168032169121e+01       1.121709885758e-01       1.124530901018e-01      -9.164878028777e+01       4.196897288690e-01       4.196901018641e-01 
       3.143482328220e-03       1.302061892157e-01      -9.792234957862e+01      -9.793910777619e+01       1.384537652551e-01       1.387751568978e-01      -9.790533198602e+01       4.183519855080e-01       4.183523665392e-01 
       3.251124792182e-03       1.285104673862e-01      -1.044051316811e+02      -1.044235087876e+02       1.302838296491e-01       1.305526298958e-01      -1.043874200882e+02       4.170020677709e-01       4.170023620296e-01 
       3.359406508800e-03       1.064350993223e-01      -1.111113299145e+02      -1.111314546270e+02       1.086886431818e-01       1.088499645898e-01      -1.110929671341e+02       4.156412015342e-01       4.156413872685e-01 
       3.468278119440e-03       1.016218874610e-01      -1.180387618181e+02      -1.180607760860e+02       1.092464568416e-01       1.093603133531e-01      -1.180197908458e+02       4.142704895656e-01       4.142706327929e-01 
       3.577694724771e-03       1.290089795444e-01      -1.251851662899e+02      -1.252092251221e+02       1.414403876576e-01       1.416345784138e-01      -1.251656378507e+02       4.128909844996e-01       4.128911608086e-01 
