# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_crit           16:gr.fac. D             17:gr.fac. f          
       2.024189851860e+13       1.730915291461e-24       2.148408384528e-08       9.421500263633e+20       1.372279007888e+04       6.779398714142e-10       2.777753241688e+17       1.240425116162e-08       4.619383776969e+41       2.063242741736e+31       1.091826422475e+32       4.257082943497e+41       1.419027647832e+41       5.697620130165e-08       8.876466721764e+41       2.207009997782e-05       6.260111858950e-01 
       2.010119018729e+13       1.755232920390e-24       2.163505996577e-08       9.290971406350e+20       1.372279007888e+04       6.826854505141e-10       2.758444132759e+17       1.249108091975e-08       4.492273224179e+41       2.020514234189e+31       1.069215358547e+32       4.139941741911e+41       1.379980580637e+41       5.697620130165e-08       8.632214967362e+41       2.216647596027e-05       6.232893981312e-01 
       1.996145996752e+13       1.779892187688e-24       2.178603608627e-08       9.162250942859e+20       1.372279007888e+04       6.874642486677e-10       2.739269248022e+17       1.257851848618e-08       4.368660344112e+41       1.978670608155e+31       1.047072556058e+32       4.026023888635e+41       1.342007962878e+41       5.697620130165e-08       8.394684233992e+41       2.226285194271e-05       6.205911756294e-01 
       1.982270106010e+13       1.804897893032e-24       2.193883119617e-08       9.035313819020e+20       1.372279007888e+04       6.922764984084e-10       2.720227654441e+17       1.266656811558e-08       4.248448892087e+41       1.937693538272e+31       1.025388317597e+32       3.915240687512e+41       1.305080229171e+41       5.697620130165e-08       8.163689580818e+41       2.235922792516e-05       6.179162136665e-01 
       1.968490671311e+13       1.830254903531e-24       2.209344529547e-08       8.910135327804e+20       1.372279007888e+04       6.971224338972e-10       2.701318425463e+17       1.275523409239e-08       4.131545271767e+41       1.897565078688e+31       1.004153146582e+32       3.807505883018e+41       1.269168627673e+41       5.697620130165e-08       7.939051155979e+41       2.245560390760e-05       6.152642127504e-01 
       1.954807022155e+13       1.855968154670e-24       2.224805939477e-08       8.786691104482e+20       1.372279007888e+04       7.020022909345e-10       2.682540640976e+17       1.284452073103e-08       4.017858462287e+41       1.858267655198e+31       9.833577430971e+31       3.702735593103e+41       1.234245197701e+41       5.697620130165e-08       7.720594056559e+41       2.255197989005e-05       6.126348785089e-01 
       1.941218492707e+13       1.882042651274e-24       2.240267349407e-08       8.664957121882e+20       1.372279007888e+04       7.069163069710e-10       2.663893387265e+17       1.293443237615e-08       3.907299947379e+41       1.819784057547e+31       9.629929998232e+31       3.600848243881e+41       1.200282747960e+41       5.697620130165e-08       7.508148192405e+41       2.264835587249e-05       6.100279215801e-01 
       1.927724421754e+13       1.908483468481e-24       2.255910658278e-08       8.544909685712e+20       1.372279007888e+04       7.118647211198e-10       2.645375756967e+17       1.302497340277e-08       3.799783646459e+41       1.782097431895e+31       9.430499980483e+31       3.501764506116e+41       1.167254835372e+41       5.697620130165e-08       7.301548153697e+41       2.274473185494e-05       6.074430575066e-01 
       1.914324152685e+13       1.935295752729e-24       2.271735866088e-08       8.426525429951e+20       1.372279007888e+04       7.168477741677e-10       2.626986849023e+17       1.311614821659e-08       3.695225847605e+41       1.745191273435e+31       9.235200037614e+31       3.405407233458e+41       1.135135744486e+41       5.697620130165e-08       7.100633082161e+41       2.284110783739e-05       6.048800066320e-01 
       1.901017033451e+13       1.962484722759e-24       2.287742972840e-08       8.309781312299e+20       1.372279007888e+04       7.218657085868e-10       2.608725768643e+17       1.320796125410e-08       3.593545142374e+41       1.709049419164e+31       9.043944638276e+31       3.311701402373e+41       1.103900467458e+41       5.697620130165e-08       6.905246545823e+41       2.293748381983e-05       6.023384940001e-01 
       1.887802416536e+13       1.990055670628e-24       2.303750079591e-08       8.194654609692e+20       1.372279007888e+04       7.269187685469e-10       2.590591627252e+17       1.330041698288e-08       3.494662362425e+41       1.673656040805e+31       8.856650022421e+31       3.220574053737e+41       1.073524684579e+41       5.697620130165e-08       6.715236417214e+41       2.303385980228e-05       5.998182492564e-01 
       1.874679658923e+13       2.018013962744e-24       2.319757186342e-08       8.081122913879e+20       1.372279007888e+04       7.320071999267e-10       2.572583542455e+17       1.339351990175e-08       3.398500517869e+41       1.638995637876e+31       8.673234164622e+31       3.131954236022e+41       1.043984745341e+41       5.697620130165e-08       6.530454754922e+41       2.313023578473e-05       5.973190065522e-01 
       1.861648122069e+13       2.046365040906e-24       2.336128090974e-08       7.969164127062e+20       1.372279007888e+04       7.371312503262e-10       2.554700637989e+17       1.348727454106e-08       3.304984737337e+41       1.605053030898e+31       8.493616738150e+31       3.045772950059e+41       1.015257650020e+41       5.697620130165e-08       6.350757688406e+41       2.322661176717e-05       5.948405044514e-01 
       1.848707171865e+13       2.075114423365e-24       2.352498995606e-08       7.858756457594e+20       1.372279007888e+04       7.422911690785e-10       2.536942043683e+17       1.358168546284e-08       3.214042209674e+41       1.571813354753e+31       8.317719079792e+31       2.961963095315e+41       9.873210317718e+40       5.697620130165e-08       6.176005305978e+41       2.332298774962e-05       5.923824858390e-01 
       1.835856178615e+13       2.104267705898e-24       2.368869900238e-08       7.749878415736e+20       1.372279007888e+04       7.474872072620e-10       2.519306895415e+17       1.367675726108e-08       3.125602127254e+41       1.539262052169e+31       8.145464155403e+31       2.880459417646e+41       9.601531392154e+40       5.697620130165e-08       6.006061545869e+41       2.341936373207e-05       5.899446978325e-01 
       1.823094516996e+13       2.133830562897e-24       2.385422703810e-08       7.642508809476e+20       1.372279007888e+04       7.527196177129e-10       2.501794335070e+17       1.377249456190e-08       3.039595630852e+41       1.507384867346e+31       7.976776526170e+31       2.801198458492e+41       9.337328194972e+40       5.697620130165e-08       5.840794090292e+41       2.351573971452e-05       5.875268916949e-01 
       1.810421566034e+13       2.163808748474e-24       2.402157406323e-08       7.536626740404e+20       1.372279007888e+04       7.579886550369e-10       2.484403510496e+17       1.386890202383e-08       2.955955756022e+41       1.476167839714e+31       7.811582315570e+31       2.724118505467e+41       9.080395018222e+40       5.697620130165e-08       5.680074262418e+41       2.361211569697e-05       5.851288227503e-01 
       1.797836709070e+13       2.194208097581e-24       2.418892108835e-08       7.432211599645e+20       1.372279007888e+04       7.632945756221e-10       2.467133575468e+17       1.396598433799e-08       2.874617380968e+41       1.445597297817e+31       7.649809177019e+31       2.649159544312e+41       8.830531814374e+40       5.697620130165e-08       5.523776926190e+41       2.370849167941e-05       5.827502503012e-01 
       1.785339333734e+13       2.225034527143e-24       2.435990609229e-08       7.329243063845e+20       1.372279007888e+04       7.686376376514e-10       2.449983689640e+17       1.406374622835e-08       2.795517175833e+41       1.415659853328e+31       7.491386262187e+31       2.576263212168e+41       8.587544040562e+40       5.697620130165e-08       5.371780388893e+41       2.380486766186e-05       5.803909375480e-01 
       1.772928831911e+13       2.256294037214e-24       2.452907210682e-08       7.227701091219e+20       1.372279007888e+04       7.740181011150e-10       2.432953018511e+17       1.416219245195e-08       2.718593553396e+41       1.386342395181e+31       7.336244189970e+31       2.505372752133e+41       8.351242507109e+40       5.697620130165e-08       5.223966306401e+41       2.390124364431e-05       5.780506515106e-01 
       1.760604599713e+13       2.287992712142e-24       2.470187610015e-08       7.127565917646e+20       1.372279007888e+04       7.794362278228e-10       2.416040733377e+17       1.426132779910e-08       2.643786621115e+41       1.357632083837e+31       7.184315016104e+31       2.436432969070e+41       8.121443230233e+40       5.697620130165e-08       5.080219591039e+41       2.399761962676e-05       5.757291629515e-01 
       1.748366037451e+13       2.320136721754e-24       2.487468009349e-08       7.028818052826e+20       1.372279007888e+04       7.848922814175e-10       2.399246011298e+17       1.436115709369e-08       2.571038134500e+41       1.329516345651e+31       7.035532203411e+31       2.369390186637e+41       7.897967288790e+40       5.697620130165e-08       4.940428321974e+41       2.409399560921e-05       5.734262463008e-01 
       1.736212549604e+13       2.352732322557e-24       2.504748408683e-08       6.931438276484e+20       1.372279007888e+04       7.903865273875e-10       2.382568035052e+17       1.446168519334e-08       2.500291451761e+41       1.301982867374e+31       6.889830592656e+31       2.304192205491e+41       7.680640684969e+40       5.697620130165e-08       4.804483658071e+41       2.419037159166e-05       5.711416795836e-01 
       1.724143544790e+13       2.385785858956e-24       2.522392605897e-08       6.835407634629e+20       1.372279007888e+04       7.959192330792e-10       2.366005993101e+17       1.456291698969e-08       2.431491489707e+41       1.275019590757e+31       6.747146374013e+31       2.240788262646e+41       7.469294208819e+40       5.697620130165e-08       4.672279753155e+41       2.428674757411e-05       5.688752443483e-01 
       1.712158435740e+13       2.419303764487e-24       2.540036803111e-08       6.740707435867e+20       1.372279007888e+04       8.014906677107e-10       2.349559079544e+17       1.466485740861e-08       2.364584680859e+41       1.248614707268e+31       6.607417059120e+31       2.179128991951e+41       7.263763306502e+40       5.697620130165e-08       4.543713673595e+41       2.438312355656e-05       5.666267255971e-01 
       1.700256639265e+13       2.453292563073e-24       2.557862899266e-08       6.647319247759e+20       1.372279007888e+04       8.071011023847e-10       2.333226494085e+17       1.476751141047e-08       2.299518931743e+41       1.222756652923e+31       6.470581453709e+31       2.119166385650e+41       7.063887952168e+40       5.697620130165e-08       4.418685318163e+41       2.447949953901e-05       5.643959117179e-01 
       1.688437576231e+13       2.487758870291e-24       2.575688995421e-08       6.555224893238e+20       1.372279007888e+04       8.127508101014e-10       2.317007441991e+17       1.487088399034e-08       2.236243582329e+41       1.197434103222e+31       6.336579630809e+31       2.060853757010e+41       6.869512523367e+40       5.697620130165e-08       4.297097340093e+41       2.457587552146e-05       5.621825944183e-01 
       1.676700671531e+13       2.522709394659e-24       2.593696990516e-08       6.464406447067e+20       1.372279007888e+04       8.184400657721e-10       2.300901134053e+17       1.497498017826e-08       2.174709366588e+41       1.172635968188e+31       6.205352904502e+31       2.004145703962e+41       6.680485679875e+40       5.697620130165e-08       4.178855071288e+41       2.467225150391e-05       5.599865686600e-01 
       1.665045354052e+13       2.558150938943e-24       2.611886884551e-08       6.374846232353e+20       1.372279007888e+04       8.241691462325e-10       2.284906786547e+17       1.507980503951e-08       2.114868374133e+41       1.148351387512e+31       6.076843804217e+31       1.948998073759e+41       6.496660245862e+40       5.697620130165e-08       4.063866448614e+41       2.476862748636e-05       5.578076325964e-01 
       1.653471056656e+13       2.594090401483e-24       2.630258677527e-08       6.286526817103e+20       1.372279007888e+04       8.299383302561e-10       2.269023621199e+17       1.518536367478e-08       2.056674012917e+41       1.124569725793e+31       5.950996049565e+31       1.895367928591e+41       6.317893095305e+40       5.697620130165e-08       3.952041942216e+41       2.486500346881e-05       5.556455875100e-01 
       1.641977216143e+13       2.630534777533e-24       2.648630470503e-08       6.199431010836e+20       1.372279007888e+04       8.357478985679e-10       2.253250865142e+17       1.529166122049e-08       2.000080972955e+41       1.101280567885e+31       5.827754525690e+31       1.843213512164e+41       6.144045040546e+40       5.697620130165e-08       3.843294485811e+41       2.496137945127e-05       5.535002377525e-01 
       1.630563273230e+13       2.667491160621e-24       2.667184162419e-08       6.113541861231e+20       1.372279007888e+04       8.415981338578e-10       2.237587750886e+17       1.539870284903e-08       1.945045191047e+41       1.078473714332e+31       5.707065259132e+31       1.792494217177e+41       5.974980723923e+40       5.697620130165e-08       3.737539408903e+41       2.505775543372e-05       5.513713906854e-01 
       1.619228672522e+13       2.704966743936e-24       2.685737854335e-08       6.028842650834e+20       1.372279007888e+04       8.474893207948e-10       2.222033516272e+17       1.550649376897e-08       1.891523816472e+41       1.056139176902e+31       5.588875394187e+31       1.743170553715e+41       5.810568512383e+40       5.697620130165e-08       3.634694370851e+41       2.515413141617e-05       5.492588566227e-01 
       1.607972862485e+13       2.742968821720e-24       2.704655344132e-08       5.945316893797e+20       1.372279007888e+04       8.534217460404e-10       2.206587404441e+17       1.561503922535e-08       1.839475177620e+41       1.034267174215e+31       5.473133169761e+31       1.695204118496e+41       5.650680394986e+40       5.697620130165e-08       3.534679296766e+41       2.525050739862e-05       5.471624487742e-01 
       1.596795295417e+13       2.781504790695e-24       2.723572833929e-08       5.862948332675e+20       1.372279007888e+04       8.593956982626e-10       2.191248663795e+17       1.572434449992e-08       1.788858749551e+41       1.012848127457e+31       5.359787896702e+31       1.648557564973e+41       5.495191883245e+40       5.697620130165e-08       3.437416315161e+41       2.534688338107e-05       5.450819831908e-01 
       1.585695427425e+13       2.820582151498e-24       2.742672222666e-08       5.781720935259e+20       1.372279007888e+04       8.654114681505e-10       2.176016547959e+17       1.583441491141e-08       1.739635122440e+41       9.918726561843e+30       5.248789935599e+31       1.603194574257e+41       5.343981914190e+40       5.697620130165e-08       3.342829697321e+41       2.544325936353e-05       5.430172787103e-01 
       1.574672718396e+13       2.860208510144e-24       2.761771611404e-08       5.701618891457e+20       1.372279007888e+04       8.714693484275e-10       2.160890315749e+17       1.594525581578e-08       1.691765970895e+41       9.713315742176e+30       5.140090675043e+31       1.559079826836e+41       5.196932756119e+40       5.697620130165e-08       3.250845798342e+41       2.553963534598e-05       5.409681569051e-01 
       1.563726631972e+13       2.900391579501e-24       2.781052899081e-08       5.622626610214e+20       1.372279007887e+04       8.775696338665e-10       2.145869231131e+17       1.605687260649e-08       1.645214024113e+41       9.512158856174e+30       5.033642510337e+31       1.516178975077e+41       5.053929916923e+40       5.697620130165e-08       3.161392999788e+41       2.563601132843e-05       5.389344420308e-01 
       1.552856635524e+13       2.941139180800e-24       2.800516085699e-08       5.544728716479e+20       1.372279007887e+04       8.837126213036e-10       2.130952563188e+17       1.616927071473e-08       1.599943036864e+41       9.315167807447e+30       4.929398822651e+31       1.474458616485e+41       4.914862054949e+40       5.697620130165e-08       3.074401653935e+41       2.573238731089e-05       5.369159609758e-01 
       1.542062200123e+13       2.982459245150e-24       2.820161171257e-08       5.467910048216e+20       1.372279007887e+04       8.898986096527e-10       2.116139586086e+17       1.628245560972e-08       1.555917761272e+41       9.122256324029e+30       4.827313958600e+31       1.433886267692e+41       4.779620892306e+40       5.697620130165e-08       2.989804029538e+41       2.582876329334e-05       5.349125432123e-01 
       1.531342800519e+13       3.024359815084e-24       2.839988155756e-08       5.392155653444e+20       1.372279007887e+04       8.961278999202e-10       2.101429579032e+17       1.639643279899e-08       1.513103919366e+41       8.933339920593e+30       4.727343210254e+31       1.394430339169e+41       4.648101130563e+40       5.697620130165e-08       2.907534259097e+41       2.592513927580e-05       5.329240207481e-01 
       1.520697915114e+13       3.066849046125e-24       2.859815140255e-08       5.317450787336e+20       1.372279007887e+04       9.024007952197e-10       2.086821826249e+17       1.651120782857e-08       1.471468176396e+41       8.748335861451e+30       4.629442795557e+31       1.356060110629e+41       4.520200368762e+40       5.697620130165e-08       2.827528287574e+41       2.602151525825e-05       5.309502280800e-01 
       1.510127025932e+13       3.109935208372e-24       2.879824023694e-08       5.243780909345e+20       1.372279007887e+04       9.087176007862e-10       2.072315616930e+17       1.662678628336e-08       1.430978114875e+41       8.567163124324e+30       4.533569839154e+31       1.318745707106e+41       4.395819023687e+40       5.697620130165e-08       2.749723822521e+41       2.611789124071e-05       5.289910021474e-01 
       1.499629618602e+13       3.153626688113e-24       2.900014806073e-08       5.171131680371e+20       1.372279007887e+04       9.150786239917e-10       2.057910245213e+17       1.674317378734e-08       1.391602209345e+41       8.389742364853e+30       4.439682353611e+31       1.282458075701e+41       4.274860252336e+40       5.697620130165e-08       2.674060285573e+41       2.621426722316e-05       5.270461822880e-01 
       1.489205182325e+13       3.197931989453e-24       2.920387487393e-08       5.099488959976e+20       1.372279007887e+04       9.214841743596e-10       2.043605010142e+17       1.686037600385e-08       1.353309801822e+41       8.215995881853e+30       4.347739221030e+31       1.247168962953e+41       4.157229876509e+40       5.697620130165e-08       2.600478765291e+41       2.631064320562e-05       5.251156101930e-01 
       1.478853209856e+13       3.242859735972e-24       2.940760168713e-08       5.028838803627e+20       1.372279007887e+04       9.279345635801e-10       2.029399215633e+17       1.697839863587e-08       1.316071077933e+41       8.045847583283e+30       4.257700175037e+31       1.212850892847e+41       4.042836309490e+40       5.697620130165e-08       2.528921971286e+41       2.640701918807e-05       5.231991298652e-01 
       1.468573197474e+13       3.288418672401e-24       2.961314748973e-08       4.959167459985e+20       1.372279007887e+04       9.344301055252e-10       2.015292170440e+17       1.709724742631e-08       1.279857043702e+41       7.879222952924e+30       4.169525783153e+31       1.179477145420e+41       3.931590484733e+40       5.697620130165e-08       2.459334189617e+41       2.650339517053e-05       5.212965875762e-01 
       1.458364644959e+13       3.334617666328e-24       2.982051228173e-08       4.890461368226e+20       1.372279007887e+04       9.409711162638e-10       2.001283188123e+17       1.721692815829e-08       1.244639502971e+41       7.716049017741e+30       4.083177429521e+31       1.147021735955e+41       3.823405786516e+40       5.697620130165e-08       2.391661239411e+41       2.659977115299e-05       5.194078318255e-01 
       1.448227055570e+13       3.381465709920e-24       3.002969606314e-08       4.822707155404e+20       1.372279007887e+04       9.475579140777e-10       1.987371587014e+17       1.733744665539e-08       1.210391035451e+41       7.556254315927e+30       3.998617297995e+31       1.115459394751e+41       3.718197982504e+40       5.697620130165e-08       2.325850430678e+41       2.669614713544e-05       5.175327133004e-01 
       1.438159936018e+13       3.428971921677e-24       3.023887984455e-08       4.755891633843e+20       1.372279007887e+04       9.541908194762e-10       1.973556690183e+17       1.745880878197e-08       1.177084975371e+41       7.399768865605e+30       3.915808355577e+31       1.084765547449e+41       3.615885158163e+40       5.697620130165e-08       2.261850523286e+41       2.679252311790e-05       5.156710848367e-01 
       1.428162796443e+13       3.477145548203e-24       3.045170160476e-08       4.690001798578e+20       1.372279007887e+04       9.608701552125e-10       1.959837825405e+17       1.758102044343e-08       1.144695390716e+41       7.246524134182e+30       3.834714336202e+31       1.054916295895e+41       3.516387652983e+40       5.697620130165e-08       2.199611687067e+41       2.688889910036e-05       5.138228013799e-01 
       1.418235150390e+13       3.525995966008e-24       3.066452336498e-08       4.625024824818e+20       1.372279007887e+04       9.675962462990e-10       1.946214325129e+17       1.770408758653e-08       1.113197063035e+41       7.096453008331e+30       3.755299724853e+31       1.025888399536e+41       3.419627998454e+40       5.697620130165e-08       2.139085463018e+41       2.698527508282e-05       5.119877199479e-01 
       1.408376514787e+13       3.575532683333e-24       3.087916411459e-08       4.560948065450e+20       1.372279007887e+04       9.743694200231e-10       1.932685526444e+17       1.782801619963e-08       1.082565467810e+41       6.949489764604e+30       3.677529742006e+31       9.976592573256e+40       3.325530857752e+40       5.697620130165e-08       2.080224725573e+41       2.708165106527e-05       5.101656995936e-01 
       1.398586409918e+13       3.625765342000e-24       3.109562385362e-08       4.497759048579e+20       1.372279007887e+04       9.811900059632e-10       1.919250771046e+17       1.795281231302e-08       1.052776755357e+41       6.805570040644e+30       3.601370328401e+31       9.702068901231e+40       3.234022967077e+40       5.697620130165e-08       2.022983645908e+41       2.717802704773e-05       5.083566013696e-01 
       1.388864359402e+13       3.676703719288e-24       3.131208359264e-08       4.435445475103e+20       1.372279007887e+04       9.880583360049e-10       1.905909405210e+17       1.807848199920e-08       1.023807732258e+41       6.664630807000e+30       3.526788130125e+31       9.435099235842e+40       3.145033078614e+40       5.697620130165e-08       1.967317656261e+41       2.727440303019e-05       5.065602882920e-01 
       1.379209890171e+13       3.728357729838e-24       3.153218131047e-08       4.373995216312e+20       1.372279007887e+04       9.949747443570e-10       1.892660779751e+17       1.820503137319e-08       9.956358433043e+40       6.526610339523e+30       3.453750484004e+31       9.175475715174e+40       3.058491905058e+40       5.697620130165e-08       1.913183415232e+41       2.737077901265e-05       5.047766253065e-01 
       1.369622532443e+13       3.780737427583e-24       3.175227902830e-08       4.313396311535e+20       1.372279007887e+04       1.001939567567e-09       1.879504250001e+17       1.833246659279e-08       9.682391539340e+40       6.391448192333e+30       3.382225403297e+31       8.922996197001e+40       2.974332065667e+40       5.697620130165e-08       1.860538774036e+41       2.746715499511e-05       5.030054792543e-01 
       1.360101819705e+13       3.833853007701e-24       3.197419573553e-08       4.253636965806e+20       1.372279007887e+04       1.008953144540e-09       1.866439175771e+17       1.846079385893e-08       9.415963331528e+40       6.259085171348e+30       3.312181563691e+31       8.677464101401e+40       2.892488033800e+40       5.697620130165e-08       1.809342743687e+41       2.756353097757e-05       5.012467188389e-01 
       1.350647288685e+13       3.887714808604e-24       3.219975042157e-08       4.194705547571e+20       1.372279007887e+04       1.016015816552e-09       1.853464921322e+17       1.859001941593e-08       9.156866369270e+40       6.129463308360e+30       3.243588289580e+31       8.438688257696e+40       2.812896085899e+40       5.697620130165e-08       1.759555463082e+41       2.765990696003e-05       4.995002145936e-01 
       1.341258479329e+13       3.942333313948e-24       3.242348611820e-08       4.136590586425e+20       1.372279007887e+04       1.023127927268e-09       1.840580855334e+17       1.872014955184e-08       8.904898920316e+40       6.002525835647e+30       3.176415540632e+31       8.206482755610e+40       2.735494251870e+40       5.697620130165e-08       1.711138167970e+41       2.775628294249e-05       4.977658388500e-01 
       1.331934934786e+13       3.997719154674e-24       3.265085979365e-08       4.079280770879e+20       1.372279007887e+04       1.030289822759e-09       1.827786350878e+17       1.885119059869e-08       8.659864803441e+40       5.878217161113e+30       3.110633898630e+31       7.980666800520e+40       2.660222266840e+40       5.697620130165e-08       1.664053160766e+41       2.785265892495e-05       4.960434657067e-01 
       1.322676201376e+13       4.053883111076e-24       3.288005245849e-08       4.022764946153e+20       1.372279007887e+04       1.037501851518e-09       1.815080785380e+17       1.898314893287e-08       8.421573235691e+40       5.756482843938e+30       3.046214554593e+31       7.761064572686e+40       2.587021524229e+40       5.697620130165e-08       1.618263781200e+41       2.794903490741e-05       4.943329709989e-01 
       1.313481828576e+13       4.110836114901e-24       3.310924512334e-08       3.967032112015e+20       1.372279007887e+04       1.044764364479e-09       1.802463540596e+17       1.911603097539e-08       8.189838683848e+40       5.637269570742e+30       2.983129296154e+31       7.547505090360e+40       2.515835030120e+40       5.697620130165e-08       1.573734377776e+41       2.804541088988e-05       4.926342322685e-01 
       1.304351368993e+13       4.168589251477e-24       3.334207576700e-08       3.912071420629e+20       1.372279007887e+04       1.052077715030e-09       1.789934002578e+17       1.924984319221e-08       7.964480719967e+40       5.520525132231e+30       2.921350495208e+31       7.339822076664e+40       2.446607358888e+40       5.697620130165e-08       1.530430280010e+41       2.814178687234e-05       4.909471287349e-01 
       1.295284378345e+13       4.227153761869e-24       3.357490641065e-08       3.857872174453e+20       1.372279007887e+04       1.059442259035e-09       1.777491561647e+17       1.938459209455e-08       7.745323880900e+40       5.406198400333e+30       2.860851095813e+31       7.137853830121e+40       2.379284610040e+40       5.697620130165e-08       1.488317771442e+41       2.823816285480e-05       4.892715412664e-01 
       1.286280415437e+13       4.286541045067e-24       3.380955604371e-08       3.804423824151e+20       1.372279007887e+04       1.066858354849e-09       1.765135612360e+17       1.952028423920e-08       7.532197531679e+40       5.294239305809e+30       2.801604602337e+31       6.941443098759e+40       2.313814366253e+40       5.697620130165e-08       1.447364063377e+41       2.833453883726e-05       4.876073523522e-01 
       1.277339042142e+13       4.346762660207e-24       3.404602466617e-08       3.751715966540e+20       1.372279007887e+04       1.074326363332e-09       1.752865553486e+17       1.965692622887e-08       7.324935732660e+40       5.184598816323e+30       2.743585067857e+31       6.750436957671e+40       2.250145652557e+40       5.697620130165e-08       1.407537269359e+41       2.843091481973e-05       4.859544460746e-01 
       1.268459823378e+13       4.407830328818e-24       3.428431227803e-08       3.699738342568e+20       1.372279007887e+04       1.081846647876e-09       1.740680787970e+17       1.979452471246e-08       7.123377110323e+40       5.077228914968e+30       2.686767082796e+31       6.564686689953e+40       2.188228896651e+40       5.697620130165e-08       1.368806380347e+41       2.852729080219e-05       4.843127080827e-01 
       1.259642327088e+13       4.469755937105e-24       3.452441887930e-08       3.648480835316e+20       1.372279007887e+04       1.089419574411e-09       1.728580722909e+17       1.993308638544e-08       6.927364731630e+40       4.972082579241e+30       2.631125763793e+31       6.384047670911e+40       2.128015890304e+40       5.697620130165e-08       1.331141240567e+41       2.862366678466e-05       4.826820255656e-01 
       1.250886124219e+13       4.532551538263e-24       3.476634446997e-08       3.597933468027e+20       1.372279007887e+04       1.097045511432e-09       1.716564769523e+17       2.007261799012e-08       6.736745981829e+40       4.869113760442e+30       2.576636742807e+31       6.208379255454e+40       2.069459751818e+40       5.697620130165e-08       1.294512524035e+41       2.872004276712e-05       4.810622872264e-01 
       1.242190788698e+13       4.596229354822e-24       3.501008905005e-08       3.548086402166e+20       1.372279007887e+04       1.104724830012e-09       1.704632343121e+17       2.021312631605e-08       6.551372445639e+40       4.768277363517e+30       2.523276156443e+31       6.037544668594e+40       2.012514889531e+40       5.697620130165e-08       1.258891711723e+41       2.881641874959e-05       4.794533832574e-01 
       1.233555897416e+13       4.660801781025e-24       3.525565261953e-08       3.498929935505e+20       1.372279007887e+04       1.112457903822e-09       1.692782863079e+17       2.035461820025e-08       6.371099791687e+40       4.669529227299e+30       2.471020635504e+31       5.871410898946e+40       1.957136966315e+40       5.697620130165e-08       1.224251069357e+41       2.891279473205e-05       4.778552053149e-01 
       1.224981030205e+13       4.726281385244e-24       3.550121618900e-08       3.450454500234e+20       1.372279007887e+04       1.120245109149e-09       1.681015752809e+17       2.049710052764e-08       6.195787660135e+40       4.572826105173e+30       2.419847294754e+31       5.709848595172e+40       1.903282865057e+40       5.697620130165e-08       1.190563625818e+41       2.900917071452e-05       4.762676464950e-01 
       1.216465769816e+13       4.792680912423e-24       3.575041773729e-08       3.402650661099e+20       1.372279007887e+04       1.128086824913e-09       1.669330439731e+17       2.064058023132e-08       6.025299553393e+40       4.478125646137e+30       2.369733722897e+31       5.552731965267e+40       1.850910655089e+40       5.697620130165e-08       1.157803152148e+41       2.910554669698e-05       4.746906013096e-01 
       1.208009701903e+13       4.860013286558e-24       3.600143827498e-08       3.355509113565e+20       1.372279007887e+04       1.135983432687e-09       1.657726355245e+17       2.078506429293e-08       5.859502729848e+40       4.385386376251e+30       2.320657972761e+31       5.399938678613e+40       1.799979559538e+40       5.697620130165e-08       1.125944141122e+41       2.920192267945e-05       4.731239656634e-01 
       1.199612414998e+13       4.928291613219e-24       3.625245881267e-08       3.309020682007e+20       1.372279007887e+04       1.143935316716e-09       1.646202934702e+17       2.093055974297e-08       5.698268100507e+40       4.294567680475e+30       2.272598551687e+31       5.251349770739e+40       1.750449923580e+40       5.697620130165e-08       1.094961787395e+41       2.929829866192e-05       4.715676368307e-01 
       1.191273500494e+13       4.997529182090e-24       3.650711732917e-08       3.263176317919e+20       1.372279007887e+04       1.151942863933e-09       1.634759617380e+17       2.107707366116e-08       5.541470128490e+40       4.205629784883e+30       2.225534412116e+31       5.106849550693e+40       1.702283183564e+40       5.697620130165e-08       1.064831968183e+41       2.939467464439e-05       4.700215134330e-01 
       1.182992552626e+13       5.067739469566e-24       3.676177584566e-08       3.217967098160e+20       1.372279007887e+04       1.160006463980e-09       1.623395846455e+17       2.122461317678e-08       5.388986731286e+40       4.118533739242e+30       2.179444942370e+31       4.966325510963e+40       1.655441836988e+40       5.697620130165e-08       1.035531224484e+41       2.949105062685e-05       4.684854954170e-01 
       1.174769168447e+13       5.138936141371e-24       3.702007234097e-08       3.173384223211e+20       1.372279007887e+04       1.168126509228e-09       1.612111068972e+17       2.137318546900e-08       5.240699185703e+40       4.033241399956e+30       2.134309957628e+31       4.829668239882e+40       1.609889413294e+40       5.697620130165e-08       1.007036742812e+41       2.958742660932e-05       4.669594840331e-01 
