# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02716e-05 to 23.4501 h/Mpc,
# number of wavenumbers equal to 850
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       3.462829188445e-02       9.696494132217e-02      -4.169037363137e+03      -4.195251118285e+03       9.853638866184e-02      -4.189838671409e+03       1.743870355420e-01       1.743870355420e-01 
       3.478721452556e-02       9.654293913691e-02      -4.188796100276e+03      -4.215246526185e+03       9.810748439462e-02      -4.209790529888e+03       1.736201827452e-01       1.736201827452e-01 
       3.494696125958e-02       9.611744770148e-02      -4.208639235843e+03      -4.235326432870e+03       9.767509985775e-02      -4.229826846085e+03       1.728553337236e-01       1.728553337236e-01 
       3.510755700822e-02       9.569421058805e-02      -4.228587184259e+03      -4.255510906717e+03       9.724499477590e-02      -4.249967737390e+03       1.720930954085e-01       1.720930954085e-01 
       3.526902766153e-02       9.526947173302e-02      -4.248582625041e+03      -4.275742929947e+03       9.681338569883e-02      -4.270156154883e+03       1.713309471844e-01       1.713309471844e-01 
       3.543140012675e-02       9.484843673524e-02      -4.268681719475e+03      -4.296078542619e+03       9.638550482232e-02      -4.290448141219e+03       1.705709467481e-01       1.705709467481e-01 
       3.559470238023e-02       9.442469503224e-02      -4.288897411407e+03      -4.316530839049e+03       9.595493111160e-02      -4.310856762917e+03       1.698133745809e-01       1.698133745809e-01 
       3.575896352272e-02       9.399899454285e-02      -4.309168078959e+03      -4.337037881458e+03       9.552239286594e-02      -4.331320150804e+03       1.690555655486e-01       1.690555655486e-01 
       3.592421383826e-02       9.358372560965e-02      -4.329553337751e+03      -4.357659318772e+03       9.510032174061e-02      -4.351897930778e+03       1.682996397685e-01       1.682996397685e-01 
       3.609048485695e-02       9.316447518446e-02      -4.350075083537e+03      -4.378416898320e+03       9.467428075996e-02      -4.372611867289e+03       1.675461785959e-01       1.675461785959e-01 
       3.625780942185e-02       9.274643409966e-02      -4.370667793666e+03      -4.399245348673e+03       9.424944921232e-02      -4.393396668395e+03       1.667924251341e-01       1.667924251341e-01 
       3.642622176053e-02       9.232152231622e-02      -4.391403486420e+03      -4.420216335611e+03       9.381775074881e-02      -4.414324034581e+03       1.660408643701e-01       1.660408643701e-01 
       3.659575756136e-02       9.190532706400e-02      -4.412278139944e+03      -4.441326160284e+03       9.339480001082e-02      -4.435390216769e+03       1.652910661019e-01       1.652910661019e-01 
       3.676645405526e-02       9.149196215516e-02      -4.433222941188e+03      -4.462505345017e+03       9.297467663182e-02      -4.456525863546e+03       1.645401802412e-01       1.645401802412e-01 
       3.693835010311e-02       9.107550487149e-02      -4.454336051993e+03      -4.483852647320e+03       9.255147295910e-02      -4.477829608416e+03       1.637915930716e-01       1.637915930716e-01 
       3.711148628936e-02       9.066187277545e-02      -4.475611967368e+03      -4.505362061652e+03       9.213111397760e-02      -4.499295527152e+03       1.630447629269e-01       1.630447629269e-01 
       3.728590502254e-02       9.024419970488e-02      -4.496994591399e+03      -4.526978184765e+03       9.170670161737e-02      -4.520868122924e+03       1.622973728695e-01       1.622973728695e-01 
       3.746165064301e-02       8.983008917484e-02      -4.518566364153e+03      -4.548782427985e+03       9.128587520628e-02      -4.542628946308e+03       1.615520503163e-01       1.615520503163e-01 
       3.763876953883e-02       8.941474153638e-02      -4.540318865135e+03      -4.570766510899e+03       9.086382050038e-02      -4.564569697096e+03       1.608081430756e-01       1.608081430756e-01 
       3.781731027028e-02       8.900059151279e-02      -4.562158285756e+03      -4.592837201694e+03       9.044294838414e-02      -4.586597079549e+03       1.600620391411e-01       1.600620391411e-01 
       3.799732370399e-02       8.858944526385e-02      -4.584241049246e+03      -4.615150170388e+03       9.002510908438e-02      -4.608866837081e+03       1.593188531009e-01       1.593188531009e-01 
       3.817886315747e-02       8.817606146296e-02      -4.606512623847e+03      -4.637651194496e+03       8.960503282533e-02      -4.631324714187e+03       1.585762980243e-01       1.585762980243e-01 
       3.836198455504e-02       8.776434657574e-02      -4.628950345978e+03      -4.660317790072e+03       8.918662473303e-02      -4.653948205064e+03       1.578332288965e-01       1.578332288965e-01 
       3.854674659623e-02       8.734660246751e-02      -4.651564382328e+03      -4.683159472493e+03       8.876217108526e-02      -4.676746925749e+03       1.570896020449e-01       1.570896020449e-01 
       3.873321093789e-02       8.693687283123e-02      -4.674430974866e+03      -4.706252648803e+03       8.834576044586e-02      -4.699797234335e+03       1.563475740263e-01       1.563475740263e-01 
       3.892144239135e-02       8.652086298293e-02      -4.697505511396e+03      -4.729552576141e+03       8.792305450710e-02      -4.723054422030e+03       1.556052064910e-01       1.556052064910e-01 
       3.911150913614e-02       8.611166954200e-02      -4.720869238983e+03      -4.753140611644e+03       8.750719338192e-02      -4.746599804290e+03       1.548647217534e-01       1.548647217534e-01 
       3.930348295186e-02       8.570151126926e-02      -4.744376190402e+03      -4.776870446701e+03       8.709033894573e-02      -4.770287170248e+03       1.541208782958e-01       1.541208782958e-01 
       3.949743947023e-02       8.528534034175e-02      -4.768224237043e+03      -4.800940176927e+03       8.666748046154e-02      -4.794314520996e+03       1.533796222375e-01       1.533796222375e-01 
       3.969345844931e-02       8.487216182719e-02      -4.792283632563e+03      -4.825219762531e+03       8.624760357723e-02      -4.818551902031e+03       1.526362498718e-01       1.526362498718e-01 
       3.989162407228e-02       8.446085500474e-02      -4.816668701974e+03      -4.849823649168e+03       8.582961000003e-02      -4.843113705809e+03       1.518938730965e-01       1.518938730965e-01 
       4.009202527346e-02       8.404460028229e-02      -4.841297240823e+03      -4.874669138800e+03       8.540664160927e-02      -4.867917337312e+03       1.511493311913e-01       1.511493311913e-01 
       4.029475609454e-02       8.363449068661e-02      -4.866289193803e+03      -4.899876339361e+03       8.498983840355e-02      -4.893082842820e+03       1.504057819188e-01       1.504057819188e-01 
       4.049991607449e-02       8.321852976130e-02      -4.891556335168e+03      -4.925356604043e+03       8.456715360939e-02      -4.918521668788e+03       1.496598715154e-01       1.496598715154e-01 
       4.070761067681e-02       8.280268229606e-02      -4.917191220985e+03      -4.951202640465e+03       8.414458124615e-02      -4.944326471189e+03       1.489137978622e-01       1.489137978622e-01 
       4.091795175864e-02       8.238885561185e-02      -4.943188726836e+03      -4.977409231600e+03       8.372402565646e-02      -4.970492049262e+03       1.481667096430e-01       1.481667096430e-01 
       4.113105808661e-02       8.197125818567e-02      -4.969556936558e+03      -5.003984438273e+03       8.329968012023e-02      -4.997026465095e+03       1.474181344102e-01       1.474181344102e-01 
       4.134705590503e-02       8.155579302888e-02      -4.996319724641e+03      -5.030951666308e+03       8.287745891692e-02      -5.023953192014e+03       1.466680191303e-01       1.466680191303e-01 
       4.156607956283e-02       8.113113708178e-02      -5.023495221260e+03      -5.058329124448e+03       8.244601454728e-02      -5.051290420871e+03       1.459161069112e-01       1.459161069112e-01 
       4.178827220667e-02       8.071909762420e-02      -5.051134848316e+03      -5.086167587117e+03       8.202720242710e-02      -5.079089013864e+03       1.451630278782e-01       1.451630278782e-01 
       4.201378654860e-02       8.029689418431e-02      -5.079222222091e+03      -5.114451099606e+03       8.159818633254e-02      -5.107332952868e+03       1.444074322014e-01       1.444074322014e-01 
       4.224278571794e-02       7.987497520019e-02      -5.107806965092e+03      -5.143228850391e+03       8.116943905913e-02      -5.136071480696e+03       1.436497858007e-01       1.436497858007e-01 
       4.247544420854e-02       7.945487451492e-02      -5.136950181251e+03      -5.172561589098e+03       8.074250297375e-02      -5.165365385206e+03       1.428907818669e-01       1.428907818669e-01 
       4.271194893442e-02       7.902784168586e-02      -5.166566469046e+03      -5.202363922347e+03       8.030858329033e-02      -5.195129297118e+03       1.421270058403e-01       1.421270058403e-01 
       4.295250040866e-02       7.860070527443e-02      -5.196773336922e+03      -5.232753034448e+03       7.987453897357e-02      -5.225480417397e+03       1.413605891207e-01       1.413605891207e-01 
       4.319731406287e-02       7.817153086059e-02      -5.227627476128e+03      -5.263785122210e+03       7.943843425792e-02      -5.256475004710e+03       1.405918477225e-01       1.405918477225e-01 
       4.344662172766e-02       7.774313625206e-02      -5.259117223770e+03      -5.295448549998e+03       7.900307991836e-02      -5.288101422547e+03       1.398191872561e-01       1.398191872561e-01 
       4.370067329766e-02       7.731050384726e-02      -5.291301855948e+03      -5.327801953436e+03       7.856345006748e-02      -5.320418390867e+03       1.390428151124e-01       1.390428151124e-01 
       4.395973860895e-02       7.688675930815e-02      -5.324275740388e+03      -5.360939972790e+03       7.813270430732e-02      -5.353520478488e+03       1.382637360389e-01       1.382637360389e-01 
       4.422410956146e-02       7.644766289429e-02      -5.357969208995e+03      -5.394791955639e+03       7.768652809056e-02      -5.387337210402e+03       1.374785641855e-01       1.374785641855e-01 
       4.449410252510e-02       7.599858791592e-02      -5.392436896686e+03      -5.429412323125e+03       7.723030367702e-02      -5.421923025537e+03       1.366870803779e-01       1.366870803779e-01 
       4.477006107517e-02       7.555527399260e-02      -5.427848441307e+03      -5.464969910674e+03       7.677982150900e-02      -5.457446836613e+03       1.358917719698e-01       1.358917719698e-01 
       4.505235911144e-02       7.510748537589e-02      -5.464201159579e+03      -5.501462582634e+03       7.632480962856e-02      -5.493906421603e+03       1.350906230699e-01       1.350906230699e-01 
       4.534140442565e-02       7.465679408723e-02      -5.501576148504e+03      -5.538969975827e+03       7.586684224848e-02      -5.531381625659e+03       1.342835171731e-01       1.342835171731e-01 
       4.563764279515e-02       7.420199406079e-02      -5.540000084329e+03      -5.577518634879e+03       7.540469824283e-02      -5.569899006429e+03       1.334688541311e-01       1.334688541311e-01 
       4.594156269594e-02       7.375673611011e-02      -5.579662225315e+03      -5.617296700547e+03       7.495207185716e-02      -5.609646826287e+03       1.326487046322e-01       1.326487046322e-01 
       4.625370074776e-02       7.328621630683e-02      -5.620506530572e+03      -5.658247892330e+03       7.447405856675e-02      -5.650568859549e+03       1.318190628422e-01       1.318190628422e-01 
       4.657464802779e-02       7.281701378153e-02      -5.662696730788e+03      -5.700534959857e+03       7.399729767018e-02      -5.692827963328e+03       1.309808839070e-01       1.309808839070e-01 
       4.690505741922e-02       7.236202525408e-02      -5.706435670841e+03      -5.744359644137e+03       7.353472298926e-02      -5.736625994040e+03       1.301356281346e-01       1.301356281346e-01 
       4.724565219770e-02       7.188557189508e-02      -5.751652946344e+03      -5.789651424179e+03       7.305054482549e-02      -5.781892470200e+03       1.292782109271e-01       1.292782109271e-01 
       4.759723610531e-02       7.140188753753e-02      -5.798574758284e+03      -5.836633944955e+03       7.255903529190e-02      -5.828851376409e+03       1.284099071998e-01       1.284099071998e-01 
       4.796070521940e-02       7.090601608650e-02      -5.847306856190e+03      -5.885412770696e+03       7.205521393083e-02      -5.877608274951e+03       1.275288774389e-01       1.275288774389e-01 
       4.833706199726e-02       7.041634733551e-02      -5.898186088033e+03      -5.936323537252e+03       7.155752789926e-02      -5.928498894478e+03       1.266377724779e-01       1.266377724779e-01 
       4.872743197034e-02       6.991236453077e-02      -5.951142556191e+03      -5.989294223321e+03       7.104536688645e-02      -5.981451572537e+03       1.257298976893e-01       1.257298976893e-01 
       4.913308367948e-02       6.938912590471e-02      -6.006443873099e+03      -6.044591585323e+03       7.051377950096e-02      -6.036733122250e+03       1.248052777272e-01       1.248052777272e-01 
       4.955545259277e-02       6.886381179466e-02      -6.064484121022e+03      -6.102606628882e+03       6.997999407445e-02      -6.094734921831e+03       1.238656671520e-01       1.238656671520e-01 
       4.999616993880e-02       6.834260099583e-02      -6.125514705930e+03      -6.163589487315e+03       6.945018479619e-02      -6.155707232437e+03       1.229089485568e-01       1.229089485568e-01 
       5.045709763174e-02       6.780015417128e-02      -6.189607763493e+03      -6.227609542074e+03       6.889890996551e-02      -6.219719852517e+03       1.219285222723e-01       1.219285222723e-01 
       5.094037077477e-02       6.724233355052e-02      -6.257341773432e+03      -6.295242286271e+03       6.833206209513e-02      -6.287348578620e+03       1.209267422190e-01       1.209267422190e-01 
       5.144844961995e-02       6.668407169359e-02      -6.329109386833e+03      -6.366877953302e+03       6.776458122549e-02      -6.358983912259e+03       1.199008217612e-01       1.199008217612e-01 
       5.198418335314e-02       6.610219000539e-02      -6.405229902375e+03      -6.442831773138e+03       6.717319788747e-02      -6.434941636166e+03       1.188450719080e-01       1.188450719080e-01 
       5.255088867368e-02       6.548664587186e-02      -6.486472899102e+03      -6.523869719595e+03       6.654785657305e-02      -6.515988069257e+03       1.177603717303e-01       1.177603717303e-01 
       5.315244685078e-02       6.486087288153e-02      -6.573221665906e+03      -6.610370339187e+03       6.591197034853e-02      -6.602502399008e+03       1.166382675634e-01       1.166382675634e-01 
       5.379342372920e-02       6.422911275792e-02      -6.666264716687e+03      -6.703117817827e+03       6.526976110499e-02      -6.695269265849e+03       1.154751916362e-01       1.154751916362e-01 
       5.447921791819e-02       6.355789416646e-02      -6.766567843699e+03      -6.803072345695e+03       6.458766239200e-02      -6.795249464604e+03       1.142674911475e-01       1.142674911475e-01 
       5.521624286833e-02       6.285883836687e-02      -6.875235888716e+03      -6.911333256867e+03       6.387727854394e-02      -6.903542877610e+03       1.130101204421e-01       1.130101204421e-01 
       5.601214814725e-02       6.210739054440e-02      -6.993435286980e+03      -7.029061836147e+03       6.311394032019e-02      -7.021311262764e+03       1.116947560333e-01       1.116947560333e-01 
       5.687608279072e-02       6.135908132609e-02      -7.122143965489e+03      -7.157231646408e+03       6.235316218246e-02      -7.149528586878e+03       1.103054743248e-01       1.103054743248e-01 
       5.781899684783e-02       6.053045669321e-02      -7.263616137050e+03      -7.298093660245e+03       6.151131388706e-02      -7.290445668158e+03       1.088408656989e-01       1.088408656989e-01 
       5.885396196233e-02       5.965032282668e-02      -7.419379482585e+03      -7.453175353572e+03       6.061710844228e-02      -7.445589560938e+03       1.072819596125e-01       1.072819596125e-01 
       5.999646093945e-02       5.874468587892e-02      -7.591243267980e+03      -7.624295689334e+03       5.969644338010e-02      -7.616777146583e+03       1.056085298112e-01       1.056085298112e-01 
       6.126453936142e-02       5.771939102072e-02      -7.782077124065e+03      -7.814339964047e+03       5.865489303961e-02      -7.806890374673e+03       1.038098944508e-01       1.038098944508e-01 
       6.267861894951e-02       5.663031397880e-02      -7.993269044805e+03      -8.024738498032e+03       5.754817704681e-02      -8.017352415023e+03       1.018523724864e-01       1.018523724864e-01 
       6.426064605403e-02       5.543866246229e-02      -8.226567109669e+03      -8.257309507491e+03       5.633722529723e-02      -8.249969799252e+03       9.971056940464e-02       9.971056940464e-02 
       6.603214414838e-02       5.412907495334e-02      -8.482358077106e+03      -8.512556613645e+03       5.500640506758e-02      -8.505227430543e+03       9.735407710252e-02       9.735407710252e-02 
       6.801082246734e-02       5.268316421373e-02      -8.758883021829e+03      -8.788895455899e+03       5.353705485530e-02      -8.781513682812e+03       9.475286278918e-02       9.475286278918e-02 
       7.020594723153e-02       5.108980729052e-02      -9.051415159634e+03      -9.081837128717e+03       5.191785571768e-02      -9.074303188656e+03       9.188497263860e-02       9.188497263860e-02 
       7.261383929933e-02       4.934371543677e-02      -9.351969029619e+03      -9.383670225477e+03       5.014347620147e-02      -9.375843289749e+03       8.874636039797e-02       8.874636039797e-02 
       7.521596656555e-02       4.746286587297e-02      -9.650084104544e+03      -9.684187950321e+03       4.823210371059e-02      -9.675889909546e+03       8.535910388844e-02       8.535910388844e-02 
       7.798160201339e-02       4.548635282488e-02      -9.934894343122e+03      -9.972675038926e+03       4.622331247770e-02      -9.963707012620e+03       8.177407733549e-02       8.177407733549e-02 
       8.087433584942e-02       4.341334725280e-02      -1.019929969752e+04      -1.024200544245e+04       4.411695381643e-02      -1.023217480012e+04       7.807742932712e-02       7.807742932712e-02 
       8.385915465973e-02       4.135998935632e-02      -1.043951489345e+04      -1.048815968228e+04       4.203010144260e-02      -1.047731220113e+04       7.435804004361e-02       7.435804004361e-02 
       8.690703909611e-02       3.932810170759e-02      -1.065948476157e+04      -1.071466382403e+04       3.996543230960e-02      -1.070271077043e+04       7.072336081260e-02       7.072336081260e-02 
       8.999636067732e-02       3.740888154187e-02      -1.086617536488e+04      -1.092794597301e+04       3.801499916908e-02      -1.091488217809e+04       6.725865302141e-02       6.725865302141e-02 
       9.311214000998e-02       3.561880528318e-02      -1.107119329068e+04      -1.113903316880e+04       3.619592841584e-02      -1.112494226940e+04       6.404189258958e-02       6.404189258958e-02 
       9.624449752397e-02       3.399174180524e-02      -1.128622517329e+04      -1.135907666785e+04       3.454254387834e-02      -1.134412405147e+04       6.112208438669e-02       6.112208438669e-02 
       9.938711962418e-02       3.254923480223e-02      -1.152244475586e+04      -1.159882400895e+04       3.307664373324e-02      -1.158323958714e+04       5.852599940341e-02       5.852599940341e-02 
       1.025360511236e-01       3.128458992863e-02      -1.178832296865e+04      -1.186648737176e+04       3.179153395780e-02      -1.185053972733e+04       5.625536702464e-02       5.625536702464e-02 
       1.056888446942e-01       3.019227664548e-02      -1.208831303336e+04      -1.216645511632e+04       3.068150537914e-02      -1.215042183318e+04       5.428902751285e-02       5.428902751285e-02 
       1.088439974096e-01       2.924963381800e-02      -1.242279950838e+04      -1.249925015800e+04       2.972355844314e-02      -1.248338668109e+04       5.258991439648e-02       5.258991439648e-02 
       1.120005904816e-01       2.842663967489e-02      -1.278748910785e+04      -1.286090434294e+04       2.888721357054e-02      -1.284541563685e+04       5.110772433568e-02       5.110772433568e-02 
       1.151580636958e-01       2.769173288497e-02      -1.317414403806e+04      -1.324365067698e+04       2.814039919237e-02      -1.322866921030e+04       4.978591071858e-02       4.978591071858e-02 
       1.183160759431e-01       2.700554278321e-02      -1.357180350325e+04      -1.363709449140e+04       2.744322257523e-02      -1.362266587143e+04       4.856837761514e-02       4.856837761514e-02 
       1.214744196337e-01       2.635706791032e-02      -1.396673119194e+04      -1.402809556366e+04       2.678422276047e-02      -1.401417459204e+04       4.739983880532e-02       4.739983880532e-02 
       1.246329684134e-01       2.571680809399e-02      -1.434584930077e+04      -1.440413545184e+04       2.613350028092e-02      -1.439059177532e+04       4.623722724087e-02       4.623722724087e-02 
       1.277916453108e-01       2.504957611737e-02      -1.469781839342e+04      -1.475433793350e+04       2.545556096483e-02      -1.474097083257e+04       4.505055751746e-02       4.505055751746e-02 
       1.309504033639e-01       2.436404037810e-02      -1.501259435528e+04      -1.506897518333e+04       2.475892483668e-02      -1.505553657557e+04       4.381890932719e-02       4.381890932719e-02 
       1.341092138471e-01       2.365892854181e-02      -1.528441626992e+04      -1.534242386777e+04       2.404227433202e-02      -1.532864548214e+04       4.253687225232e-02       4.253687225232e-02 
       1.372680591208e-01       2.292176097906e-02      -1.551259469231e+04      -1.557394189350e+04       2.329317539575e-02      -1.555956404490e+04       4.121330513512e-02       4.121330513512e-02 
       1.404269282899e-01       2.217375064575e-02      -1.569955546967e+04      -1.576571991670e+04       2.253300246573e-02      -1.575051963816e+04       3.986328643937e-02       3.986328643937e-02 
       1.435858145674e-01       2.142136297144e-02      -1.585249089453e+04      -1.592456257736e+04       2.176842324508e-02      -1.590837647281e+04       3.851073375821e-02       3.851073375821e-02 
       1.457785448969e-01       2.090459848625e-02      -1.594375395881e+04      -1.602030729743e+04       2.124330328332e-02      -1.600338063703e+04       3.758404496291e-02       3.758404496291e-02 
       1.467447136726e-01       2.068053437593e-02      -1.598123236180e+04      -1.605980464367e+04       2.101561076192e-02      -1.604254545058e+04       3.718153831650e-02       3.718153831650e-02 
       1.499036228591e-01       1.996929599559e-02      -1.609763136606e+04      -1.618274588542e+04       2.029283749732e-02      -1.616441064509e+04       3.590166769425e-02       3.590166769425e-02 
       1.530625403225e-01       1.929743387917e-02      -1.621454540896e+04      -1.630569884791e+04       1.961009700588e-02      -1.628636752894e+04       3.469488107613e-02       3.469488107613e-02 
       1.562214648410e-01       1.867328650981e-02      -1.634425686336e+04      -1.644046358891e+04       1.897589189981e-02      -1.642028928650e+04       3.357982267027e-02       3.357982267027e-02 
       1.593803955561e-01       1.811309026319e-02      -1.649632185197e+04      -1.659622319848e+04       1.840657140511e-02      -1.657541554861e+04       3.256669074317e-02       3.256669074317e-02 
       1.625393318382e-01       1.760702686855e-02      -1.667858381160e+04      -1.678059247565e+04       1.789233903549e-02      -1.675939517853e+04       3.166069229265e-02       3.166069229265e-02 
       1.656982732046e-01       1.716257100293e-02      -1.689412509934e+04      -1.699659194917e+04       1.744064920977e-02      -1.697525763084e+04       3.085740600642e-02       3.085740600642e-02 
       1.688572192693e-01       1.676599835598e-02      -1.714341285667e+04      -1.724480042318e+04       1.703768282098e-02      -1.722356379552e+04       3.014829508674e-02       3.014829508674e-02 
       1.720161697114e-01       1.641544558507e-02      -1.742189478461e+04      -1.752091905337e+04       1.668144634137e-02      -1.749997583504e+04       2.951738694431e-02       2.951738694431e-02 
       1.751751242558e-01       1.610075106255e-02      -1.772241785619e+04      -1.781817296249e+04       1.636161456789e-02      -1.779766080228e+04       2.894656685125e-02       2.894656685125e-02 
       1.783340826604e-01       1.580265734598e-02      -1.803643905322e+04      -1.812847389915e+04       1.605874986044e-02      -1.810846059282e+04       2.841789030365e-02       2.841789030365e-02 
       1.814930447085e-01       1.552131454521e-02      -1.835423757817e+04      -1.844257574252e+04       1.577286447320e-02      -1.842305641356e+04       2.791391261367e-02       2.791391261367e-02 
       1.846520102033e-01       1.524902495377e-02      -1.866356383625e+04      -1.874869525466e+04       1.549609555049e-02      -1.872959443057e+04       2.741569745235e-02       2.741569745235e-02 
       1.878109789646e-01       1.496707974385e-02      -1.895430550786e+04      -1.903712470818e+04       1.520959003024e-02      -1.901830551714e+04       2.690970099669e-02       2.690970099669e-02 
       1.909699508258e-01       1.467211280954e-02      -1.921792142750e+04      -1.929961404254e+04       1.490989784441e-02      -1.928089581201e+04       2.638615690165e-02       2.638615690165e-02 
       1.941289256326e-01       1.436807972509e-02      -1.944822825806e+04      -1.953014509633e+04       1.460093888743e-02      -1.951132269833e+04       2.583956599815e-02       2.583956599815e-02 
       1.972879032412e-01       1.405184895274e-02      -1.964358389467e+04      -1.972709202091e+04       1.427958269825e-02      -1.970795822789e+04       2.527084266884e-02       2.527084266884e-02 
       2.004468835176e-01       1.372943185071e-02      -1.980499141719e+04      -1.989134712670e+04       1.395188439991e-02      -1.987171204597e+04       2.468400773194e-02       2.468400773194e-02 
       2.036058663360e-01       1.339449834786e-02      -1.993844231337e+04      -2.002866555180e+04       1.361157637453e-02      -2.000837513311e+04       2.408852749126e-02       2.408852749126e-02 
       2.067648515790e-01       1.306688262161e-02      -2.004946130311e+04      -2.014424756623e+04       1.327859333474e-02      -2.012319776498e+04       2.349213957481e-02       2.349213957481e-02 
       2.099238391360e-01       1.274020364266e-02      -2.014777397690e+04      -2.024743705312e+04       1.294663301081e-02      -2.022558169604e+04       2.290638234739e-02       2.290638234739e-02 
       2.130828289033e-01       1.242608273733e-02      -2.024147451435e+04      -2.034593592639e+04       1.262740608791e-02      -2.032328887731e+04       2.233963575143e-02       2.233963575143e-02 
       2.162418207833e-01       1.212461097383e-02      -2.033924254064e+04      -2.044805007671e+04       1.232106734175e-02      -2.042468211259e+04       2.179992161228e-02       2.179992161228e-02 
       2.194008146841e-01       1.184362508379e-02      -2.044851665389e+04      -2.056091507683e+04       1.203551519213e-02      -2.053694300075e+04       2.129307241375e-02       2.129307241375e-02 
       2.225598105189e-01       1.158124216766e-02      -2.057496242306e+04      -2.068996281852e+04       1.176888979967e-02      -2.066553894750e+04       2.082247048627e-02       2.082247048627e-02 
       2.257188082059e-01       1.134082165306e-02      -2.072317664650e+04      -2.083967939015e+04       1.152457292514e-02      -2.081497229811e+04       2.039009950586e-02       2.039009950586e-02 
       2.288778076681e-01       1.112079294860e-02      -2.089452216357e+04      -2.101141237325e+04       1.130098040816e-02      -2.098659265775e+04       1.999463904216e-02       1.999463904216e-02 
       2.320368088323e-01       1.091933484834e-02      -2.108903632419e+04      -2.120530214177e+04       1.109626842381e-02      -2.118052398917e+04       1.963369033110e-02       1.963369033110e-02 
       2.351958116295e-01       1.073570614075e-02      -2.130329088264e+04      -2.141810704759e+04       1.090965243531e-02      -2.139349595960e+04       1.930196826612e-02       1.930196826612e-02 
       2.383548159943e-01       1.056326218690e-02      -2.153268386993e+04      -2.164548352194e+04       1.073442889102e-02      -2.162112523451e+04       1.899369389568e-02       1.899369389568e-02 
       2.415138218650e-01       1.040169745876e-02      -2.176991795015e+04      -2.188043151464e+04       1.057023214086e-02      -2.185636660929e+04       1.870135139494e-02       1.870135139494e-02 
       2.446728291826e-01       1.024563362570e-02      -2.200796878301e+04      -2.211623365438e+04       1.041162129173e-02      -2.209245593556e+04       1.841838364066e-02       1.841838364066e-02 
       2.478318378917e-01       1.009017160296e-02      -2.224011551830e+04      -2.234645905661e+04       1.025364252600e-02      -2.232291816820e+04       1.813910175065e-02       1.813910175065e-02 
       2.509908479392e-01       9.931678046367e-03      -2.246016795239e+04      -2.256515568002e+04       1.009261769386e-02      -2.254176519397e+04       1.785875399856e-02       1.785875399856e-02 
       2.541498592750e-01       9.775513740199e-03      -2.266238344030e+04      -2.276675451035e+04       9.933886632768e-03      -2.274340206623e+04       1.757335518047e-02       1.757335518047e-02 
       2.573088718514e-01       9.612625203982e-03      -2.284523169062e+04      -2.294982123397e+04       9.768374247894e-03      -2.292637964788e+04       1.728243623963e-02       1.728243623963e-02 
       2.604678856229e-01       9.448222959825e-03      -2.300649548786e+04      -2.311214624793e+04       9.601293664870e-03      -2.308848778338e+04       1.698502242755e-02       1.698502242755e-02 
       2.636269005463e-01       9.279107774795e-03      -2.314732849110e+04      -2.325481045540e+04       9.429451201725e-03      -2.323081861472e+04       1.668261284999e-02       1.668261284999e-02 
       2.667859165805e-01       9.109306352251e-03      -2.326945888581e+04      -2.337939932399e+04       9.256895244254e-03      -2.335497981451e+04       1.637693787354e-02       1.637693787354e-02 
       2.699449336862e-01       8.939119172267e-03      -2.337689239793e+04      -2.348972456421e+04       9.083951480832e-03      -2.346481278707e+04       1.607110491459e-02       1.607110491459e-02 
       2.731039518260e-01       8.771153988710e-03      -2.347451709581e+04      -2.359045008139e+04       8.913259752905e-03      -2.356501566828e+04       1.576851402674e-02       1.576851402674e-02 
       2.762629709643e-01       8.604553814403e-03      -2.356859955906e+04      -2.368760802044e+04       8.743992949489e-03      -2.366165605888e+04       1.547315179671e-02       1.547315179671e-02 
       2.794219910670e-01       8.445201661755e-03      -2.366414091676e+04      -2.378598473949e+04       8.582068088567e-03      -2.375955301888e+04       1.518784320609e-02       1.518784320609e-02 
       2.825810121016e-01       8.296260152047e-03      -2.376588401423e+04      -2.389013881093e+04       8.430673193600e-03      -2.386329304437e+04       1.491500580332e-02       1.491500580332e-02 
       2.857400340370e-01       8.152031111208e-03      -2.387901204181e+04      -2.400512304429e+04       8.284118501740e-03      -2.397794815881e+04       1.465712654425e-02       1.465712654425e-02 
       2.888990568435e-01       8.016092137706e-03      -2.400504453192e+04      -2.413238115340e+04       8.145989403977e-03      -2.410497369360e+04       1.441429541714e-02       1.441429541714e-02 
       2.920580804927e-01       7.890753837216e-03      -2.414446969933e+04      -2.427239663501e+04       8.018597057752e-03      -2.424485375136e+04       1.418600538509e-02       1.418600538509e-02 
       2.952171049573e-01       7.771384085514e-03      -2.429707206822e+04      -2.442499714235e+04       7.897293328372e-03      -2.439740918382e+04       1.397139209010e-02       1.397139209010e-02 
       2.983761302114e-01       7.656067469378e-03      -2.446121271873e+04      -2.458864925958e+04       7.780146501497e-03      -2.456109026750e+04       1.376887609667e-02       1.376887609667e-02 
