# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02716e-05 to 23.4501 h/Mpc,
# number of wavenumbers equal to 850
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.306313901488e-02       1.844143243838e-01      -1.133194131752e+03      -1.134585322260e+03       1.874033008531e-01      -1.134026889677e+03       3.316709678409e-01       3.316709678409e-01 
       1.318984649596e-02       1.837297973447e-01      -1.150969985963e+03      -1.152408784881e+03       1.867076691180e-01      -1.151837488795e+03       3.304387158673e-01       3.304387158673e-01 
       1.331659000178e-02       1.830410870525e-01      -1.168813962829e+03      -1.170301504987e+03       1.860078796720e-01      -1.169717144495e+03       3.292107387003e-01       3.292107387003e-01 
       1.344336959313e-02       1.823639704880e-01      -1.186717500081e+03      -1.188254925885e+03       1.853197250452e-01      -1.187657301736e+03       3.279850567790e-01       3.279850567790e-01 
       1.357018535457e-02       1.816807709105e-01      -1.204686618359e+03      -1.206275092369e+03       1.846255102900e-01      -1.205663999684e+03       3.267637881134e-01       3.267637881134e-01 
       1.369703739400e-02       1.810087283867e-01      -1.222712122712e+03      -1.224352805080e+03       1.839424930079e-01      -1.223728042411e+03       3.255448386475e-01       3.255448386475e-01 
       1.382392584223e-02       1.803279034759e-01      -1.240801737119e+03      -1.242495815673e+03       1.832507139150e-01      -1.241857174873e+03       3.243306866725e-01       3.243306866725e-01 
       1.395085085262e-02       1.796573369811e-01      -1.258944845585e+03      -1.260693517879e+03       1.825692324222e-01      -1.260040792406e+03       3.231189225647e-01       3.231189225647e-01 
       1.407781260078e-02       1.789828608402e-01      -1.277146756786e+03      -1.278951229500e+03       1.818838664279e-01      -1.278284209784e+03       3.219113134430e-01       3.219113134430e-01 
       1.420481128422e-02       1.783174357515e-01      -1.295399634068e+03      -1.297261121369e+03       1.812075894983e-01      -1.296579598975e+03       3.207062468971e-01       3.207062468971e-01 
       1.433184712209e-02       1.776498492381e-01      -1.313707645306e+03      -1.315627376366e+03       1.805291781776e-01      -1.314931139234e+03       3.195051373617e-01       3.195051373617e-01 
       1.445892035500e-02       1.769834206894e-01      -1.332067265853e+03      -1.334046486348e+03       1.798519542975e-01      -1.333335320837e+03       3.183074617386e-01       3.183074617386e-01 
       1.457785448969e-02       1.763583774803e-01      -1.349293082872e+03      -1.351329107169e+03       1.792168347247e-01      -1.350603777884e+03       3.171903031994e-01       3.171903031994e-01 
       1.458603124473e-02       1.763184883592e-01      -1.350477211823e+03      -1.352517178154e+03       1.791762570064e-01      -1.351790869299e+03       3.171132533719e-01       3.171132533719e-01 
       1.471318007411e-02       1.756570523916e-01      -1.368934811508e+03      -1.371036786154e+03       1.785040881204e-01      -1.370295118814e+03       3.159222188570e-01       3.159222188570e-01 
       1.484036714686e-02       1.749957801164e-01      -1.387440327128e+03      -1.389605600469e+03       1.778321114521e-01      -1.388848354987e+03       3.147347499900e-01       3.147347499900e-01 
       1.496759278742e-02       1.743381837456e-01      -1.405990773792e+03      -1.408220599808e+03       1.771638432346e-01      -1.407447563206e+03       3.135504734658e-01       3.135504734658e-01 
       1.509485734092e-02       1.736818109063e-01      -1.424585733120e+03      -1.426881434293e+03       1.764968280261e-01      -1.426092382814e+03       3.123696187138e-01       3.123696187138e-01 
       1.522216117302e-02       1.730239553669e-01      -1.443225572677e+03      -1.445588457088e+03       1.758283571488e-01      -1.444783169160e+03       3.111925508142e-01       3.111925508142e-01 
       1.534950466992e-02       1.723737016647e-01      -1.461903264999e+03      -1.464334654533e+03       1.751675234228e-01      -1.463512908471e+03       3.100180462672e-01       3.100180462672e-01 
       1.547688823831e-02       1.717202688103e-01      -1.480624540003e+03      -1.483125757980e+03       1.745035364824e-01      -1.482287330172e+03       3.088476132513e-01       3.088476132513e-01 
       1.560431230533e-02       1.710762729799e-01      -1.499379449261e+03      -1.501951843684e+03       1.738490231867e-01      -1.501096509544e+03       3.076794505551e-01       3.076794505551e-01 
       1.573177731861e-02       1.704281409885e-01      -1.518175652499e+03      -1.520820558787e+03       1.731903981892e-01      -1.519948093455e+03       3.065154129132e-01       3.065154129132e-01 
       1.585928374629e-02       1.697831862738e-01      -1.537006976345e+03      -1.539725782143e+03       1.725349814761e-01      -1.538835954282e+03       3.053545005977e-01       3.053545005977e-01 
       1.598683207708e-02       1.691351350836e-01      -1.555876248553e+03      -1.558670312692e+03       1.718764932625e-01      -1.557762894713e+03       3.041975175335e-01       3.041975175335e-01 
       1.611442282031e-02       1.684965573124e-01      -1.574773974509e+03      -1.577644664903e+03       1.712275155385e-01      -1.576719430587e+03       3.030428524456e-01       3.030428524456e-01 
       1.624205650602e-02       1.678590998902e-01      -1.593703780611e+03      -1.596652549509e+03       1.705796864695e-01      -1.595709258139e+03       3.018914849865e-01       3.018914849865e-01 
       1.636973368509e-02       1.672169707007e-01      -1.612669736033e+03      -1.615697881131e+03       1.699272101098e-01      -1.614736315385e+03       3.007443766605e-01       3.007443766605e-01 
       1.649745492933e-02       1.665847019202e-01      -1.631659236054e+03      -1.634768219342e+03       1.692846306751e-01      -1.633788139486e+03       2.995994191087e-01       2.995994191087e-01 
       1.662522083164e-02       1.659480206068e-01      -1.650681517530e+03      -1.653872753835e+03       1.686376622324e-01      -1.652873924901e+03       2.984585400546e-01       2.984585400546e-01 
       1.675303200619e-02       1.653536864534e-01      -1.669702436506e+03      -1.672977315144e+03       1.680331103234e-01      -1.671959516364e+03       2.973158392620e-01       2.973158392620e-01 
       1.688088908855e-02       1.646853029928e-01      -1.688803706921e+03      -1.692163619775e+03       1.673544648589e-01      -1.691126605712e+03       2.961860587670e-01       2.961860587670e-01 
       1.700879273591e-02       1.640557789047e-01      -1.707901868554e+03      -1.711348397837e+03       1.667147423307e-01      -1.710291917535e+03       2.950545981866e-01       2.950545981866e-01 
       1.713674362731e-02       1.634296993846e-01      -1.727023003984e+03      -1.730557514180e+03       1.660784959754e-01      -1.729481343599e+03       2.939262693882e-01       2.939262693882e-01 
       1.726474246384e-02       1.628025326823e-01      -1.746169032425e+03      -1.749792933844e+03       1.654411891835e-01      -1.748696841080e+03       2.928015929123e-01       2.928015929123e-01 
       1.739278996886e-02       1.621775817997e-01      -1.765335777502e+03      -1.769050581735e+03       1.648061274635e-01      -1.767934320002e+03       2.916800583857e-01       2.916800583857e-01 
       1.752088688834e-02       1.616043629944e-01      -1.784483913062e+03      -1.788291075344e+03       1.642228758043e-01      -1.787154418506e+03       2.905554476649e-01       2.905554476649e-01 
       1.764903399106e-02       1.609828065539e-01      -1.803689796323e+03      -1.807590758186e+03       1.635912668448e-01      -1.806433459613e+03       2.894404357309e-01       2.894404357309e-01 
       1.777723206894e-02       1.603617486528e-01      -1.822914219908e+03      -1.826910504722e+03       1.629601836348e-01      -1.825732316402e+03       2.883287380204e-01       2.883287380204e-01 
       1.790548193735e-02       1.597429441219e-01      -1.842154612140e+03      -1.846247711641e+03       1.623313825358e-01      -1.845048391359e+03       2.872201085528e-01       2.872201085528e-01 
       1.803378443541e-02       1.591128688024e-01      -1.861421886904e+03      -1.865613297464e+03       1.616913271672e-01      -1.864392599029e+03       2.861163862124e-01       2.861163862124e-01 
       1.816214042637e-02       1.585114927820e-01      -1.880682418042e+03      -1.884973570900e+03       1.610800270503e-01      -1.883731268473e+03       2.850125578947e-01       2.850125578947e-01 
       1.829055079796e-02       1.578652309689e-01      -1.899995025282e+03      -1.904387475278e+03       1.604238233194e-01      -1.903123305879e+03       2.839176985378e-01       2.839176985378e-01 
       1.841901646275e-02       1.572895692324e-01      -1.919262068897e+03      -1.923757347984e+03       1.598383158667e-01      -1.922471081271e+03       2.828173497468e-01       2.828173497468e-01 
       1.854753835854e-02       1.566789149727e-01      -1.938571896566e+03      -1.943171500752e+03       1.592178085451e-01      -1.941862885870e+03       2.817248191390e-01       2.817248191390e-01 
       1.867611744882e-02       1.560372791431e-01      -1.957922192847e+03      -1.962627586957e+03       1.585663171660e-01      -1.961296378702e+03       2.806397181872e-01       2.806397181872e-01 
       1.880475472314e-02       1.554695361299e-01      -1.977217553042e+03      -1.982030268019e+03       1.579888167781e-01      -1.980676238995e+03       2.795485513232e-01       2.795485513232e-01 
       1.893345119757e-02       1.548392695778e-01      -1.996579314189e+03      -2.001500901180e+03       1.573487587914e-01      -2.000123784742e+03       2.784687110336e-01       2.784687110336e-01 
       1.906220791521e-02       1.542367843053e-01      -2.015924161896e+03      -2.020956243734e+03       1.567365345793e-01      -2.019555786568e+03       2.773885612734e-01       2.773885612734e-01 
       1.919102594658e-02       1.536374923845e-01      -2.035276900438e+03      -2.040420850454e+03       1.561275360099e-01      -2.038996831597e+03       2.763116921812e-01       2.763116921812e-01 
       1.931990639023e-02       1.530413155435e-01      -2.054633137486e+03      -2.059890548468e+03       1.555216810692e-01      -2.058442713326e+03       2.752376524649e-01       2.752376524649e-01 
       1.944885037315e-02       1.524455033434e-01      -2.073995814084e+03      -2.079368222980e+03       1.549162178946e-01      -2.077896324977e+03       2.741669489863e-01       2.741669489863e-01 
       1.957785905139e-02       1.518517738494e-01      -2.093362741511e+03      -2.098851690161e+03       1.543128664936e-01      -2.097355482592e+03       2.730993986645e-01       2.730993986645e-01 
       1.970693361058e-02       1.512878308247e-01      -2.112704963733e+03      -2.118311974015e+03       1.537393568116e-01      -2.116791221952e+03       2.720313839442e-01       2.720313839442e-01 
       1.983607526650e-02       1.506700742580e-01      -2.132104703009e+03      -2.137831320822e+03       1.531120079118e-01      -2.136285761093e+03       2.709735754279e-01       2.709735754279e-01 
       1.996528526568e-02       1.501105740055e-01      -2.151448114153e+03      -2.157295958640e+03       1.525429972286e-01      -2.155725350228e+03       2.699115561669e-01       2.699115561669e-01 
       2.009456488604e-02       1.495359725450e-01      -2.170810280003e+03      -2.176780832533e+03       1.519588984188e-01      -2.175184934053e+03       2.688549655233e-01       2.688549655233e-01 
       2.022391543748e-02       1.489508033892e-01      -2.190184337794e+03      -2.196279176373e+03       1.513642474663e-01      -2.194657733093e+03       2.678029804243e-01       2.678029804243e-01 
       2.035333826259e-02       1.483669021971e-01      -2.209559220346e+03      -2.215779874447e+03       1.507708930976e-01      -2.214132642649e+03       2.667542949272e-01       2.667542949272e-01 
       2.048283473729e-02       1.477420150013e-01      -2.228980042513e+03      -2.235328013582e+03       1.501365408199e-01      -2.233654740609e+03       2.657143493119e-01       2.657143493119e-01 
       2.061240627154e-02       1.472055792535e-01      -2.248301760660e+03      -2.254778683471e+03       1.495907483987e-01      -2.253079138527e+03       2.646659936978e-01       2.646659936978e-01 
       2.074205431009e-02       1.465840975626e-01      -2.267719204041e+03      -2.274326581360e+03       1.489598579763e-01      -2.272600496788e+03       2.636323171647e-01       2.636323171647e-01 
       2.087178033319e-02       1.460371107271e-01      -2.287050586322e+03      -2.293789975078e+03       1.484035583982e-01      -2.292037128601e+03       2.625921508873e-01       2.625921508873e-01 
       2.100158585738e-02       1.454750783030e-01      -2.306394627166e+03      -2.313267599452e+03       1.478322238625e-01      -2.311487737053e+03       2.615570890312e-01       2.615570890312e-01 
       2.113147243631e-02       1.448974871580e-01      -2.325756790740e+03      -2.332764836054e+03       1.472453449735e-01      -2.330957715242e+03       2.605277308162e-01       2.605277308162e-01 
       2.126144166150e-02       1.443284782983e-01      -2.345101257026e+03      -2.352246054201e+03       1.466670791197e-01      -2.350411412985e+03       2.595001115914e-01       2.595001115914e-01 
       2.139149516328e-02       1.437251618035e-01      -2.364488401881e+03      -2.371771308312e+03       1.460545042720e-01      -2.369908917934e+03       2.584808973596e-01       2.584808973596e-01 
       2.152163461156e-02       1.431570952476e-01      -2.383825447690e+03      -2.391248117784e+03       1.454772356874e-01      -2.389357729768e+03       2.574599892887e-01       2.574599892887e-01 
       2.165186171682e-02       1.426242012270e-01      -2.403115625100e+03      -2.410679546447e+03       1.449352002052e-01      -2.408760937912e+03       2.564379447569e-01       2.564379447569e-01 
       2.178217823098e-02       1.420575323851e-01      -2.422436895529e+03      -2.430143840841e+03       1.443593808190e-01      -2.428196720361e+03       2.554231932102e-01       2.554231932102e-01 
       2.191258594841e-02       1.414641960526e-01      -2.441789889047e+03      -2.449641187819e+03       1.437568983636e-01      -2.447665334330e+03       2.544156645046e-01       2.544156645046e-01 
       2.204308670689e-02       1.409379123751e-01      -2.461052747592e+03      -2.469049810411e+03       1.432215586149e-01      -2.467045026145e+03       2.534027552715e-01       2.534027552715e-01 
       2.217368238861e-02       1.403446039916e-01      -2.480393936982e+03      -2.488538411585e+03       1.426191571685e-01      -2.486504410974e+03       2.524019250531e-01       2.524019250531e-01 
       2.230437492130e-02       1.398212763886e-01      -2.499633381165e+03      -2.507926839906e+03       1.420868253965e-01      -2.505863402882e+03       2.513948364717e-01       2.513948364717e-01 
       2.243516627921e-02       1.392648164995e-01      -2.518910451815e+03      -2.527354358044e+03       1.415213584400e-01      -2.525261240483e+03       2.503956615764e-01       2.503956615764e-01 
       2.256605848434e-02       1.387056085768e-01      -2.538181594692e+03      -2.546777541055e+03       1.409531659295e-01      -2.544654491191e+03       2.494000152702e-01       2.494000152702e-01 
       2.269705360751e-02       1.381586313848e-01      -2.557428176404e+03      -2.566177619463e+03       1.403972420647e-01      -2.564024412729e+03       2.484061019800e-01       2.484061019800e-01 
       2.282815376958e-02       1.376074857492e-01      -2.576670736454e+03      -2.585575190406e+03       1.398371714530e-01      -2.583391586960e+03       2.474159721252e-01       2.474159721252e-01 
       2.295936114272e-02       1.370488235694e-01      -2.595914164358e+03      -2.604975172569e+03       1.392696031031e-01      -2.602760926469e+03       2.464300974780e-01       2.464300974780e-01 
       2.309067795160e-02       1.365107727378e-01      -2.615121785278e+03      -2.624340746159e+03       1.387226932065e-01      -2.622095645437e+03       2.454450226517e-01       2.454450226517e-01 
       2.322210647476e-02       1.359635779988e-01      -2.634329561101e+03      -2.643708093472e+03       1.381666549299e-01      -2.641431880389e+03       2.444641944878e-01       2.444641944878e-01 
       2.335364904594e-02       1.354200944132e-01      -2.653523319236e+03      -2.663062794193e+03       1.376143582053e-01      -2.660755254654e+03       2.434862812602e-01       2.434862812602e-01 
       2.348530805548e-02       1.348492099312e-01      -2.672743771878e+03      -2.682445857503e+03       1.370346589862e-01      -2.680106718044e+03       2.425150144042e-01       2.425150144042e-01 
       2.361708595174e-02       1.343086943243e-01      -2.691913796846e+03      -2.701779733073e+03       1.364853856687e-01      -2.699408811295e+03       2.415433618532e-01       2.415433618532e-01 
       2.374898524259e-02       1.337898813748e-01      -2.711035777680e+03      -2.721067124877e+03       1.359578577691e-01      -2.718664186668e+03       2.405716883293e-01       2.405716883293e-01 
       2.388100849696e-02       1.332530432715e-01      -2.730174748984e+03      -2.740372996448e+03       1.354123148063e-01      -2.737937799684e+03       2.396057940704e-01       2.396057940704e-01 
       2.401315834639e-02       1.327176170221e-01      -2.749301042853e+03      -2.759667576227e+03       1.348682112366e-01      -2.757199904101e+03       2.386430270477e-01       2.386430270477e-01 
       2.414543748669e-02       1.321761063194e-01      -2.768428167881e+03      -2.778964430718e+03       1.343180451677e-01      -2.776464053190e+03       2.376845544931e-01       2.376845544931e-01 
       2.427784867960e-02       1.316397591297e-01      -2.787530498683e+03      -2.798238100194e+03       1.337730694709e-01      -2.795704768467e+03       2.367281855317e-01       2.367281855317e-01 
       2.441039475456e-02       1.311242601333e-01      -2.806587331166e+03      -2.817467670251e+03       1.332489863106e-01      -2.814901175161e+03       2.357722070236e-01       2.357722070236e-01 
       2.454307861047e-02       1.305925273063e-01      -2.825664478643e+03      -2.836718643430e+03       1.327086839459e-01      -2.834118805725e+03       2.348221371547e-01       2.348221371547e-01 
       2.467590321758e-02       1.300613315175e-01      -2.844724619560e+03      -2.855954338861e+03       1.321689418735e-01      -2.853320888392e+03       2.338748705041e-01       2.338748705041e-01 
       2.480887161939e-02       1.295415537663e-01      -2.863750204873e+03      -2.875156862240e+03       1.316406512361e-01      -2.872489589035e+03       2.329289666269e-01       2.329289666269e-01 
       2.494198693462e-02       1.290191675677e-01      -2.882769064167e+03      -2.894354304838e+03       1.311097759776e-01      -2.891652948996e+03       2.319867246367e-01       2.319867246367e-01 
       2.507525235931e-02       1.284950323338e-01      -2.901782199277e+03      -2.913547104928e+03       1.305771773133e-01      -2.910811495963e+03       2.310481606148e-01       2.310481606148e-01 
       2.520867116886e-02       1.279719819162e-01      -2.920783643935e+03      -2.932729540615e+03       1.300456909195e-01      -2.929959470912e+03       2.301127936446e-01       2.301127936446e-01 
       2.534224672029e-02       1.274547502044e-01      -2.939761736457e+03      -2.951890067553e+03       1.295200528044e-01      -2.949085314286e+03       2.291797096675e-01       2.291797096675e-01 
       2.547598245446e-02       1.269390252918e-01      -2.958724746383e+03      -2.971036769991e+03       1.289959475484e-01      -2.968197137369e+03       2.282495431500e-01       2.282495431500e-01 
       2.560988189844e-02       1.264159896825e-01      -2.977691235307e+03      -2.990188433443e+03       1.284645514254e-01      -2.987313684518e+03       2.273237091634e-01       2.273237091634e-01 
       2.574394866789e-02       1.258864699590e-01      -2.996662235510e+03      -3.009345809941e+03       1.279266927074e-01      -3.006435752067e+03       2.264022100512e-01       2.264022100512e-01 
       2.587818646963e-02       1.253964505777e-01      -3.015535662903e+03      -3.028407004343e+03       1.274283861912e-01      -3.025461445134e+03       2.254773919109e-01       2.254773919109e-01 
       2.601259910416e-02       1.248856310445e-01      -3.034446122204e+03      -3.047506523718e+03       1.269092919874e-01      -3.044525246331e+03       2.245593482958e-01       2.245593482958e-01 
       2.614719046840e-02       1.243763410818e-01      -3.053340013728e+03      -3.066590827918e+03       1.263917519756e-01      -3.063573621962e+03       2.236440328886e-01       2.236440328886e-01 
       2.628196455846e-02       1.238662460220e-01      -3.072227301977e+03      -3.085669796885e+03       1.258734323959e-01      -3.082616462466e+03       2.227321436599e-01       2.227321436599e-01 
       2.641692547247e-02       1.233500473587e-01      -3.091120658145e+03      -3.104756208834e+03       1.253490311389e-01      -3.101666525260e+03       2.218245528014e-01       2.218245528014e-01 
       2.655207741365e-02       1.228509768406e-01      -3.109963543280e+03      -3.123793269121e+03       1.248417936159e-01      -3.120667073201e+03       2.209171747808e-01       2.209171747808e-01 
       2.668742469331e-02       1.223448171102e-01      -3.128814206194e+03      -3.142839337947e+03       1.243274873022e-01      -3.139676431450e+03       2.200141494076e-01       2.200141494076e-01 
       2.682297173410e-02       1.218540787551e-01      -3.147619642675e+03      -3.161841457739e+03       1.238286376710e-01      -3.158641650762e+03       2.191117291142e-01       2.191117291142e-01 
       2.695872307332e-02       1.213480786192e-01      -3.166454799061e+03      -3.180874485146e+03       1.233145418109e-01      -3.177637579789e+03       2.182150899643e-01       2.182150899643e-01 
       2.709468336633e-02       1.208557109375e-01      -3.185249804576e+03      -3.199868496799e+03       1.228141125603e-01      -3.196594324300e+03       2.173193588032e-01       2.173193588032e-01 
       2.723085739018e-02       1.203595003286e-01      -3.204041368357e+03      -3.218860542102e+03       1.223098598447e-01      -3.215548868622e+03       2.164270468306e-01       2.164270468306e-01 
       2.736725004723e-02       1.198653787723e-01      -3.222829578013e+03      -3.237850093460e+03       1.218077267248e-01      -3.234500783067e+03       2.155380703648e-01       2.155380703648e-01 
       2.750386636906e-02       1.193716468437e-01      -3.241597666544e+03      -3.256821092992e+03       1.213060015211e-01      -3.253433901856e+03       2.146513079647e-01       2.146513079647e-01 
       2.764071152042e-02       1.188750209890e-01      -3.260374254148e+03      -3.275801454118e+03       1.208014085025e-01      -3.272376242410e+03       2.137685659096e-01       2.137685659096e-01 
       2.777779080334e-02       1.183886106610e-01      -3.279121677613e+03      -3.294753691555e+03       1.203070632012e-01      -3.291290302317e+03       2.128873389326e-01       2.128873389326e-01 
       2.791510966148e-02       1.179007961145e-01      -3.297863869625e+03      -3.313702156123e+03       1.198113351355e-01      -3.310200358723e+03       2.120091737210e-01       2.120091737210e-01 
       2.805267368456e-02       1.174155664285e-01      -3.316600198959e+03      -3.332645643104e+03       1.193182202893e-01      -3.329105298390e+03       2.111339439002e-01       2.111339439002e-01 
       2.819048861300e-02       1.169209886494e-01      -3.335362752794e+03      -3.351616296252e+03       1.188157776331e-01      -3.348037246528e+03       2.102636125634e-01       2.102636125634e-01 
       2.832856034272e-02       1.164455999089e-01      -3.354053443560e+03      -3.370516673679e+03       1.183325518166e-01      -3.366898687620e+03       2.093920010177e-01       2.093920010177e-01 
       2.846689493019e-02       1.159553580044e-01      -3.372796755528e+03      -3.389470383692e+03       1.178344941645e-01      -3.385813332414e+03       2.085267914416e-01       2.085267914416e-01 
       2.860549859757e-02       1.154818503377e-01      -3.391491153060e+03      -3.408375955039e+03       1.173532042488e-01      -3.404679729588e+03       2.076616343105e-01       2.076616343105e-01 
       2.874437773821e-02       1.150033464638e-01      -3.410193004846e+03      -3.427290603934e+03       1.168669360953e-01      -3.423554943687e+03       2.067999956900e-01       2.067999956900e-01 
       2.888353892222e-02       1.145257130039e-01      -3.428898820605e+03      -3.446209804747e+03       1.163815651905e-01      -3.442434614932e+03       2.059415317475e-01       2.059415317475e-01 
       2.902298890236e-02       1.140489736022e-01      -3.447597928962e+03      -3.465123460204e+03       1.158971098867e-01      -3.461308557833e+03       2.050855632913e-01       2.050855632913e-01 
       2.916273462015e-02       1.135647239400e-01      -3.466323070195e+03      -3.484063942243e+03       1.154051638379e-01      -3.480209193229e+03       2.042339341452e-01       2.042339341452e-01 
       2.930278321223e-02       1.131002789389e-01      -3.484995799898e+03      -3.502953132883e+03       1.149330590786e-01      -3.499058374494e+03       2.033819880214e-01       2.033819880214e-01 
       2.944314201701e-02       1.126068688068e-01      -3.503738608960e+03      -3.521913489718e+03       1.144319853310e-01      -3.517978528116e+03       2.025367892966e-01       2.025367892966e-01 
       2.958381858152e-02       1.121588884015e-01      -3.522388225106e+03      -3.540781353054e+03       1.139764092566e-01      -3.536806104594e+03       2.016888241970e-01       2.016888241970e-01 
       2.972482066869e-02       1.116902044356e-01      -3.541092357132e+03      -3.559704538917e+03       1.135001334793e-01      -3.555688858990e+03       2.008465185072e-01       2.008465185072e-01 
       2.986615626479e-02       1.112219757822e-01      -3.559790637196e+03      -3.578623102579e+03       1.130243308567e-01      -3.574566797163e+03       2.000063544536e-01       2.000063544536e-01 
       3.000783358734e-02       1.107565642137e-01      -3.578495984404e+03      -3.597549339813e+03       1.125513727716e-01      -3.593452310269e+03       1.991689541526e-01       1.991689541526e-01 
       3.014986109323e-02       1.102943134746e-01      -3.597208660007e+03      -3.616483748071e+03       1.120816031856e-01      -3.612345858085e+03       1.983342579223e-01       1.983342579223e-01 
       3.029224748730e-02       1.098299569958e-01      -3.615927271499e+03      -3.635425077084e+03       1.116097438725e-01      -3.631246168113e+03       1.975021104547e-01       1.975021104547e-01 
       3.043500173123e-02       1.093681146959e-01      -3.634655669658e+03      -3.654376898999e+03       1.111404247520e-01      -3.650156855709e+03       1.966726219143e-01       1.966726219143e-01 
       3.057813305291e-02       1.089080918381e-01      -3.653388379493e+03      -3.673333761397e+03       1.106729467054e-01      -3.669072466488e+03       1.958454105098e-01       1.958454105098e-01 
       3.072165095613e-02       1.084491191678e-01      -3.672129660255e+03      -3.692300245224e+03       1.102065401860e-01      -3.687997528922e+03       1.950206327246e-01       1.950206327246e-01 
       3.086556523083e-02       1.079920715576e-01      -3.690899529986e+03      -3.711295451992e+03       1.097420890710e-01      -3.706951284470e+03       1.941992062160e-01       1.941992062160e-01 
       3.100988596369e-02       1.075344211748e-01      -3.709669608272e+03      -3.730292089611e+03       1.092770482921e-01      -3.725906276234e+03       1.933795869060e-01       1.933795869060e-01 
       3.115462354937e-02       1.070815723761e-01      -3.728447764879e+03      -3.749297464027e+03       1.088168352813e-01      -3.744869897569e+03       1.925620755573e-01       1.925620755573e-01 
       3.129978870212e-02       1.066277264528e-01      -3.747252476869e+03      -3.768330144327e+03       1.083556466154e-01      -3.763860697424e+03       1.917475262343e-01       1.917475262343e-01 
       3.144539246805e-02       1.061743810202e-01      -3.766089001959e+03      -3.787394922959e+03       1.078949839238e-01      -3.782883540747e+03       1.909360666476e-01       1.909360666476e-01 
       3.159144623796e-02       1.057198635257e-01      -3.784931380043e+03      -3.806466586255e+03       1.074331602734e-01      -3.801913102765e+03       1.901263054853e-01       1.901263054853e-01 
       3.173796176076e-02       1.052730659272e-01      -3.803795601355e+03      -3.825560285117e+03       1.069790905220e-01      -3.820964663235e+03       1.893189097943e-01       1.893189097943e-01 
       3.188495115758e-02       1.048253506068e-01      -3.822676647830e+03      -3.844671766105e+03       1.065241173735e-01      -3.840033848492e+03       1.885135529776e-01       1.885135529776e-01 
       3.203242693658e-02       1.043818897327e-01      -3.841564130076e+03      -3.863789985979e+03       1.060734181801e-01      -3.859109722470e+03       1.877095965479e-01       1.877095965479e-01 
       3.218040200845e-02       1.039332333769e-01      -3.860514123604e+03      -3.882971767696e+03       1.056175452078e-01      -3.878248972470e+03       1.869096798333e-01       1.869096798333e-01 
       3.232888970273e-02       1.034881062971e-01      -3.879484439034e+03      -3.902173941606e+03       1.051652228790e-01      -3.897408597430e+03       1.861115804856e-01       1.861115804856e-01 
       3.247790378499e-02       1.030370129627e-01      -3.898488963027e+03      -3.921410842921e+03       1.047069413397e-01      -3.916602857034e+03       1.853158610104e-01       1.853158610104e-01 
       3.262745847480e-02       1.026061257373e-01      -3.917498221984e+03      -3.940653078581e+03       1.042689127634e-01      -3.935802354154e+03       1.845210115678e-01       1.845210115678e-01 
       3.277756846469e-02       1.021658522986e-01      -3.936562384869e+03      -3.959950607155e+03       1.038215039330e-01      -3.955057065947e+03       1.837292593506e-01       1.837292593506e-01 
       3.292824894016e-02       1.017275246705e-01      -3.955650233728e+03      -3.979272117473e+03       1.033760566193e-01      -3.974335705357e+03       1.829390047013e-01       1.829390047013e-01 
       3.307951560058e-02       1.012893637036e-01      -3.974788278211e+03      -3.998644667704e+03       1.029307969416e-01      -3.993665235357e+03       1.821513570389e-01       1.821513570389e-01 
       3.323138468143e-02       1.008526040547e-01      -3.993980618999e+03      -4.018071342248e+03       1.024869619279e-01      -4.013048900905e+03       1.813663078553e-01       1.813663078553e-01 
       3.338387297753e-02       1.004170991384e-01      -4.013214826997e+03      -4.037540350927e+03       1.020443992253e-01      -4.032474813811e+03       1.805831650051e-01       1.805831650051e-01 
       3.353699786770e-02       9.998046580197e-02      -4.032511942015e+03      -4.057072802779e+03       1.016007272114e-01      -4.051964065839e+03       1.798027185710e-01       1.798027185710e-01 
       3.369077734068e-02       9.954807734162e-02      -4.051820561949e+03      -4.076616934500e+03       1.011613104647e-01      -4.071464966463e+03       1.790225232700e-01       1.790225232700e-01 
       3.384523002258e-02       9.911616029446e-02      -4.071204088483e+03      -4.096236179009e+03       1.007223890553e-01      -4.091040924782e+03       1.782452307919e-01       1.782452307919e-01 
       3.400037520579e-02       9.868610586409e-02      -4.090637069438e+03      -4.115905300726e+03       1.002853468095e-01      -4.110666678302e+03       1.774695620500e-01       1.774695620500e-01 
       3.415623287959e-02       9.825464807260e-02      -4.110141613052e+03      -4.135645801265e+03       9.984691732795e-02      -4.130363818633e+03       1.766962814234e-01       1.766962814234e-01 
       3.431282376258e-02       9.782630729798e-02      -4.129696452465e+03      -4.155437071987e+03       9.941162152476e-02      -4.150111638676e+03       1.759243252364e-01       1.759243252364e-01 
       3.447016933687e-02       9.739705679742e-02      -4.149328458316e+03      -4.175305520304e+03       9.897543219986e-02      -4.169936611595e+03       1.751546425165e-01       1.751546425165e-01 
