#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.142590538729e-01       2.465702434577e-07      -1.202404578667e+00       3.433927133295e-06       1.643197441181e-13       4.107993602953e-13       1.105741918403e-22       8.215987205906e-14      -9.018034340005e-01       3.433927133295e-06       6.011241344938e-01       6.993989207275e-01      -1.202404578667e+00       3.433926933972e-06       5.231546799024e-08      -9.018034340005e-01       3.433927547529e-06 
       1.199050865451e-01       2.587569917534e-07      -1.202413744775e+00       3.603602701993e-06       1.899058303807e-13       4.747645759518e-13       1.407359928800e-22       9.495291519036e-14      -9.018103085811e-01       3.603602701993e-06       6.011240498652e-01       6.993966358230e-01      -1.202413744775e+00       3.603602471635e-06       5.761335322491e-08      -9.018103085811e-01       3.603603180712e-06 
       1.352348828362e-01       2.918470363547e-07      -1.202437810639e+00       4.064289070693e-06       2.724657980461e-13       6.811644951152e-13       2.568651969878e-22       1.362328990230e-13      -9.018283579793e-01       4.064289070693e-06       6.011239805407e-01       6.993906389482e-01      -1.202437810639e+00       4.064288740189e-06       7.328634798748e-08      -9.018283579793e-01       4.064289757470e-06 
       1.505646791272e-01       3.249389200932e-07      -1.202461480425e+00       4.524966588911e-06       3.760410826403e-13       9.401027066008e-13       4.394621295981e-22       1.880205413202e-13      -9.018461103191e-01       4.524966588911e-06       6.011240646881e-01       6.993847434468e-01      -1.202461480425e+00       4.524966132773e-06       9.084254224914e-08      -9.018461103191e-01       4.524967536679e-06 
       1.658944754182e-01       3.580326429690e-07      -1.202485011622e+00       4.985635844724e-06       5.030160899382e-13       1.257540224845e-12       7.136903456000e-22       2.515080449691e-13      -9.018637587164e-01       4.985635844724e-06       6.011242190244e-01       6.993788849469e-01      -1.202485011622e+00       4.985635234568e-06       1.102818954163e-07      -9.018637587164e-01       4.985637112408e-06 
       1.812242717092e-01       3.911282049822e-07      -1.202508374184e+00       5.446296520264e-06       6.557755923224e-13       1.639438980806e-12       1.110391718544e-21       3.278877961612e-13      -9.018812806383e-01       5.446296520264e-06       6.011243922008e-01       6.993730709595e-01      -1.202508374184e+00       5.446295724816e-06       1.316044309060e-07      -9.018812806384e-01       5.446298172787e-06 
       1.965540680003e-01       4.242256061326e-07      -1.202531591778e+00       5.906948523282e-06       8.367048030087e-13       2.091762007522e-12       1.666666536541e-21       4.183524015043e-13      -9.018986938335e-01       5.906948523282e-06       6.011245703629e-01       6.993672955682e-01      -1.202531591778e+00       5.906947508373e-06       1.548101450049e-07      -9.018986938336e-01       5.906950631557e-06 
       2.118838642913e-01       4.573248464204e-07      -1.202554706769e+00       6.367591888897e-06       1.048189380303e-12       2.620473450757e-12       2.426453906330e-21       5.240946901514e-13      -9.019160300768e-01       6.367591888897e-06       6.011247682640e-01       6.993615481815e-01      -1.202554706769e+00       6.367590617467e-06       1.798989828331e-07      -9.019160300769e-01       6.367594529833e-06 
       2.423076080996e-01       5.230195423829e-07      -1.202600389248e+00       7.281766162873e-06       1.567785887723e-12       3.919464719307e-12       4.746847500757e-21       7.838929438613e-13      -9.019502919359e-01       7.281766162873e-06       6.011252169103e-01       6.993501967727e-01      -1.202600389248e+00       7.281764261200e-06       2.352676688310e-07      -9.019502919361e-01       7.281770112276e-06 
       2.727313519080e-01       5.887214821496e-07      -1.202646020776e+00       8.195907355265e-06       2.235786071013e-12       5.589465177532e-12       8.576946650285e-21       1.117893035506e-12      -9.019845155821e-01       8.195907355265e-06       6.011257402691e-01       6.993388673721e-01      -1.202646020776e+00       8.195904643350e-06       2.980528289650e-07      -9.019845155825e-01       8.195912986476e-06 
       3.031550957163e-01       6.544306657203e-07      -1.202691649017e+00       9.110015538647e-06       3.070853435075e-12       7.677133587686e-12       1.455690568461e-20       1.535426717537e-12      -9.020187367631e-01       9.110015538647e-06       6.011263011883e-01       6.993275480636e-01      -1.202691649017e+00       9.110011813859e-06       3.682541933604e-07      -9.020187367637e-01       9.110023271818e-06 
       3.335788395247e-01       7.201470930952e-07      -1.202737311202e+00       1.002409086252e-05       4.091658277685e-12       1.022914569421e-11       2.348683385424e-20       2.045829138842e-12      -9.020529834017e-01       1.002409086252e-05       6.011268603247e-01       6.993162295392e-01      -1.202737311202e+00       1.002408589959e-05       4.458715740474e-07      -9.020529834026e-01       1.002410116460e-05 
       3.640025833330e-01       7.858707642741e-07      -1.202782976695e+00       1.093813294325e-05       5.316877428085e-12       1.329219357021e-11       3.634474361870e-20       2.658438714043e-12      -9.020872325211e-01       1.093813294325e-05       6.011274183972e-01       6.993049194576e-01      -1.202782976694e+00       1.093812649425e-05       5.309047402765e-07      -9.020872325224e-01       1.093814632797e-05 
       3.944263271414e-01       8.516016792571e-07      -1.202828688803e+00       1.185214206559e-05       6.765194717429e-12       1.691298679357e-11       5.430452450740e-20       3.382597358714e-12      -9.021215166026e-01       1.185214206559e-05       6.011279732673e-01       6.992936069914e-01      -1.202828688802e+00       1.185213385995e-05       6.233533986951e-07      -9.021215166043e-01       1.185215909344e-05 
       4.355020711721e-01       9.403578786504e-07      -1.202890457755e+00       1.308611258395e-05       9.107651555847e-12       2.276912888962e-11       8.914057640100e-20       4.553825777924e-12      -9.021678433166e-01       1.308611258395e-05       6.011287293059e-01       6.992783354797e-01      -1.202890457754e+00       1.308610153721e-05       7.599342585251e-07      -9.021678433191e-01       1.308613550252e-05 
       4.765778152028e-01       1.029127282249e-06      -1.202952328996e+00       1.432002292900e-05       1.193686549985e-11       2.984216374961e-11       1.399301112703e-19       5.968432749923e-12      -9.022142467468e-01       1.432002292900e-05       6.011294868918e-01       6.992630552909e-01      -1.202952328993e+00       1.432000845083e-05       9.100310084426e-07      -9.022142467504e-01       1.432005296020e-05 
       5.176535592335e-01       1.117909890052e-06      -1.203014291391e+00       1.555387286115e-05       1.529887617599e-11       3.824719043998e-11       2.116195674040e-19       7.649438087996e-12      -9.022607185433e-01       1.555387286115e-05       6.011302426671e-01       6.992477692075e-01      -1.203014291388e+00       1.555385430541e-05       1.073642993997e-06      -9.022607185483e-01       1.555391134190e-05 
       5.587293032642e-01       1.206705702061e-06      -1.203076331751e+00       1.678766206488e-05       1.923974538079e-11       4.809936345198e-11       3.100878473124e-19       9.619872690395e-12      -9.023072488132e-01       1.678766206488e-05       6.011309937749e-01       6.992324805264e-01      -1.203076331747e+00       1.678763872957e-05       1.250769592202e-06      -9.023072488199e-01       1.678771044700e-05 
       5.998050472949e-01       1.295514718275e-06      -1.203138450908e+00       1.802139038165e-05       2.380555729325e-11       5.951389323312e-11       4.422275058703e-19       1.190277864662e-11      -9.023538381807e-01       1.802139038165e-05       6.011317392624e-01       6.992171890386e-01      -1.203138450902e+00       1.802136150891e-05       1.441410141569e-06      -9.023538381897e-01       1.802145023184e-05 
       6.408807913256e-01       1.384336938694e-06      -1.203200685815e+00       1.925505826150e-05       2.904241926487e-11       7.260604816217e-11       6.160260840544e-19       1.452120963243e-11      -9.024005143614e-01       1.925505826150e-05       6.011324737096e-01       6.992018855048e-01      -1.203200685808e+00       1.925502303756e-05       1.645563924180e-06      -9.024005143731e-01       1.925513126127e-05 
       6.819565353562e-01       1.473172363318e-06      -1.203263011900e+00       2.048866521240e-05       3.499645976023e-11       8.749114940059e-11       8.406475181784e-19       1.749822988012e-11      -9.024472589251e-01       2.048866521241e-05       6.011332044391e-01       6.991865760675e-01      -1.203263011890e+00       2.048862276759e-05       1.863230211811e-06      -9.024472589401e-01       2.048875315807e-05 
       7.644000240891e-01       1.651514576524e-06      -1.203388406656e+00       2.296446475373e-05       4.929721994054e-11       1.232430498513e-10       1.488229629673e-18       2.464860997027e-11      -9.025413049917e-01       2.296446475372e-05       6.011346515277e-01       6.991558244503e-01      -1.203388406640e+00       2.296440496576e-05       2.340885376735e-06      -9.025413050154e-01       2.296458858072e-05 
       8.468435128220e-01       1.829909982685e-06      -1.203514148025e+00       2.544001703135e-05       6.704649582378e-11       1.676162395595e-10       2.484953309823e-18       3.352324791189e-11      -9.026356110187e-01       2.544001703132e-05       6.011360784258e-01       6.991250542140e-01      -1.203514148002e+00       2.543993571868e-05       2.872967228752e-06      -9.026356110544e-01       2.544018536526e-05 
       9.292870015549e-01       2.008358581799e-06      -1.203640236296e+00       2.791532092037e-05       8.861807781126e-11       2.215451945281e-10       3.956284680576e-18       4.430903890563e-11      -9.027301772217e-01       2.791532092032e-05       6.011374808104e-01       6.990942652803e-01      -1.203640236262e+00       2.791521344839e-05       3.459470275047e-06      -9.027301772734e-01       2.791554331308e-05 
       1.011730490288e+00       2.186860373867e-06      -1.203766687569e+00       3.039037568589e-05       1.143861175380e-10       2.859652938451e-10       6.054776628927e-18       5.719305876902e-11      -9.028250156765e-01       3.039037568582e-05       6.011388565365e-01       6.990634536168e-01      -1.203766687522e+00       3.039023696652e-05       4.100388819770e-06      -9.028250157492e-01       3.039066261479e-05 
       1.094173979021e+00       2.365415358889e-06      -1.203893531071e+00       3.286518112263e-05       1.447251292016e-10       3.618128230040e-10       8.962753797695e-18       7.236256460081e-11      -9.029201483032e-01       3.286518112256e-05       6.011402014045e-01       6.990326119099e-01      -1.203893531007e+00       3.286500561398e-05       4.795717057649e-06      -9.029201484025e-01       3.286554398987e-05 
       1.176617467754e+00       2.544023536865e-06      -1.204020758451e+00       3.533973613917e-05       1.800099838390e-10       4.500249595975e-10       1.289500571404e-17       9.000499191950e-11      -9.030155688386e-01       3.533973613910e-05       6.011415173775e-01       6.990017422406e-01      -1.204020758366e+00       3.533951784509e-05       5.545449214981e-06      -9.030155689713e-01       3.534018727082e-05 
       1.259060956487e+00       2.722684907794e-06      -1.204148339472e+00       3.781403884934e-05       2.206159065068e-10       5.515397662669e-10       1.810148838864e-17       1.103079532534e-10      -9.031112546043e-01       3.781403884927e-05       6.011428101824e-01       6.989708521613e-01      -1.204148339360e+00       3.781377131903e-05       6.349579536654e-06      -9.031112547784e-01       3.781459149465e-05 
       1.380695902374e+00       2.986374308909e-06      -1.204337250745e+00       4.146409800024e-05       2.910359653377e-10       7.275899133442e-10       2.872882333452e-17       1.455179826688e-10      -9.032529380585e-01       4.146409800017e-05       6.011446669779e-01       6.989252315105e-01      -1.204337250582e+00       4.146374508594e-05       7.635293633990e-06      -9.032529383101e-01       4.146482656092e-05 
       1.502330848261e+00       3.250179496575e-06      -1.204526965987e+00       4.511360366226e-05       3.750637878801e-10       9.376594697003e-10       4.385332463131e-17       1.875318939401e-10      -9.033952244906e-01       4.511360366220e-05       6.011464650475e-01       6.988795578473e-01      -1.204526965760e+00       4.511314886886e-05       9.039386103195e-06      -9.033952248433e-01       4.511454194507e-05 
       1.623965794148e+00       3.514100470793e-06      -1.204717489850e+00       4.876255288006e-05       4.739086852327e-10       1.184771713082e-09       6.477474504585e-17       2.369543426163e-10      -9.035381173876e-01       4.876255288003e-05       6.011482035506e-01       6.988338299870e-01      -1.204717489539e+00       4.876197824765e-05       1.056183781212e-05      -9.035381178690e-01       4.876373764715e-05 
       1.745600740035e+00       3.778137231561e-06      -1.204908833729e+00       5.241094310308e-05       5.887816634119e-10       1.471954158530e-09       9.302344720225e-17       2.943908317059e-10      -9.036816252967e-01       5.241094310310e-05       6.011498798825e-01       6.987880450580e-01      -1.204908833314e+00       5.241022920510e-05       1.220262949545e-05      -9.036816259392e-01       5.241241406834e-05 
       1.867235685922e+00       4.042289778880e-06      -1.205100961744e+00       5.605876960036e-05       7.208953903324e-10       1.802238475831e-09       1.303796561803e-16       3.604476951662e-10      -9.038257213077e-01       5.605876960045e-05       6.011515015965e-01       6.987422120075e-01      -1.205100961200e+00       5.605789554173e-05       1.396174170704e-05      -9.038257221487e-01       5.606056942569e-05 
       1.988870631809e+00       4.306558112751e-06      -1.205293902711e+00       5.970603056589e-05       8.714642487766e-10       2.178660621942e-09       1.788928137868e-16       4.357321243883e-10      -9.039704270331e-01       5.970603056608e-05       6.011530624443e-01       6.986963236085e-01      -1.205293902011e+00       5.970497398116e-05       1.583915475325e-05      -9.039704281153e-01       5.970820485754e-05 
       2.110505577696e+00       4.570942233172e-06      -1.205487664299e+00       6.335272339267e-05       1.041704297092e-09       2.604260742729e-09       2.409010079892e-16       5.208521485458e-10      -9.041157482245e-01       6.335272339301e-05       6.011545607758e-01       6.986503779208e-01      -1.205487663412e+00       6.335146044417e-05       1.783484873520e-05      -9.041157495963e-01       6.335532069752e-05 
       2.232140523583e+00       4.835442140145e-06      -1.205682214967e+00       6.699884328866e-05       1.232833234058e-09       3.082083085146e-09       3.190504865773e-16       6.164166170292e-10      -9.042616612251e-01       6.699884328918e-05       6.011560033337e-01       6.986043828068e-01      -1.205682213856e+00       6.699734866463e-05       1.994880360110e-05      -9.042616629412e-01       6.700191509050e-05 
       2.354628380773e+00       5.101913743072e-06      -1.205878941122e+00       7.066994861197e-05       1.447646638705e-09       3.619116596763e-09       4.170724334041e-16       7.238233193525e-10      -9.044092058418e-01       7.066994861273e-05       6.011573965643e-01       6.985580117291e-01      -1.205878939747e+00       7.066819361430e-05       2.219706881352e-05      -9.044092079662e-01       7.067355323565e-05 
       2.477116237962e+00       5.368502762047e-06      -1.206076482195e+00       7.434046742697e-05       1.686126420378e-09       4.215316050945e-09       5.378723151631e-16       8.430632101890e-10      -9.045573616463e-01       7.434046742803e-05       6.011587299544e-01       6.985115867988e-01      -1.206076480509e+00       7.433842338191e-05       2.456521782168e-05      -9.045573642478e-01       7.434466304693e-05 
       2.599604095151e+00       5.635209197071e-06      -1.206274837431e+00       7.801039653761e-05       1.949521233164e-09       4.873803082910e-09       6.852211380134e-16       9.747606165820e-10      -9.047061280734e-01       7.801039653905e-05       6.011600036738e-01       6.984651081803e-01      -1.206274835386e+00       7.800803326044e-05       2.705322952089e-05      -9.047061312282e-01       7.801524431609e-05 
       2.722091952341e+00       5.902033048142e-06      -1.206473998329e+00       8.167973219347e-05       2.239081426165e-09       5.597703565413e-09       8.632883045286e-16       1.119540713083e-09      -9.048554987468e-01       8.167973219537e-05       6.011612195563e-01       6.984185779748e-01      -1.206473995870e+00       8.167701798663e-05       2.966108261213e-05      -9.048555025385e-01       8.168529627667e-05 
       2.844579809530e+00       6.168974315262e-06      -1.206673986561e+00       8.534847280994e-05       2.556059114496e-09       6.390147786241e-09       1.076662318511e-15       1.278029557248e-09      -9.050054899205e-01       8.534847281241e-05       6.011623728483e-01       6.983719907400e-01      -1.206673983627e+00       8.534537446114e-05       3.238875562897e-05      -9.050054944410e-01       8.535482032427e-05 
       2.967067666719e+00       6.436032998430e-06      -1.206874777182e+00       8.901661344888e-05       2.901708023943e-09       7.254270059857e-09       1.330371494743e-15       1.450854011971e-09      -9.051560828864e-01       8.901661345202e-05       6.011634688901e-01       6.983253526877e-01      -1.206874773709e+00       8.901309622920e-05       3.523622690577e-05      -9.051560882360e-01       8.902381449713e-05 
       3.089555523909e+00       6.703209097647e-06      -1.207076383075e+00       9.268415193265e-05       3.277283659215e-09       8.193209148038e-09       1.629904888163e-15       1.638641829608e-09      -9.053072873064e-01       9.268415193660e-05       6.011645048873e-01       6.982786605727e-01      -1.207076378991e+00       9.268017959471e-05       3.820347454954e-05      -9.053072935941e-01       9.269227959021e-05 
       3.259820378957e+00       7.074793609221e-06      -1.207357963542e+00       9.778122449939e-05       3.851427479457e-09       9.628568698644e-09       2.133693186459e-15       1.925713739729e-09      -9.055184726565e-01       9.778122450472e-05       6.011658489400e-01       6.982136703882e-01      -1.207357958478e+00       9.777655645533e-05       4.252703735521e-05      -9.055184804463e-01       9.779076715642e-05 
       3.430085234005e+00       7.446604998288e-06      -1.207641129126e+00       1.028771200374e-04       4.489208896431e-09       1.122302224108e-08       2.755301609461e-15       2.244604448215e-09      -9.057308468447e-01       1.028771200444e-04       6.011670748028e-01       6.981485731750e-01      -1.207641122917e+00       1.028716792206e-04       4.708193568430e-05      -9.057308563907e-01       1.028882325917e-04 
       3.600350089053e+00       7.818643264845e-06      -1.207925851766e+00       1.079718277932e-04       5.194016246299e-09       1.298504061575e-08       3.514380628719e-15       2.597008123150e-09      -9.059443888246e-01       1.079718278023e-04       6.011681884263e-01       6.980833758816e-01      -1.207925844226e+00       1.079655330405e-04       5.186810888304e-05      -9.059444004078e-01       1.079846730904e-04 
       3.770614944102e+00       8.190908408894e-06      -1.208212129449e+00       1.130653391290e-04       5.969244222783e-09       1.492311055696e-08       4.432677987565e-15       2.984622111391e-09      -9.061590970865e-01       1.130653391407e-04       6.011691901566e-01       6.980180789435e-01      -1.208212120375e+00       1.130581051740e-04       5.688549554515e-05      -9.061591110164e-01       1.130800879480e-04 
       3.940879799150e+00       8.563400430434e-06      -1.208499987519e+00       1.181576482332e-04       6.818293946996e-09       1.704573486749e-08       5.534149935075e-15       3.409146973498e-09      -9.063749906392e-01       1.181576482480e-04       6.011700744616e-01       6.979526759565e-01      -1.208499976688e+00       1.181493856992e-04       6.213403347799e-05      -9.063750072549e-01       1.181744792724e-04 
       4.111144654198e+00       8.936119329466e-06      -1.208789397553e+00       1.232487439722e-04       7.744572509353e-09       1.936143127338e-08       6.845072704429e-15       3.872286254677e-09      -9.065920481651e-01       1.232487439906e-04       6.011708474629e-01       6.978871739576e-01      -1.208789384721e+00       1.232393593651e-04       6.761365972308e-05      -9.065920678370e-01       1.232678438350e-04 
       4.281409509246e+00       9.309065105989e-06      -1.209080375446e+00       1.283386197333e-04       8.751493486112e-09       2.187873371528e-08       8.394155404821e-15       4.375746743056e-09      -9.068102815845e-01       1.283386197561e-04       6.011715056497e-01       6.978215689046e-01      -1.209080360346e+00       1.283280154353e-04       7.332431063096e-05      -9.068103047153e-01       1.283601829144e-04 
       4.517660033959e+00       9.826920781754e-06      -1.209486696184e+00       1.353990240196e-04       1.028861852068e-08       2.572154630170e-08       1.099701129080e-14       5.144309260341e-09      -9.071150221378e-01       1.353990240498e-04       6.011722333087e-01       6.977303734285e-01      -1.209486677456e+00       1.353865579195e-04       8.163066105487e-05      -9.071150507986e-01       1.354243420656e-04 
       4.753910558671e+00       1.034521326186e-05      -1.209896021692e+00       1.424570401467e-04       1.199674332422e-08       2.999185831055e-08       1.421101044853e-14       5.998371662110e-09      -9.074220162691e-01       1.424570401860e-04       6.011727425207e-01       6.976389826740e-01      -1.209895998717e+00       1.424425052911e-04       9.038150195199e-05      -9.074220513951e-01       1.424865236762e-04 
       4.990161083383e+00       1.086394254632e-05      -1.210308342962e+00       1.495126451357e-04       1.388504593738e-08       3.471261484345e-08       1.813864901633e-14       6.942522968690e-09      -9.077312572214e-01       1.495126451862e-04       6.011730350760e-01       6.975473987045e-01      -1.210308315054e+00       1.494958234893e-04       9.957665616983e-05      -9.077312998472e-01       1.495467257122e-04 
       5.226411608096e+00       1.138310863512e-05      -1.210723662521e+00       1.565658174904e-04       1.596272731777e-08       3.990681829441e-08       2.289346618646e-14       7.981363658883e-09      -9.080427468905e-01       1.565658175544e-04       6.011731103165e-01       6.974556206971e-01      -1.210723628924e+00       1.565464799110e-04       1.092159437168e-04      -9.080427981552e-01       1.566049475703e-04 
       5.462662132808e+00       1.190271152826e-05      -1.211141967722e+00       1.636165337429e-04       1.823901092792e-08       4.559752731980e-08       2.860064293238e-14       9.119505463960e-09      -9.083564757918e-01       1.636165338231e-04       6.011729708316e-01       6.973636516208e-01      -1.211141927607e+00       1.635944399565e-04       1.192991819257e-04      -9.083565369439e-01       1.636611866227e-04 
       5.698912657520e+00       1.242275122574e-05      -1.211563261511e+00       1.706647725935e-04       2.072314304851e-08       5.180785762128e-08       3.539760652347e-14       1.036157152426e-08      -9.086724461332e-01       1.706647726930e-04       6.011726157505e-01       6.972714905456e-01      -1.211563213968e+00       1.706396711695e-04       1.298261855703e-04      -9.086725185353e-01       1.707154423579e-04 
       5.935163182233e+00       1.294322772757e-05      -1.211987549975e+00       1.777105134281e-04       2.342439259489e-08       5.856098148722e-08       4.343463926710e-14       1.171219629744e-08      -9.089906624813e-01       1.777105135506e-04       6.011720434896e-01       6.971791357535e-01      -1.211987494018e+00       1.776821417549e-04       1.407967667543e-04      -9.089907476153e-01       1.777677148975e-04 
