# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       3.929394773175e+12       4.895358476557e-23       1.179541868623e-07       3.331281857059e+19       1.419245727522e+04       3.611868517794e-09       5.576776743577e+16       6.810102620482e-08       6.559665962616e+38       1.509293096820e+29       7.986874491462e+29       3.669988173570e-08       4.537772839061e+38       1.109743881117e+39       3.662632552501e-05       3.089581074355e-01 
       3.902080211693e+12       4.964133367784e-23       1.187800080515e-07       3.285129078643e+19       1.419245727522e+04       3.637151597418e-09       5.538010668894e+16       6.857773338813e-08       6.379165097808e+38       1.478036550911e+29       7.821471158117e+29       3.669988173570e-08       4.412907956241e+38       1.079207306335e+39       3.670526157156e-05       3.082936814047e-01 
       3.874955523032e+12       5.033874477458e-23       1.196112862090e-07       3.239615717439e+19       1.419245727522e+04       3.662611658600e-09       5.499514070401e+16       6.905777752173e-08       6.203631035026e+38       1.447427309137e+29       7.659493227626e+29       3.669988173570e-08       4.291478952545e+38       1.049510999668e+39       3.678419761812e-05       3.076321069878e-01 
       3.848019387321e+12       5.104595379982e-23       1.204480213346e-07       3.194732914730e+19       1.419245727522e+04       3.688249940210e-09       5.461285074877e+16       6.954118196425e-08       6.032927103887e+38       1.417451966221e+29       7.500869761971e+29       3.669988173570e-08       4.173391283652e+38       1.020631839646e+39       3.686313366467e-05       3.069733658661e-01 
       3.821270493864e+12       5.176309840465e-23       1.212920324178e-07       3.150471934531e+19       1.419245727522e+04       3.714067689791e-09       5.423321822122e+16       7.002797023787e-08       5.866920394737e+38       1.388097394502e+29       7.345531292217e+29       3.669988173570e-08       4.058553006798e+38       9.925473410268e+38       3.694206971123e-05       3.063174398775e-01 
       3.794707541076e+12       5.249031817403e-23       1.221415004693e-07       3.106824161890e+19       1.419245727521e+04       3.740066163620e-09       5.385622464867e+16       7.051816602941e-08       5.705481655166e+38       1.359350738185e+29       7.193409788088e+29       3.669988173570e-08       3.946874709188e+38       9.652356372906e+38       3.702100575779e-05       3.056643110148e-01 
       3.768329236421e+12       5.322775465395e-23       1.229964254890e-07       3.063781101209e+19       1.419245727521e+04       3.766246626765e-09       5.348185168686e+16       7.101179319148e-08       5.548485189374e+38       1.331199407708e+29       7.044438628176e+29       3.669988173570e-08       3.838269438377e+38       9.386754636126e+38       3.709994180436e-05       3.050139614238e-01 
       3.742134296347e+12       5.397555137897e-23       1.238568074768e-07       3.021334374590e+19       1.419245727521e+04       3.792610353152e-09       5.311008111902e+16       7.150887574369e-08       5.395808760304e+38       1.303631074236e+29       6.898552570758e+29       3.669988173570e-08       3.732652634572e+38       9.128461403079e+38       3.717887785092e-05       3.043663734023e-01 
       3.716121446223e+12       5.473385390018e-23       1.247244654223e-07       2.979475720206e+19       1.419245727521e+04       3.819158625624e-09       5.274089485503e+16       7.200943787376e-08       5.247333494471e+38       1.276633664253e+29       6.755687725231e+29       3.669988173570e-08       3.629942064795e+38       8.877275567298e+38       3.725781389749e-05       3.037215293979e-01 
       3.690289420281e+12       5.550280981351e-23       1.255975803360e-07       2.938196990693e+19       1.419245727521e+04       3.845892736003e-09       5.237427493052e+16       7.251350393874e-08       5.102943789402e+38       1.250195354279e+29       6.615781524127e+29       3.669988173570e-08       3.530057758851e+38       8.633001556119e+38       3.733674994406e-05       3.030794120067e-01 
       3.664636961550e+12       5.628256878846e-23       1.264761522179e-07       2.897490151563e+19       1.419245727521e+04       3.872813985155e-09       5.201020350597e+16       7.302109846617e-08       4.962527223634e+38       1.224304565692e+29       6.478772695712e+29       3.669988173570e-08       3.432921947069e+38       8.395449178406e+38       3.741568599063e-05       3.024400039716e-01 
       3.639162821797e+12       5.707328259725e-23       1.273620000575e-07       2.857347279641e+19       1.419245727521e+04       3.899923683051e-09       5.164866286590e+16       7.353224615529e-08       4.825974469179e+38       1.198949959655e+29       6.344601237151e+29       3.669988173570e-08       3.338458999749e+38       8.164433476471e+38       3.749462203721e-05       3.018032881810e-01 
       3.613865761467e+12       5.787510514433e-23       1.282533048652e-07       2.817760561521e+19       1.419245727521e+04       3.927223148832e-09       5.128963541797e+16       7.404697187824e-08       4.693179206403e+38       1.174120432153e+29       6.213208388235e+29       3.669988173570e-08       3.246595368275e+38       7.939774582065e+38       3.757355808378e-05       3.011692476668e-01 
       3.588744549620e+12       5.868819249638e-23       1.291500666412e-07       2.778722292049e+19       1.419245727521e+04       3.954713710873e-09       5.093310369213e+16       7.456530068124e-08       4.564038041245e+38       1.149805109127e+29       6.084536605639e+29       3.669988173570e-08       3.157259527853e+38       7.721297576332e+38       3.765249413036e-05       3.005378656036e-01 
       3.563797963873e+12       5.951270291263e-23       1.300541043747e-07       2.740224872820e+19       1.419245727521e+04       3.982396706849e-09       5.057905033974e+16       7.508725778586e-08       4.438450424717e+38       1.125993341714e+29       5.958529537729e+29       3.669988173570e-08       3.070381921821e+38       7.508832353622e+38       3.773143017694e-05       2.999091253063e-01 
       3.539024790340e+12       6.034879687572e-23       1.309654180659e-07       2.702260810700e+19       1.419245727521e+04       4.010273483797e-09       5.022745813281e+16       7.561286859022e-08       4.316318574614e+38       1.102674701582e+29       5.835131999877e+29       3.669988173570e-08       2.985894907491e+38       7.302213489043e+38       3.781036622353e-05       2.992830102296e-01 
       3.514423823575e+12       6.119663712289e-23       1.318821887253e-07       2.664822716366e+19       1.419245727520e+04       4.038345398183e-09       4.987830996307e+16       7.614215867020e-08       4.197547399383e+38       1.079838976364e+29       5.714289950296e+29       3.669988173570e-08       2.903732703485e+38       7.101280109662e+38       3.788930227011e-05       2.986595039657e-01 
       3.489993866509e+12       6.205638867770e-23       1.328044163529e-07       2.627903302873e+19       1.419245727520e+04       4.066613815971e-09       4.953158884117e+16       7.667515378073e-08       4.082044424082e+38       1.057476165185e+29       5.595950466373e+29       3.669988173570e-08       2.823831338517e+38       6.905875769251e+38       3.796823831670e-05       2.980385902436e-01 
       3.465733730397e+12       6.292821888209e-23       1.337357389275e-07       2.591495384229e+19       1.419245727520e+04       4.095080112682e-09       4.918727789590e+16       7.721187985704e-08       3.969719718383e+38       1.035576474280e+29       5.480061721487e+29       3.669988173570e-08       2.746128601581e+38       6.715848326480e+38       3.804717436329e-05       2.974202529270e-01 
       3.441642234753e+12       6.381229742902e-23       1.346706994809e-07       2.555591874000e+19       1.419245727520e+04       4.123745673471e-09       4.884536037328e+16       7.775236301589e-08       3.860485826550e+38       1.014130312711e+29       5.366572962318e+29       3.669988173570e-08       2.670563993523e+38       6.531049826454e+38       3.812611040989e-05       2.968044760135e-01 
       3.417718207302e+12       6.470879639545e-23       1.356129359920e-07       2.520185783930e+19       1.419245727520e+04       4.152611893185e-09       4.850581963583e+16       7.829662955684e-08       3.754257699349e+38       9.931282881579e+28       5.255434486616e+29       3.669988173570e-08       2.597078679925e+38       6.351336385523e+38       3.820504645648e-05       2.961912436327e-01 
       3.393960483915e+12       6.561789027586e-23       1.365624484606e-07       2.485270222582e+19       1.419245727520e+04       4.181680176437e-09       4.816863916169e+16       7.884470596357e-08       3.650952627825e+38       9.725612028135e+28       5.146597621432e+29       3.669988173570e-08       2.525615445307e+38       6.176568079251e+38       3.828398250308e-05       2.955805400454e-01 
       3.370367908555e+12       6.653975601620e-23       1.375192368869e-07       2.450838393993e+19       1.419245727520e+04       4.210951937672e-09       4.783380254388e+16       7.939661890515e-08       3.550490178905e+38       9.524200493498e+28       5.040014701808e+29       3.669988173570e-08       2.456118648572e+38       6.006608833470e+38       3.836291854968e-05       2.949723496416e-01 
       3.346939333222e+12       6.747457304831e-23       1.384814822813e-07       2.416883596356e+19       1.419245727520e+04       4.240428601235e-09       4.750129348945e+16       7.995239523732e-08       3.452792132779e+38       9.326960069755e+28       4.935639049895e+29       3.669988173570e-08       2.388534179688e+38       5.841326318336e+38       3.844185459628e-05       2.943666569397e-01 
       3.323673617897e+12       6.842252332491e-23       1.394510036334e-07       2.383399220713e+19       1.419245727520e+04       4.270111601443e-09       4.717109581872e+16       8.051206200381e-08       3.357782421992e+38       9.133804375726e+28       4.833424954517e+29       3.669988173570e-08       2.322809417556e+38       5.680591845295e+38       3.852079064289e-05       2.937634465850e-01 
       3.300569630483e+12       6.938379135494e-23       1.404278009431e-07       2.350378749667e+19       1.419245727520e+04       4.300002382653e-09       4.684319346446e+16       8.107564643767e-08       3.265387072219e+38       8.944648819133e+28       4.733327651147e+29       3.669988173570e-08       2.258893189040e+38       5.524280266887e+38       3.859972668950e-05       2.931627033485e-01 
       3.277626246756e+12       7.035856423952e-23       1.414100552211e-07       2.317815756118e+19       1.419245727520e+04       4.330102399332e-09       4.651757047116e+16       8.164317596256e-08       3.175534144672e+38       8.759410559552e+28       4.635303302304e+29       3.669988173570e-08       2.196735729125e+38       5.372269879308e+38       3.867866273611e-05       2.925644121252e-01 
       3.254842350304e+12       7.134703170835e-23       1.423995854566e-07       2.285703902007e+19       1.419245727519e+04       4.360413116127e-09       4.619421099420e+16       8.221467819412e-08       3.088153680086e+38       8.578008472135e+28       4.539308978355e+29       3.669988173570e-08       2.136288642166e+38       5.224442327649e+38       3.875759878272e-05       2.919685579335e-01 
       3.232216832477e+12       7.234938615665e-23       1.433963916497e-07       2.254036937086e+19       1.419245727519e+04       4.390936007939e-09       4.587309929910e+16       8.279018094130e-08       3.003177644249e+38       8.400363112079e+28       4.445302638715e+29       3.669988173570e-08       2.077504864213e+38       5.080682513748e+38       3.883653482934e-05       2.913751259133e-01 
       3.209748592330e+12       7.336582268259e-23       1.444004738005e-07       2.222808697700e+19       1.419245727519e+04       4.421672559995e-09       4.555421976077e+16       8.336971220771e-08       2.920539875032e+38       8.226396679836e+28       4.353243113433e+29       3.669988173570e-08       2.020338626363e+38       4.940878506571e+38       3.891547087596e-05       2.907841013254e-01 
       3.187436536574e+12       7.439653912528e-23       1.454118319089e-07       2.192013105588e+19       1.419245727519e+04       4.452624267914e-09       4.523755686273e+16       8.395330019298e-08       2.840176030873e+38       8.056032987039e+28       4.263090085162e+29       3.669988173570e-08       1.964745419126e+38       4.804921455068e+38       3.899440692258e-05       2.901954695496e-01 
       3.165279579517e+12       7.544173610326e-23       1.464286469854e-07       2.161644166698e+19       1.419245727519e+04       4.483792637790e-09       4.492309519635e+16       8.454097329414e-08       2.762023540685e+38       7.889197423137e+28       4.174804071504e+29       3.669988173570e-08       1.910681957770e+38       4.672705503419e+38       3.907334296920e-05       2.896092160841e-01 
       3.143276643016e+12       7.650161705359e-23       1.474545570090e-07       2.131695970023e+19       1.419245727519e+04       4.515179186254e-09       4.461081946012e+16       8.513276010701e-08       2.686021555133e+38       7.725816922717e+28       4.088346407717e+29       3.669988173570e-08       1.858106148618e+38       4.544127708612e+38       3.915227901583e-05       2.890253265439e-01 
       3.121426656421e+12       7.757638827139e-23       1.484859240009e-07       2.102162686449e+19       1.419245727519e+04       4.546785440557e-09       4.430071445891e+16       8.572868942757e-08       2.612110899262e+38       7.565819933507e+28       4.003679229783e+29       3.669988173570e-08       1.806977056276e+38       4.419087960298e+38       3.923121506246e-05       2.884437866600e-01 
       3.099728556526e+12       7.866625895002e-23       1.495263859397e-07       2.073038567620e+19       1.419245727519e+04       4.578612938641e-09       4.399276510318e+16       8.632879025337e-08       2.540234026418e+38       7.409136385038e+28       3.920765457823e+29       3.669988173570e-08       1.757254871762e+38       4.297488902841e+38       3.931015110909e-05       2.878645822776e-01 
       3.078181287513e+12       7.977144122180e-23       1.505723048467e-07       2.044317944821e+19       1.419245727519e+04       4.610663229211e-09       4.368695640832e+16       8.693309178495e-08       2.470334973448e+38       7.255697657961e+28       3.839568779863e+29       3.669988173570e-08       1.708900881505e+38       4.179235859519e+38       3.938908715573e-05       2.872876993558e-01 
       3.056783800907e+12       8.089215019933e-23       1.516273187008e-07       2.015995227873e+19       1.419245727519e+04       4.642937871815e-09       4.338327349386e+16       8.754162342724e-08       2.402359317124e+38       7.105436553988e+28       3.760053635926e+29       3.669988173570e-08       1.661877437211e+38       4.064236758806e+38       3.946802320237e-05       2.867131239658e-01 
       3.035535055518e+12       8.202860401727e-23       1.526877895230e-07       1.988064904044e+19       1.419245727518e+04       4.675438436918e-09       4.308170158277e+16       8.815441479103e-08       2.336254131770e+38       6.958287266472e+28       3.682185202460e+29       3.669988173570e-08       1.616147926542e+38       3.952402062690e+38       3.954695924901e-05       2.861408422899e-01 
       3.014434017396e+12       8.318102387489e-23       1.537573552923e-07       1.960521536978e+19       1.419245727518e+04       4.708166505976e-09       4.278222600077e+16       8.877149569436e-08       2.271967948053e+38       6.814185351576e+28       3.605929377089e+29       3.669988173570e-08       1.571676744615e+38       3.843644696955e+38       3.962589529565e-05       2.855708406208e-01 
       2.993479659778e+12       8.434963407909e-23       1.548323780298e-07       1.933359765638e+19       1.419245727518e+04       4.741123671517e-09       4.248483217553e+16       8.939289616401e-08       2.209450712910e+38       6.673067700060e+28       3.531252763675e+29       3.669988173570e-08       1.528429266280e+38       3.737879983389e+38       3.970483134230e-05       2.850031053601e-01 
       2.972670963036e+12       8.553466208805e-23       1.559164957143e-07       1.906574303259e+19       1.419245727518e+04       4.774311537218e-09       4.218950563608e+16       9.001864643695e-08       2.148653750579e+38       6.534872509637e+28       3.458122657697e+29       3.669988173570e-08       1.486371819158e+38       3.635025573849e+38       3.978376738895e-05       2.844376230171e-01 
       2.952006914634e+12       8.673633855550e-23       1.570078893565e-07       1.880159936322e+19       1.419245727518e+04       4.807731717978e-09       4.189623201199e+16       9.064877696180e-08       2.089529724697e+38       6.399539257908e+28       3.386507031921e+29       3.669988173570e-08       1.445471657425e+38       3.535001386148e+38       3.986270343560e-05       2.838743802082e-01 
       2.931486509070e+12       8.795489737563e-23       1.581065589562e-07       1.854111523535e+19       1.419245727518e+04       4.841385840003e-09       4.160499703276e+16       9.128331840031e-08       2.032032601444e+38       6.267008675856e+28       3.316374522379e+29       3.669988173570e-08       1.405696936318e+38       3.437729541705e+38       3.994163948226e-05       2.833133636556e-01 
       2.911108747835e+12       8.919057572863e-23       1.592143235030e-07       1.828423994839e+19       1.419245727518e+04       4.875275540883e-09       4.131578652706e+16       9.192230162889e-08       1.976117613704e+38       6.137222721888e+28       3.247694414634e+29       3.669988173570e-08       1.367016687337e+38       3.343134304902e+38       4.002057552892e-05       2.827545601861e-01 
       2.890872639360e+12       9.044361412680e-23       1.603293640073e-07       1.803092350415e+19       1.419245727518e+04       4.909402469669e-09       4.102858642210e+16       9.256575774007e-08       1.921741226206e+38       6.010124556421e+28       3.180436630322e+29       3.669988173570e-08       1.329400794138e+38       3.251142024125e+38       4.009951157558e-05       2.821979567304e-01 
       2.870777198967e+12       9.171425646142e-23       1.614516804693e-07       1.778111659715e+19       1.419245727518e+04       4.943768286956e-09       4.074338274290e+16       9.321371804403e-08       1.868861101632e+38       5.885658516981e+28       3.114571713988e+29       3.669988173570e-08       1.292819969080e+38       3.161681074415e+38       4.017844762224e-05       2.816435403217e-01 
       2.850821448825e+12       9.300275005019e-23       1.625812728889e-07       1.753477060499e+19       1.419245727517e+04       4.978374664965e-09       4.046016161161e+16       9.386621407010e-08       1.817436067648e+38       5.763770093833e+28       3.050070820180e+29       3.669988173570e-08       1.257245730423e+38       3.074681801697e+38       4.025738366891e-05       2.810912980951e-01 
       2.831004417900e+12       9.430934568539e-23       1.637199602555e-07       1.729183757892e+19       1.419245727517e+04       5.013223287619e-09       4.017890924688e+16       9.452327756836e-08       1.767426084851e+38       5.644405906105e+28       2.986905700816e+29       3.669988173570e-08       1.222650380155e+38       2.990076468557e+38       4.033631971558e-05       2.805412172863e-01 
       2.811325141906e+12       9.563429768266e-23       1.648659235798e-07       1.705227023447e+19       1.419245727517e+04       5.048315850632e-09       3.989961196314e+16       9.518494051110e-08       1.718792215593e+38       5.527513678411e+28       2.925048692817e+29       3.669988173570e-08       1.189006982422e+38       2.907799201493e+38       4.041525576226e-05       2.799932852307e-01 
       2.791782663263e+12       9.697786393054e-23       1.660191628616e-07       1.681602194227e+19       1.419245727517e+04       5.083654061586e-09       3.962225616994e+16       9.585123509444e-08       1.671496593665e+38       5.413042217954e+28       2.864472705989e+29       3.669988173570e-08       1.156289342558e+38       2.827785939629e+38       4.049419180894e-05       2.794474893626e-01 
       2.772376031046e+12       9.834030594063e-23       1.671814970905e-07       1.658304671899e+19       1.419245727517e+04       5.119239640017e-09       3.934682837134e+16       9.652219373986e-08       1.625502394814e+38       5.300941392112e+28       2.805151211160e+29       3.669988173570e-08       1.124471986691e+38       2.749974384841e+38       4.057312785562e-05       2.789038172139e-01 
       2.753104300939e+12       9.972188889851e-23       1.683511072770e-07       1.635329921834e+19       1.419245727517e+04       5.155074317497e-09       3.907331516518e+16       9.719784909579e-08       1.580773808071e+38       5.191162106477e+28       2.747058228559e+29       3.669988173570e-08       1.093530141907e+38       2.674303953245e+38       4.065206390230e-05       2.783622564135e-01 
       2.733966535193e+12       1.011228817154e-22       1.695298124105e-07       1.612673472229e+19       1.419245727517e+04       5.191159837719e-09       3.880170324248e+16       9.787823403921e-08       1.537276007871e+38       5.083656283359e+28       2.690168316444e+29       3.669988173570e-08       1.063439716963e+38       2.600715728032e+38       4.073099994899e-05       2.778227946860e-01 
       2.714961802575e+12       1.025435570803e-22       1.707176124910e-07       1.590330913236e+19       1.419245727517e+04       5.227497956583e-09       3.853197938677e+16       9.856338167723e-08       1.494975126934e+38       4.978376840724e+28       2.634456559952e+29       3.669988173570e-08       1.034177283528e+38       2.529152413594e+38       4.080993599568e-05       2.772854198512e-01 
       2.696089178327e+12       1.039841915134e-22       1.719126885291e-07       1.568297896101e+19       1.419245727516e+04       5.264090442278e-09       3.826413047345e+16       9.925332534872e-08       1.453838229900e+38       4.875277671583e+28       2.579898560194e+29       3.669988173570e-08       1.005720057946e+38       2.459558290914e+38       4.088887204237e-05       2.767501198227e-01 
       2.677347744118e+12       1.054450654197e-22       1.731150405249e-07       1.546570132319e+19       1.419245727516e+04       5.300939075374e-09       3.799814346916e+16       9.994809862590e-08       1.413833287685e+38       4.774313623791e+28       2.526470423567e+29       3.669988173570e-08       9.780458834913e+37       2.391879174180e+38       4.096780808907e-05       2.762168826076e-01 
       2.658736588002e+12       1.069264631434e-22       1.743264874676e-07       1.525143392800e+19       1.419245727516e+04       5.338045648901e-09       3.773400543114e+16       1.006477353160e-07       1.374929152539e+38       4.675440480278e+28       2.474148751291e+29       3.669988173570e-08       9.511332131207e+37       2.326062368601e+38       4.104674413577e-05       2.756856963049e-01 
       2.640254804371e+12       1.084286730238e-22       1.755470293574e-07       1.504013507046e+19       1.419245727516e+04       5.375411968443e-09       3.747170350659e+16       1.013522694630e-07       1.337095533800e+38       4.578614939683e+28       2.422910629157e+29       3.669988173570e-08       9.249610926965e+37       2.262056629377e+38       4.112568018248e-05       2.751565491053e-01 
       2.621901493914e+12       1.099519874508e-22       1.767766661942e-07       1.483176362338e+19       1.419245727516e+04       5.413039852222e-09       3.721122493206e+16       1.020617353489e-07       1.300302974307e+38       4.483794597391e+28       2.372733617500e+29       3.669988173570e-08       8.995091446708e+37       2.199812121799e+38       4.120461622918e-05       2.746294292896e-01 
       2.603675763569e+12       1.114967029222e-22       1.780135789886e-07       1.462627902936e+19       1.419245727516e+04       5.450931131187e-09       3.695255703283e+16       1.027761674961e-07       1.264522827465e+38       4.390937926957e+28       2.323595741364e+29       3.669988173570e-08       8.747575522206e+37       2.139280382448e+38       4.128355227589e-05       2.741043252285e-01 
       2.585576726483e+12       1.130631201012e-22       1.792595867300e-07       1.442364129291e+19       1.419245727516e+04       5.489087649105e-09       3.669568722227e+16       1.034956006683e-07       1.229727234941e+38       4.300004261929e+28       2.275475480882e+29       3.669988173570e-08       8.506870438176e+37       2.080414281464e+38       4.136248832261e-05       2.735812253816e-01 
       2.567603501969e+12       1.146515438752e-22       1.805146894185e-07       1.422381097262e+19       1.419245727516e+04       5.527511262648e-09       3.644060300126e+16       1.042200698727e-07       1.195889104974e+38       4.210953778027e+28       2.228351761849e+29       3.669988173570e-08       8.272788782242e+37       2.023167985847e+38       4.144142436933e-05       2.730601182960e-01 
       2.549755215461e+12       1.162622834147e-22       1.817788870540e-07       1.402674917354e+19       1.419245727515e+04       5.566203841486e-09       3.618729195755e+16       1.049496103615e-07       1.162982091279e+38       4.123747475713e+28       2.182203946497e+29       3.669988173570e-08       8.045148299009e+37       1.967496923775e+38       4.152036041605e-05       2.725409926063e-01 
       2.532030998472e+12       1.178956522340e-22       1.830503606470e-07       1.383241753959e+19       1.419245727515e+04       5.605167268376e-09       3.593574176519e+16       1.056842576337e-07       1.130980572539e+38       4.038347163101e+28       2.137011824450e+29       3.669988173570e-08       7.823771748166e+37       1.913357749896e+38       4.159929646278e-05       2.720238370332e-01 
       2.514429988552e+12       1.195519682519e-22       1.843327481765e-07       1.364077824608e+19       1.419245727515e+04       5.644403439255e-09       3.568594018390e+16       1.064240474369e-07       1.099859632450e+38       3.954715439240e+28       2.092755603879e+29       3.669988173570e-08       7.608486766483e+37       1.860708311587e+38       4.167823250951e-05       2.715086403828e-01 
       2.496951329247e+12       1.212315538535e-22       1.856224116636e-07       1.345179399234e+19       1.419245727515e+04       5.683914263329e-09       3.543787505848e+16       1.071690157686e-07       1.069595040327e+38       3.872815677727e+28       2.049415902832e+29       3.669988173570e-08       7.399125733610e+37       1.809507616124e+38       4.175716855624e-05       2.709953915459e-01 
       2.479594170057e+12       1.229347359532e-22       1.869211700978e-07       1.326542799451e+19       1.419245727515e+04       5.723701663172e-09       3.519153431825e+16       1.079191988787e-07       1.040163232232e+38       3.792612010672e+28       2.006973740745e+29       3.669988173570e-08       7.195525641569e+37       1.759715798776e+38       4.183610460297e-05       2.704840794972e-01 
       2.462357666392e+12       1.246618460582e-22       1.882308424683e-07       1.308164397832e+19       1.419245727515e+04       5.763767574814e-09       3.494690597641e+16       1.086746332706e-07       1.011541292635e+38       3.714069312984e+28       1.965410530128e+29       3.669988173570e-08       6.997527967838e+37       1.711294091756e+38       4.191504064972e-05       2.699746932943e-01 
       2.445240979535e+12       1.264132203331e-22       1.895477907965e-07       1.290040617207e+19       1.419245727515e+04       5.804113947837e-09       3.470397812950e+16       1.094353557031e-07       9.837069365641e+37       3.637153186995e+28       1.924708068430e+29       3.669988173570e-08       6.804978551920e+37       1.664204794045e+38       4.199397669646e-05       2.694672220773e-01 
       2.428243276599e+12       1.281891996652e-22       1.908738340717e-07       1.272167929965e+19       1.419245727515e+04       5.844742745471e-09       3.446273895680e+16       1.102014031928e-07       9.566384922592e+37       3.561829947390e+28       1.884848530062e+29       3.669988173570e-08       6.617727475321e+37       1.618411242032e+38       4.207291274321e-05       2.689616550676e-01 
       2.411363730485e+12       1.299901297308e-22       1.922107912833e-07       1.254542857368e+19       1.419245727514e+04       5.885655944689e-09       3.422317671976e+16       1.109728130148e-07       9.303148842971e+37       3.488066606456e+28       1.845814458591e+29       3.669988173570e-08       6.435628944821e+37       1.573877780974e+38       4.215184878996e-05       2.684579815673e-01 
       2.394601519846e+12       1.318163610630e-22       1.935568434419e-07       1.237161968874e+19       1.419245727514e+04       5.926855536301e-09       3.398527976143e+16       1.117496227056e-07       9.047156171824e+37       3.415830859637e+28       1.807588759100e+29       3.669988173570e-08       6.258541178958e+37       1.530569737227e+38       4.223078483672e-05       2.679561909588e-01 
       2.377955829043e+12       1.336682491191e-22       1.949101715581e-07       1.220021881467e+19       1.419245727514e+04       5.968343525055e-09       3.374903650588e+16       1.125318700642e-07       8.798207593897e+37       3.345091071384e+28       1.770154690692e+29       3.669988173570e-08       6.086326297639e+37       1.488453391258e+38       4.230972088348e-05       2.674562727034e-01 
       2.361425848106e+12       1.355461543506e-22       1.962744136108e-07       1.203119259003e+19       1.419245727514e+04       6.010121929730e-09       3.351443545767e+16       1.133195931543e-07       8.556109278446e+37       3.275816261301e+28       1.733495859169e+29       3.669988173570e-08       5.918850214788e+37       1.447495951385e+38       4.238865693024e-05       2.669582163410e-01 
       2.345010772697e+12       1.374504422726e-22       1.976495695999e-07       1.186450811558e+19       1.419245727514e+04       6.052192783238e-09       3.328146520126e+16       1.141128303060e-07       8.320672728330e+37       3.207976090578e+28       1.697596209844e+29       3.669988173570e-08       5.755982533944e+37       1.407665528246e+38       4.246759297701e-05       2.664620114894e-01 
       2.328709804069e+12       1.393814835356e-22       1.990320015466e-07       1.170013294785e+19       1.419245727514e+04       6.094558132720e-09       3.305011440045e+16       1.149116201178e-07       8.091714633236e+37       3.141540848701e+28       1.662440020513e+29       3.669988173570e-08       5.597596446737e+37       1.368931109974e+38       4.254652902378e-05       2.659676478432e-01 
       2.312522149026e+12       1.413396539973e-22       2.004253474297e-07       1.153803509289e+19       1.419245727514e+04       6.137220039648e-09       3.282037179787e+16       1.157160014583e-07       7.869056726963e+37       3.076481440447e+28       1.628011894571e+29       3.669988173570e-08       5.443568634156e+37       1.331262538048e+38       4.262546507056e-05       2.654751151737e-01 
       2.296447019886e+12       1.433253347959e-22       2.018296072492e-07       1.137818299998e+19       1.419245727513e+04       6.180180579925e-09       3.259222621436e+16       1.165260134681e-07       7.652525648621e+37       3.012769373133e+28       1.594296754265e+29       3.669988173570e-08       5.293779170529e+37       1.294630483811e+38       4.270440111734e-05       2.649844033274e-01 
       2.280483634445e+12       1.453389124239e-22       2.032411430264e-07       1.122054555553e+19       1.419245727513e+04       6.223441843984e-09       3.236566654852e+16       1.173416955621e-07       7.441952807654e+37       2.950376744146e+28       1.561279834094e+29       3.669988173570e-08       5.148111430155e+37       1.259006425637e+38       4.278333716412e-05       2.644955022260e-01 
       2.264631215934e+12       1.473807788041e-22       2.046635927400e-07       1.106509207700e+19       1.419245727513e+04       6.267005936892e-09       3.214068177608e+16       1.181630874306e-07       7.237174252571e+37       2.889276228715e+28       1.528946674343e+29       3.669988173570e-08       5.006451996493e+37       1.224362626724e+38       4.286227321091e-05       2.640084018655e-01 
       2.248888992983e+12       1.494513313650e-22       2.060969563900e-07       1.091179230693e+19       1.419245727513e+04       6.310874978449e-09       3.191726094943e+16       1.189902290423e-07       7.038030543302e+37       2.829441067953e+28       1.497283114747e+29       3.669988173570e-08       4.868690573862e+37       1.190672113497e+38       4.294120925770e-05       2.635230923152e-01 
       2.233256199585e+12       1.515509731188e-22       2.075394149870e-07       1.076061640709e+19       1.419245727513e+04       6.355051103298e-09       3.169539319705e+16       1.198231606452e-07       6.844366627052e+37       2.770845057129e+28       1.466275288293e+29       3.669988173570e-08       4.734719901564e+37       1.157908654605e+38       4.302014530450e-05       2.630395637175e-01 
       2.217732075060e+12       1.536801127396e-22       2.089927875204e-07       1.061153495260e+19       1.419245727513e+04       6.399536461021e-09       3.147506772298e+16       1.206619227693e-07       6.656031717577e+37       2.713462534201e+28       1.435909615144e+29       3.669988173570e-08       4.604435670365e+37       1.126046740501e+38       4.309908135130e-05       2.625578062870e-01 
       2.202315864012e+12       1.558391646429e-22       2.104552550009e-07       1.046451892626e+19       1.419245727513e+04       6.444333216247e-09       3.125627380634e+16       1.215065562283e-07       6.472879177789e+37       2.657268368568e+28       1.406172796695e+29       3.669988173570e-08       4.477736441289e+37       1.095061563580e+38       4.317801739810e-05       2.620778103097e-01 
