# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.843174370385e+03       1.518084376691e-04       1.875389823537e+02       1.232933568856e+01       1.400491829298e+04       7.594139967394e+00       2.582751137525e+07       1.004847888672e+02       3.182636214455e+01       1.560280003187e+01       8.256686910749e+01       3.669988173570e-08       2.201648720052e+01       1.520125185211e+02       9.501179693107e-04       7.341526562306e-01 
       1.830340499067e+03       1.536666817401e-04       1.885860152936e+02       1.218581106654e+01       1.400387126004e+04       7.646787294430e+00       2.564585658224e+07       1.010014457568e+02       3.094963065836e+01       1.527931538497e+01       8.085505363561e+01       3.669988173570e-08       2.140999163385e+01       1.484939913495e+02       9.550061507621e-04       7.354960064970e-01 
       1.817595905180e+03       1.555468122432e-04       1.896380079286e+02       1.204402385012e+01       1.400281926741e+04       7.699796984875e+00       2.546546978068e+07       1.015200604489e+02       3.009704845184e+01       1.496253650374e+01       7.917872372247e+01       3.669988173570e-08       2.082020178756e+01       1.450585105023e+02       9.599284859305e-04       7.368351554062e-01 
       1.804939967991e+03       1.574490764303e-04       1.906949778827e+02       1.190395212804e+01       1.400176229745e+04       7.753171503831e+00       2.528634215528e+07       1.020406349631e+02       2.926795041009e+01       1.465232439897e+01       7.753714386511e+01       3.669988173570e-08       2.024665755585e+01       1.417040762667e+02       9.648852151098e-04       7.381700897574e-01 
       1.792372071083e+03       1.593737242398e-04       1.917569428201e+02       1.176557427582e+01       1.400070033252e+04       7.806913332859e+00       2.510846495194e+07       1.025631712834e+02       2.846168973470e+01       1.434854296178e+01       7.592959380295e+01       3.669988173570e-08       1.968891150372e+01       1.384287380398e+02       9.698765802757e-04       7.395007966413e-01 
       1.779891602324e+03       1.613210083246e-04       1.928239204451e+02       1.162886895188e+01       1.399963335489e+04       7.861024970089e+00       2.493182947734e+07       1.030876713586e+02       2.767763743938e+01       1.405105890403e+01       7.435536820189e+01       3.669988173570e-08       1.914652851800e+01       1.352305931000e+02       9.749028250974e-04       7.408272634387e-01 
       1.767497953834e+03       1.632911840810e-04       1.938959285026e+02       1.149381509374e+01       1.399856134683e+04       7.915508930326e+00       2.475642709849e+07       1.036141371022e+02       2.691518185948e+01       1.375974169978e+01       7.281377634510e+01       3.669988173570e-08       1.861908546813e+01       1.321077854092e+02       9.799641949496e-04       7.421494778207e-01 
       1.755190521957e+03       1.652845096777e-04       1.949729847781e+02       1.136039191428e+01       1.399748429056e+04       7.970367745157e+00       2.458224924232e+07       1.041425703918e+02       2.617372817502e+01       1.347446352811e+01       7.130414183010e+01       3.669988173570e-08       1.810617087614e+01       1.290585044461e+02       9.850609369241e-04       7.434674277474e-01 
       1.742968707235e+03       1.673012460852e-04       1.960551070981e+02       1.122857889800e+01       1.399640216824e+04       8.025603963063e+00       2.440928739528e+07       1.046729730695e+02       2.545269794688e+01       1.319509921708e+01       6.982580227214e+01       3.669988173570e-08       1.760738459586e+01       1.260809840687e+02       9.901932998424e-04       7.447811014669e-01 
       1.730831914372e+03       1.693416571053e-04       1.971423133297e+02       1.109835579741e+01       1.399531496201e+04       8.081220149522e+00       2.423753310289e+07       1.052053469414e+02       2.475152866572e+01       1.292152618880e+01       6.837810901379e+01       3.669988173570e-08       1.712233750082e+01       1.231735014058e+02       9.953615342673e-04       7.460904875151e-01 
       1.718779552212e+03       1.714060094011e-04       1.982346213817e+02       1.096970262938e+01       1.399422265396e+04       8.137218887127e+00       2.406697796938e+07       1.057396937776e+02       2.406967331333e+01       1.265362440569e+01       6.696042684044e+01       3.669988173570e-08       1.665065118083e+01       1.203343757770e+02       1.000565892515e-03       7.473955747143e-01 
       1.706811033707e+03       1.734945725272e-04       1.993320492038e+02       1.084259967163e+01       1.399312522613e+04       8.193602775689e+00       2.389761365723e+07       1.062760153121e+02       2.340659993605e+01       1.239127631787e+01       6.557213370180e+01       3.669988173570e-08       1.619195764691e+01       1.175619676393e+02       1.005806628669e-03       7.486963521726e-01 
       1.694925775887e+03       1.756076189603e-04       2.004346147875e+02       1.071702745922e+01       1.399202266055e+04       8.250374432354e+00       2.372943188682e+07       1.068143132427e+02       2.276179122998e+01       1.213436681158e+01       6.421262043908e+01       3.669988173570e-08       1.574589904431e+01       1.148546775616e+02       1.011083998589e-03       7.499928092828e-01 
       1.683123199835e+03       1.777454241300e-04       2.015423361660e+02       1.059296678105e+01       1.399091493917e+04       8.307536491714e+00       2.356242443597e+07       1.073545892305e+02       2.213474413755e+01       1.188278315870e+01       6.288129051792e+01       3.669988173570e-08       1.531212737346e+01       1.122109452243e+02       1.016398259928e-03       7.512849357214e-01 
       1.671402730656e+03       1.799082664504e-04       2.026552314146e+02       1.047039867649e+01       1.398980204392e+04       8.365091605916e+00       2.339658313959e+07       1.078968449005e+02       2.152496945525e+01       1.163641496737e+01       6.157755976673e+01       3.669988173570e-08       1.489030421858e+01       1.096292484446e+02       1.021749672139e-03       7.525727214478e-01 
       1.659763797452e+03       1.820964273508e-04       2.037733186505e+02       1.034930443202e+01       1.398868395669e+04       8.423042444779e+00       2.323189988926e+07       1.084410818407e+02       2.093199145210e+01       1.139515413349e+01       6.030085612056e+01       3.669988173570e-08       1.448010048379e+01       1.071081022266e+02       1.027138496496e-03       7.538561567032e-01 
       1.648205833289e+03       1.843101913087e-04       2.048966160332e+02       1.022966557789e+01       1.398756065930e+04       8.481391695908e+00       2.306836663281e+07       1.089873016027e+02       2.035534749871e+01       1.115889479341e+01       5.905061937022e+01       3.669988173570e-08       1.408119613646e+01       1.046460578355e+02       1.032564996097e-03       7.551352320094e-01 
       1.636728275178e+03       1.865498458810e-04       2.060251417651e+02       1.011146388486e+01       1.398643213357e+04       8.540142064807e+00       2.290597537401e+07       1.095355057008e+02       1.979458770644e+01       1.092753327743e+01       5.782630091664e+01       3.669988173570e-08       1.369327995763e+01       1.022417018948e+02       1.038029435884e-03       7.564099381680e-01 
       1.625330564038e+03       1.888156817371e-04       2.071589140909e+02       9.994681360967e+00       1.398529836125e+04       8.599296274995e+00       2.274471817209e+07       1.100856956128e+02       1.924927457662e+01       1.070096806437e+01       5.662736353023e+01       3.669988173570e-08       1.331604929934e+01       9.989365550727e+01       1.043532082653e-03       7.576802662589e-01 
       1.614012144676e+03       1.911079926917e-04       2.082979512985e+02       9.879300248350e+00       1.398415932404e+04       8.658857068125e+00       2.258458714141e+07       1.106378727789e+02       1.871898265934e+01       1.047909973706e+01       5.545328111538e+01       3.669988173570e-08       1.294920984857e+01       9.760057339705e+01       1.049073205067e-03       7.589462076396e-01 
       1.602772465756e+03       1.934270757378e-04       2.094422717189e+02       9.765303020105e+00       1.398301500362e+04       8.718827204097e+00       2.242557445106e+07       1.111920386025e+02       1.820329822167e+01       1.026183093873e+01       5.430353847964e+01       3.669988173570e-08       1.259247539774e+01       9.536114307447e+01       1.054653073671e-03       7.602077539437e-01 
       1.591610979775e+03       1.957732310809e-04       2.105918937262e+02       9.652672377190e+00       1.398186538161e+04       8.779209461175e+00       2.226767232449e+07       1.117481944494e+02       1.770181892499e+01       1.004906633028e+01       5.317763110787e+01       3.669988173570e-08       1.224556762152e+01       9.317408402137e+01       1.060271960902e-03       7.614648970799e-01 
       1.580527143033e+03       1.981467621719e-04       2.117468357384e+02       9.541391245371e+00       1.398071043960e+04       8.840006636111e+00       2.211087303911e+07       1.123063416482e+02       1.721415351125e+01       9.840712548553e+00       5.207506494097e+01       3.669988173570e-08       1.190821585976e+01       9.103814689724e+01       1.065930141105e-03       7.627176292306e-01 
       1.569520415609e+03       2.005479757425e-04       2.129071162171e+02       9.431442772207e+00       1.397955015912e+04       8.901221544258e+00       2.195516892593e+07       1.128664814897e+02       1.673992149782e+01       9.636678165307e+00       5.099535615918e+01       3.669988173570e-08       1.158015690642e+01       8.895211276542e+01       1.071627890545e-03       7.639659428507e-01 
       1.558590261337e+03       2.029771818391e-04       2.140727536678e+02       9.322810324085e+00       1.397838452167e+04       8.962857019695e+00       2.180055236921e+07       1.134286152274e+02       1.627875288076e+01       9.436873647166e+00       4.993803096994e+01       3.669988173570e-08       1.126113480429e+01       8.691479233886e+01       1.077365487421e-03       7.652098306667e-01 
       1.547736147773e+03       2.054346938582e-04       2.152437666402e+02       9.215477483279e+00       1.397721350870e+04       9.024915915341e+00       2.164701580605e+07       1.139927440767e+02       1.583028784630e+01       9.241211316344e+00       4.890262540009e+01       3.669988173570e-08       1.095090064538e+01       8.492502524481e+01       1.083143211881e-03       7.664492856747e-01 
       1.536957546175e+03       2.079208285816e-04       2.164201737286e+02       9.109428045069e+00       1.397603710161e+04       9.087401103084e+00       2.149455172604e+07       1.145588692156e+02       1.539417649018e+01       9.049605312190e+00       4.788868509240e+01       3.669988173570e-08       1.064921237681e+01       8.298167930828e+01       1.088961346031e-03       7.676843011397e-01 
       1.526253931477e+03       2.104359062123e-04       2.176019935718e+02       9.004646014884e+00       1.397485528176e+04       9.150315473895e+00       2.134315267090e+07       1.151269917837e+02       1.497007854479e+01       8.861971553538e+00       4.689576510629e+01       3.669988173570e-08       1.035583461205e+01       8.108364985337e+01       1.094820173954e-03       7.689148705938e-01 
       1.515624782261e+03       2.129802504105e-04       2.187892448532e+02       8.901115605493e+00       1.397366803048e+04       9.213661937959e+00       2.119281123412e+07       1.156971128831e+02       1.455766311379e+01       8.678227701828e+00       4.592342972274e+01       3.669988173570e-08       1.007053844729e+01       7.922985902235e+01       1.100719981720e-03       7.701409878352e-01 
       1.505069580731e+03       2.155541883301e-04       2.199819463017e+02       8.798821234228e+00       1.397247532903e+04       9.277443424791e+00       2.104352006058e+07       1.162692335774e+02       1.415660841405e+01       8.498293125001e+00       4.497125225316e+01       3.669988173570e-08       9.793101282991e+00       7.741925511190e+01       1.106661057405e-03       7.713626469266e-01 
       1.494587812693e+03       2.181580506559e-04       2.211801166912e+02       8.697747520249e+00       1.397127715865e+04       9.341662883365e+00       2.089527184622e+07       1.168433548923e+02       1.376660152470e+01       8.322088862131e+00       4.403881485225e+01       3.669988173570e-08       9.523306650214e+00       7.565081192600e+01       1.112643691097e-03       7.725798421938e-01 
       1.484178967523e+03       2.207921716406e-04       2.223837748411e+02       8.597879281847e+00       1.397007350050e+04       9.406323282235e+00       2.074805933768e+07       1.174194778149e+02       1.338733814307e+01       8.149537588800e+00       4.312570833481e+01       3.669988173570e-08       9.260944041839e+00       7.392352814522e+01       1.118668174918e-03       7.737925682243e-01 
       1.473842538148e+03       2.234568891424e-04       2.235929396168e+02       8.499201533780e+00       1.396886433572e+04       9.471427609666e+00       2.060187533193e+07       1.179976032944e+02       1.301852234735e+01       7.980563583182e+00       4.223153199621e+01       3.669988173570e-08       9.005808748370e+00       7.223642671181e+01       1.124734803035e-03       7.750008198657e-01 
       1.463578021017e+03       2.261525446634e-04       2.248076299292e+02       8.401699484648e+00       1.396764964541e+04       9.536978873755e+00       2.045671267593e+07       1.185777322411e+02       1.265986636582e+01       7.815092692836e+00       4.135589343670e+01       3.669988173570e-08       8.757701698281e+00       7.058855423034e+01       1.130843871672e-03       7.762045922245e-01 
       1.453384916082e+03       2.288794833880e-04       2.260278647360e+02       8.305358534303e+00       1.396642941060e+04       9.602980102563e+00       2.031256426630e+07       1.191598655272e+02       1.231109035240e+01       7.653052302183e+00       4.049840838928e+01       3.669988173570e-08       8.516429302759e+00       6.897898038332e+01       1.136995679130e-03       7.774038806644e-01 
       1.443262726766e+03       2.316380542215e-04       2.272536630409e+02       8.210164271296e+00       1.396520361230e+04       9.669434344240e+00       2.016942304894e+07       1.197440039860e+02       1.197192216838e+01       7.494371300660e+00       3.965870055121e+01       3.669988173570e-08       8.281803304715e+00       6.740679736166e+01       1.143190525795e-03       7.785986808045e-01 
       1.433210959946e+03       2.344286098297e-04       2.284850438943e+02       8.116102470355e+00       1.396397223144e+04       9.736344667152e+00       2.002728201872e+07       1.203301484125e+02       1.164209717019e+01       7.338980051529e+00       3.883640141892e+01       3.669988173570e-08       8.053640631959e+00       6.587111930930e+01       1.149428714159e-03       7.797889885185e-01 
       1.423229125925e+03       2.372515066784e-04       2.297220263938e+02       8.023159089902e+00       1.396273524894e+04       9.803714160017e+00       1.988613421913e+07       1.209182995626e+02       1.132135800299e+01       7.186810361339e+00       3.803115012644e+01       3.669988173570e-08       7.831763254414e+00       6.437108178188e+01       1.155710548830e-03       7.809747999323e-01 
       1.413316738410e+03       2.401071050740e-04       2.309646296838e+02       7.931320269602e+00       1.396149264565e+04       9.871545932028e+00       1.974597274194e+07       1.215084581536e+02       1.100945439993e+01       7.037795450017e+00       3.724259328709e+01       3.669988173570e-08       7.615998045267e+00       6.290584121900e+01       1.162036336548e-03       7.821561114232e-01 
       1.403473314487e+03       2.429957692032e-04       2.322128729563e+02       7.840572327942e+00       1.396024440238e+04       9.939843112990e+00       1.960679072686e+07       1.221006248641e+02       1.070614298699e+01       6.891869921574e+00       3.647038483849e+01       3.669988173570e-08       7.406176645933e+00       6.147457442968e+01       1.168406386203e-03       7.833329196175e-01 
       1.393698374598e+03       2.459178671748e-04       2.334667754510e+02       7.750901759848e+00       1.395899049989e+04       1.000860885345e+01       1.946858136121e+07       1.226948003335e+02       1.041118709311e+01       6.748969735429e+00       3.571418589082e+01       3.669988173570e-08       7.202135334750e+00       6.007647809081e+01       1.174821008846e-03       7.845052213894e-01 
       1.383991442518e+03       2.488737710607e-04       2.347263564552e+02       7.662295234334e+00       1.395773091888e+04       1.007784632482e+01       1.933133787962e+07       1.232909851624e+02       1.012435656567e+01       6.609032178319e+00       3.497366457813e+01       3.669988173570e-08       7.003714899279e+00       5.871076825810e+01       1.181280517706e-03       7.856730138595e-01 
       1.374352045332e+03       2.518638569376e-04       2.359916353045e+02       7.574739592180e+00       1.395646564003e+04       1.014755871953e+01       1.919505356362e+07       1.238891799124e+02       9.845427590900e+00       6.471995836789e+00       3.424849591283e+01       3.669988173570e-08       6.810760512126e+00       5.737667988934e+01       1.187785228203e-03       7.868362943925e-01 
       1.364779713412e+03       2.548885049300e-04       2.372626313830e+02       7.488221843644e+00       1.395519464395e+04       1.021774925115e+01       1.905972174142e+07       1.244893851059e+02       9.574182519366e+00       6.337800570262e+00       3.353836164311e+01       3.669988173570e-08       6.623121610184e+00       5.607346637963e+01       1.194335457970e-03       7.879950605961e-01 
       1.355273980393e+03       2.579480992519e-04       2.385393641233e+02       7.402729166202e+00       1.395391791121e+04       1.028842115453e+01       1.892533578751e+07       1.250916012264e+02       9.310409696194e+00       6.206387484658e+00       3.284295011340e+01       3.669988173570e-08       6.440651777193e+00       5.480039910814e+01       1.200931526861e-03       7.891493103192e-01 
       1.345834383151e+03       2.610430282507e-04       2.398218530067e+02       7.318248902326e+00       1.395263542233e+04       1.035957768592e+01       1.879188912237e+07       1.256958287178e+02       9.053903295982e+00       6.077698906563e+00       3.216195612760e+01       3.669988173570e-08       6.263208629545e+00       5.355676699639e+01       1.207573756968e-03       7.902990416499e-01 
       1.336460461783e+03       2.641736844509e-04       2.411101175640e+02       7.234768557282e+00       1.395134715777e+04       1.043122212314e+01       1.865937521213e+07       1.263020679853e+02       8.804463162265e+00       5.951678357931e+00       3.149508081532e+01       3.669988173570e-08       6.090653705224e+00       5.234187607744e+01       1.214262472641e-03       7.914442529142e-01 
       1.327151759580e+03       2.673404645976e-04       2.424041773751e+02       7.152275796970e+00       1.395005309796e+04       1.050335776566e+01       1.852778756829e+07       1.269103193944e+02       8.561894651392e+00       5.828270531317e+00       3.084203150071e+01       3.669988173570e-08       5.922852355806e+00       5.115504907592e+01       1.220998000500e-03       7.925849426740e-01 
       1.317907823006e+03       2.705437697016e-04       2.437040520696e+02       7.070758445779e+00       1.394875322327e+04       1.057598793483e+01       1.839711974735e+07       1.275205832716e+02       8.326008480707e+00       5.707421265611e+00       3.020252157410e+01       3.669988173570e-08       5.759673641442e+00       4.999562499856e+01       1.227780669453e-03       7.937211097254e-01 
       1.308728201681e+03       2.737840050842e-04       2.450097613272e+02       6.990204484487e+00       1.394744751401e+04       1.064911597391e+01       1.826736535057e+07       1.281328599039e+02       8.096620580912e+00       5.589077522290e+00       2.957627036633e+01       3.669988173570e-08       5.600990228714e+00       4.886295873495e+01       1.234610810708e-03       7.948527530971e-01 
       1.299612448352e+03       2.770615804227e-04       2.463213248777e+02       6.910602048177e+00       1.394613595046e+04       1.072274524831e+01       1.813851802358e+07       1.287471495389e+02       7.873551952487e+00       5.473187362147e+00       2.896300302561e+01       3.669988173570e-08       5.446678291325e+00       4.775642066827e+01       1.241488757796e-03       7.959798720482e-01 
       1.290560118876e+03       2.803769097964e-04       2.476387625010e+02       6.831939424186e+00       1.394481851284e+04       1.079687914564e+01       1.801057145614e+07       1.293634523849e+02       7.656628526076e+00       5.359699922512e+00       2.836245039695e+01       3.669988173570e-08       5.296617413510e+00       4.667539629574e+01       1.248414846580e-03       7.971024660669e-01 
       1.281570772195e+03       2.837304117332e-04       2.489620940283e+02       6.754205050084e+00       1.394349518131e+04       1.087152107595e+01       1.788351938178e+07       1.299817686107e+02       7.445681026706e+00       5.248565394946e+00       2.777434890412e+01       3.669988173570e-08       5.150690496109e+00       4.561928585859e+01       1.255389415278e-03       7.982205348686e-01 
       1.272643970317e+03       2.871225092564e-04       2.502913393412e+02       6.677387511680e+00       1.394216593600e+04       1.094667447177e+01       1.775735557755e+07       1.306020983457e+02       7.240544841754e+00       5.139735003384e+00       2.719844043407e+01       3.669988173570e-08       5.008783665229e+00       4.458750398113e+01       1.262412804473e-03       7.993340783937e-01 
       1.263779278297e+03       2.905536299321e-04       2.516265183729e+02       6.601475541047e+00       1.394083075696e+04       1.102234278833e+01       1.763207386365e+07       1.312244416797e+02       7.041059892542e+00       5.033160982751e+00       2.663447222363e+01       3.669988173570e-08       4.870786183422e+00       4.357947931904e+01       1.269485357134e-03       8.004430968063e-01 
       1.254976264208e+03       2.940242059175e-04       2.529676511080e+02       6.526458014589e+00       1.393948962423e+04       1.109852950367e+01       1.750766810321e+07       1.318487986630e+02       6.847070509473e+00       4.928796558004e+00       2.608219674871e+01       3.669988173570e-08       4.736590363304e+00       4.259465421619e+01       1.276607418634e-03       8.015475904921e-01 
       1.246234499129e+03       2.975346740089e-04       2.543147575829e+02       6.452323951120e+00       1.393814251775e+04       1.117523811880e+01       1.738413220192e+07       1.324751693065e+02       6.658425310606e+00       4.826595923615e+00       2.554137161572e+01       3.669988173570e-08       4.606091483556e+00       4.163248437019e+01       1.283779336762e-03       8.026475600565e-01 
       1.237553557118e+03       3.010854756910e-04       2.556678578860e+02       6.379062509976e+00       1.393678941745e+04       1.125247215783e+01       1.726146010779e+07       1.331035535815e+02       6.474977083568e+00       4.726514223480e+00       2.501175945519e+01       3.669988173570e-08       4.479187707241e+00       4.069243850618e+01       1.291001461742e-03       8.037430063229e-01 
       1.228933015193e+03       3.046770571861e-04       2.570269721581e+02       6.306662989154e+00       1.393543030318e+04       1.133023516812e+01       1.713964581081e+07       1.337339514195e+02       6.296582670728e+00       4.628507531243e+00       2.449312781773e+01       3.669988173570e-08       4.355780002361e+00       3.977399805876e+01       1.298274146252e-03       8.048339303308e-01 
       1.220372453314e+03       3.083098695045e-04       2.583921205925e+02       6.235114823471e+00       1.393406515474e+04       1.140853072045e+01       1.701868334269e+07       1.343663627129e+02       6.123102857525e+00       4.532532831030e+00       2.398524907199e+01       3.669988173570e-08       4.235772064614e+00       3.887665686186e+01       1.305597745440e-03       8.059203333338e-01 
       1.211871454359e+03       3.119843684946e-04       2.597633234357e+02       6.164407582751e+00       1.393269395190e+04       1.148736240913e+01       1.689856677658e+07       1.350007873140e+02       5.954402263870e+00       4.438547998573e+00       2.348790030487e+01       3.669988173570e-08       4.119070242268e+00       3.799992084628e+01       1.312972616939e-03       8.070022167979e-01 
       1.203429604103e+03       3.157010148945e-04       2.611406009869e+02       6.094530970041e+00       1.393131667435e+04       1.156673385218e+01       1.677929022672e+07       1.356372250360e+02       5.790349238550e+00       4.346511782741e+00       2.300086322369e+01       3.669988173570e-08       4.005583463108e+00       3.714330774479e+01       1.320399120888e-03       8.080795823996e-01 
       1.195046491204e+03       3.194602743828e-04       2.625239735992e+02       6.025474819841e+00       1.392993330174e+04       1.164664869148e+01       1.666084784825e+07       1.362756756522e+02       5.630815756524e+00       4.256383787439e+00       2.252392406047e+01       3.669988173570e-08       3.895223163394e+00       3.630634680453e+01       1.327877619948e-03       8.091524320237e-01 
       1.186721707177e+03       3.232626176317e-04       2.639134616792e+02       5.957229096365e+00       1.392854381366e+04       1.172711059291e+01       1.654323383684e+07       1.369161388963e+02       5.475677319062e+00       4.168124453888e+00       2.205687347815e+01       3.669988173570e-08       3.787903218777e+00       3.548857850658e+01       1.335408479319e-03       8.102207677619e-01 
       1.178454846374e+03       3.271085203589e-04       2.653090856876e+02       5.889783891829e+00       1.392714818965e+04       1.180812324648e+01       1.642644242845e+07       1.375586144627e+02       5.324812856621e+00       4.081695043276e+00       2.159950647873e+01       3.669988173570e-08       3.683539877116e+00       3.468955429245e+01       1.342992066760e-03       8.112845919104e-01 
       1.170245505971e+03       3.309984633813e-04       2.667108661393e+02       5.823129424752e+00       1.392574640920e+04       1.188969036655e+01       1.631046789906e+07       1.382031020060e+02       5.178104634407e+00       3.997057619759e+00       2.115162231340e+01       3.669988173570e-08       3.582051693141e+00       3.390883629741e+01       1.350628752603e-03       8.123439069683e-01 
       1.162093285939e+03       3.349329326687e-04       2.681188236041e+02       5.757256038289e+00       1.392433845173e+04       1.197181569189e+01       1.619530456435e+07       1.388496011413e+02       5.035438160529e+00       3.914175033827e+00       2.071302439444e+01       3.669988173570e-08       3.483359464924e+00       3.314599709042e+01       1.358318909776e-03       8.133987156356e-01 
       1.153997789032e+03       3.389124193983e-04       2.695329787063e+02       5.692154198584e+00       1.392292429663e+04       1.205450298593e+01       1.608094677947e+07       1.394981114440e+02       4.896702096688e+00       3.833010905998e+00       2.028352020898e+01       3.669988173570e-08       3.387386172094e+00       3.240061942046e+01       1.366062913817e-03       8.144490208112e-01 
       1.145958620766e+03       3.429374200093e-04       2.709533521258e+02       5.627814493140e+00       1.392150392321e+04       1.213775603685e+01       1.596738893875e+07       1.401486324503e+02       4.761788171320e+00       3.753529610869e+00       1.986292123456e+01       3.669988173570e-08       3.294056915751e+00       3.167229596920e+01       1.373861142895e-03       8.154948255911e-01 
       1.137975389395e+03       3.470084362588e-04       2.723799645977e+02       5.564227629223e+00       1.392007731074e+04       1.222157865775e+01       1.585462547541e+07       1.408011636564e+02       4.630591095136e+00       3.675696261482e+00       1.945104285645e+01       3.669988173570e-08       3.203298860042e+00       3.096062910981e+01       1.381713977829e-03       8.165361332661e-01 
       1.130047705900e+03       3.511259752779e-04       2.738128369130e+02       5.501384432275e+00       1.391864443842e+04       1.230597468685e+01       1.574265086131e+07       1.414557045195e+02       4.503008478988e+00       3.599476694020e+00       1.904770428663e+01       3.669988173570e-08       3.115041175338e+00       3.026523067168e+01       1.389621802101e-03       8.175729473204e-01 
       1.122175183962e+03       3.552905496281e-04       2.752519899187e+02       5.439275844355e+00       1.391720528542e+04       1.239094798758e+01       1.563145960669e+07       1.421122544569e+02       4.378940753990e+00       3.524837452822e+00       1.865272848449e+01       3.669988173570e-08       3.029214982982e+00       2.958572171099e+01       1.397585001882e-03       8.186052714293e-01 
       1.114357439951e+03       3.595026773589e-04       2.766974445183e+02       5.377892922603e+00       1.391575983082e+04       1.247650244878e+01       1.552104625988e+07       1.427708128467e+02       4.258291093847e+00       3.451745775707e+00       1.826594207918e+01       3.669988173570e-08       2.945753301554e+00       2.892173228698e+01       1.405603966047e-03       8.196331094573e-01 
       1.106594092900e+03       3.637628820657e-04       2.781492216719e+02       5.317226837719e+00       1.391430805366e+04       1.256264198487e+01       1.541140540704e+07       1.434313790275e+02       4.140965339316e+00       3.380169579599e+00       1.788717529352e+01       3.669988173570e-08       2.864590994622e+00       2.827290124376e+01       1.413679086194e-03       8.206564654561e-01 
       1.098884764492e+03       3.680716929482e-04       2.796073423966e+02       5.257268872466e+00       1.391284993294e+04       1.264937053598e+01       1.530253167191e+07       1.440939522985e+02       4.026871924756e+00       3.310077446452e+00       1.751626186957e+01       3.669988173570e-08       2.785664719922e+00       2.763887599740e+01       1.421810756666e-03       8.216753436627e-01 
       1.091229079039e+03       3.724296448696e-04       2.810718277669e+02       5.198010420197e+00       1.391138544757e+04       1.273669206812e+01       1.519441971556e+07       1.447585319195e+02       3.915921806691e+00       3.241438609472e+00       1.715303899566e+01       3.669988173570e-08       2.708912879948e+00       2.701931232847e+01       1.429999374563e-03       8.226897484977e-01 
       1.083626663463e+03       3.768372784165e-04       2.825426989148e+02       5.139442983389e+00       1.390991457642e+04       1.282461057338e+01       1.508706423609e+07       1.454251171110e+02       3.808028394343e+00       3.174222939613e+00       1.679734723496e+01       3.669988173570e-08       2.634275573893e+00       2.641387417951e+01       1.438245339772e-03       8.236996845628e-01 
       1.076077147282e+03       3.812951399589e-04       2.840199770301e+02       5.081558172217e+00       1.390843729831e+04       1.291313007003e+01       1.498045996840e+07       1.460937070542e+02       3.703107482085e+00       3.108400932365e+00       1.644903045555e+01       3.669988173570e-08       2.561694550926e+00       2.582223345763e+01       1.446549054977e-03       8.247051566392e-01 
       1.068580162585e+03       3.858037817118e-04       2.855036833610e+02       5.024347703128e+00       1.390695359198e+04       1.300225460275e+01       1.487460168396e+07       1.467643008911e+02       3.601077183746e+00       3.043943694807e+00       1.610793576193e+01       3.669988173570e-08       2.491113164739e+00       2.524406984193e+01       1.454910925683e-03       8.257061696855e-01 
       1.061135344021e+03       3.903637617965e-04       2.869938392142e+02       4.967803397443e+00       1.390546343612e+04       1.309198824274e+01       1.476948419050e+07       1.474368977245e+02       3.501857868729e+00       2.980822932932e+00       1.577391342792e+01       3.669988173570e-08       2.422476329363e+00       2.467907059565e+01       1.463331360238e-03       8.267027288359e-01 
       1.053742328779e+03       3.949756443028e-04       2.884904659551e+02       4.911917179983e+00       1.390396680938e+04       1.318233508792e+01       1.466510233180e+07       1.481114966179e+02       3.405372099883e+00       2.919010939235e+00       1.544681683100e+01       3.669988173570e-08       2.355730476187e+00       2.412693038301e+01       1.471810769847e-03       8.276948393980e-01 
       1.046400756568e+03       3.996399993525e-04       2.899935850084e+02       4.856681077700e+00       1.390246369033e+04       1.327329926310e+01       1.456145098741e+07       1.487880965959e+02       3.311544573096e+00       2.858480580557e+00       1.512650238797e+01       3.669988173570e-08       2.290823512169e+00       2.358735109049e+01       1.480349568596e-03       8.286825068509e-01 
       1.039110269602e+03       4.043574031626e-04       2.915032178582e+02       4.802087218342e+00       1.390095405748e+04       1.336488492013e+01       1.445852507245e+07       1.494666966439e+02       3.220302058545e+00       2.799205286181e+00       1.481282949194e+01       3.669988173570e-08       2.227704779194e+00       2.306004165256e+01       1.488948173473e-03       8.296657368434e-01 
       1.031870512582e+03       4.091284381098e-04       2.930193860484e+02       4.748127829123e+00       1.389943788929e+04       1.345709623808e+01       1.435631953730e+07       1.501472957085e+02       3.131573343560e+00       2.741159036174e+00       1.450566045070e+01       3.669988173570e-08       2.166325014554e+00       2.254471788169e+01       1.497607004385e-03       8.306445351918e-01 
