#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       7.427904107580e-01       1.710143226679e-06      -1.181829425497e+00       2.191861359321e-07       5.081666243807e-13       1.270416560952e-12       1.656848266411e-21       2.540833121904e-13      -8.863720691226e-01       2.191861359321e-07       5.913618513465e-01       7.045426707921e-01      -8.863720691226e-01       2.191861472944e-07      -1.181829425686e+00       2.191861305196e-07       2.175546687316e-08       3.333333333333e-01 
       7.599024002669e-01       1.749591431277e-06      -1.181891680907e+00       2.242409281321e-07       5.441464140627e-13       1.360366035157e-12       1.856952044118e-21       2.720732070313e-13      -8.864187606799e-01       2.242409281321e-07       5.913585745819e-01       7.045271082043e-01      -8.864187606799e-01       2.242409402974e-07      -1.181891681105e+00       2.242409223366e-07       2.276823275100e-08       3.333333333333e-01 
       7.770143897759e-01       1.789041927495e-06      -1.181951703093e+00       2.292955261604e-07       5.817866300907e-13       1.454466575227e-12       2.075947683665e-21       2.908933150454e-13      -8.864637773201e-01       2.292955261604e-07       5.913553662490e-01       7.045121039511e-01      -8.864637773201e-01       2.292955391655e-07      -1.181951703301e+00       2.292955199642e-07       2.380408807154e-08       3.333333333333e-01 
       7.941263792848e-01       1.828494715331e-06      -1.182009270433e+00       2.343498574196e-07       6.211246220249e-13       1.552811555062e-12       2.315142859734e-21       3.105623110125e-13      -8.865069528246e-01       2.343498574196e-07       5.913523330051e-01       7.044977134386e-01      -8.865069528246e-01       2.343498713023e-07      -1.182009270649e+00       2.343498508047e-07       2.486303174521e-08       3.333333333333e-01 
       8.112383687937e-01       1.867949794786e-06      -1.182064400343e+00       2.394038939344e-07       6.621978349303e-13       1.655494587326e-12       2.575904667044e-21       3.310989174652e-13      -8.865483002572e-01       2.394038939344e-07       5.913495164135e-01       7.044839323122e-01      -8.865483002572e-01       2.394039087333e-07      -1.182064400569e+00       2.394038868824e-07       2.594506252643e-08       3.333333333333e-01 
       8.283503583027e-01       1.907407165860e-06      -1.182117288734e+00       2.444576450279e-07       7.050438128039e-13       1.762609532010e-12       2.859661023626e-21       3.525219064019e-13      -8.865879665504e-01       2.444576450279e-07       5.913469088359e-01       7.044707115944e-01      -8.865879665505e-01       2.444576607824e-07      -1.182117288970e+00       2.444576375199e-07       2.705017906564e-08       3.333333333333e-01 
       8.698166726585e-01       2.003031020587e-06      -1.182237179582e+00       2.567029185105e-07       8.164519723171e-13       2.041129930793e-12       3.651889461579e-21       4.082259861586e-13      -8.866778846866e-01       2.567029185105e-07       5.913414135121e-01       7.044407423459e-01      -8.866778846866e-01       2.567029367492e-07      -1.182237179842e+00       2.567029098169e-07       2.982387625858e-08       3.333333333333e-01 
       9.112829870144e-01       2.098668331818e-06      -1.182347628463e+00       2.689468071087e-07       9.390253574677e-13       2.347563393669e-12       4.610803022175e-21       4.695126787339e-13      -8.867607213471e-01       2.689468071087e-07       5.913368487104e-01       7.044131337585e-01      -8.867607213471e-01       2.689468280797e-07      -1.182347628748e+00       2.689467971107e-07       3.273310784411e-08       3.333333333333e-01 
       9.527493013702e-01       2.194319099553e-06      -1.182450556143e+00       2.811894754930e-07       1.073299086420e-12       2.683247716050e-12       5.761452116626e-21       5.366495432101e-13      -8.868379171073e-01       2.811894754930e-07       5.913330454851e-01       7.043874056405e-01      -8.868379171073e-01       2.811894994560e-07      -1.182450556455e+00       2.811894640661e-07       3.577785978322e-08       3.333333333333e-01 
       9.942156157261e-01       2.289983323793e-06      -1.182547173984e+00       2.934309908323e-07       1.219808269265e-12       3.049520673162e-12       7.131285820031e-21       6.099041346324e-13      -8.869103804881e-01       2.934309908323e-07       5.913299295945e-01       7.043632551515e-01      -8.869103804881e-01       2.934310180590e-07      -1.182547174323e+00       2.934309778464e-07       3.895812093324e-08       3.333333333333e-01 
       1.035681930082e+00       2.385661004537e-06      -1.182638475808e+00       3.056714147624e-07       1.379088274018e-12       3.447720685044e-12       8.750264076020e-21       6.895441370089e-13      -8.869788568562e-01       3.056714147624e-07       5.913274318873e-01       7.043404338359e-01      -8.869788568562e-01       3.056714455362e-07      -1.182638476176e+00       3.056714000817e-07       4.227388024661e-08       3.333333333333e-01 
       1.077148244438e+00       2.481352141786e-06      -1.182725340769e+00       3.179108189987e-07       1.551674802369e-12       3.879187005921e-12       1.065096951403e-20       7.758374011843e-13      -8.870440055769e-01       3.179108189987e-07       5.913254772426e-01       7.043187219052e-01      -8.870440055769e-01       3.179108536146e-07      -1.182725341167e+00       3.179108024815e-07       4.572512495491e-08       3.333333333333e-01 
       1.184587072189e+00       2.729349573220e-06      -1.182934556392e+00       3.496186963435e-07       2.064564787281e-12       5.161411968203e-12       1.714582841203e-20       1.032282393641e-12      -8.872009172943e-01       3.496186963435e-07       5.913224580251e-01       7.042664299525e-01      -8.872009172943e-01       3.496187423712e-07      -1.182934556874e+00       3.496186743691e-07       5.529748763278e-08       3.333333333333e-01 
       1.292025899939e+00       2.977437341289e-06      -1.183127515866e+00       3.813210398176e-07       2.679714403695e-12       6.699286009239e-12       2.648411119952e-20       1.339857201848e-12      -8.873456368994e-01       3.813210398176e-07       5.913217010054e-01       7.042182031727e-01      -8.873456368995e-01       3.813210995216e-07      -1.183127516439e+00       3.813210112979e-07       6.577913525361e-08       3.333333333333e-01 
       1.399464727690e+00       3.225615445992e-06      -1.183309606756e+00       4.130184322836e-07       3.406465792009e-12       8.516164480023e-12       3.951307627426e-20       1.703232896005e-12      -8.874822050668e-01       4.130184322837e-07       5.913225671438e-01       7.041726946741e-01      -8.874822050668e-01       4.130185081325e-07      -1.183309607428e+00       4.130183960312e-07       7.716991879446e-08       3.333333333333e-01 
       1.506903555441e+00       3.473883887331e-06      -1.183484116470e+00       4.447112429652e-07       4.254172132749e-12       1.063543033187e-11       5.723441992615e-20       2.127086066374e-12      -8.876130873523e-01       4.447112429652e-07       5.913246241064e-01       7.041290826045e-01      -8.876130873523e-01       4.447113376312e-07      -1.183484117249e+00       4.447111976930e-07       8.946971712567e-08       3.333333333333e-01 
       1.614342383192e+00       3.722242665303e-06      -1.183653236534e+00       4.763997529798e-07       5.232198083883e-12       1.308049520971e-11       8.081745566323e-20       2.616099041941e-12      -8.877399274008e-01       4.763997529798e-07       5.913275693456e-01       7.040868190822e-01      -8.877399274009e-01       4.763998693388e-07      -1.183653237428e+00       4.763996973010e-07       1.026784108721e-07       3.333333333333e-01 
       1.721781210942e+00       3.970691779911e-06      -1.183818455173e+00       5.080841761709e-07       6.349919736730e-12       1.587479934183e-11       1.116123416989e-19       3.174959868365e-12      -8.878638413799e-01       5.080841761709e-07       5.913311956922e-01       7.040455320511e-01      -8.878638413799e-01       5.080843173023e-07      -1.183818456190e+00       5.080841085989e-07       1.167958741330e-07       3.333333333333e-01 
       1.964431624556e+00       4.532146099428e-06      -1.184182015536e+00       5.796290915631e-07       9.437375663498e-12       2.359343915875e-11       2.161079165263e-19       4.718687831749e-12      -8.881365116523e-01       5.796290915631e-07       5.913411558970e-01       7.039546859495e-01      -8.881365116524e-01       5.796293010340e-07      -1.184182016859e+00       5.796289911376e-07       1.520235011238e-07       3.333333333333e-01 
       2.207082038169e+00       5.094061209381e-06      -1.184537263362e+00       6.511550262762e-07       1.339365224104e-11       3.348413060259e-11       3.874707891477e-19       6.696826120519e-12      -8.884029475213e-01       6.511550262763e-07       5.913527746725e-01       7.038659237683e-01      -8.884029475215e-01       6.511553231651e-07      -1.184537265031e+00       6.511548837501e-07       1.918846842858e-07       3.333333333333e-01 
       2.449732451782e+00       5.656437109771e-06      -1.184887642142e+00       7.226626602870e-07       1.832740036647e-11       4.581850091617e-11       6.537300121976e-19       9.163700183234e-12      -8.886657316067e-01       7.226626602871e-07       5.913654004881e-01       7.037783846329e-01      -8.886657316069e-01       7.226630660020e-07      -1.184887644198e+00       7.226624652559e-07       2.363782270208e-07       3.333333333333e-01 
       2.692382865396e+00       6.219273800598e-06      -1.185235068121e+00       7.941524801081e-07       2.434756782806e-11       6.086891957016e-11       1.049896695153e-18       1.217378391403e-11      -8.889263010907e-01       7.941524801084e-07       5.913786228651e-01       7.036915894809e-01      -8.889263010910e-01       7.941530183816e-07      -1.185235070603e+00       7.941522210072e-07       2.855029965452e-07       3.333333333333e-01 
       2.935033279009e+00       6.782571281863e-06      -1.185580604582e+00       8.656248105837e-07       3.156339836330e-11       7.890849590825e-11       1.618766173561e-18       1.578169918165e-11      -8.891854534362e-01       8.656248105841e-07       5.913922107565e-01       7.036052724902e-01      -8.891854534367e-01       8.656255074661e-07      -1.185580607530e+00       8.656244746843e-07       3.392578508965e-07       3.333333333333e-01 
       3.177683692622e+00       7.346329553564e-06      -1.185924795269e+00       9.370798238089e-07       4.008442948361e-11       1.002110737090e-10       2.411727029516e-18       2.004221474181e-11      -8.894435964517e-01       9.370798238095e-07       5.914060458342e-01       7.035192977229e-01      -8.894435964524e-01       9.370807076631e-07      -1.185924798724e+00       9.370793972155e-07       3.976416464544e-07       3.333333333333e-01 
       3.497551729412e+00       8.090194330167e-06      -1.186376890201e+00       1.031247306982e-06       5.349704114444e-11       1.337426028611e-10       3.903545989570e-18       2.674852057222e-11      -8.897826676505e-01       1.031247306983e-06       5.914245528572e-01       7.034063789244e-01      -8.897826676515e-01       1.031248484542e-06      -1.186376894385e+00       1.031246737623e-06       4.816756772347e-07       3.333333333333e-01 
       3.817419766201e+00       8.834859831194e-06      -1.186827457355e+00       1.125384886155e-06       6.962097947994e-11       1.740524486999e-10       6.058304345866e-18       3.481048973997e-11      -8.901205930160e-01       1.125384886157e-06       5.914432777659e-01       7.032938521091e-01      -8.901205930175e-01       1.125386415984e-06      -1.186827462337e+00       1.125384145161e-06       5.737490267077e-07       3.333333333333e-01 
       4.137287802991e+00       9.580326056643e-06      -1.187276891457e+00       1.219492793674e-06       8.870951645774e-11       2.217737911443e-10       9.077001825203e-18       4.435475822887e-11      -8.904576685929e-01       1.219492793677e-06       5.914621157790e-01       7.031816185924e-01      -8.904576685949e-01       1.219494739584e-06      -1.187276897306e+00       1.219491849475e-06       6.738591602656e-07       3.333333333333e-01 
       4.457155839780e+00       1.032659300652e-05      -1.187725509325e+00       1.313571296130e-06       1.110168267080e-10       2.775420667700e-10       1.319819563869e-17       5.550841335400e-11      -8.907941319941e-01       1.313571296134e-06       5.914809903432e-01       7.030695991667e-01      -8.907941319968e-01       1.313573727168e-06      -1.187725516111e+00       1.313570114449e-06       7.820034724515e-07       3.333333333333e-01 
       4.777023876570e+00       1.107366068081e-05      -1.188173403607e+00       1.407620496336e-06       1.367979728635e-10       3.419949321587e-10       1.870138262690e-17       6.839898643173e-11      -8.911300527053e-01       1.407620496341e-06       5.914998747842e-01       7.029577706668e-01      -8.911300527088e-01       1.407623486763e-06      -1.188173411398e+00       1.407619040176e-06       8.981793884232e-07       3.333333333333e-01 
       5.096891913359e+00       1.182152907953e-05      -1.188620435581e+00       1.501640232679e-06       1.663088860327e-10       4.157722150817e-10       2.591041654572e-17       8.315444301634e-11      -8.914653266856e-01       1.501640232686e-06       5.915187843967e-01       7.028461677701e-01      -8.914653266903e-01       1.501643861954e-06      -1.188620444446e+00       1.501638462315e-06       1.022384474234e-06       3.333333333333e-01 
       5.416759950149e+00       1.257019820267e-05      -1.189066552988e+00       1.595630417690e-06       1.998063903444e-10       4.995159758609e-10       3.519696819357e-17       9.990319517218e-11      -8.917999147407e-01       1.595630417700e-06       5.915377135004e-01       7.027348035384e-01      -8.917999147467e-01       1.595634770455e-06      -1.189066562995e+00       1.595628290659e-06       1.154616377764e-06       3.333333333333e-01 
       6.077133015720e+00       1.411837147994e-05      -1.189985129908e+00       1.789581829808e-06       2.826793153913e-10       7.066982884782e-10       6.281666434418e-17       1.413396576956e-10      -8.924888474308e-01       1.789581829825e-06       5.915767731420e-01       7.025055318949e-01      -8.924888474401e-01       1.789587966088e-06      -1.189985142492e+00       1.789578820315e-06       1.452992139262e-06       3.333333333333e-01 
       6.737506081292e+00       1.566995762991e-05      -1.190901082358e+00       1.983409131359e-06       3.859237849881e-10       9.648094624704e-10       1.056449691155e-16       1.929618924941e-10      -8.931758117688e-01       1.983409131387e-06       5.916156454373e-01       7.022769590485e-01      -8.931758117829e-01       1.983417479099e-06      -1.190901097810e+00       1.983405022380e-06       1.785546591918e-06       3.333333333333e-01 
       7.397879146863e+00       1.722495665257e-05      -1.191814668214e+00       2.177113119587e-06       5.118363028151e-10       1.279590757038e-09       1.693007927091e-16       2.559181514075e-10      -8.938610011609e-01       2.177113119631e-06       5.916542623564e-01       7.020490205028e-01      -8.938610011814e-01       2.177124151622e-06      -1.191814686825e+00       2.177107669610e-06       2.152257487870e-06       3.333333333333e-01 
       8.058252212434e+00       1.878336854792e-05      -1.192725586568e+00       2.370693636970e-06       6.627295278689e-10       1.656823819672e-09       2.606723164615e-16       3.313647639344e-10      -8.945441899262e-01       2.370693637039e-06       5.916926705411e-01       7.018217914579e-01      -8.945441899550e-01       2.370707870709e-06      -1.192725608628e+00       2.370686579822e-06       2.553103183021e-06       3.333333333333e-01 
       8.718625278006e+00       2.034519331597e-05      -1.193633639887e+00       2.564150548638e-06       8.409324080058e-10       2.102331020014e-09       3.880577505616e-16       4.204662040029e-10      -8.952252299149e-01       2.564150548741e-06       5.917309035392e-01       7.015953212703e-01      -8.952252299543e-01       2.564168545753e-06      -1.193633665683e+00       2.564141593306e-06       2.988062169169e-06       3.333333333333e-01 
       9.378998343577e+00       2.191043095671e-05      -1.194538901792e+00       2.757484205650e-06       1.048790368417e-09       2.621975921042e-09       5.613092000678e-16       5.243951842084e-10      -8.959041763438e-01       2.757484205799e-06       5.917689495537e-01       7.013695915071e-01      -8.959041763965e-01       2.757506571768e-06      -1.194538931613e+00       2.757473036108e-06       3.457112533540e-06       3.333333333333e-01 
       1.003937140915e+01       2.347908147013e-05      -1.195441521886e+00       2.950695190394e-06       1.288665344365e-09       3.221663360912e-09       7.919795825604e-16       6.443326721825e-10      -8.965811414145e-01       2.950695190605e-06       5.918067815420e-01       7.011445647405e-01      -8.965811414835e-01       2.950722574787e-06      -1.195441556019e+00       2.950681465431e-06       3.960232255829e-06       3.333333333333e-01 
       1.104778170711e+01       2.588104469263e-05      -1.196814778331e+00       3.245498400117e-06       1.722136232486e-09       4.305340581215e-09       1.286005245690e-15       8.610681162430e-10      -8.976110837485e-01       3.245498400459e-06       5.918641357221e-01       7.008022920212e-01      -8.976110838496e-01       3.245534798512e-06      -1.196814819599e+00       3.245480057026e-06       4.794196848575e-06       3.333333333333e-01 
       1.205619200507e+01       2.829096613492e-05      -1.198181838431e+00       3.540017046308e-06       2.244357586918e-09       5.610893967294e-09       2.002623191552e-15       1.122178793459e-09      -8.986363788234e-01       3.540017046839e-06       5.919210034568e-01       7.004616674346e-01      -8.986363789665e-01       3.540064226613e-06      -1.198181887495e+00       3.539993139190e-06       5.707477619962e-06       3.333333333333e-01 
       1.306460230303e+01       3.070884579701e-05      -1.199542692609e+00       3.834251971726e-06       2.863961392211e-09       7.159903480526e-09       3.010965483823e-15       1.431980696105e-09      -8.996570194571e-01       3.834251972523e-06       5.919773942999e-01       7.001226932797e-01      -8.996570196540e-01       3.834311853138e-06      -1.199542750128e+00       3.834221462677e-06       6.699997952648e-06       3.333333333333e-01 
       1.407301260100e+01       3.313468367889e-05      -1.200897460381e+00       4.128204405950e-06       3.589669708578e-09       8.974174271445e-09       4.393713947096e-15       1.794834854289e-09      -9.006730952859e-01       4.128204407109e-06       5.920332972531e-01       6.997853395822e-01      -9.006730955504e-01       4.128279057309e-06      -1.200897527009e+00       4.128166164125e-06       7.771680817740e-06       3.333333333332e-01 
       1.508142289896e+01       3.556847978057e-05      -1.202246250173e+00       4.421875613527e-06       4.430294752185e-09       1.107573688046e-08       6.248486832535e-15       2.215147376092e-09      -9.016846876298e-01       4.421875615170e-06       5.920887033812e-01       6.994495791402e-01      -9.016846879780e-01       4.421967251688e-06      -1.202246326560e+00       4.421828414225e-06       8.922449310354e-06       3.333333333332e-01 
       1.608983319692e+01       3.801023410204e-05      -1.203589062197e+00       4.715266497419e-06       5.394738679837e-09       1.348684669959e-08       8.689266790542e-15       2.697369339918e-09      -9.026917966480e-01       4.715266499696e-06       5.921436230750e-01       6.991154118064e-01      -9.026917970982e-01       4.715377485626e-06      -1.203589148988e+00       4.715209021160e-06       1.015222729097e-05       3.333333333332e-01 
       1.709824349488e+01       4.045994664331e-05      -1.204925876369e+00       5.008377834103e-06       6.491993835710e-09       1.622998458927e-08       1.184787165106e-14       3.245996917855e-09      -9.036944072766e-01       5.008377837196e-06       5.921980702112e-01       6.987828425084e-01      -9.036944078495e-01       5.008510680379e-06      -1.204925974206e+00       5.008308665717e-06       1.146093916408e-05       3.333333333332e-01 
       1.810665379284e+01       4.291761740436e-05      -1.206256746510e+00       5.301210665975e-06       7.731143402104e-09       1.932785850526e-08       1.587546910814e-14       3.865571701052e-09      -9.046925598822e-01       5.301210670104e-06       5.922520454737e-01       6.984518576972e-01      -9.046925606011e-01       5.301368021518e-06      -1.206256856029e+00       5.301128293690e-06       1.284850920519e-05       3.333333333332e-01 
       1.911506409080e+01       4.538324638522e-05      -1.207581748468e+00       5.593766141120e-06       9.121361534082e-09       2.280340383520e-08       2.094413449888e-14       4.560680767041e-09      -9.056863113510e-01       5.593766146548e-06       5.923055471457e-01       6.981224383166e-01      -9.056863122421e-01       5.593950798720e-06      -1.207581870303e+00       5.593668955668e-06       1.431486135929e-05       3.333333333332e-01 
       2.016716099056e+01       4.796417479798e-05      -1.208957945133e+00       5.898701252916e-06       1.074285377898e-08       2.685713444745e-08       2.755276887971e-14       5.371426889489e-09      -9.067184588495e-01       5.898701260029e-06       5.923608649468e-01       6.977804043573e-01      -9.067184599512e-01       5.898917523623e-06      -1.208958080485e+00       5.898586790789e-06       1.592863321565e-05       3.333333333331e-01 
       2.121925789031e+01       5.055376590261e-05      -1.210327808539e+00       6.203336523083e-06       1.254950069490e-08       3.137375173724e-08       3.575568508586e-14       6.274750347448e-09      -9.077458564047e-01       6.203336532278e-06       5.924156821966e-01       6.974400606003e-01      -9.077458577521e-01       6.203587756475e-06      -1.210327958086e+00       6.203202812658e-06       1.762799383818e-05       3.333333333331e-01 
       2.227135479006e+01       5.315201969912e-05      -1.211691392100e+00       6.507673121097e-06       1.455203828895e-08       3.638009572237e-08       4.583265362516e-14       7.276019144475e-09      -9.087685440753e-01       6.507673132836e-06       5.924700002580e-01       6.971013935880e-01      -9.087685457070e-01       6.507962822083e-06      -1.211691556515e+00       6.507518076909e-06       1.941285850373e-05       3.333333333331e-01 
       2.332345168981e+01       5.575893618750e-05      -1.213048744775e+00       6.811712178943e-06       1.676131097006e-08       4.190327742514e-08       5.809631319875e-14       8.380655485029e-09      -9.097865585811e-01       6.811712193764e-06       5.925238237194e-01       6.967643909757e-01      -9.097865605393e-01       6.812044005934e-06      -1.213048924722e+00       6.811533600655e-06       2.128314194421e-05       3.333333333331e-01 
       2.437554858956e+01       5.837451536776e-05      -1.214399934239e+00       7.115454958060e-06       1.918827218900e-08       4.797068047250e-08       7.289438513363e-14       9.594136094500e-09      -9.107999506797e-01       7.115454976582e-06       5.925771518329e-01       6.964290357396e-01      -9.107999530109e-01       7.115832721143e-06      -1.214400130381e+00       7.115250529413e-06       2.323875954967e-05       3.333333333330e-01 
       2.542764548931e+01       6.099875723989e-05      -1.215744972484e+00       7.418902383546e-06       2.184398345339e-08       5.460995863348e-08       9.061194307107e-14       1.092199172670e-08      -9.118087293634e-01       7.418902406477e-06       5.926299957065e-01       6.960953247788e-01      -9.118087321179e-01       7.419330042675e-06      -1.215745185474e+00       7.418669671341e-06       2.527962694028e-05       3.333333333330e-01 
       2.647974238907e+01       6.363166180390e-05      -1.217083900654e+00       7.722055551461e-06       2.473961576108e-08       6.184903940270e-08       1.116737529901e-13       1.236980788054e-08      -9.128129254907e-01       7.722055579607e-06       5.926823588793e-01       6.957632477041e-01      -9.128129287231e-01       7.722537214661e-06      -1.217084131140e+00       7.721792004520e-06       2.740566058122e-05       3.333333333330e-01 
       2.794242530069e+01       6.730646371762e-05      -1.218935282032e+00       8.143028881342e-06       2.918512016318e-08       7.296280040796e-08       1.473963275462e-13       1.459256008159e-08      -9.142014615240e-01       8.143028918284e-06       5.927543666583e-01       6.953042699810e-01      -9.142014655200e-01       8.143592723942e-06      -1.218935537908e+00       8.142718003793e-06       3.050273818473e-05       3.333333333329e-01 
       2.940510821231e+01       7.099800895840e-05      -1.220775083779e+00       8.563438738756e-06       3.414682935553e-08       8.536707338881e-08       1.918908887101e-13       1.707341467776e-08      -9.155813128347e-01       8.563438786578e-06       5.928254591752e-01       6.948483922777e-01      -9.155813177207e-01       8.564093370675e-06      -1.220775366270e+00       8.563075046552e-06       3.376403865677e-05       3.333333333329e-01 
       3.086779112393e+01       7.470629752624e-05      -1.222603410613e+00       8.983288003232e-06       3.965581698971e-08       9.913954247427e-08       2.467362492340e-13       1.982790849485e-08      -9.169525579602e-01       8.983288064375e-06       5.928956498222e-01       6.943955881407e-01      -9.169525638755e-01       8.984042415249e-06      -1.222603720922e+00       8.982865685620e-06       3.718933803569e-05       3.333333333329e-01 
       3.233047403556e+01       7.843132942113e-05      -1.224420345841e+00       9.402579387250e-06       4.574356734076e-08       1.143589183519e-07       3.137045470828e-13       2.287178367038e-08      -9.183152593814e-01       9.402579464548e-06       5.929649541990e-01       6.939458364714e-01      -9.183152664787e-01       9.403442944514e-06      -1.224420685157e+00       9.402092303047e-06       4.077841472890e-05       3.333333333328e-01 
       3.379315694718e+01       8.217310464308e-05      -1.226225981467e+00       9.821315624438e-06       5.244197702793e-08       1.311049425698e-07       3.947753960510e-13       2.622098851397e-08      -9.196694861004e-01       9.821315721162e-06       5.930333860893e-01       6.934991139985e-01      -9.196694945464e-01       9.822298060053e-06      -1.226226350957e+00       9.820757298368e-06       4.453104787188e-05       3.333333333328e-01 
       3.525583985880e+01       8.593162319209e-05      -1.228020440522e+00       1.023949966526e-05       5.978335727556e-08       1.494583931889e-07       4.921505350928e-13       2.989167863778e-08      -9.210153303924e-01       1.023949978516e-05       5.931009543325e-01       6.930553896932e-01      -9.210153403683e-01       1.024061107392e-05      -1.228020841334e+00       1.023886328433e-05       4.844701567789e-05       3.333333333327e-01 
       3.671852277042e+01       8.970688506815e-05      -1.229803875050e+00       1.065713475039e-05       6.780043601060e-08       1.695010900265e-07       6.082689821971e-13       3.390021800530e-08      -9.223529062885e-01       1.065713489773e-05       5.931676606872e-01       6.926146252751e-01      -9.223529179906e-01       1.065838558211e-05      -1.229804308314e+00       1.065641316028e-05       5.252609753529e-05       3.333333333326e-01 
       3.874111389246e+01       9.495488356564e-05      -1.232251989733e+00       1.123373912428e-05       8.006123876275e-08       2.001530969069e-07       8.047640123923e-13       4.003061938137e-08      -9.241889923012e-01       1.123373931770e-05       5.932585105540e-01       6.920099760426e-01      -9.241890067423e-01       1.123520061288e-05      -1.232252469690e+00       1.123288727956e-05       5.843495017636e-05       3.333333333326e-01 
       4.076370501450e+01       1.002348973633e-04      -1.234679373435e+00       1.180930553492e-05       9.376642437620e-08       2.344160609405e-07       1.050260146339e-12       4.688321218810e-08      -9.260095300777e-01       1.180930578537e-05       5.933477855278e-01       6.914108979518e-01      -9.260095477055e-01       1.181099923229e-05      -1.234679902143e+00       1.180830817269e-05       6.465470438427e-05       3.333333333325e-01 
