# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.0192e-06 to 20.5861 h/Mpc,
# number of wavenumbers equal to 855
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       9.019201454174e-06      -1.300937783642e-03      -9.762233402749e-04      -9.762233643661e-04      -1.302098030287e-03      -1.300923737514e-03      -9.763331636454e-04       4.322642512562e-01       4.321109059772e-01 
       2.013437232318e-05      -6.469516184029e-03      -4.865039421236e-03      -4.865040019365e-03      -6.474987873838e-03      -6.469168467891e-03      -4.865582439508e-03       4.322603761138e-01       4.321075042556e-01 
       3.127867019624e-05      -1.555452222540e-02      -1.174090939251e-02      -1.174091287374e-02      -1.556640803366e-02      -1.555250423729e-02      -1.174220161700e-02       4.322535513360e-01       4.321015133802e-01 
       4.247440903451e-05      -2.852704804281e-02      -2.164973966104e-02      -2.164975148599e-02      -2.854548321495e-02      -2.852021465875e-02      -2.165207417426e-02       4.322437427400e-01       4.320929005661e-01 
       5.374417827534e-05      -4.534888938212e-02      -3.466182402211e-02      -3.466185429368e-02      -4.537115189520e-02      -4.533146336344e-02      -3.466546071399e-02       4.322308876933e-01       4.320816053413e-01 
       6.511099296095e-05      -6.597044001268e-02      -5.087277866332e-02      -5.087284376557e-02      -6.599000982153e-02      -6.593313981879e-02      -5.087793305694e-02       4.322149112094e-01       4.320675556151e-01 
       7.659844748270e-05      -9.032786531470e-02      -7.040485896071e-02      -7.040498340592e-02      -9.033341443475e-02      -9.025696672834e-02      -7.041168980279e-02       4.321957190038e-01       4.320506607451e-01 
       8.823087449441e-05      -1.183394942833e-01      -9.340868400515e-02      -9.340890255273e-02      -1.183137906947e-01      -1.182158091942e-01      -9.341727927034e-02       4.321731946248e-01       4.320308085093e-01 
       1.000335105604e-04      -1.499013553433e-01      -1.200654043700e-01      -1.200657644889e-01      -1.498200671519e-01      -1.496991140317e-01      -1.200757652982e-01       4.321472008331e-01       4.320078662963e-01 
       1.120326701213e-04      -1.848817764417e-01      -1.505893557260e-01      -1.505899204982e-01      -1.847121586372e-01      -1.845673951126e-01      -1.506013784918e-01       4.321175755347e-01       4.319816768506e-01 
       1.242559293744e-04      -2.231149539331e-01      -1.852312547361e-01      -1.852321062842e-01      -2.228144125310e-01      -2.226456809901e-01      -1.852447092880e-01       4.320841323651e-01       4.319520585585e-01 
