# Matter power spectrum P(k) at redshift z=0
# for k=1.02735e-05 to 23.4548 h/Mpc,
# number of wavenumbers equal to 850
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       3.976878770958e-03       1.353936124667e+04 
       4.096031588510e-03       1.384076161538e+04 
       4.215591855380e-03       1.413795380942e+04 
       4.335529938678e-03       1.443088693541e+04 
       4.455818884074e-03       1.471950612603e+04 
       4.576434143550e-03       1.500378208013e+04 
       4.697353332514e-03       1.528368478024e+04 
       4.818556013182e-03       1.555919747848e+04 
       4.940023501429e-03       1.583031101736e+04 
       5.061738694520e-03       1.609702004125e+04 
       5.183685917414e-03       1.635932732458e+04 
       5.305850785555e-03       1.661723641357e+04 
       5.428220082303e-03       1.687075316675e+04 
       5.550781649350e-03       1.711991159953e+04 
       5.673524288655e-03       1.736471449868e+04 
       5.796437674597e-03       1.760518237688e+04 
       5.919512275208e-03       1.784134901336e+04 
       6.042739281462e-03       1.807323082787e+04 
       6.166110543727e-03       1.830086843656e+04 
       6.289618514588e-03       1.852428138501e+04 
       6.413256197345e-03       1.874350440836e+04 
       6.537017099560e-03       1.895857532000e+04 
       6.660895191115e-03       1.916952852341e+04 
       6.784884866300e-03       1.937639323854e+04 
       6.908980909492e-03       1.957920941629e+04 
       7.033178464057e-03       1.977801691239e+04 
       7.157473004142e-03       1.997284058561e+04 
       7.281860309047e-03       2.016373465637e+04 
       7.406336439925e-03       2.035073181902e+04 
       7.530897718571e-03       2.053385960745e+04 
       7.655540708090e-03       2.071317067808e+04 
       7.780262195262e-03       2.088870142926e+04 
       7.905059174430e-03       2.106048911912e+04 
       8.029928832773e-03       2.122857005500e+04 
       8.154868536831e-03       2.139298264634e+04 
       8.279875820148e-03       2.155377504353e+04 
       8.404948371955e-03       2.171097038206e+04 
       8.530084026770e-03       2.186461398557e+04 
       8.655280754846e-03       2.201475556916e+04 
       8.780536653391e-03       2.216142522131e+04 
       8.905849938479e-03       2.230466056195e+04 
       9.031218937608e-03       2.244449924569e+04 
       9.156642082825e-03       2.258097783198e+04 
       9.282117904397e-03       2.271413821068e+04 
       9.407645024957e-03       2.284401378422e+04 
       9.533222154095e-03       2.297064214819e+04 
       9.658848083362e-03       2.309406085924e+04 
       9.784521681637e-03       2.321430172113e+04 
       9.910241890845e-03       2.333140281471e+04 
       1.003600772199e-02       2.344540489387e+04 
       1.016181825146e-02       2.355634111757e+04 
       1.028767261763e-02       2.366424475770e+04 
       1.041357001768e-02       2.376915486568e+04 
       1.053950970467e-02       2.387109622423e+04 
       1.066549098476e-02       2.397011225278e+04 
       1.079151321474e-02       2.406623658404e+04 
       1.091757579960e-02       2.415950092121e+04 
       1.104367819038e-02       2.424994075739e+04 
       1.116981988209e-02       2.433757536487e+04 
       1.129600041186e-02       2.442246260280e+04 
       1.142221935712e-02       2.450460685132e+04 
       1.154847633398e-02       2.458405860038e+04 
       1.167477099569e-02       2.466084991977e+04 
       1.180110303122e-02       2.473499995946e+04 
       1.192747216393e-02       2.480654747658e+04 
       1.205387815036e-02       2.487553066357e+04 
       1.218032077904e-02       2.494196587103e+04 
       1.230679986945e-02       2.500588684941e+04 
       1.243331527104e-02       2.506733404543e+04 
       1.255986686228e-02       2.512633813508e+04 
       1.268645454984e-02       2.518291336293e+04 
       1.281307826778e-02       2.523710347712e+04 
       1.293973797681e-02       2.528893518368e+04 
       1.306643366364e-02       2.533842752692e+04 
       1.319316534034e-02       2.538561127232e+04 
       1.331993304376e-02       2.543052054668e+04 
       1.344673683500e-02       2.547317961382e+04 
       1.357357679894e-02       2.551361921896e+04 
       1.370045304378e-02       2.555186324714e+04 
       1.382736570064e-02       2.558794583826e+04 
       1.395431492319e-02       2.562188548880e+04 
       1.408130088732e-02       2.565370980402e+04 
       1.420832379085e-02       2.568345522119e+04 
       1.433538385324e-02       2.571114741058e+04 
       1.446248131537e-02       2.573679783700e+04 
       1.458125550442e-02       2.575894849775e+04 
       1.458961643934e-02       2.576044556614e+04 
       1.471678950827e-02       2.578210867554e+04 
       1.484400082616e-02       2.580181632489e+04 
       1.497125071776e-02       2.581959601765e+04 
       1.509853952848e-02       2.583547240519e+04 
       1.522586762428e-02       2.584946667972e+04 
       1.535323539167e-02       2.586160469485e+04 
       1.548064323762e-02       2.587192301342e+04 
       1.560809158958e-02       2.588042197962e+04 
       1.573558089547e-02       2.588714890698e+04 
       1.586311162375e-02       2.589211556242e+04 
       1.599068426341e-02       2.589534552717e+04 
       1.611829932409e-02       2.589686894379e+04 
       1.624595733615e-02       2.589669270264e+04 
       1.637365885078e-02       2.589487480286e+04 
       1.650140444009e-02       2.589139936236e+04 
       1.662919469732e-02       2.588631650971e+04 
       1.675703023694e-02       2.587963602535e+04 
       1.688491169485e-02       2.587140628366e+04 
       1.701283972858e-02       2.586158473997e+04 
       1.714081501749e-02       2.585024968493e+04 
       1.726883826299e-02       2.583742348610e+04 
       1.739691018882e-02       2.582310497330e+04 
       1.752503154126e-02       2.580732489638e+04 
       1.765320308945e-02       2.579011683076e+04 
       1.778142562568e-02       2.577147832782e+04 
       1.790969996565e-02       2.575143336244e+04 
       1.803802694888e-02       2.573001992146e+04 
       1.816640743897e-02       2.570725564507e+04 
       1.829484232403e-02       2.568316080737e+04 
       1.842333251702e-02       2.565774902814e+04 
       1.855187895613e-02       2.563103803241e+04 
       1.868048260524e-02       2.560307367135e+04 
       1.880914445430e-02       2.557383676412e+04 
       1.893786551981e-02       2.554337062459e+04 
       1.906664684526e-02       2.551166084818e+04 
       1.919548950162e-02       2.547881105222e+04 
       1.932439458786e-02       2.544476159093e+04 
       1.945336323142e-02       2.540955929322e+04 
       1.958239658880e-02       2.537323060651e+04 
       1.971149584607e-02       2.533578191039e+04 
       1.984066221950e-02       2.529721657507e+04 
       1.996989695609e-02       2.525759009603e+04 
       2.009920133423e-02       2.521691268605e+04 
       2.022857666434e-02       2.517516747225e+04 
       2.035802428951e-02       2.513242011508e+04 
       2.048754558616e-02       2.508868220447e+04 
       2.061714196479e-02       2.504391214713e+04 
       2.074681487069e-02       2.499820266286e+04 
       2.087656578465e-02       2.495155833794e+04 
       2.100639622377e-02       2.490392831146e+04 
       2.113630774228e-02       2.485544735051e+04 
       2.126630193229e-02       2.480599394158e+04 
       2.139638042471e-02       2.475570949684e+04 
       2.152654489007e-02       2.470455221705e+04 
       2.165679703947e-02       2.465254484789e+04 
       2.178713862548e-02       2.459967824066e+04 
       2.191757144310e-02       2.454596059877e+04 
       2.204809733079e-02       2.449154667686e+04 
       2.217871817142e-02       2.443631429360e+04 
       2.230943589341e-02       2.438032035407e+04 
       2.244025247174e-02       2.432351795737e+04 
       2.257116992911e-02       2.426605363951e+04 
       2.270219033711e-02       2.420780658111e+04 
       2.283331581736e-02       2.414886857901e+04 
       2.296454854279e-02       2.408928632579e+04 
       2.309589073890e-02       2.402897489208e+04 
       2.322734468502e-02       2.396804230551e+04 
       2.335891271576e-02       2.390646031347e+04 
       2.349059722228e-02       2.384432585235e+04 
       2.362240065383e-02       2.378144972693e+04 
       2.375432551919e-02       2.371801129498e+04 
       2.388637438821e-02       2.365399472164e+04 
       2.401854989336e-02       2.358941552602e+04 
       2.415085473142e-02       2.352426506866e+04 
       2.428329166514e-02       2.345856186951e+04 
       2.441586352494e-02       2.339232472966e+04 
       2.454857321079e-02       2.332556996117e+04 
       2.468142369399e-02       2.325832054321e+04 
       2.481441801914e-02       2.319064960227e+04 
       2.494755930608e-02       2.312235904868e+04 
       2.508085075199e-02       2.305368235036e+04 
       2.521429563346e-02       2.298458018941e+04 
       2.534789730872e-02       2.291500751385e+04 
       2.548165921987e-02       2.284502686567e+04 
       2.561558489524e-02       2.277460224817e+04 
       2.574967795181e-02       2.270385140720e+04 
       2.588394209772e-02       2.263258728591e+04 
       2.601838113487e-02       2.256101509052e+04 
       2.615299896159e-02       2.248905036515e+04 
       2.628779957541e-02       2.241672951856e+04 
       2.642278707600e-02       2.234404203891e+04 
       2.655796566807e-02       2.227107848673e+04 
       2.669333966451e-02       2.219778579497e+04 
       2.682891348959e-02       2.212415389617e+04 
       2.696469168225e-02       2.205024212240e+04 
       2.710067889959e-02       2.197604661356e+04 
       2.723687992039e-02       2.190154784539e+04 
       2.737329964881e-02       2.182681357658e+04 
       2.750994311830e-02       2.175173583393e+04 
       2.764681549549e-02       2.167648323931e+04 
       2.778392208438e-02       2.160094424018e+04 
       2.792126833067e-02       2.152519091595e+04 
       2.805885982612e-02       2.144924417709e+04 
       2.819670231330e-02       2.137310606036e+04 
       2.833480169033e-02       2.129667930336e+04 
       2.847316401594e-02       2.122010700515e+04 
       2.861179551463e-02       2.114335633883e+04 
       2.875070258213e-02       2.106640061901e+04 
       2.888989179104e-02       2.098934409792e+04 
       2.902936989667e-02       2.091204888339e+04 
       2.916914384316e-02       2.083465778156e+04 
       2.930922076986e-02       2.075706115193e+04 
       2.944960801796e-02       2.067942640236e+04 
       2.959031313739e-02       2.060156634343e+04 
       2.973134389403e-02       2.052365592824e+04 
       2.987270827724e-02       2.044560635208e+04 
       3.001441450769e-02       2.036743252214e+04 
       3.015647104552e-02       2.028915912271e+04 
       3.029888659896e-02       2.021078653821e+04 
       3.044167013317e-02       2.013239512151e+04 
       3.058483087963e-02       2.005391736851e+04 
       3.072837834586e-02       1.997531441066e+04 
       3.087232232562e-02       1.989675230538e+04 
       3.101667290960e-02       1.981800207693e+04 
       3.116144049654e-02       1.973921305416e+04 
       3.130663580496e-02       1.966045793325e+04 
       3.145226988536e-02       1.958160442080e+04 
       3.159835413309e-02       1.950273447043e+04 
       3.174490030179e-02       1.942380611801e+04 
       3.189192051748e-02       1.934487372354e+04 
       3.203942729336e-02       1.926593404516e+04 
       3.218743354537e-02       1.918693148051e+04 
       3.233595260852e-02       1.910798572691e+04 
       3.248499825399e-02       1.902901668621e+04 
       3.263458470722e-02       1.895004238793e+04 
       3.278472666682e-02       1.887103832548e+04 
       3.293543932459e-02       1.879205809997e+04 
       3.308673838647e-02       1.871308407872e+04 
       3.323864009474e-02       1.863420828629e+04 
       3.339116125130e-02       1.855524113957e+04 
       3.354431924234e-02       1.847638381835e+04 
       3.369813206428e-02       1.839745830046e+04 
       3.385261835117e-02       1.831859030819e+04 
       3.400779740372e-02       1.823976532424e+04 
       3.416368921987e-02       1.816099234772e+04 
       3.432031452723e-02       1.808218606407e+04 
       3.447769481733e-02       1.800349479534e+04 
       3.463585238194e-02       1.792489215177e+04 
       3.479481035157e-02       1.784615186634e+04 
       3.495459273628e-02       1.776763567692e+04 
       3.511522446894e-02       1.768906046984e+04 
       3.527673145131e-02       1.761061604154e+04 
       3.543914060283e-02       1.753211871712e+04 
       3.560247991263e-02       1.745371009462e+04 
       3.576677849487e-02       1.737540221567e+04 
       3.593206664762e-02       1.729707157661e+04 
       3.609837591567e-02       1.721883589798e+04 
       3.626573915752e-02       1.714065387114e+04 
       3.643419061693e-02       1.706246296596e+04 
       3.660376599932e-02       1.698439925208e+04 
       3.677450255347e-02       1.690634619829e+04 
       3.694643915907e-02       1.682835249266e+04 
       3.711961642039e-02       1.675039058023e+04 
       3.729407676682e-02       1.667249341143e+04 
       3.746986456072e-02       1.659462091684e+04 
       3.764702621334e-02       1.651685902161e+04 
       3.782561030946e-02       1.643902114376e+04 
       3.800566774162e-02       1.636137712516e+04 
       3.818725185471e-02       1.628366239760e+04 
       3.837041860203e-02       1.620599039344e+04 
       3.855522671382e-02       1.612836472866e+04 
       3.874173787950e-02       1.605078709856e+04 
       3.893001694499e-02       1.597320239352e+04 
       3.912013212653e-02       1.589566033428e+04 
       3.931215524282e-02       1.581814530358e+04 
       3.950616196719e-02       1.574062699483e+04 
       3.970223210203e-02       1.566309308811e+04 
       3.990044987786e-02       1.558554967343e+04 
       4.010090427955e-02       1.550802938512e+04 
       4.030368940291e-02       1.543054538667e+04 
       4.050890484479e-02       1.535300863829e+04 
       4.071665613083e-02       1.527540273496e+04 
       4.092705518487e-02       1.519773610888e+04 
       4.114022084525e-02       1.512010439285e+04 
       4.135627943352e-02       1.504238598678e+04 
       4.157536538188e-02       1.496465491889e+04 
       4.179762192697e-02       1.488675015343e+04 
       4.202320187813e-02       1.480882714508e+04 
       4.225226847013e-02       1.473076738129e+04 
       4.248499631127e-02       1.465267809089e+04 
       4.272157244006e-02       1.457440929052e+04 
       4.296219750515e-02       1.449600091720e+04 
       4.320708708617e-02       1.441746249093e+04 
       4.345647317561e-02       1.433874609699e+04 
       4.371060584555e-02       1.425981559449e+04 
       4.396975512697e-02       1.418073648426e+04 
       4.423421313441e-02       1.410134468520e+04 
       4.450429647462e-02       1.402177353245e+04 
       4.478034898494e-02       1.394189207048e+04 
       4.506274485580e-02       1.386172117273e+04 
       4.535189220227e-02       1.378119167118e+04 
       4.564823716236e-02       1.370032679547e+04 
       4.595226861560e-02       1.361908333796e+04 
       4.626452363460e-02       1.353739786424e+04 
       4.658559380650e-02       1.345522293255e+04 
       4.691613259066e-02       1.337255390946e+04 
       4.725686391609e-02       1.328930818403e+04 
       4.760859226853e-02       1.320543906944e+04 
       4.797221457507e-02       1.312088960455e+04 
       4.834873426804e-02       1.303560318770e+04 
       4.873927800244e-02       1.294949112349e+04 
       4.914511561964e-02       1.286244370383e+04 
       4.956768410016e-02       1.277445120090e+04 
       5.000861643991e-02       1.268527452144e+04 
       5.046977662859e-02       1.259488682065e+04 
       5.095330221923e-02       1.250312969517e+04 
       5.146165637063e-02       1.240975013466e+04 
       5.199769173516e-02       1.231461417112e+04 
       5.256472916703e-02       1.221748289455e+04 
       5.316665493874e-02       1.211798290707e+04 
       5.380804094473e-02       1.201577901270e+04 
       5.449429313176e-02       1.191044704572e+04 
       5.523183386313e-02       1.180137887070e+04 
       5.602832352038e-02       1.168782576245e+04 
       5.689292419167e-02       1.156881256525e+04 
       5.783660149455e-02       1.144316371870e+04 
       5.887244522265e-02       1.130911710057e+04 
       6.001595846639e-02       1.116448781871e+04 
       6.128520774168e-02       1.100628796794e+04 
       6.270063300765e-02       1.083053146395e+04 
       6.428418998647e-02       1.063201650256e+04 
       6.605739323785e-02       1.040426839842e+04 
       6.803791392072e-02       1.013984530755e+04 
       7.023494477016e-02       9.831391685632e+03 
       7.264470560518e-02       9.473701570575e+03 
       7.524856209706e-02       9.066245404138e+03 
       7.801571716186e-02       8.615184780505e+03 
       8.090974112640e-02       8.133575402502e+03 
       8.389564345082e-02       7.639345205785e+03 
       8.694444879910e-02       7.152139088694e+03 
       9.003457461758e-02       6.690099757958e+03 
       9.315107947317e-02       6.267632693909e+03 
       9.628411148571e-02       5.894233743710e+03 
       9.942737583556e-02       5.574273171590e+03 
       1.025769295205e-01       5.307427370726e+03 
       1.057303329134e-01       5.089531410215e+03 
       1.088860878769e-01       4.913489417754e+03 
       1.120432785726e-01       4.770233943237e+03 
       1.152013465918e-01       4.649720656054e+03 
       1.183599519277e-01       4.541796629701e+03 
       1.215188876613e-01       4.437122648911e+03 
       1.246780278464e-01       4.327915367979e+03 
       1.278372957598e-01       4.208643423039e+03 
       1.309966445903e-01       4.076301616869e+03 
       1.341560457040e-01       3.930522539946e+03 
       1.373154815171e-01       3.773262038448e+03 
       1.404749411687e-01       3.608275530711e+03 
       1.436344178923e-01       3.440401423720e+03 
       1.458125550442e-01       3.325720695465e+03 
       1.467939074201e-01       3.274859840465e+03 
       1.499534070135e-01       3.116556515551e+03 
       1.531129148730e-01       2.969626643687e+03 
       1.562724297798e-01       2.837039428887e+03 
       1.594319508773e-01       2.720474732135e+03 
       1.625914775371e-01       2.620317800558e+03 
       1.657510092775e-01       2.535748375862e+03 
       1.689105457130e-01       2.465011904756e+03 
       1.720700865232e-01       2.405558670758e+03 
       1.752296314330e-01       2.354455033722e+03 
       1.783891802008e-01       2.308570377280e+03 
       1.815487326099e-01       2.265433393949e+03 
       1.847082884639e-01       2.221935036431e+03 
       1.878678475825e-01       2.175753309789e+03 
       1.910274097994e-01       2.125533309398e+03 
       1.941869749604e-01       2.070745372599e+03 
       1.973465429216e-01       2.011628964373e+03 
       2.005061135492e-01       1.949053102562e+03 
       2.036656867176e-01       1.884344158382e+03 
       2.068252623092e-01       1.819073221957e+03 
       2.099848402138e-01       1.754860982318e+03 
       2.131444203275e-01       1.693191379368e+03 
       2.163040025529e-01       1.635286238204e+03 
       2.194635867980e-01       1.582029799520e+03 
       2.226231729762e-01       1.533916720289e+03 
       2.257827610058e-01       1.491061929987e+03 
       2.289423508096e-01       1.453231610638e+03 
       2.321019423147e-01       1.419904308082e+03 
       2.352615354520e-01       1.390324681981e+03 
       2.384211301563e-01       1.363600904376e+03 
       2.415807263656e-01       1.338778540278e+03 
       2.447403240213e-01       1.314927408747e+03 
       2.478999230677e-01       1.291219514949e+03 
       2.510595234520e-01       1.266987639679e+03 
       2.542191251240e-01       1.241776743930e+03 
       2.573787280360e-01       1.215359233787e+03 
       2.605383321427e-01       1.187738262460e+03 
       2.636979374007e-01       1.159115110049e+03 
       2.668575437690e-01       1.129858253643e+03 
       2.700171512084e-01       1.100429177288e+03 
       2.731767596814e-01       1.071331535100e+03 
       2.763363691526e-01       1.043062918904e+03 
       2.794959795876e-01       1.016039304802e+03 
       2.826555909542e-01       9.905809815473e+02 
       2.858152032213e-01       9.668906059796e+02 
       2.889748163590e-01       9.450358395718e+02 
       2.921344303391e-01       9.249680789460e+02 
       2.952940451343e-01       9.065354769142e+02 
       2.984536607186e-01       8.895042533839e+02 
       3.016132770672e-01       8.735898137794e+02 
       3.047728941560e-01       8.584884705274e+02 
       3.079325119622e-01       8.438989644711e+02 
       3.110921304639e-01       8.295562926026e+02 
       3.142517496399e-01       8.152418637121e+02 
       3.174113694700e-01       8.007987274403e+02 
       3.205709899348e-01       7.861389372857e+02 
       3.237306110156e-01       7.712454991243e+02 
       3.268902326945e-01       7.561602036902e+02 
       3.300498549541e-01       7.409732297544e+02 
       3.332094777779e-01       7.258119802818e+02 
       3.363691011500e-01       7.108177419062e+02 
       3.395287250549e-01       6.961373795260e+02 
       3.426883494779e-01       6.819025519795e+02 
       3.458479744046e-01       6.682221970668e+02 
       3.490075998213e-01       6.551680679053e+02 
       3.521672257149e-01       6.427787282698e+02 
       3.553268520724e-01       6.310540612487e+02 
       3.584864788817e-01       6.199555937755e+02 
       3.616461061307e-01       6.094246476196e+02 
       3.648057338080e-01       5.993729605556e+02 
       3.679653619026e-01       5.897091442724e+02 
       3.711249904037e-01       5.803378604854e+02 
       3.742846193011e-01       5.711705129959e+02 
       3.774442485846e-01       5.621324168567e+02 
       3.806038782447e-01       5.531678156439e+02 
       3.837635082720e-01       5.442420001171e+02 
       3.869231386574e-01       5.353413103607e+02 
       3.900827693924e-01       5.264680897885e+02 
       3.932424004682e-01       5.176427346451e+02 
       3.964020318769e-01       5.088942061419e+02 
       3.995616636105e-01       5.002607536920e+02 
       4.027212956612e-01       4.917793998939e+02 
       4.058809280217e-01       4.834872031987e+02 
       4.090405606848e-01       4.754121911408e+02 
       4.122001936434e-01       4.675760429531e+02 
       4.153598268908e-01       4.599936542076e+02 
       4.185194604205e-01       4.526691665230e+02 
       4.216790942260e-01       4.455996809137e+02 
       4.248387283012e-01       4.387699994846e+02 
       4.279983626401e-01       4.321642085226e+02 
       4.311579972369e-01       4.257580898547e+02 
       4.343176320859e-01       4.195276992558e+02 
       4.374772671816e-01       4.134460475233e+02 
       4.406369025188e-01       4.074899949934e+02 
       4.437965380921e-01       4.016357335729e+02 
       4.469561738967e-01       3.958640368789e+02 
       4.501158099277e-01       3.901658552993e+02 
       4.532754461801e-01       3.845297198639e+02 
       4.564350826496e-01       3.789542706412e+02 
       4.595947193315e-01       3.734410730767e+02 
       4.627543562215e-01       3.679968303512e+02 
       4.659139933154e-01       3.626338376979e+02 
       4.690736306090e-01       3.573605600287e+02 
       4.722332680983e-01       3.521879344377e+02 
       4.753929057794e-01       3.471267723188e+02 
       4.785525436484e-01       3.421859379271e+02 
       4.817121817017e-01       3.373691034291e+02 
       4.848718199357e-01       3.326768436076e+02 
       4.880314583468e-01       3.281083851943e+02 
       4.911910969315e-01       3.236592302907e+02 
       4.943507356867e-01       3.193193979557e+02 
       4.975103746089e-01       3.150793798160e+02 
       5.006700136951e-01       3.109297549351e+02 
       5.038296529421e-01       3.068598562235e+02 
       5.069892923469e-01       3.028603000236e+02 
       5.101489319066e-01       2.989222864192e+02 
       5.133085716182e-01       2.950424346769e+02 
       5.164682114791e-01       2.912158543166e+02 
       5.196278514865e-01       2.874416353742e+02 
       5.227874916377e-01       2.837191637112e+02 
       5.259471319301e-01       2.800511348073e+02 
       5.291067723612e-01       2.764380934538e+02 
       5.322664129285e-01       2.728844621953e+02 
       5.354260536296e-01       2.693925000231e+02 
       5.385856944621e-01       2.659642655552e+02 
       5.417453354237e-01       2.626008533161e+02 
       5.449049765121e-01       2.593030106976e+02 
       5.480646177253e-01       2.560704875939e+02 
       5.512242590609e-01       2.529016481513e+02 
       5.543839005169e-01       2.497961954067e+02 
       5.575435420913e-01       2.467502312904e+02 
       5.607031837821e-01       2.437618927063e+02 
       5.638628255873e-01       2.408287170131e+02 
       5.670224675049e-01       2.379462740809e+02 
       5.701821095331e-01       2.351141565013e+02 
       5.733417516701e-01       2.323269926985e+02 
       5.765013939140e-01       2.295840789613e+02 
       5.796610362632e-01       2.268844755419e+02 
       5.828206787159e-01       2.242235060267e+02 
       5.859803212704e-01       2.216018102187e+02 
       5.891399639251e-01       2.190189172670e+02 
       5.922996066783e-01       2.164739770168e+02 
       5.954592495286e-01       2.139670571572e+02 
       5.986188924743e-01       2.114982550963e+02 
       6.017785355139e-01       2.090680884292e+02 
       6.049381786461e-01       2.066770030599e+02 
       6.080978218692e-01       2.043241422801e+02 
       6.112574651820e-01       2.020100957473e+02 
       6.144171085830e-01       1.997360605420e+02 
       6.175767520709e-01       1.974999398598e+02 
       6.207363956443e-01       1.953011589344e+02 
       6.238960393020e-01       1.931390653771e+02 
       6.270556830426e-01       1.910118532336e+02 
       6.302153268649e-01       1.889182973080e+02 
       6.333749707677e-01       1.868586898566e+02 
       6.365346147498e-01       1.848296493602e+02 
       6.396942588100e-01       1.828310952442e+02 
       6.428539029472e-01       1.808618052688e+02 
       6.460135471602e-01       1.789208004144e+02 
       6.491731914479e-01       1.770073764927e+02 
       6.523328358092e-01       1.751214903125e+02 
       6.554924802430e-01       1.732629339262e+02 
       6.586521247484e-01       1.714303114606e+02 
       6.618117693242e-01       1.696243126319e+02 
       6.649714139696e-01       1.678436607498e+02 
       6.681310586834e-01       1.660894650945e+02 
       6.712907034647e-01       1.643601160626e+02 
       6.744503483126e-01       1.626574287418e+02 
       6.776099932261e-01       1.609784376215e+02 
       6.807696382044e-01       1.593251980821e+02 
       6.839292832464e-01       1.576959016408e+02 
       6.870889283514e-01       1.560898279448e+02 
       6.902485735185e-01       1.545073354895e+02 
       6.934082187467e-01       1.529488181522e+02 
       6.965678640354e-01       1.514116197011e+02 
       6.997275093836e-01       1.498968229524e+02 
       7.028871547906e-01       1.484016758685e+02 
       7.060468002556e-01       1.469288114228e+02 
       7.092064457777e-01       1.454754570379e+02 
       7.123660913563e-01       1.440426216900e+02 
       7.155257369905e-01       1.426282776418e+02 
       7.186853826797e-01       1.412323858124e+02 
       7.218450284231e-01       1.398563380508e+02 
       7.250046742201e-01       1.384980077436e+02 
       7.281643200698e-01       1.371583075771e+02 
       7.313239659717e-01       1.358362403526e+02 
       7.344836119250e-01       1.345322780223e+02 
       7.376432579291e-01       1.332448231395e+02 
       7.408029039833e-01       1.319760708709e+02 
       7.439625500871e-01       1.307233707841e+02 
       7.471221962397e-01       1.294874395083e+02 
       7.502818424405e-01       1.282682627857e+02 
       7.534414886890e-01       1.270651079057e+02 
       7.566011349846e-01       1.258775331183e+02 
       7.597607813265e-01       1.247064520995e+02 
       7.629204277144e-01       1.235488292020e+02 
       7.660800741476e-01       1.224073078199e+02 
       7.692397206255e-01       1.212798671048e+02 
       7.723993671477e-01       1.201677143447e+02 
       7.755590137134e-01       1.190690353776e+02 
       7.787186603223e-01       1.179844547851e+02 
       7.818783069739e-01       1.169134086815e+02 
       7.850379536674e-01       1.158558528351e+02 
       7.881976004026e-01       1.148116309516e+02 
       7.913572471789e-01       1.137802420898e+02 
       7.945168939957e-01       1.127621777799e+02 
       7.976765408526e-01       1.117565110812e+02 
       8.008361877492e-01       1.107631013483e+02 
       8.039958346850e-01       1.097820912705e+02 
       8.071554816594e-01       1.088132570064e+02 
       8.103151286721e-01       1.078561108487e+02 
       8.134747757225e-01       1.069115779360e+02 
       8.166344228104e-01       1.059775153302e+02 
       8.197940699352e-01       1.050549863206e+02 
