# Matter power spectrum P(k) at redshift z=0
# for k=8.06309e-06 to 23.1709 h/Mpc,
# number of wavenumbers equal to 861
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       7.399379818654e-04       7.692500899723e+03 
       7.793503053074e-04       8.068850415398e+03 
       8.208486500002e-04       8.461984741098e+03 
       8.644969197837e-04       8.872037559363e+03 
       9.103476654871e-04       9.298996009428e+03 
       9.584405068746e-04       9.742688828577e+03 
       1.008800877574e-03       1.020278017347e+04 
       1.061439183157e-03       1.067876785187e+04 
       1.072483128768e-03       1.077799920093e+04 
       1.116350436862e-03       1.116998819043e+04 
       1.173514403223e-03       1.167562597972e+04 
       1.232896241352e-03       1.219472946850e+04 
       1.294447601936e-03       1.272622953832e+04 
       1.358108100175e-03       1.326896225011e+04 
       1.423807064833e-03       1.382169241321e+04 
       1.491465453149e-03       1.438313855910e+04 
       1.560997822702e-03       1.495199687407e+04 
       1.632314262396e-03       1.552696361020e+04 
       1.705322202710e-03       1.610675503161e+04 
       1.779928046787e-03       1.669012487747e+04 
       1.856038585803e-03       1.727587634171e+04 
       1.933562181946e-03       1.786287445256e+04 
       2.012409718799e-03       1.845005110348e+04 
       2.092495331292e-03       1.903641156336e+04 
       2.173736935682e-03       1.962103536997e+04 
       2.256056584747e-03       2.020307890659e+04 
       2.339380675166e-03       2.078177152670e+04 
       2.423640033730e-03       2.135641584016e+04 
       2.508769907240e-03       2.192638248722e+04 
       2.594709878323e-03       2.249110913585e+04 
       2.681403726373e-03       2.305009413730e+04 
       2.768799249735e-03       2.360289225598e+04 
       2.856848062322e-03       2.414911319144e+04 
       2.945505375205e-03       2.468841456452e+04 
       3.034729771363e-03       2.522050570818e+04 
       3.124482979861e-03       2.574512418817e+04 
       3.214729654051e-03       2.626205817197e+04 
       3.305437157091e-03       2.677111981147e+04 
       3.396575357037e-03       2.727215946851e+04 
       3.488116432894e-03       2.776505572495e+04 
       3.580034692457e-03       2.824969528821e+04 
       3.672306402225e-03       2.872601483021e+04 
       3.764909629376e-03       2.919394571794e+04 
       3.857824095512e-03       2.965345289605e+04 
       3.951031041736e-03       3.010451154637e+04 
       4.044513104485e-03       3.054710090666e+04 
       4.138254201498e-03       3.098123753111e+04 
       4.232239427261e-03       3.140692301907e+04 
       4.326454957242e-03       3.182418965039e+04 
       4.420887960284e-03       3.223306871275e+04 
       4.515526518479e-03       3.263359571047e+04 
       4.610359553953e-03       3.302582123024e+04 
       4.705376761949e-03       3.340980139169e+04 
       4.800568549696e-03       3.378558870135e+04 
       4.895925980552e-03       3.415325588016e+04 
       4.991440722952e-03       3.451286765184e+04 
       5.087105003751e-03       3.486449152495e+04 
       5.182911565553e-03       3.520820055966e+04 
       5.278853627679e-03       3.554407843337e+04 
       5.374924850450e-03       3.587218986306e+04 
       5.471119302468e-03       3.619263177052e+04 
       5.567431430657e-03       3.650547989598e+04 
       5.663856032782e-03       3.681081015927e+04 
       5.760388232250e-03       3.710871056043e+04 
       5.857023454974e-03       3.739927308748e+04 
       5.953757408127e-03       3.768256825411e+04 
       6.050586060610e-03       3.795870613965e+04 
       6.147505625087e-03       3.822774351778e+04 
       6.244512541451e-03       3.848979001728e+04 
       6.341603461591e-03       3.874492068515e+04 
       6.438775235358e-03       3.899322149196e+04 
       6.536024897612e-03       3.923478607347e+04 
       6.633349656274e-03       3.946967850457e+04 
       6.730746881282e-03       3.969801938851e+04 
       6.828214094389e-03       3.991986158279e+04 
       6.925748959723e-03       4.013530429824e+04 
       7.023349275051e-03       4.034442516399e+04 
       7.121012963686e-03       4.054729928556e+04 
       7.218738066990e-03       4.074402313940e+04 
       7.316522737415e-03       4.093467526107e+04 
       7.414365232052e-03       4.111931508253e+04 
       7.512263906638e-03       4.129804010244e+04 
       7.610217209981e-03       4.147093247075e+04 
       7.708223678793e-03       4.163806986848e+04 
       7.806281932865e-03       4.179952383890e+04 
       7.904390670592e-03       4.195537295060e+04 
       8.002548664795e-03       4.210568789315e+04 
       8.100754758836e-03       4.225055908844e+04 
       8.199007862992e-03       4.239002075060e+04 
       8.297306951075e-03       4.252418941147e+04 
       8.395651057279e-03       4.265311937429e+04 
       8.494039273238e-03       4.277688372329e+04 
       8.592470745275e-03       4.289555216472e+04 
       8.690944671840e-03       4.300917094560e+04 
       8.789460301109e-03       4.311787145958e+04 
       8.888016928741e-03       4.322165762216e+04 
       8.986613895789e-03       4.332063622717e+04 
       9.085250586731e-03       4.341484212534e+04 
       9.183926427650e-03       4.350437205947e+04 
       9.282640884508e-03       4.358929622820e+04 
       9.381393461552e-03       4.366963722895e+04 
       9.480183699808e-03       4.374550358449e+04 
       9.579011175682e-03       4.381693411956e+04 
       9.677875499646e-03       4.388398272015e+04 
       9.776776315010e-03       4.394675365708e+04 
       9.875713296772e-03       4.400521669819e+04 
       9.974686150551e-03       4.405953843305e+04 
       1.007369461157e-02       4.410971608356e+04 
       1.017273844375e-02       4.415583077530e+04 
       1.027181743879e-02       4.419792541039e+04 
       1.037093141537e-02       4.423605813752e+04 
       1.047008021843e-02       4.427030787541e+04 
       1.056926371837e-02       4.430070918534e+04 
       1.066848181049e-02       4.432732312302e+04 
       1.072483128768e-02       4.434078337044e+04 
       1.076773441430e-02       4.435021739113e+04 
       1.086702147300e-02       4.436941761830e+04 
       1.096634295290e-02       4.438500904693e+04 
       1.106569884298e-02       4.439702256567e+04 
       1.116508915443e-02       4.440552479387e+04 
       1.126451392021e-02       4.441056447126e+04 
       1.136397319468e-02       4.441219418932e+04 
       1.146346705326e-02       4.441045946634e+04 
       1.156299559209e-02       4.440540577412e+04 
       1.166255892777e-02       4.439708562329e+04 
       1.176215719706e-02       4.438558219207e+04 
       1.186179055671e-02       4.437089421808e+04 
       1.196145918316e-02       4.435308742355e+04 
       1.206116327243e-02       4.433222889363e+04 
       1.216090303993e-02       4.430835991967e+04 
       1.226067872034e-02       4.428149588567e+04 
       1.236049056746e-02       4.425171745763e+04 
       1.246033885417e-02       4.421906500011e+04 
       1.256022387229e-02       4.418357478459e+04 
       1.266014593259e-02       4.414531806319e+04 
       1.276010536473e-02       4.410428918146e+04 
       1.286010251723e-02       4.406058991609e+04 
       1.296013775750e-02       4.401423328248e+04 
       1.306021147186e-02       4.396524553737e+04 
       1.316032406555e-02       4.391369741115e+04 
       1.326047596282e-02       4.385962352443e+04 
       1.336066760699e-02       4.380310074237e+04 
       1.346089946054e-02       4.374411524272e+04 
       1.356117200522e-02       4.368272084589e+04 
       1.366148574215e-02       4.361899274493e+04 
       1.376184119200e-02       4.355293273833e+04 
       1.386223889512e-02       4.348460705595e+04 
       1.396267941168e-02       4.341403201585e+04 
       1.406316332191e-02       4.334126735235e+04 
       1.416369122627e-02       4.326639053648e+04 
       1.426426374567e-02       4.318933272068e+04 
       1.436488152169e-02       4.311021899893e+04 
       1.446554521684e-02       4.302906681517e+04 
       1.456625551481e-02       4.294591369031e+04 
       1.466701312076e-02       4.286079421835e+04 
       1.476781876160e-02       4.277374806750e+04 
       1.486867318628e-02       4.268479954111e+04 
       1.496957716616e-02       4.259402493033e+04 
       1.507053149530e-02       4.250142497813e+04 
       1.517153699083e-02       4.240703850576e+04 
       1.527259449333e-02       4.231088913221e+04 
       1.537370486720e-02       4.221302923051e+04 
       1.547486900107e-02       4.211352102088e+04 
       1.557608780821e-02       4.201233957135e+04 
       1.567736222699e-02       4.190957815750e+04 
       1.577869322128e-02       4.180522282480e+04 
       1.588008178097e-02       4.169931502346e+04 
       1.598152892246e-02       4.159191257686e+04 
       1.608303568910e-02       4.148302959107e+04 
       1.618460315180e-02       4.137271639222e+04 
       1.628623240951e-02       4.126098724716e+04 
       1.638792458979e-02       4.114788893032e+04 
       1.648968084943e-02       4.103341585087e+04 
       1.659150237500e-02       4.091763134264e+04 
       1.669339038352e-02       4.080061110125e+04 
       1.679534612307e-02       4.068227412027e+04 
       1.689737087345e-02       4.056276684642e+04 
       1.699946594690e-02       4.044200847024e+04 
       1.710163268879e-02       4.032011502289e+04 
       1.720387247834e-02       4.019705653727e+04 
       1.730618672941e-02       4.007293352543e+04 
       1.740857689126e-02       3.994772438250e+04 
       1.751104444935e-02       3.982145022137e+04 
       1.761359092622e-02       3.969416517537e+04 
       1.771621788228e-02       3.956587353491e+04 
       1.781892691677e-02       3.943663030447e+04 
       1.792171966864e-02       3.930644662724e+04 
       1.802459781749e-02       3.917530890754e+04 
       1.812756308460e-02       3.904335208351e+04 
       1.823061723387e-02       3.891048441138e+04 
       1.833376207294e-02       3.877680551010e+04 
       1.843699945421e-02       3.864233495124e+04 
       1.854033127596e-02       3.850703286234e+04 
       1.864375948354e-02       3.837104501141e+04 
       1.874728607052e-02       3.823423580551e+04 
       1.885091307993e-02       3.809674635702e+04 
       1.895464260553e-02       3.795857246108e+04 
       1.905847679309e-02       3.781977571428e+04 
       1.916241784181e-02       3.768033230742e+04 
       1.926646800562e-02       3.754024901317e+04 
       1.937062959473e-02       3.739949978040e+04 
       1.947490497703e-02       3.725832490962e+04 
       1.957929657969e-02       3.711652321280e+04 
       1.968380689075e-02       3.697422905090e+04 
       1.978843846073e-02       3.683139781100e+04 
       1.989319390439e-02       3.668811323320e+04 
       1.999807590245e-02       3.654430757613e+04 
       2.010308720343e-02       3.640013289509e+04 
       2.020823062557e-02       3.625548467124e+04 
       2.031350905871e-02       3.611042285486e+04 
       2.041892546640e-02       3.596510377688e+04 
       2.052448288792e-02       3.581931284442e+04 
       2.063018444051e-02       3.567317853117e+04 
       2.073603332157e-02       3.552677824786e+04 
       2.084203281100e-02       3.537998356691e+04 
       2.094818627365e-02       3.523294650747e+04 
       2.105449716174e-02       3.508569211470e+04 
       2.116096901752e-02       3.493814713510e+04 
       2.126760547593e-02       3.479038301328e+04 
       2.137441026739e-02       3.464239203868e+04 
       2.148138722068e-02       3.449413839654e+04 
       2.158854026595e-02       3.434581911815e+04 
       2.169587343784e-02       3.419725702832e+04 
       2.180339087868e-02       3.404864384962e+04 
       2.191109684188e-02       3.389983414042e+04 
       2.201899569540e-02       3.375085499502e+04 
       2.212709192539e-02       3.360186190647e+04 
       2.223539013991e-02       3.345275104352e+04 
       2.234389507290e-02       3.330352402232e+04 
       2.245261158821e-02       3.315427265408e+04 
       2.256154468385e-02       3.300500193033e+04 
       2.267069949639e-02       3.285570969214e+04 
       2.278008130557e-02       3.270630122097e+04 
       2.288969553903e-02       3.255689564836e+04 
       2.299954777733e-02       3.240763924444e+04 
       2.310964375908e-02       3.225822121244e+04 
       2.321998938642e-02       3.210895816084e+04 
       2.333059073056e-02       3.195968648351e+04 
       2.344145403772e-02       3.181049203255e+04 
       2.355258573524e-02       3.166129490407e+04 
       2.366399243796e-02       3.151241539182e+04 
       2.377568095491e-02       3.136339363832e+04 
       2.388765829629e-02       3.121452174037e+04 
       2.399993168077e-02       3.106584248050e+04 
       2.411250854307e-02       3.091719069176e+04 
       2.422539654196e-02       3.076872523826e+04 
       2.433860356859e-02       3.062034731940e+04 
       2.445213775520e-02       3.047217006326e+04 
       2.456600748427e-02       3.032415761762e+04 
       2.468022139806e-02       3.017627475371e+04 
       2.479478840868e-02       3.002855640572e+04 
       2.490971770854e-02       2.988106957303e+04 
       2.502501878140e-02       2.973377602027e+04 
       2.514070141396e-02       2.958668980290e+04 
       2.525677570795e-02       2.943980388452e+04 
       2.537325209291e-02       2.929304467525e+04 
       2.549014133959e-02       2.914657472403e+04 
       2.560745457402e-02       2.900038751053e+04 
       2.572520329234e-02       2.885433486299e+04 
       2.584339937636e-02       2.870858247366e+04 
       2.596205511003e-02       2.856309326864e+04 
       2.608118319667e-02       2.841783515392e+04 
       2.620079677725e-02       2.827278863325e+04 
       2.632090944957e-02       2.812806119037e+04 
       2.644153528857e-02       2.798365659305e+04 
       2.656268886774e-02       2.783934689135e+04 
       2.668438528172e-02       2.769547364371e+04 
       2.680664017026e-02       2.755181413125e+04 
       2.692946974346e-02       2.740839205987e+04 
       2.705289080857e-02       2.726536093612e+04 
       2.717692079836e-02       2.712251792426e+04 
       2.730157780110e-02       2.697990765856e+04 
       2.742688059249e-02       2.683767307252e+04 
       2.755284866939e-02       2.669577147964e+04 
       2.767950228580e-02       2.655415976546e+04 
       2.780686249094e-02       2.641277856830e+04 
       2.793495116984e-02       2.627170613564e+04 
       2.806379108652e-02       2.613102296917e+04 
       2.819340592993e-02       2.599051832269e+04 
       2.832382036298e-02       2.585036107224e+04 
       2.845506007482e-02       2.571056309133e+04 
       2.858715183659e-02       2.557100012128e+04 
       2.872012356109e-02       2.543174135301e+04 
       2.885400436650e-02       2.529283153848e+04 
       2.898882464463e-02       2.515419042570e+04 
       2.912461613400e-02       2.501575156680e+04 
       2.926141199827e-02       2.487772626170e+04 
       2.939924691029e-02       2.473992053721e+04 
       2.953815714251e-02       2.460237856530e+04 
       2.967818066417e-02       2.446515881532e+04 
       2.981935724591e-02       2.432825122440e+04 
       2.996172857251e-02       2.419152342747e+04 
       3.010533836449e-02       2.405511932389e+04 
       3.025023250948e-02       2.391900149458e+04 
       3.039645920424e-02       2.378310346050e+04 
       3.054406910836e-02       2.364743293145e+04 
       3.069311551090e-02       2.351203083294e+04 
       3.084365451118e-02       2.337692210565e+04 
       3.099574521522e-02       2.324206627383e+04 
       3.114944994949e-02       2.310731110632e+04 
       3.130483449372e-02       2.297284579846e+04 
       3.146196833501e-02       2.283858313216e+04 
       3.162092494534e-02       2.270447529095e+04 
       3.178178208528e-02       2.257060142111e+04 
       3.194462213687e-02       2.243688931780e+04 
       3.210953246892e-02       2.230336187454e+04 
       3.227660583871e-02       2.216992909691e+04 
       3.244594083441e-02       2.203663574704e+04 
       3.261764236309e-02       2.190351642507e+04 
       3.279182219027e-02       2.177041121892e+04 
       3.296859953727e-02       2.163752704047e+04 
       3.314810174411e-02       2.150467678050e+04 
       3.333046500643e-02       2.137188179936e+04 
       3.351583519656e-02       2.123913581411e+04 
       3.370436878034e-02       2.110626679431e+04 
       3.389623384307e-02       2.097357777758e+04 
       3.409161124033e-02       2.084080578304e+04 
       3.429069589206e-02       2.070795270734e+04 
       3.449369824139e-02       2.057501400236e+04 
       3.470084590345e-02       2.044204632772e+04 
       3.491238553415e-02       2.030887613127e+04 
       3.512858495416e-02       2.017553161390e+04 
       3.534973557020e-02       2.004194808535e+04 
       3.557615514375e-02       1.990816939952e+04 
       3.580819096709e-02       1.977404166674e+04 
       3.604622351893e-02       1.963975153678e+04 
       3.629067068657e-02       1.950491181979e+04 
       3.654199266004e-02       1.936971867246e+04 
       3.680069762652e-02       1.923403007068e+04 
       3.706734842189e-02       1.909774832877e+04 
       3.734257033169e-02       1.896091677345e+04 
       3.762706027869e-02       1.882331403850e+04 
       3.792159769073e-02       1.868489561648e+04 
       3.822705741365e-02       1.854562973344e+04 
       3.854442512508e-02       1.840535847274e+04 
       3.887481582005e-02       1.826401005515e+04 
       3.921949608648e-02       1.812127201287e+04 
       3.957991107594e-02       1.797715353343e+04 
       3.995771731366e-02       1.783138353937e+04 
       4.035482279308e-02       1.768374542126e+04 
       4.077343617828e-02       1.753392073500e+04 
       4.121612740155e-02       1.738164765199e+04 
       4.168590249572e-02       1.722642272015e+04 
       4.218629611761e-02       1.706784818976e+04 
       4.272148582388e-02       1.690519733749e+04 
       4.329643256117e-02       1.673771517475e+04 
       4.391705160614e-02       1.656428657407e+04 
       4.459041646705e-02       1.638357275821e+04 
       4.532499333879e-02       1.619376855435e+04 
       4.613089245166e-02       1.599241842382e+04 
       4.702009972076e-02       1.577613775835e+04 
       4.800660953209e-02       1.554042107641e+04 
       4.910630883079e-02       1.527917593806e+04 
       5.033636495449e-02       1.498433683602e+04 
       5.171378278752e-02       1.464566931914e+04 
       5.325284205583e-02       1.425123496370e+04 
       5.496152099951e-02       1.378906206077e+04 
       5.683788842739e-02       1.325024032508e+04 
       5.886835772928e-02       1.263322958579e+04 
       6.102945540303e-02       1.194734421399e+04 
       6.329275809478e-02       1.121324367274e+04 
       6.563052083129e-02       1.045977924067e+04 
       6.801949839710e-02       9.718612495786e+03 
       7.044223268557e-02       9.018873428271e+03 
       7.288656914948e-02       8.383351232860e+03 
       7.534446341015e-02       7.826664870215e+03 
       7.781076295305e-02       7.355078778005e+03 
       8.028223511982e-02       6.967433750306e+03 
       8.275687761060e-02       6.656560963549e+03 
       8.523345985971e-02       6.410949629441e+03 
       8.771122909211e-02       6.216208323168e+03 
       9.018972601190e-02       6.056590681896e+03 
       9.266867073694e-02       5.916310513892e+03 
       9.514789275968e-02       5.780863758368e+03 
       9.762728814393e-02       5.638229832965e+03 
       1.001067934404e-01       5.479844263950e+03 
       1.025863698170e-01       5.301155900659e+03 
       1.050659934133e-01       5.101673414325e+03 
       1.072483128768e-01       4.911280863330e+03 
       1.075456494802e-01       4.884472744554e+03 
       1.100253288204e-01       4.655299774136e+03 
       1.125050256261e-01       4.421483889394e+03 
       1.149847361641e-01       4.190829562913e+03 
       1.174644579777e-01       3.970649192264e+03 
       1.199441893991e-01       3.767026421437e+03 
       1.224239292534e-01       3.584306020215e+03 
       1.249036766771e-01       3.424853111415e+03 
       1.273834310070e-01       3.289080814036e+03 
       1.298631917117e-01       3.175670913130e+03 
       1.323429583493e-01       3.081938594089e+03 
       1.348227305406e-01       3.004231381387e+03 
       1.373025079523e-01       2.938345616697e+03 
       1.397822902859e-01       2.879922577368e+03 
       1.422620772710e-01       2.825526388635e+03 
       1.447418686597e-01       2.770339041350e+03 
       1.472216642236e-01       2.711435309194e+03 
       1.497014637511e-01       2.646995815655e+03 
       1.521812670453e-01       2.576349506717e+03 
       1.546610739227e-01       2.499867671303e+03 
       1.571408842118e-01       2.418723189455e+03 
       1.596206977520e-01       2.334651766485e+03 
       1.621005143928e-01       2.249697630199e+03 
       1.645803339929e-01       2.165986321935e+03 
       1.670601564194e-01       2.085507217602e+03 
       1.695399815474e-01       2.009908886289e+03 
       1.720198092592e-01       1.940381295195e+03 
       1.744996394438e-01       1.877598719680e+03 
       1.769794719966e-01       1.821722900097e+03 
       1.794593068187e-01       1.772503928661e+03 
       1.819391438167e-01       1.729324965830e+03 
       1.844189829023e-01       1.691234345132e+03 
       1.868988239918e-01       1.657055143899e+03 
       1.893786670059e-01       1.625479063976e+03 
       1.918585118696e-01       1.595238993573e+03 
       1.943383585115e-01       1.565250244066e+03 
       1.968182068642e-01       1.534700547850e+03 
       1.992980568633e-01       1.503051640705e+03 
       2.017779084477e-01       1.470028208474e+03 
       2.042577615594e-01       1.435587845601e+03 
       2.067376161430e-01       1.399924695742e+03 
       2.092174721460e-01       1.363468319491e+03 
       2.116973295181e-01       1.326820015226e+03 
       2.141771882116e-01       1.290639853916e+03 
       2.166570481808e-01       1.255519363438e+03 
       2.191369093821e-01       1.221907171742e+03 
       2.216167717739e-01       1.190127696675e+03 
       2.240966353166e-01       1.160390834945e+03 
       2.265764999721e-01       1.132843892576e+03 
       2.290563657041e-01       1.107511903977e+03 
       2.315362324778e-01       1.084253121503e+03 
       2.340161002599e-01       1.062773847280e+03 
       2.364959690185e-01       1.042663847858e+03 
       2.389758387232e-01       1.023554175890e+03 
       2.414557093445e-01       1.005142708661e+03 
       2.439355808544e-01       9.871998310380e+02 
       2.464154532259e-01       9.695037935998e+02 
       2.488953264331e-01       9.518050822608e+02 
       2.513752004513e-01       9.338878280521e+02 
       2.538550752564e-01       9.156401760747e+02 
       2.563349508256e-01       8.971334110988e+02 
       2.588148271368e-01       8.785628411572e+02 
       2.612947041688e-01       8.601386974408e+02 
       2.637745819011e-01       8.419832069919e+02 
       2.662544603141e-01       8.241433387799e+02 
       2.687343393888e-01       8.066832999255e+02 
       2.712142191071e-01       7.897697201069e+02 
       2.736940994513e-01       7.736479522405e+02 
       2.761739804045e-01       7.585098213265e+02 
       2.786538619503e-01       7.443622770315e+02 
       2.811337440731e-01       7.310146680569e+02 
       2.836136267577e-01       7.182235375179e+02 
       2.860935099892e-01       7.058608108896e+02 
       2.885733937537e-01       6.939866037443e+02 
       2.910532780374e-01       6.827452375256e+02 
       2.935331628271e-01       6.721685379092e+02 
       2.960130481100e-01       6.620620674984e+02 
       2.984929338738e-01       6.520767502298e+02 
       3.009728201065e-01       6.418971030980e+02 
       3.034527067967e-01       6.314233303258e+02 
       3.059325939331e-01       6.207760907816e+02 
       3.084124815049e-01       6.101435036398e+02 
       3.108923695016e-01       5.996230572383e+02 
       3.133722579133e-01       5.892347384628e+02 
       3.158521467299e-01       5.790193280653e+02 
       3.183320359421e-01       5.690085745514e+02 
       3.208119255406e-01       5.592400474599e+02 
       3.232918155165e-01       5.497403398496e+02 
       3.257717058611e-01       5.405276840915e+02 
       3.282515965661e-01       5.316175314576e+02 
       3.307314876233e-01       5.230069164124e+02 
       3.332113790249e-01       5.146917444346e+02 
       3.356912707631e-01       5.066536845231e+02 
       3.381711628305e-01       4.988724606712e+02 
       3.406510552200e-01       4.913196153134e+02 
       3.431309479245e-01       4.839670046710e+02 
       3.456108409372e-01       4.767833015112e+02 
       3.480907342514e-01       4.697428245444e+02 
       3.505706278609e-01       4.628199106423e+02 
       3.530505217593e-01       4.559955519943e+02 
       3.555304159405e-01       4.492592294336e+02 
       3.580103103987e-01       4.426030858279e+02 
       3.604902051281e-01       4.360281814284e+02 
       3.629701001232e-01       4.295409859781e+02 
       3.654499953785e-01       4.231504897235e+02 
       3.679298908888e-01       4.168671838552e+02 
       3.704097866489e-01       4.107073729432e+02 
       3.728896826537e-01       4.046784952644e+02 
       3.753695788986e-01       3.987916239898e+02 
       3.778494753786e-01       3.930503627719e+02 
       3.803293720892e-01       3.874565248133e+02 
       3.828092690259e-01       3.820092444105e+02 
       3.852891661843e-01       3.767003888242e+02 
       3.877690635601e-01       3.715218370192e+02 
       3.902489611492e-01       3.664635098950e+02 
       3.927288589476e-01       3.615131577974e+02 
       3.952087569512e-01       3.566609549936e+02 
       3.976886551563e-01       3.518946171576e+02 
       4.001685535590e-01       3.472083850123e+02 
       4.026484521557e-01       3.425942152971e+02 
       4.051283509429e-01       3.380496424490e+02 
       4.076082499170e-01       3.335732220179e+02 
       4.100881490747e-01       3.291645821456e+02 
       4.125680484126e-01       3.248240181213e+02 
       4.150479479275e-01       3.205541658578e+02 
       4.175278476162e-01       3.163564530546e+02 
       4.200077474756e-01       3.122337942581e+02 
       4.224876475028e-01       3.081867971334e+02 
       4.249675476947e-01       3.042162838521e+02 
       4.274474480485e-01       3.003214038162e+02 
       4.299273485614e-01       2.965048772650e+02 
       4.324072492307e-01       2.927617229892e+02 
       4.348871500536e-01       2.890922140688e+02 
       4.373670510276e-01       2.854933366017e+02 
       4.398469521501e-01       2.819623997594e+02 
       4.423268534185e-01       2.784963384967e+02 
       4.448067548304e-01       2.750924738227e+02 
       4.472866563835e-01       2.717469188271e+02 
       4.497665580754e-01       2.684581314260e+02 
       4.522464599037e-01       2.652218967689e+02 
       4.547263618664e-01       2.620400983648e+02 
       4.572062639611e-01       2.589067590312e+02 
       4.596861661857e-01       2.558218222480e+02 
       4.621660685382e-01       2.527844752960e+02 
       4.646459710164e-01       2.497948546270e+02 
       4.671258736185e-01       2.468517568922e+02 
       4.696057763423e-01       2.439551341082e+02 
       4.720856791860e-01       2.411047652053e+02 
       4.745655821477e-01       2.383020941539e+02 
       4.770454852255e-01       2.355447444614e+02 
       4.795253884177e-01       2.328326602253e+02 
       4.820052917225e-01       2.301655275171e+02 
       4.844851951381e-01       2.275424249011e+02 
       4.869650986629e-01       2.249626508237e+02 
       4.894450022951e-01       2.224254642211e+02 
       4.919249060332e-01       2.199289569237e+02 
       4.944048098755e-01       2.174733175559e+02 
       4.968847138206e-01       2.150567457034e+02 
       4.993646178668e-01       2.126779046029e+02 
       5.018445220126e-01       2.103359734223e+02 
       5.043244262566e-01       2.080307320291e+02 
       5.068043305974e-01       2.057601186862e+02 
       5.092842350335e-01       2.035226595323e+02 
       5.117641395635e-01       2.013206106328e+02 
       5.142440441861e-01       1.991498215215e+02 
       5.167239488999e-01       1.970105551577e+02 
       5.192038537036e-01       1.949029610484e+02 
       5.216837585959e-01       1.928252638914e+02 
       5.241636635757e-01       1.907784609489e+02 
       5.266435686415e-01       1.887611046757e+02 
       5.291234737923e-01       1.867730134682e+02 
       5.316033790269e-01       1.848136120234e+02 
       5.340832843439e-01       1.828846917119e+02 
       5.365631897424e-01       1.809840537233e+02 
       5.390430952212e-01       1.791110285899e+02 
       5.415230007792e-01       1.772661868085e+02 
       5.440029064153e-01       1.754479082140e+02 
       5.464828121284e-01       1.736573099382e+02 
       5.489627179175e-01       1.718920105729e+02 
       5.514426237815e-01       1.701525274297e+02 
       5.539225297195e-01       1.684374077108e+02 
       5.564024357305e-01       1.667467222852e+02 
       5.588823418134e-01       1.650792687315e+02 
       5.613622479674e-01       1.634342698590e+02 
       5.638421541915e-01       1.618132629088e+02 
       5.663220604847e-01       1.602130876245e+02 
       5.688019668462e-01       1.586344014974e+02 
       5.712818732750e-01       1.570773280113e+02 
       5.737617797704e-01       1.555414826816e+02 
       5.762416863314e-01       1.540267657388e+02 
       5.787215929571e-01       1.525316029345e+02 
       5.812014996469e-01       1.510576792652e+02 
       5.836814063998e-01       1.496036965469e+02 
       5.861613132150e-01       1.481689544037e+02 
       5.886412200917e-01       1.467541961434e+02 
       5.911211270292e-01       1.453585913747e+02 
       5.936010340268e-01       1.439815371271e+02 
       5.960809410836e-01       1.426232557571e+02 
       5.985608481989e-01       1.412828687489e+02 
       6.010407553720e-01       1.399600939963e+02 
       6.035206626022e-01       1.386542785673e+02 
       6.060005698888e-01       1.373651564668e+02 
       6.084804772310e-01       1.360919772487e+02 
       6.109603846283e-01       1.348366861402e+02 
       6.134402920799e-01       1.335962541352e+02 
       6.159201995852e-01       1.323716132365e+02 
