# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.0192e-06 to 20.5861 h/Mpc,
# number of wavenumbers equal to 855
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       9.019201454174e-06      -1.300937590672e-03      -9.762233477292e-04      -9.762233718318e-04      -1.302097829153e-03      -1.301233895222e-03      -9.763331835905e-04       4.322404517872e-01       4.321045355342e-01 
       2.013437232318e-05      -6.469513162678e-03      -4.865040927859e-03      -4.865041526271e-03      -6.474984654066e-03      -6.476860754329e-03      -4.865584255997e-03       4.322367879513e-01       4.321012904479e-01 
       3.127867019624e-05      -1.555450550932e-02      -1.174091878439e-02      -1.174092226723e-02      -1.556639018529e-02      -1.559717756241e-02      -1.174221280845e-02       4.322303177180e-01       4.320955577658e-01 
       4.247440903451e-05      -2.852699170293e-02      -2.164977164794e-02      -2.164978347855e-02      -2.854542297199e-02      -2.867148452916e-02      -2.165211225492e-02       4.322210065922e-01       4.320873042935e-01 
       5.374417827534e-05      -4.534874595996e-02      -3.466190596898e-02      -3.466193625480e-02      -4.537099862083e-02      -4.571710726277e-02      -3.466555819593e-02       4.322088017841e-01       4.320764791357e-01 
       6.511099296095e-05      -6.597013409462e-02      -5.087295506715e-02      -5.087302020025e-02      -6.598968268726e-02      -6.675824011442e-02      -5.087814269889e-02       4.321936320275e-01       4.320630136345e-01 
       7.659844748270e-05      -9.032728612418e-02      -7.040519639912e-02      -7.040532090358e-02      -9.033279464973e-02      -9.182438333957e-02      -7.041209038289e-02       4.321754059693e-01       4.320468196797e-01 
       8.823087449441e-05      -1.183384877456e-01      -9.340927716902e-02      -9.340949582024e-02      -1.183127137234e-01      -1.209482959237e-01      -9.341798250911e-02       4.321540123270e-01       4.320277897617e-01 
       1.000335105604e-04      -1.498997173432e-01      -1.200663826179e-01      -1.200667429090e-01      -1.498183139696e-01      -1.541633604770e-01      -1.200769233841e-01       4.321293181245e-01       4.320057950508e-01 
       1.120326701213e-04      -1.848792432305e-01      -1.505908914874e-01      -1.505914565283e-01      -1.847094473387e-01      -1.915002288480e-01      -1.506031935346e-01       4.321011678512e-01       4.319806843633e-01 
       1.242559293744e-04      -2.231111953893e-01      -1.852335730759e-01      -1.852344250280e-01      -2.228103892774e-01      -2.329825836439e-01      -1.852474440370e-01       4.320693818671e-01       4.319522823298e-01 
       1.367323216761e-04      -2.643880241845e-01      -2.242853921436e-01      -2.242866363150e-01      -2.639021668218e-01      -2.786218130774e-01      -2.243004982191e-01       4.320337546678e-01       4.319203873632e-01 
       1.494925460608e-04      -3.084517830262e-01      -2.680820010802e-01      -2.680837708378e-01      -3.077137058892e-01      -3.284103529984e-01      -2.680978401208e-01       4.319940533367e-01       4.318847697447e-01 
       1.625691904350e-04      -3.549841793930e-01      -3.170090125667e-01      -3.170114752095e-01      -3.539117730089e-01      -3.823134000596e-01      -3.170248828772e-01       4.319500152086e-01       4.318451688241e-01 
       1.759969709228e-04      -4.035954430358e-01      -3.715081629228e-01      -3.715115267711e-01      -4.020897486803e-01      -4.402586459826e-01      -3.715231272706e-01       4.319013457099e-01       4.318012903146e-01 
       1.898129886899e-04      -4.538121234987e-01      -4.320844936463e-01      -4.320890166075e-01      -4.517553741110e-01      -5.021236246865e-01      -4.320973379408e-01       4.318477157745e-01       4.317528030344e-01 
       2.040570053356e-04      -5.050640097850e-01      -4.993146993215e-01      -4.993206990974e-01      -5.023177676993e-01      -5.677202067805e-01      -4.993238853511e-01       4.317887594445e-01       4.316993356921e-01 
       2.187717375774e-04      -5.566708325165e-01      -5.738568097580e-01      -5.738646763114e-01      -5.530742382558e-01      -6.367757239764e-01      -5.738604218528e-01       4.317240706662e-01       4.316404727327e-01 
       2.340031714211e-04      -6.078293505635e-01      -6.564613993754e-01      -6.564716099371e-01      -6.031977426746e-01      -7.089101745491e-01      -6.564570847056e-01       4.316532003246e-01       4.315757502366e-01 
