# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_crit           16:gr.fac. D             17:gr.fac. f          
       3.749242404956e+09       5.377590169585e-17       1.236332755070e-04       3.032551904875e+13       1.419311593481e+04       3.785595701218e-06       5.321343213545e+13       7.137970157722e-05       5.436922642904e+26       1.311073857600e+20       6.937938278357e+20       3.759440163844e+26       1.253146721281e+26       3.667546103802e-08       9.196371055761e+26       1.152933992440e-04       9.812328636319e-02 
       3.723180143901e+09       5.453139922583e-17       1.244987088285e-04       2.990537848101e+13       1.419311593395e+04       3.812094870935e-06       5.284352743955e+13       7.187935935346e-05       5.287316055306e+26       1.283922312039e+20       6.794257778458e+20       3.655992487441e+26       1.218664162480e+26       3.667546103802e-08       8.943316620926e+26       1.153723141374e-04       9.805617894655e-02 
       3.697299050500e+09       5.529751073822e-17       1.253701993846e-04       2.949105869134e+13       1.419311593307e+04       3.838779534838e-06       5.247619407718e+13       7.238251473224e-05       5.141826158805e+26       1.257333058542e+20       6.653552814693e+20       3.555391357672e+26       1.185130452557e+26       3.667546103802e-08       8.697225427363e+26       1.154512290382e-04       9.798916333431e-02 
       3.671597865394e+09       5.607438534882e-17       1.262477908313e-04       2.908247903659e+13       1.419311593220e+04       3.865650991386e-06       5.211141417414e+13       7.288919219676e-05       5.000339675332e+26       1.231294452382e+20       6.515761765511e+20       3.457558446751e+26       1.152519482250e+26       3.667546103802e-08       8.457905869139e+26       1.155301439463e-04       9.792223933887e-02 
       3.646075337980e+09       5.686217426832e-17       1.271315250051e-04       2.867955999087e+13       1.419311593131e+04       3.892710548127e-06       5.174916998045e+13       7.339941640158e-05       4.862746443863e+26       1.205795089985e+20       6.380824285505e+20       3.362417582216e+26       1.120805860739e+26       3.667546103802e-08       8.225171612698e+26       1.156090588620e-04       9.785540677309e-02 
       3.620730226348e+09       5.766103083181e-17       1.280214455619e-04       2.828222313006e+13       1.419311593042e+04       3.919959521762e-06       5.138944386954e+13       7.391321217386e-05       4.728939334651e+26       1.180823803940e+20       6.248681278985e+20       3.269894687626e+26       1.089964895875e+26       3.667546103802e-08       7.998841451782e+26       1.156879737851e-04       9.778866545040e-02 
       3.595561297219e+09       5.847111052857e-17       1.289175943384e-04       2.789039111656e+13       1.419311592953e+04       3.947399238209e-06       5.103221833735e+13       7.443060451454e-05       4.598814165815e+26       1.156369658105e+20       6.119274874100e+20       3.179917724889e+26       1.059972574963e+26       3.667546103802e-08       7.778739166348e+26       1.157668887159e-04       9.772201518470e-02 
       3.570567325890e+09       5.929257103233e-17       1.298200168094e-04       2.750398768425e+13       1.419311592862e+04       3.975031032669e-06       5.067747600151e+13       7.495161859958e-05       4.472269622223e+26       1.132421942820e+20       5.992548397485e+20       3.092416638163e+26       1.030805546054e+26       3.667546103802e-08       7.564693385356e+26       1.158458036543e-04       9.765545579043e-02 
       3.545747096169e+09       6.012557223201e-17       1.307287584495e-04       2.712293762362e+13       1.419311592772e+04       4.002856249688e-06       5.032519960048e+13       7.547627978115e-05       4.349207176608e+26       1.108970170215e+20       5.868446349450e+20       3.007323299322e+26       1.002441099774e+26       3.667546103802e-08       7.356537453347e+26       1.159247186004e-04       9.758898708253e-02 
       3.521099400319e+09       6.097027626277e-17       1.316438592767e-04       2.674716676712e+13       1.419311592680e+04       4.030876243222e-06       4.997537199271e+13       7.600461358890e-05       4.229531012858e+26       1.086004069617e+20       5.746914379669e+20       2.924571454904e+26       9.748571516348e+25       3.667546103802e-08       7.154109300681e+26       1.160036335543e-04       9.752260887644e-02 
       3.496623038998e+09       6.182684753763e-17       1.325653647655e-04       2.637660197477e+13       1.419311592588e+04       4.059092376708e-06       4.962797615579e+13       7.653664573120e-05       4.113147951409e+26       1.063513583053e+20       5.627899263376e+20       2.844096674530e+26       9.480322248433e+25       3.667546103802e-08       6.957251317352e+26       1.160825485160e-04       9.745632098811e-02 
       3.472316821202e+09       6.269545277946e-17       1.334933222097e-04       2.601117111988e+13       1.419311592495e+04       4.087506023126e-06       4.928299518567e+13       7.707240209634e-05       3.999967376701e+26       1.041488860845e+20       5.511348878062e+20       2.765836300736e+26       9.219454335786e+25       3.667546103802e-08       6.765810230275e+26       1.161614634855e-04       9.739012323401e-02 
       3.448179564205e+09       6.357626105338e-17       1.344277752651e-04       2.565080307504e+13       1.419311592402e+04       4.116118565065e-06       4.894041229577e+13       7.761190875386e-05       3.889901166620e+26       1.019920257294e+20       5.397212180639e+20       2.689729400190e+26       8.965764667299e+25       3.667546103802e-08       6.579636983943e+26       1.162403784631e-04       9.732401543108e-02 
       3.424210093502e+09       6.446944379973e-17       1.353687694063e-04       2.529542769825e+13       1.419311592308e+04       4.144931394795e-06       4.860021081623e+13       7.815519195577e-05       3.782863623890e+26       9.987983264607e+19       5.285439185094e+20       2.615716716249e+26       8.719055720829e+25       3.667546103802e-08       6.398586624376e+26       1.163192934486e-04       9.725799739679e-02 
       3.400407242755e+09       6.537517486742e-17       1.363163519272e-04       2.494497581932e+13       1.419311592213e+04       4.173945914330e-06       4.826237419306e+13       7.870227813786e-05       3.678771409346e+26       9.781138180221e+19       5.175980940593e+20       2.543740622822e+26       8.479135409407e+25       3.667546103802e-08       6.222518186263e+26       1.163982084422e-04       9.719206894909e-02 
       3.376769853731e+09       6.629363054775e-17       1.372705646645e-04       2.459937922631e+13       1.419311592117e+04       4.203163535498e-06       4.792688598732e+13       7.925319392096e-05       3.577543477050e+26       9.578576732259e+19       5.068789510042e+20       2.473745079502e+26       8.245816931675e+25       3.667546103802e-08       6.051294583200e+26       1.164771234440e-04       9.712622990644e-02 
       3.353296776249e+09       6.722498960872e-17       1.382314585499e-04       2.425857065237e+13       1.419311592021e+04       4.232585680011e-06       4.759372987438e+13       7.980796611223e-05       3.479101011186e+26       9.380210209205e+19       4.963817949099e+20       2.405675587935e+26       8.018918626449e+25       3.667546103802e-08       5.884782500960e+26       1.165560384539e-04       9.706048008780e-02 
       3.329986868124e+09       6.816943332987e-17       1.391990790580e-04       2.392248376255e+13       1.419311591925e+04       4.262213779533e-06       4.726288964305e+13       8.036662170651e-05       3.383367364696e+26       9.185951736704e+19       4.861020285607e+20       2.339479149382e+26       7.798263831274e+25       3.667546103802e-08       5.722852293694e+26       1.166349534721e-04       9.699481931260e-02 
       3.306838995111e+09       6.912714553753e-17       1.401734716637e-04       2.359105314094e+13       1.419311591827e+04       4.292049275748e-06       4.693434919486e+13       8.092918788758e-05       3.290267999602e+26       8.995716239518e+19       4.760351499468e+20       2.275104223463e+26       7.583680744876e+25       3.667546103802e-08       5.565377882988e+26       1.167138684986e-04       9.692924740079e-02 
       3.283852030847e+09       7.009831264058e-17       1.411546872987e-04       2.326421427794e+13       1.419311591729e+04       4.322093620433e-06       4.660809254323e+13       8.149569202951e-05       3.199730428969e+26       8.809420404264e+19       4.661767502921e+20       2.212500688020e+26       7.375002293401e+25       3.667546103802e-08       5.412236659699e+26       1.167927835335e-04       9.686376417279e-02 
       3.261024856801e+09       7.108312366678e-17       1.421427696187e-04       2.294190355767e+13       1.419311591630e+04       4.352348275527e-06       4.628410381272e+13       8.206616169801e-05       3.111684160471e+26       8.626982642929e+19       4.565225121236e+20       2.151619800098e+26       7.172066000326e+25       3.667546103802e-08       5.263309388492e+26       1.168716985768e-04       9.679836944953e-02 
       3.238356362218e+09       7.208177029953e-17       1.431377677363e-04       2.262405824561e+13       1.419311591531e+04       4.382814713203e-06       4.596236723822e+13       8.264062465172e-05       3.026060641504e+26       8.448323057140e+19       4.470682073805e+20       2.092414157988e+26       6.974713859958e+25       3.667546103802e-08       5.118480115005e+26       1.169506136287e-04       9.673306305240e-02 
       3.215845444062e+09       7.309444691520e-17       1.441397325834e-04       2.231061647639e+13       1.419311591430e+04       4.413494415940e-06       4.564286716425e+13       8.321910884360e-05       2.942793205808e+26       8.273363403170e+19       4.378096955628e+20       2.034837664324e+26       6.782792214415e+25       3.667546103802e-08       4.977636075565e+26       1.170295286891e-04       9.666784480330e-02 
       3.193491006965e+09       7.412135062093e-17       1.451487096347e-04       2.200151724175e+13       1.419311591330e+04       4.444388876592e-06       4.532558804411e+13       8.380164242228e-05       2.861817021566e+26       8.102027057670e+19       4.287429219175e+20       1.978845490194e+26       6.596151633981e+25       3.667546103802e-08       4.840667609392e+26       1.171084437582e-04       9.660271452461e-02 
       3.171291963175e+09       7.516268129304e-17       1.461647516408e-04       2.169670037866e+13       1.419311591228e+04       4.475499598465e-06       4.501051443921e+13       8.438825373344e-05       2.783069040922e+26       7.934238984118e+19       4.198639156632e+20       1.924394040229e+26       6.414646800765e+25       3.667546103802e-08       4.707468073215e+26       1.171873588360e-04       9.653767203919e-02 
       3.149247232499e+09       7.621864161589e-17       1.471879040764e-04       2.139610655760e+13       1.419311591126e+04       4.506828095388e-06       4.469763101826e+13       8.497897132117e-05       2.706487950896e+26       7.769925699949e+19       4.111687882509e+20       1.871440918667e+26       6.238136395557e+25       3.667546103802e-08       4.577933758244e+26       1.172662739226e-04       9.647271717037e-02 
       3.127355742256e+09       7.728943712138e-17       1.482182196924e-04       2.109967727104e+13       1.419311591023e+04       4.538375891785e-06       4.438692255654e+13       8.557382392937e-05       2.632014125642e+26       7.609015244381e+19       4.026537316612e+20       1.819944896339e+26       6.066482987796e+25       3.667546103802e-08       4.451963809419e+26       1.173451890180e-04       9.640784974197e-02 
       3.105616427217e+09       7.837527622889e-17       1.492557457823e-04       2.080735482200e+13       1.419311590919e+04       4.570144522753e-06       4.407837393517e+13       8.617284050314e-05       2.559589580024e+26       7.451437146894e+19       3.943150167364e+20       1.769865878570e+26       5.899552928566e+25       3.667546103802e-08       4.329460146888e+26       1.174241041223e-04       9.634306957830e-02 
       3.084028229562e+09       7.947637028591e-17       1.503005369159e-04       2.051908231290e+13       1.419311590814e+04       4.602135534134e-06       4.377197014036e+13       8.677605019020e-05       2.489157924473e+26       7.297122396371e+19       3.861489915475e+20       1.721164873962e+26       5.737216246540e+25       3.667546103802e-08       4.210327389637e+26       1.175030192356e-04       9.627837650413e-02 
       3.062590098823e+09       8.059293360914e-17       1.513526403869e-04       2.023480363441e+13       1.419311590709e+04       4.634350482591e-06       4.346769626270e+13       8.738348234231e-05       2.420664321077e+26       7.146003410872e+19       3.781520797945e+20       1.673803964034e+26       5.579346546781e+25       3.667546103802e-08       4.094472781233e+26       1.175819343580e-04       9.621377034470e-02 
       3.041300991832e+09       8.172518352620e-17       1.524121071270e-04       1.995446345457e+13       1.419311590603e+04       4.666790935683e-06       4.316553749640e+13       8.799516651669e-05       2.354055440887e+26       6.998014008038e+19       3.703207792407e+20       1.627746273701e+26       5.425820912336e+25       3.667546103802e-08       3.981806117597e+26       1.176608494895e-04       9.614925092575e-02 
       3.020159872675e+09       8.287334041796e-17       1.534789917059e-04       1.967800720800e+13       1.419311590497e+04       4.699458471943e-06       4.286547913860e+13       8.861113247746e-05       2.289279422395e+26       6.853089376110e+19       3.626516601785e+20       1.582955942558e+26       5.276519808527e+25       3.667546103802e-08       3.872239676779e+26       1.177397646302e-04       9.608481807345e-02 
       2.999165712639e+09       8.403762776142e-17       1.545533450553e-04       1.940538108529e+13       1.419311590389e+04       4.732354680952e-06       4.256750658866e+13       8.923141019707e-05       2.226285831155e+26       6.711166045536e+19       3.551413639273e+20       1.539398096967e+26       5.131326989889e+25       3.667546103802e-08       3.765688150652e+26       1.178186797802e-04       9.602047161449e-02 
       2.978317490160e+09       8.521827217320e-17       1.556352181069e-04       1.913653202253e+13       1.419311590281e+04       4.765481163421e-06       4.227160534740e+13       8.985602985779e-05       2.165025620514e+26       6.572181861185e+19       3.477866013629e+20       1.497038822896e+26       4.990129409653e+25       3.667546103802e-08       3.662068578494e+26       1.178975949394e-04       9.595621137599e-02 
       2.957614190777e+09       8.641550345365e-17       1.567246636114e-04       1.887140769098e+13       1.419311590172e+04       4.798839531262e-06       4.197776101646e+13       9.048502185319e-05       2.105451093423e+26       6.436075955117e+19       3.405841514769e+20       1.455845139521e+26       4.852817131737e+25       3.667546103802e-08       3.561300282393e+26       1.179765101081e-04       9.589203718555e-02 
       2.937054807079e+09       8.762955463160e-17       1.578217361384e-04       1.860995648688e+13       1.419311590062e+04       4.832431407674e-06       4.168595929755e+13       9.111841678955e-05       2.047515865306e+26       6.302788719933e+19       3.335308599660e+20       1.415784973543e+26       4.719283245143e+25       3.667546103802e-08       3.463304804436e+26       1.180554252863e-04       9.582794887124e-02 
       2.916638338661e+09       8.886066200968e-17       1.589264884387e-04       1.835212752140e+13       1.419311589952e+04       4.866258427217e-06       4.139618599178e+13       9.175624548742e-05       1.991174827937e+26       6.172261782666e+19       3.266236378505e+20       1.376827134216e+26       4.589423780719e+25       3.667546103802e-08       3.368005845616e+26       1.181343404740e-04       9.576394626159e-02 
       2.896363792068e+09       9.010906521035e-17       1.600389732630e-04       1.809787061073e+13       1.419311589841e+04       4.900322235892e-06       4.110842699896e+13       9.239853898309e-05       1.936384114327e+26       6.044437979217e+19       3.198594601218e+20       1.338941289064e+26       4.463137630212e+25       3.667546103802e-08       3.275329206429e+26       1.182132556714e-04       9.570002918560e-02 
       2.876230180755e+09       9.137500722251e-17       1.611592451809e-04       1.784713626636e+13       1.419311589729e+04       4.934624491224e-06       4.082266831692e+13       9.304532853010e-05       1.883101064561e+26       5.919261329324e+19       3.132353644172e+20       1.302097940261e+26       4.340326467538e+25       3.667546103802e-08       3.185202729102e+26       1.182921708785e-04       9.563619747271e-02 
       2.856236525032e+09       9.265873444882e-17       1.622873605811e-04       1.759987568539e+13       1.419311589616e+04       4.969166862338e-06       4.053889604081e+13       9.369664560077e-05       1.831284192590e+26       5.796677012037e+19       3.067484497228e+20       1.266268401670e+26       4.220894672233e+25       3.667546103802e-08       3.097556241412e+26       1.183710860953e-04       9.557245095284e-02 
       2.836381852020e+09       9.396049675365e-17       1.634233722143e-04       1.735604074104e+13       1.419311589502e+04       5.003951030046e-06       4.025709636245e+13       9.435252188771e-05       1.780893153926e+26       5.676631341720e+19       3.003958751031e+20       1.231424776500e+26       4.104749254999e+25       3.667546103802e-08       3.012321502048e+26       1.184500013220e-04       9.550878945637e-02 
       2.816665195603e+09       9.528054751169e-17       1.645673346502e-04       1.711558397333e+13       1.419311589388e+04       5.038978686922e-06       3.997725556963e+13       9.501298930540e-05       1.731888714233e+26       5.559071744531e+19       2.941748584563e+20       1.197539935591e+26       3.991799785303e+25       3.667546103802e-08       2.929432147480e+26       1.185289165586e-04       9.544521281411e-02 
       2.797085596380e+09       9.661914365731e-17       1.657193060964e-04       1.687845857977e+13       1.419311589273e+04       5.074251537393e-06       3.969936004549e+13       9.567807999171e-05       1.684232718776e+26       5.443946735402e+19       2.880826752966e+20       1.164587496291e+26       3.881958320970e+25       3.667546103802e-08       2.848823640289e+26       1.186078318052e-04       9.538172085737e-02 
       2.777642101621e+09       9.797654573455e-17       1.668793411227e-04       1.664461840631e+13       1.419311589157e+04       5.109771297812e-06       3.942339626779e+13       9.634782630946e-05       1.637888062716e+26       5.331205895487e+19       2.821166575605e+20       1.132541801913e+26       3.775139339710e+25       3.667546103802e-08       2.770433218917e+26       1.186867470619e-04       9.531831341786e-02 
       2.758333765216e+09       9.935301794782e-17       1.680474961177e-04       1.641401793834e+13       1.419311589040e+04       5.145539696549e-06       3.914935080831e+13       9.702226084804e-05       1.592818662220e+26       5.220799850088e+19       2.762741924385e+20       1.101377901759e+26       3.671259672530e+25       3.667546103802e-08       2.694199848800e+26       1.187656623287e-04       9.525499032779e-02 
       2.739159647635e+09       1.007488282133e-16       1.692238274700e-04       1.618661229181e+13       1.419311588922e+04       5.181558474072e-06       3.887721033216e+13       9.770141642493e-05       1.548989426363e+26       5.112680247022e+19       2.705527212308e+20       1.071071531694e+26       3.570238438981e+25       3.667546103802e-08       2.620064174852e+26       1.188445776058e-04       9.519175141979e-02 
       2.720118815876e+09       1.021642482113e-16       1.704083933873e-04       1.596235720451e+13       1.419311588804e+04       5.217829383033e-06       3.860696159715e+13       9.838532608737e-05       1.506366229813e+26       5.006799735455e+19       2.649497382266e+20       1.041599095254e+26       3.471996984181e+25       3.667546103802e-08       2.547968475244e+26       1.189234928932e-04       9.512859652696e-02 
       2.701210343424e+09       1.035995534387e-16       1.716012520774e-04       1.574120902748e+13       1.419311588684e+04       5.254354188351e-06       3.833859145315e+13       9.907402311389e-05       1.464915886255e+26       4.903111945158e+19       2.594627896071e+20       1.012937645274e+26       3.376458817579e+25       3.667546103802e-08       2.477856616467e+26       1.190024081909e-04       9.506552548282e-02 
       2.682433310205e+09       1.050550232629e-16       1.728024617478e-04       1.552312471645e+13       1.419311588564e+04       5.291134667302e-06       3.807208684144e+13       9.976754101600e-05       1.424606122554e+26       4.801571466200e+19       2.540894723704e+20       9.850648660190e+25       3.283549553397e+25       3.667546103802e-08       2.409674009625e+26       1.190813234992e-04       9.500253812137e-02 
       2.663786802539e+09       1.065309409764e-16       1.740120769682e-04       1.530806182354e+13       1.419311588443e+04       5.328172609600e-06       3.780743479405e+13       1.004659135398e-04       1.385405553630e+26       4.702133829065e+19       2.488274332794e+20       9.579590558139e+25       3.193196852713e+25       3.667546103802e-08       2.343367567932e+26       1.191602388180e-04       9.493963427703e-02 
       2.645269913100e+09       1.080275938512e-16       1.752301614033e-04       1.509597848892e+13       1.419311588321e+04       5.365469817490e-06       3.754462243320e+13       1.011691746675e-04       1.347283658017e+26       4.604755485173e+19       2.436743678311e+20       9.315991101419e+25       3.105330367140e+25       3.667546103802e-08       2.278885665378e+26       1.192391541474e-04       9.487681378468e-02 
       2.626881740866e+09       1.095452731957e-16       1.764567732607e-04       1.488683343272e+13       1.419311588199e+04       5.403028105829e-06       3.728363697058e+13       1.018773586194e-04       1.310210754102e+26       4.509393787806e+19       2.386280192474e+20       9.059645052152e+25       3.019881684051e+25       3.667546103802e-08       2.216178096537e+26       1.193180694876e-04       9.481407647963e-02 
       2.608621391080e+09       1.110842744104e-16       1.776919689291e-04       1.468058594700e+13       1.419311588075e+04       5.440849302181e-06       3.702446570680e+13       1.025904998552e-04       1.274157977015e+26       4.416006973438e+19       2.336861774866e+20       8.810352819942e+25       2.936784273314e+25       3.667546103802e-08       2.155196037472e+26       1.193969848386e-04       9.475142219764e-02 
       2.590487975206e+09       1.126448970463e-16       1.789358138922e-04       1.447719588775e+13       1.419311587951e+04       5.478935246902e-06       3.676709603076e+13       1.033086330757e-04       1.239097256153e+26       4.324554143437e+19       2.288466782757e+20       8.567920306480e+25       2.855973435493e+25       3.667546103802e-08       2.095892007723e+26       1.194759002004e-04       9.468885077490e-02 
       2.572480610882e+09       1.142274448625e-16       1.801883627195e-04       1.427662366717e+13       1.419311587826e+04       5.517287793230e-06       3.651151541900e+13       1.040317932249e-04       1.205001293326e+26       4.234995246158e+19       2.241074021625e+20       8.332158754414e+25       2.777386251471e+25       3.667546103802e-08       2.038219833341e+26       1.195548155732e-04       9.462636204804e-02 
       2.554598421881e+09       1.158322258857e-16       1.814496808947e-04       1.407883024592e+13       1.419311587699e+04       5.555908807377e-06       3.625771143513e+13       1.047600154911e-04       1.171843541503e+26       4.147291059402e+19       2.194662735873e+20       8.102884600388e+25       2.700961533463e+25       3.667546103802e-08       1.982134610934e+26       1.196337309570e-04       9.456395585413e-02 
       2.536840538066e+09       1.174595524701e-16       1.827198284445e-04       1.388377712550e+13       1.419311587572e+04       5.594800168618e-06       3.600567172920e+13       1.054933353092e-04       1.139598184141e+26       4.061403173237e+19       2.149212599741e+20       7.879919332117e+25       2.626639777372e+25       3.667546103802e-08       1.927592672706e+26       1.197126463520e-04       9.450163203067e-02 
       2.519206095351e+09       1.191097413582e-16       1.839988672145e-04       1.369142634081e+13       1.419311587445e+04       5.633963769382e-06       3.575538403712e+13       1.062317883619e-04       1.108240115085e+26       3.977293973178e+19       2.104703708402e+20       7.663089349399e+25       2.554363116466e+25       3.667546103802e-08       1.874551552458e+26       1.197915617582e-04       9.443939041561e-02 
       2.501694235653e+09       1.207831137422e-16       1.852868590504e-04       1.350174045272e+13       1.419311587316e+04       5.673401515344e-06       3.550683618003e+13       1.069754105819e-04       1.077744919021e+26       3.894926623713e+19       2.061116569246e+20       7.452225828950e+25       2.484075276317e+25       3.667546103802e-08       1.822969952525e+26       1.198704771757e-04       9.437723084731e-02 
       2.484304106857e+09       1.224799953270e-16       1.865838657977e-04       1.331468254079e+13       1.419311587186e+04       5.713115325523e-06       3.526001606376e+13       1.077242381532e-04       1.048088852464e+26       3.814265052170e+19       2.018432093345e+20       7.247164592959e+25       2.415721530986e+25       3.667546103802e-08       1.772807711619e+26       1.199493926046e-04       9.431515316458e-02 
       2.467034862770e+09       1.242007163932e-16       1.878899529402e-04       1.313021619609e+13       1.419311587055e+04       5.753107132367e-06       3.501491167819e+13       1.084783075133e-04       1.019248825276e+26       3.735273932923e+19       1.976631587089e+20       7.047745981259e+25       2.349248660420e+25       3.667546103802e-08       1.724025773561e+26       1.200283080450e-04       9.425315720664e-02 
       2.449885663081e+09       1.259456118613e-16       1.892051823233e-04       1.294830551413e+13       1.419311586924e+04       5.793378881853e-06       3.477151109669e+13       1.092376553546e-04       9.912023826835e+25       3.657918671916e+19       1.935696744001e+20       6.853814727016e+25       2.284604909005e+25       3.667546103802e-08       1.676586156874e+26       1.201072234970e-04       9.419124281315e-02 
       2.432855673320e+09       1.277150213576e-16       1.905296176119e-04       1.276891508784e+13       1.419311586792e+04       5.833932533579e-06       3.452980247553e+13       1.100023186263e-04       9.639276877956e+25       3.582165391516e+19       1.895609636722e+20       6.665219835838e+25       2.221739945279e+25       3.667546103802e-08       1.630451925206e+26       1.201861389606e-04       9.412940982420e-02 
       2.415944064818e+09       1.295092892793e-16       1.918633242894e-04       1.259201000069e+13       1.419311586658e+04       5.874770060861e-06       3.428977405333e+13       1.107723345366e-04       9.374035046032e+25       3.507980915674e+19       1.856352709157e+20       6.481814468214e+25       2.160604822738e+25       3.667546103802e-08       1.585587158575e+26       1.202650544359e-04       9.406765808029e-02 
       2.399150014667e+09       1.313287648622e-16       1.932063678396e-04       1.241755581990e+13       1.419311586524e+04       5.915893450827e-06       3.405141415045e+13       1.115477405537e-04       9.116091814434e+25       3.435332755398e+19       1.817908768786e+20       6.303455825181e+25       2.101151941727e+25       3.667546103802e-08       1.541956925404e+26       1.203439699231e-04       9.400598742237e-02 
       2.382472705680e+09       1.331738022487e-16       1.945588119270e-04       1.224551858973e+13       1.419311586389e+04       5.957304704517e-06       3.381471116845e+13       1.123285744084e-04       8.865246349205e+25       3.364189094524e+19       1.780260979138e+20       6.130005037145e+25       2.043335012382e+25       3.667546103802e-08       1.499527255315e+26       1.204228854223e-04       9.394439769179e-02 
       2.365911326347e+09       1.350447605564e-16       1.959207238542e-04       1.207586482489e+13       1.419311586252e+04       5.999005836976e-06       3.357965358950e+13       1.131148740954e-04       8.621303342690e+25       3.294518775779e+19       1.743392852413e+20       5.961327055754e+25       1.987109018585e+25       3.667546103802e-08       1.458265112689e+26       1.205018009334e-04       9.388288873033e-02 
       2.349465070804e+09       1.369420039480e-16       1.972921672859e-04       1.190856150398e+13       1.419311586115e+04       6.040998877355e-06       3.334622997584e+13       1.139066778756e-04       8.384072861473e+25       3.226291287141e+19       1.707288242263e+20       5.797290548754e+25       1.932430182918e+25       3.667546103802e-08       1.418138370940e+26       1.205807164567e-04       9.382146038019e-02 
       2.333133138784e+09       1.388659017025e-16       1.986732131627e-04       1.174357606311e+13       1.419311585977e+04       6.083285869011e-06       3.311442896923e+13       1.147040242775e-04       8.153370198492e+25       3.159476748472e+19       1.671931336724e+20       5.637767797727e+25       1.879255932576e+25       3.667546103802e-08       1.379115787501e+26       1.206596319921e-04       9.376011248398e-02 
       2.316914735587e+09       1.408168282868e-16       2.000639251492e-04       1.158087638955e+13       1.419311585838e+04       6.125868869601e-06       3.288423929037e+13       1.155069520993e-04       7.929015729231e+25       3.094045898434e+19       1.637306651285e+20       5.482634598659e+25       1.827544866220e+25       3.667546103802e-08       1.341166979500e+26       1.207385475399e-04       9.369884488474e-02 
       2.300809072035e+09       1.427951634288e-16       2.014643705479e-04       1.142043081545e+13       1.419311585698e+04       6.168749951189e-06       3.265564973838e+13       1.163155004110e-04       7.710834771857e+25       3.029970081673e+19       1.603399022112e+20       5.331770165227e+25       1.777256721742e+25       3.667546103802e-08       1.304262400104e+26       1.208174631000e-04       9.363765742592e-02 
       2.284815364436e+09       1.448012921912e-16       2.028746221185e-04       1.126220811171e+13       1.419311585557e+04       6.211931200340e-06       3.242864919022e+13       1.171297085560e-04       7.498657451221e+25       2.967221236271e+19       1.570193599403e+20       5.185057034758e+25       1.728352344919e+25       3.667546103802e-08       1.268373315514e+26       1.208963786727e-04       9.357654995138e-02 
       2.268932834547e+09       1.468356050461e-16       2.042947435257e-04       1.110617748188e+13       1.419311585415e+04       6.255414718229e-06       3.220322660020e+13       1.179496161529e-04       7.292318566591e+25       2.905771881455e+19       1.537675840889e+20       5.042380976777e+25       1.680793658926e+25       3.667546103802e-08       1.233471782590e+26       1.209752942579e-04       9.351552230542e-02 
       2.253160709532e+09       1.488984979518e-16       2.057248057099e-04       1.095230855619e+13       1.419311585272e+04       6.299202620735e-06       3.197937099938e+13       1.187752630979e-04       7.091657463025e+25       2.845595105562e+19       1.505831505460e+20       4.903630904058e+25       1.634543634686e+25       3.667546103802e-08       1.199530627099e+26       1.210542098558e-04       9.345457433271e-02 
       2.237498221930e+09       1.509903724292e-16       2.071648796118e-04       1.080057138561e+13       1.419311585128e+04       6.343297038552e-06       3.175707149508e+13       1.196066895664e-04       6.896517906288e+25       2.786664554252e+19       1.474646646931e+20       4.768698786143e+25       1.589566262048e+25       3.667546103802e-08       1.166523422556e+26       1.211331254665e-04       9.339370587836e-02 
       2.221944609615e+09       1.531116356401e-16       2.086150325340e-04       1.065093643604e+13       1.419311584983e+04       6.387700117286e-06       3.153631727037e+13       1.204439360149e-04       6.706747961208e+25       2.728954418970e+19       1.444107607936e+20       4.637479565219e+25       1.545826521740e+25       3.667546103802e-08       1.134424469646e+26       1.212120410900e-04       9.333291678789e-02 
       2.206499115757e+09       1.552627004665e-16       2.100753372360e-04       1.050337458256e+13       1.419311584837e+04       6.432414017564e-06       3.131709758346e+13       1.212870431832e-04       6.522199873379e+25       2.672439425638e+19       1.414201013944e+20       4.509871074329e+25       1.503290358110e+25       3.667546103802e-08       1.103208776216e+26       1.212909567266e-04       9.327220690720e-02 
       2.191160988788e+09       1.574439855913e-16       2.115458646585e-04       1.035785710375e+13       1.419311584690e+04       6.477440915135e-06       3.109940176726e+13       1.221360520963e-04       6.342729954119e+25       2.617094823592e+19       1.384913767400e+20       4.385773957820e+25       1.461924652607e+25       3.667546103802e-08       1.072852037817e+26       1.213698723762e-04       9.321157608264e-02 
       2.175929482363e+09       1.596559155791e-16       2.130266839231e-04       1.021435567611e+13       1.419311584542e+04       6.522783000983e-06       3.088321922883e+13       1.229910040663e-04       6.168198468597e+25       2.562896374735e+19       1.356233041996e+20       4.265091593986e+25       1.421697197995e+25       3.667546103802e-08       1.043330618781e+26       1.214487880390e-04       9.315102416092e-02 
