# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=8.06198e-06 to 23.1673 h/Mpc,
# number of wavenumbers equal to 861
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       1.658855850735e-02       3.937026499024e-01      -2.064641501336e+03      -2.072193893743e+03       3.954331100388e-01       5.355481916857e-01      -2.070210200202e+03       2.031657480670e-01       2.031657480758e-01 
       1.669043190427e-02       3.919682733840e-01      -2.080796877857e+03      -2.088495577651e+03       3.936911088320e-01       4.839183892483e-01      -2.086482479197e+03       2.022706804428e-01       2.022706804198e-01 
       1.679237301587e-02       3.902401842657e-01      -2.096931703752e+03      -2.104778415946e+03       3.919554226731e-01       3.889668440877e-01      -2.102735652320e+03       2.013788585472e-01       2.013788585122e-01 
       1.689438312157e-02       3.885190864922e-01      -2.113049535005e+03      -2.121045793418e+03       3.902267585983e-01       2.996133995576e-01      -2.118973126324e+03       2.004906446983e-01       2.004906446755e-01 
       1.699646353319e-02       3.868041006920e-01      -2.129145058500e+03      -2.137292616892e+03       3.885042333596e-01       2.592261619448e-01      -2.135189771509e+03       1.996055838121e-01       1.996055838180e-01 
       1.709861559566e-02       3.850960415822e-01      -2.145222616020e+03      -2.153522989497e+03       3.867886652600e-01       2.842670930774e-01      -2.151389726036e+03       1.987240963750e-01       1.987240964104e-01 
       1.720084068780e-02       3.833947501853e-01      -2.161281080669e+03      -2.169735786545e+03       3.850798946254e-01       3.575882522085e-01      -2.167571866680e+03       1.978461007466e-01       1.978461007978e-01 
       1.730314022300e-02       3.816992311736e-01      -2.177314176943e+03      -2.185925141709e+03       3.833769217490e-01       4.388108401179e-01      -2.183730267590e+03       1.969710837974e-01       1.969710838435e-01 
       1.740551565008e-02       3.800101814667e-01      -2.193325814603e+03      -2.202094633195e+03       3.816804466271e-01       4.859341984662e-01      -2.199868561690e+03       1.960994064557e-01       1.960994064797e-01 
       1.750796845405e-02       3.783285195456e-01      -2.209321388799e+03      -2.218249350338e+03       3.799913917872e-01       4.765301229644e-01      -2.215991886793e+03       1.952315435263e-01       1.952315435235e-01 
       1.761050015697e-02       3.766531852125e-01      -2.225294284255e+03      -2.234383018224e+03       3.783086923631e-01       4.178790139801e-01      -2.232093915692e+03       1.943669473847e-01       1.943669473639e-01 
       1.771311231877e-02       3.749836718135e-01      -2.241241036297e+03      -2.250492388494e+03       3.766318394633e-01       3.416132552071e-01      -2.248171364331e+03       1.935053554011e-01       1.935053553794e-01 
       1.781580653820e-02       3.733209187667e-01      -2.257167368503e+03      -2.266582781364e+03       3.749617766407e-01       2.863873776468e-01      -2.264229611873e+03       1.926472521221e-01       1.926472521158e-01 
       1.791858445370e-02       3.716646808418e-01      -2.273071587834e+03      -2.282652605830e+03       3.732982575813e-01       2.779332107964e-01      -2.280267049625e+03       1.917925103088e-01       1.917925103251e-01 
       1.802144774437e-02       3.700145646041e-01      -2.288951059228e+03      -2.298699309267e+03       3.716408871197e-01       3.167879110740e-01      -2.296281112785e+03       1.909409269336e-01       1.909409269678e-01 
       1.812439813096e-02       3.683711858506e-01      -2.304809596486e+03      -2.314726557946e+03       3.699902837655e-01       3.795607939393e-01      -2.312275491569e+03       1.900928203783e-01       1.900928204170e-01 
       1.822743737683e-02       3.667341040359e-01      -2.320644320739e+03      -2.330731544761e+03       3.683460050397e-01       4.321134377282e-01      -2.328247371291e+03       1.892479640034e-01       1.892479640318e-01 
       1.833056728906e-02       3.651031882791e-01      -2.336454224053e+03      -2.346713349665e+03       3.667079194869e-01       4.476053998839e-01      -2.344195820461e+03       1.884062906345e-01       1.884062906440e-01 
       1.843378971949e-02       3.634785111948e-01      -2.352239748699e+03      -2.362672335845e+03       3.650761000439e-01       4.197047133835e-01      -2.360121215205e+03       1.875678380539e-01       1.875678380460e-01 
       1.853710656583e-02       3.618600748043e-01      -2.368000912604e+03      -2.378608441229e+03       3.634505487395e-01       3.645497887827e-01      -2.376023504877e+03       1.867326068846e-01       1.867326068694e-01 
       1.864051977284e-02       3.602484913976e-01      -2.383741810415e+03      -2.394525682717e+03       3.618318805528e-01       3.112016736856e-01      -2.391906714862e+03       1.859009125546e-01       1.859009125452e-01 
       1.874403133349e-02       3.586423541583e-01      -2.399452824421e+03      -2.410414788524e+03       3.602186824751e-01       2.859633944962e-01      -2.407761519795e+03       1.850720284320e-01       1.850720284373e-01 
       1.884764329017e-02       3.570425700656e-01      -2.415140154512e+03      -2.426281721072e+03       3.586118654754e-01       2.990931645091e-01      -2.423593916741e+03       1.842464224988e-01       1.842464225196e-01 
       1.895135773601e-02       3.554490373476e-01      -2.430803246764e+03      -2.442125839603e+03       3.570113273374e-01       3.405412547900e-01      -2.439403279792e+03       1.834240425211e-01       1.834240425502e-01 
       1.905517681614e-02       3.538616027021e-01      -2.446440990234e+03      -2.457946177449e+03       3.554169140842e-01       3.863510062144e-01      -2.455188621663e+03       1.826048096722e-01       1.826048096985e-01 
       1.915910272908e-02       3.522809759276e-01      -2.462058736662e+03      -2.473747733733e+03       3.538293386445e-01       4.118659603100e-01      -2.470954997602e+03       1.817890911213e-01       1.817890911361e-01 
       1.926313772810e-02       3.507062851328e-01      -2.477650279214e+03      -2.489524626377e+03       3.522477252887e-01       4.044917702113e-01      -2.486696477177e+03       1.809764367633e-01       1.809764367642e-01 
       1.936728412269e-02       3.491370406531e-01      -2.493212078047e+03      -2.505273446527e+03       3.506715821980e-01       3.694454816496e-01      -2.502409631592e+03       1.801665938159e-01       1.801665938079e-01 
       1.947154428003e-02       3.475748534675e-01      -2.508756260395e+03      -2.521005779167e+03       3.491025274381e-01       3.259111867773e-01      -2.518106126048e+03       1.793603934950e-01       1.793603934872e-01 
       1.957592062656e-02       3.460181281712e-01      -2.524271070096e+03      -2.536710412832e+03       3.475389585809e-01       2.962251360955e-01      -2.533774664974e+03       1.785570117688e-01       1.785570117694e-01 
       1.968041564955e-02       3.444674432068e-01      -2.539761088251e+03      -2.552391639155e+03       3.459814566153e-01       2.940430651540e-01      -2.549419583266e+03       1.777567471686e-01       1.777567471807e-01 
       1.978503189876e-02       3.429228537075e-01      -2.555226900166e+03      -2.568050095071e+03       3.444300769157e-01       3.178136225544e-01      -2.565041509540e+03       1.769596280980e-01       1.769596281186e-01 
       1.988977198815e-02       3.413843510427e-01      -2.570668780778e+03      -2.583685963597e+03       3.428848108167e-01       3.525287350042e-01      -2.580640642563e+03       1.761656504553e-01       1.761656504770e-01 
       1.999463859763e-02       3.398519013343e-01      -2.586086795753e+03      -2.599299269632e+03       3.413456242936e-01       3.784969305685e-01      -2.596217015292e+03       1.753747971223e-01       1.753747971377e-01 
       2.009963447489e-02       3.383252661956e-01      -2.601479224331e+03      -2.614888516134e+03       3.398122779098e-01       3.819364317111e-01      -2.611769096823e+03       1.745869451593e-01       1.745869451649e-01 
       2.020476243729e-02       3.368045213315e-01      -2.616847110106e+03      -2.630454544168e+03       3.382848477061e-01       3.618424488653e-01      -2.627297760162e+03       1.738021337543e-01       1.738021337518e-01 
       2.031002537382e-02       3.352895584011e-01      -2.632189913230e+03      -2.645996828660e+03       3.367632248636e-01       3.296613634693e-01      -2.642802477161e+03       1.730203067782e-01       1.730203067734e-01 
       2.041542624710e-02       3.337808301807e-01      -2.647511580667e+03      -2.661519304247e+03       3.352478641465e-01       3.024331239121e-01      -2.658287181547e+03       1.722416975247e-01       1.722416975242e-01 
       2.052096809551e-02       3.322778849673e-01      -2.662808950865e+03      -2.677018810908e+03       3.337383118661e-01       2.934021552927e-01      -2.673748713183e+03       1.714660728039e-01       1.714660728112e-01 
       2.062665403532e-02       3.307808094286e-01      -2.678083208039e+03      -2.692496435053e+03       3.322346550724e-01       3.052321910512e-01      -2.689188173389e+03       1.706934773624e-01       1.706934773767e-01 
       2.073248726296e-02       3.292897228614e-01      -2.693335754112e+03      -2.707953612645e+03       3.307370135857e-01       3.293409689826e-01      -2.704606992872e+03       1.699239728085e-01       1.699239728253e-01 
       2.083847105734e-02       3.278036468940e-01      -2.708558659297e+03      -2.723382795480e+03       3.292444047303e-01       3.511907661549e-01      -2.719997566833e+03       1.691570542887e-01       1.691570543026e-01 
       2.094460878224e-02       3.263241561731e-01      -2.723766131196e+03      -2.738797366437e+03       3.277584100875e-01       3.585102134820e-01      -2.735373405113e+03       1.683935351298e-01       1.683935351370e-01 
       2.105090388885e-02       3.248499978466e-01      -2.738947703082e+03      -2.754187546671e+03       3.262777712873e-01       3.476614231412e-01      -2.750724623569e+03       1.676327683251e-01       1.676327683261e-01 
       2.115735991832e-02       3.233818449903e-01      -2.754109955269e+03      -2.769559477097e+03       3.248031643706e-01       3.250475753042e-01      -2.766057430088e+03       1.668751014318e-01       1.668751014300e-01 
       2.126398050448e-02       3.219193921531e-01      -2.769250785626e+03      -2.784911191019e+03       3.233342825402e-01       3.029330079268e-01      -2.781369836207e+03       1.661203765582e-01       1.661203765582e-01 
       2.137076937659e-02       3.204625848064e-01      -2.784370337421e+03      -2.800242820062e+03       3.218710710270e-01       2.924292650508e-01      -2.796661974454e+03       1.653685653614e-01       1.653685653665e-01 
       2.147773036226e-02       3.190109204706e-01      -2.799464581021e+03      -2.815550606865e+03       3.204130251378e-01       2.975540469616e-01      -2.811930045304e+03       1.646194083090e-01       1.646194083194e-01 
       2.158486739040e-02       3.175653346374e-01      -2.814542772931e+03      -2.830843355323e+03       3.189610844838e-01       3.135512561383e-01      -2.827182921618e+03       1.638733885525e-01       1.638733885654e-01 
       2.169218449441e-02       3.161251990358e-01      -2.829600024955e+03      -2.846116248582e+03       3.175146180319e-01       3.300843619539e-01      -2.842415777866e+03       1.631301819466e-01       1.631301819580e-01 
       2.179968581534e-02       3.146910770027e-01      -2.844642269031e+03      -2.861375078287e+03       3.160741915973e-01       3.373063617882e-01      -2.857634426585e+03       1.623900793640e-01       1.623900793712e-01 
       2.190737560527e-02       3.132621846873e-01      -2.859662877955e+03      -2.876613595913e+03       3.146390178791e-01       3.312018663241e-01      -2.872832561778e+03       1.616526761990e-01       1.616526762016e-01 
       2.201525823079e-02       3.118386202369e-01      -2.874663715450e+03      -2.891833382115e+03       3.132091954600e-01       3.153917945582e-01      -2.888011808181e+03       1.609180232581e-01       1.609180232583e-01 
       2.212333817665e-02       3.104206990934e-01      -2.889648362343e+03      -2.907038188909e+03       3.117850411638e-01       2.985795866279e-01      -2.903175888489e+03       1.601862829484e-01       1.601862829494e-01 
       2.223162004947e-02       3.090081033378e-01      -2.904614927117e+03      -2.922225884817e+03       3.103662356780e-01       2.893620664932e-01      -2.918322709460e+03       1.594572913558e-01       1.594572913601e-01 
       2.234010858168e-02       3.076011395051e-01      -2.919567209593e+03      -2.937400250262e+03       3.089530868835e-01       2.914767467463e-01      -2.933456052866e+03       1.587312065009e-01       1.587312065089e-01 
       2.244880863562e-02       3.061994706372e-01      -2.934502822449e+03      -2.952559054897e+03       3.075452563401e-01       3.020496794322e-01      -2.948573664496e+03       1.580078545566e-01       1.580078545665e-01 
       2.255772520772e-02       3.048033276796e-01      -2.949425107189e+03      -2.967705457858e+03       3.061429760105e-01       3.137108988485e-01      -2.963678731863e+03       1.572873548137e-01       1.572873548229e-01 
       2.266686343292e-02       3.034128506545e-01      -2.964336640307e+03      -2.982841859979e+03       3.047463865350e-01       3.190483596351e-01      -2.978773683398e+03       1.565697797336e-01       1.565697797399e-01 
       2.277622858926e-02       3.020269706982e-01      -2.979227452229e+03      -2.997958888844e+03       3.033544143450e-01       3.147912577217e-01      -2.993849055623e+03       1.558545774971e-01       1.558545775002e-01 
       2.288582610268e-02       3.006466680603e-01      -2.994108776630e+03      -3.013067142032e+03       3.019680440061e-01       3.033608106558e-01      -3.008915542972e+03       1.551422542359e-01       1.551422542373e-01 
       2.299566155193e-02       2.992715246713e-01      -3.008977251342e+03      -3.028163657493e+03       3.005868556045e-01       2.910553908969e-01      -3.023970120436e+03       1.544325938229e-01       1.544325938248e-01 
       2.310574067381e-02       2.979014180434e-01      -3.023832942037e+03      -3.043248291724e+03       2.992107261174e-01       2.841803686465e-01      -3.039012677292e+03       1.537255332025e-01       1.537255332066e-01 
       2.321606936853e-02       2.965368282721e-01      -3.038682099142e+03      -3.058327112341e+03       2.978401377516e-01       2.854371768682e-01      -3.054049307684e+03       1.530213200825e-01       1.530213200891e-01 
       2.332665370537e-02       2.951776034768e-01      -3.053524503276e+03      -3.073399881527e+03       2.964749379594e-01       2.926347129858e-01      -3.069079776993e+03       1.523198761597e-01       1.523198761676e-01 
       2.343749992852e-02       2.938230243432e-01      -3.068353610732e+03      -3.088460459313e+03       2.951144042601e-01       3.003388032767e-01      -3.084097883868e+03       1.516208300644e-01       1.516208300717e-01 
       2.354861446322e-02       2.924736699871e-01      -3.083177082464e+03      -3.103516121885e+03       2.937591183197e-01       3.032605375790e-01      -3.099110963300e+03       1.509244809187e-01       1.509244809240e-01 
       2.366000392217e-02       2.911297130756e-01      -3.097998204925e+03      -3.118570136993e+03       2.924092535645e-01       2.993293582389e-01      -3.114122284942e+03       1.502309178803e-01       1.502309178834e-01 
       2.377167511217e-02       2.897903037940e-01      -3.112809256363e+03      -3.133614868608e+03       2.910639564432e-01       2.906486635719e-01      -3.129124201865e+03       1.495397022843e-01       1.495397022864e-01 
       2.388363504113e-02       2.884560665664e-01      -3.127618393539e+03      -3.148658455787e+03       2.897238541241e-01       2.819518262696e-01      -3.144124852476e+03       1.488511563245e-01       1.488511563271e-01 
       2.399589092532e-02       2.871268723575e-01      -3.142425879298e+03      -3.163701044293e+03       2.883888170055e-01       2.775862494861e-01      -3.159124400734e+03       1.481652134041e-01       1.481652134083e-01 
       2.410845019703e-02       2.858022062452e-01      -3.157227444289e+03      -3.178738547854e+03       2.870583279001e-01       2.789768837267e-01      -3.174118732711e+03       1.474816076952e-01       1.474816077010e-01 
       2.422132051247e-02       2.844827058581e-01      -3.172031961627e+03      -3.193779591672e+03       2.857330272412e-01       2.839983854305e-01      -3.189116509905e+03       1.468006683502e-01       1.468006683565e-01 
       2.433450976018e-02       2.831683105235e-01      -3.186840717719e+03      -3.208825233818e+03       2.844128540926e-01       2.885338933693e-01      -3.204118826598e+03       1.461223642633e-01       1.461223642690e-01 
       2.444802606966e-02       2.818580472104e-01      -3.201643843916e+03      -3.223866284881e+03       2.830968311389e-01       2.891089487869e-01      -3.219116389219e+03       1.454461929926e-01       1.454461929968e-01 
       2.456187782060e-02       2.805527073019e-01      -3.216452503844e+03      -3.238913380091e+03       2.817857532470e-01       2.849398307155e-01      -3.234119912992e+03       1.447725631548e-01       1.447725631577e-01 
       2.467607365234e-02       2.792526959074e-01      -3.231273587288e+03      -3.253973101157e+03       2.804800273101e-01       2.782067189272e-01      -3.249136025904e+03       1.441016839308e-01       1.441016839332e-01 
       2.479062247396e-02       2.779564055530e-01      -3.246089658700e+03      -3.269028799349e+03       2.791780387803e-01       2.724692448993e-01      -3.264147960227e+03       1.434327254134e-01       1.434327254164e-01 
       2.490553347476e-02       2.766656560407e-01      -3.260924785452e+03      -3.284103581378e+03       2.778816154675e-01       2.703737002555e-01      -3.279178966347e+03       1.427666270425e-01       1.427666270466e-01 
       2.502081613526e-02       2.753791343434e-01      -3.275764999300e+03      -3.299184188718e+03       2.765894385660e-01       2.720849146486e-01      -3.294215677980e+03       1.421027109482e-01       1.421027109533e-01 
       2.513648023880e-02       2.740968336064e-01      -3.290612404250e+03      -3.314272505444e+03       2.753015011936e-01       2.753835602102e-01      -3.309260013611e+03       1.414409737199e-01       1.414409737250e-01 
       2.525253588363e-02       2.728185247968e-01      -3.305466096440e+03      -3.329367852675e+03       2.740175733081e-01       2.772558513562e-01      -3.324311259114e+03       1.407812970584e-01       1.407812970628e-01 
       2.536899349570e-02       2.715460837235e-01      -3.320352283348e+03      -3.344495214585e+03       2.727395389750e-01       2.758555659030e-01      -3.339394583720e+03       1.401246494712e-01       1.401246494745e-01 
       2.548586384198e-02       2.702770616731e-01      -3.335242194240e+03      -3.359627213052e+03       2.714649387048e-01       2.715744067533e-01      -3.354482398375e+03       1.394697668060e-01       1.394697668087e-01 
       2.560315804463e-02       2.690129910904e-01      -3.350157733456e+03      -3.374785018028e+03       2.701953116843e-01       2.666171206446e-01      -3.369595981523e+03       1.388174401183e-01       1.388174401210e-01 
       2.572088759575e-02       2.677524235116e-01      -3.365082964116e+03      -3.389953067144e+03       2.689292030794e-01       2.634219402842e-01      -3.384719716983e+03       1.381669217319e-01       1.381669217353e-01 
       2.583906437297e-02       2.664969132141e-01      -3.380040604597e+03      -3.405153393153e+03       2.676681740050e-01       2.630750127048e-01      -3.399875738017e+03       1.375190139229e-01       1.375190139269e-01 
       2.595770065585e-02       2.652449748744e-01      -3.395013864098e+03      -3.420369921216e+03       2.664107326028e-01       2.647097511612e-01      -3.415047862187e+03       1.368729500068e-01       1.368729500111e-01 
       2.607680914321e-02       2.639975862935e-01      -3.410018500424e+03      -3.435617804225e+03       2.651578609766e-01       2.662398709890e-01      -3.430251332927e+03       1.362292347736e-01       1.362292347776e-01 
       2.619640297129e-02       2.627538064439e-01      -3.425044803787e+03      -3.450887755469e+03       2.639086139594e-01       2.658424385777e-01      -3.445476799972e+03       1.355873824919e-01       1.355873824953e-01 
       2.631649573298e-02       2.615146056295e-01      -3.440108828029e+03      -3.466195318292e+03       2.626639661240e-01       2.631523529685e-01      -3.460739881921e+03       1.349478940664e-01       1.349478940692e-01 
       2.643710149813e-02       2.602790514413e-01      -3.455201070950e+03      -3.481531332636e+03       2.614229809597e-01       2.593728960795e-01      -3.476031367725e+03       1.343102881569e-01       1.343102881596e-01 
       2.655823483491e-02       2.590472186169e-01      -3.470325664404e+03      -3.496899826138e+03       2.601857335337e-01       2.563373836827e-01      -3.491355299909e+03       1.336746033757e-01       1.336746033787e-01 
       2.667991083242e-02       2.578195999203e-01      -3.485492653206e+03      -3.512310670843e+03       2.589527187767e-01       2.552021052207e-01      -3.506721574138e+03       1.330410940411e-01       1.330410940445e-01 
       2.680214512462e-02       2.565954733343e-01      -3.500695542184e+03      -3.527757483792e+03       2.577232114971e-01       2.557125556286e-01      -3.522123792060e+03       1.324093875173e-01       1.324093875210e-01 
       2.692495391562e-02       2.553753141169e-01      -3.515944485733e+03      -3.543250208484e+03       2.564976890435e-01       2.564994661861e-01      -3.537571927033e+03       1.317797291464e-01       1.317797291500e-01 
       2.704835400638e-02       2.541586960359e-01      -3.531237094532e+03      -3.558786626828e+03       2.552757233085e-01       2.561353347672e-01      -3.553063734713e+03       1.311518988842e-01       1.311518988873e-01 
       2.717236282310e-02       2.529456974802e-01      -3.546578423305e+03      -3.574371518983e+03       2.540573930282e-01       2.541430977745e-01      -3.568604037114e+03       1.305259373624e-01       1.305259373651e-01 
       2.729699844722e-02       2.517361766487e-01      -3.561970229985e+03      -3.590006790512e+03       2.528425557761e-01       2.512514450332e-01      -3.584194715562e+03       1.299017712474e-01       1.299017712500e-01 
       2.742227964727e-02       2.505301201145e-01      -3.577416415314e+03      -3.605696258521e+03       2.516311980673e-01       2.487658826217e-01      -3.599839598905e+03       1.292793936636e-01       1.292793936663e-01 
       2.754822591265e-02       2.493276063527e-01      -3.592922360373e+03      -3.621445249139e+03       2.504233987220e-01       2.475725175268e-01      -3.615544019914e+03       1.286588451426e-01       1.286588451456e-01 
       2.767485748952e-02       2.481283594907e-01      -3.608488516489e+03      -3.637254121978e+03       2.492188806552e-01       2.475273129693e-01      -3.631308352650e+03       1.280399832783e-01       1.280399832815e-01 
       2.780219541892e-02       2.469320057269e-01      -3.624113740416e+03      -3.653121875919e+03       2.480172684214e-01       2.476558838849e-01      -3.647131573870e+03       1.274226151452e-01       1.274226151483e-01 
       2.793026157731e-02       2.457386524892e-01      -3.639804217614e+03      -3.669054662468e+03       2.468186699210e-01       2.469526761991e-01      -3.663019838229e+03       1.268067962482e-01       1.268067962511e-01 
       2.805907871972e-02       2.445489691340e-01      -3.655575358062e+03      -3.685067272652e+03       2.456237574570e-01       2.451467601832e-01      -3.678988029520e+03       1.261928721685e-01       1.261928721710e-01 
       2.818867052569e-02       2.433623549482e-01      -3.671423042338e+03      -3.701155952060e+03       2.444319276726e-01       2.428309241569e-01      -3.695032336713e+03       1.255805327799e-01       1.255805327824e-01 
       2.831906164825e-02       2.421782971779e-01      -3.687344542447e+03      -3.717318174737e+03       2.432426655586e-01       2.409348754670e-01      -3.711150202633e+03       1.249695133753e-01       1.249695133779e-01 
       2.845027776616e-02       2.409969848626e-01      -3.703348349406e+03      -3.733562164859e+03       2.420561609875e-01       2.399673992058e-01      -3.727349890698e+03       1.243599116303e-01       1.243599116331e-01 
       2.858234563970e-02       2.398184925242e-01      -3.719441582171e+03      -3.749894717112e+03       2.408724888108e-01       2.396566356078e-01      -3.743638244568e+03       1.237517660824e-01       1.237517660852e-01 
       2.871529317019e-02       2.386425774267e-01      -3.735626061600e+03      -3.766318054626e+03       2.396914052224e-01       2.392382510768e-01      -3.760017422682e+03       1.231449513320e-01       1.231449513347e-01 
       2.884914946378e-02       2.374693029011e-01      -3.751909238951e+03      -3.782839312539e+03       2.385129738338e-01       2.381178730101e-01      -3.776494607750e+03       1.225395001287e-01       1.225395001312e-01 
       2.898394489960e-02       2.362985224808e-01      -3.768295342358e+03      -3.799462641443e+03       2.373370475352e-01       2.363374786708e-01      -3.793073961113e+03       1.219353369778e-01       1.219353369801e-01 
       2.911971120283e-02       2.351298219508e-01      -3.784784347492e+03      -3.816188113031e+03       2.361632102903e-01       2.344811625575e-01      -3.809755539134e+03       1.213322480485e-01       1.213322480509e-01 
       2.925648152304e-02       2.339635967568e-01      -3.801389857849e+03      -3.833029089008e+03       2.349918592839e-01       2.331355568744e-01      -3.826552736830e+03       1.207304374507e-01       1.207304374531e-01 
       2.939429051823e-02       2.327992598705e-01      -3.818109576512e+03      -3.849983360885e+03       2.338224049071e-01       2.323943066430e-01      -3.843463332494e+03       1.201296022553e-01       1.201296022578e-01 
       2.953317444520e-02       2.316369769337e-01      -3.834954012706e+03      -3.867061247123e+03       2.326550135309e-01       2.318209353816e-01      -3.860497671025e+03       1.195298279715e-01       1.195298279740e-01 
       2.967317125661e-02       2.304767746210e-01      -3.851931721489e+03      -3.884271261241e+03       2.314897119472e-01       2.308862171225e-01      -3.877664269367e+03       1.189311283810e-01       1.189311283833e-01 
       2.981432070560e-02       2.293179557556e-01      -3.869039339534e+03      -3.901610079331e+03       2.303257999145e-01       2.294381188717e-01      -3.894959798617e+03       1.183331436769e-01       1.183331436791e-01 
       2.995666445840e-02       2.281610662463e-01      -3.886295175348e+03      -3.919095655114e+03       2.291638257436e-01       2.278039288985e-01      -3.912402262050e+03       1.177361557353e-01       1.177361557375e-01 
       3.010024621591e-02       2.270057116841e-01      -3.903701576756e+03      -3.936730585130e+03       2.280033932893e-01       2.264435704174e-01      -3.929994215669e+03       1.171399608526e-01       1.171399608549e-01 
       3.024511184495e-02       2.258515038201e-01      -3.921261674360e+03      -3.954517766319e+03       2.268441125981e-01       2.255129481064e-01      -3.947738592431e+03       1.165443587785e-01       1.165443587807e-01 
       3.039130952018e-02       2.246985703372e-01      -3.938987792367e+03      -3.972469529918e+03       2.256861119135e-01       2.247487619469e-01      -3.965647717813e+03       1.159494153759e-01       1.159494153781e-01 
       3.053888987772e-02       2.235467917089e-01      -3.956888639403e+03      -3.990594454755e+03       2.245292711844e-01       2.237617083667e-01      -3.983730188055e+03       1.153550689886e-01       1.153550689907e-01 
       3.068790618169e-02       2.223960726981e-01      -3.974974205959e+03      -4.008902054673e+03       2.233734947591e-01       2.224251811071e-01      -4.001995589137e+03       1.147612706548e-01       1.147612706569e-01 
       3.083841450485e-02       2.212461716264e-01      -3.993251726707e+03      -4.027399906832e+03       2.222185398932e-01       2.209714973202e-01      -4.020451440924e+03       1.141678955120e-01       1.141678955140e-01 
       3.099047392491e-02       2.200965439102e-01      -4.011724020616e+03      -4.046090473705e+03       2.210638596126e-01       2.197231982880e-01      -4.039100261570e+03       1.135746626498e-01       1.135746626518e-01 
       3.114414673816e-02       2.189471413406e-01      -4.030402562606e+03      -4.064985952670e+03       2.199094054899e-01       2.187547714440e-01      -4.057954129052e+03       1.129815469037e-01       1.129815469057e-01 
       3.129949869211e-02       2.177985456914e-01      -4.049313603690e+03      -4.084110747330e+03       2.187557618699e-01       2.178416990364e-01      -4.077037731275e+03       1.123888490945e-01       1.123888490965e-01 
       3.145659923936e-02       2.166495580252e-01      -4.068448125047e+03      -4.103457401610e+03       2.176017245333e-01       2.167288180930e-01      -4.096343366719e+03       1.117959499888e-01       1.117959499907e-01 
       3.161552181502e-02       2.155007187335e-01      -4.087832610183e+03      -4.123051356736e+03       2.164478362545e-01       2.154095079588e-01      -4.115896632583e+03       1.112031288144e-01       1.112031288163e-01 
       3.177634414011e-02       2.143515380221e-01      -4.107474044363e+03      -4.142899786549e+03       2.152936050843e-01       2.141038684835e-01      -4.135704670018e+03       1.106101326993e-01       1.106101327012e-01 
       3.193914855422e-02       2.132019441218e-01      -4.127389029610e+03      -4.163018614596e+03       2.141389589425e-01       2.129872892894e-01      -4.155783504329e+03       1.100169248142e-01       1.100169248161e-01 
       3.210402238057e-02       2.120513723519e-01      -4.147584472766e+03      -4.183415381877e+03       2.129833306616e-01       2.119959651846e-01      -4.176140572917e+03       1.094232135336e-01       1.094232135355e-01 
       3.227105832737e-02       2.108993908203e-01      -4.168071455779e+03      -4.204100983166e+03       2.118262864524e-01       2.109263678721e-01      -4.196786796190e+03       1.088287760443e-01       1.088287760461e-01 
       3.244035492989e-02       2.097465651050e-01      -4.188882769058e+03      -4.225107303521e+03       2.106683943841e-01       2.096957010792e-01      -4.217754190994e+03       1.082339044361e-01       1.082339044378e-01 
       3.261201703814e-02       2.085919552577e-01      -4.210021642183e+03      -4.246437772973e+03       2.095087103754e-01       2.084261226159e-01      -4.239046154206e+03       1.076381135837e-01       1.076381135855e-01 
       3.278615635594e-02       2.074358398006e-01      -4.231517529858e+03      -4.268121638162e+03       2.083475141737e-01       2.072710852517e-01      -4.260691954450e+03       1.070415473005e-01       1.070415473022e-01 
       3.296289203783e-02       2.062774918030e-01      -4.253381063048e+03      -4.290169283616e+03       2.071840756540e-01       2.062111037117e-01      -4.282702011482e+03       1.064438304545e-01       1.064438304562e-01 
       3.314235135138e-02       2.051166017804e-01      -4.275633107549e+03      -4.312601134121e+03       2.060180839744e-01       2.051045468741e-01      -4.305096812443e+03       1.058448034850e-01       1.058448034867e-01 
       3.332467041354e-02       2.039535957905e-01      -4.298311817237e+03      -4.335455091000e+03       2.048499670652e-01       2.038887403431e-01      -4.327914284451e+03       1.052446862163e-01       1.052446862179e-01 
       3.350999501102e-02       2.027862753047e-01      -4.321400865490e+03      -4.358715602804e+03       2.036775167297e-01       2.026562156779e-01      -4.351138758775e+03       1.046423439299e-01       1.046423439315e-01 
       3.369848151631e-02       2.016165097460e-01      -4.344974947202e+03      -4.382455472175e+03       2.025026106190e-01       2.015064427916e-01      -4.374843311153e+03       1.040387418419e-01       1.040387418435e-01 
       3.389029791269e-02       2.004423500055e-01      -4.369027413094e+03      -4.406668640822e+03       2.013232910526e-01       2.003958813418e-01      -4.399021791693e+03       1.034328738942e-01       1.034328738957e-01 
       3.408562494410e-02       1.992642262880e-01      -4.393606592125e+03      -4.431402865681e+03       2.001399901290e-01       1.992256542112e-01      -4.423722030161e+03       1.028249622753e-01       1.028249622768e-01 
