#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ddec[0]         19:theta_ddec[0]         20:shear_ddec[0]         21:cs2_ddec[0]        
       7.186201420888e-01       1.654558613604e-06      -1.183153778980e+00       2.123002073965e-07       4.607309800442e-13       1.151827450111e-12       1.406135761139e-21       2.303654900221e-13      -8.873653342353e-01       2.123002073965e-07       5.911835639115e-01       7.042115806850e-01      -1.183153778980e+00       2.123002025115e-07       2.034409033496e-08      -8.873653342353e-01       2.123002176859e-07      -1.183153778980e+00       2.123002025120e-07       2.028769479119e-08       3.333333333333e-01 
       7.278930021353e-01       1.675934956097e-06      -1.183171522322e+00       2.150395092446e-07       4.788119699283e-13       1.197029924821e-12       1.499321752165e-21       2.394059849641e-13      -8.873786417415e-01       2.150395092446e-07       5.912222129460e-01       7.042071455101e-01      -1.183171522322e+00       2.150395041678e-07       2.087244512003e-08      -8.873786417415e-01       2.150395199372e-07      -1.183171522322e+00       2.150395041690e-07       2.078558097062e-08       3.333333333333e-01 
       7.371658621817e-01       1.697311971519e-06      -1.183191038384e+00       2.177791334767e-07       4.973610490640e-13       1.243402622660e-12       1.597388830064e-21       2.486805245320e-13      -8.873932787877e-01       2.177791334767e-07       5.912593975730e-01       7.042022671636e-01      -1.183191038384e+00       2.177791282033e-07       2.140757392952e-08      -8.873932787877e-01       2.177791445830e-07      -1.183191038384e+00       2.177791282055e-07       2.128949807097e-08       3.333333333333e-01 
       7.464387222282e-01       1.718689659869e-06      -1.183212112297e+00       2.205190522741e-07       5.163841911533e-13       1.290960477883e-12       1.700526446291e-21       2.581920955766e-13      -8.874090842226e-01       2.205190522741e-07       5.912952178186e-01       7.041969993626e-01      -1.183212112297e+00       2.205190467990e-07       2.194947753338e-08      -8.874090842226e-01       2.205190638045e-07      -1.183212112297e+00       2.205190468023e-07       2.179943782207e-08       3.333333333333e-01 
       7.557115822746e-01       1.740068021147e-06      -1.183234576774e+00       2.232592448792e-07       5.358873824663e-13       1.339718456166e-12       1.808928940634e-21       2.679436912332e-13      -8.874259325805e-01       2.232592448792e-07       5.913297595317e-01       7.041913839292e-01      -1.183234576774e+00       2.232592391974e-07       2.249815665165e-08      -8.874259325805e-01       2.232592568444e-07      -1.183234576774e+00       2.232592392023e-07       2.231539198679e-08       3.333333333333e-01 
       7.649844423211e-01       1.761447055353e-06      -1.183258316259e+00       2.259996990540e-07       5.558766273203e-13       1.389691568301e-12       1.922795626890e-21       2.779383136602e-13      -8.874437371943e-01       2.259996990540e-07       5.913630938212e-01       7.041854497523e-01      -1.183258316259e+00       2.259996931603e-07       2.305361194899e-08      -8.874437371943e-01       2.259997114648e-07      -1.183258316259e+00       2.259996931670e-07       2.283735243811e-08       3.333333333333e-01 
       7.948757394033e-01       1.830367489509e-06      -1.183342079683e+00       2.348352208514e-07       6.236922327069e-13       1.559230581767e-12       2.329498559637e-21       3.118461163534e-13      -8.875065597626e-01       2.348352208514e-07       5.914631418612e-01       7.041645111920e-01      -1.183342079683e+00       2.348352142388e-07       2.489027092055e-08      -8.875065597626e-01       2.348352347735e-07      -1.183342079683e+00       2.348352142537e-07       2.456069308897e-08       3.333333333333e-01 
       8.247670364855e-01       1.899294916139e-06      -1.183434681942e+00       2.436729182058e-07       6.968218198397e-13       1.742054549599e-12       2.802348073051e-21       3.484109099198e-13      -8.875760114567e-01       2.436729182058e-07       5.915533232918e-01       7.041413630111e-01      -1.183434681942e+00       2.436729108182e-07       2.679736666637e-08      -8.875760114567e-01       2.436729337572e-07      -1.183434681942e+00       2.436729108447e-07       2.634607985967e-08       3.333333333333e-01 
       8.546583335678e-01       1.968229335244e-06      -1.183533763890e+00       2.525124855453e-07       7.754665573838e-13       1.938666393460e-12       3.349114520014e-21       3.877332786919e-13      -8.876503229174e-01       2.525124855453e-07       5.916352271889e-01       7.041165949962e-01      -1.183533763890e+00       2.525124773243e-07       2.877491510157e-08      -8.876503229174e-01       2.525125028482e-07      -1.183533763890e+00       2.525124773662e-07       2.819323279307e-08       3.333333333333e-01 
       8.845496306500e-01       2.037170746823e-06      -1.183637421404e+00       2.613536474410e-07       8.598276237344e-13       2.149569059336e-12       3.978155729293e-21       4.299138118672e-13      -8.877280660528e-01       2.613536474410e-07       5.917101737084e-01       7.040906831777e-01      -1.183637421404e+00       2.613536383260e-07       3.082293034809e-08      -8.877280660528e-01       2.613536666221e-07      -1.183637421404e+00       2.613536383874e-07       3.010187133327e-08       3.333333333333e-01 
       9.144409277322e-01       2.106119150878e-06      -1.183744186602e+00       2.701961710777e-07       9.501062619635e-13       2.375265654909e-12       4.698438849252e-21       4.750531309817e-13      -8.878081399519e-01       2.701961710777e-07       5.917792476369e-01       7.040639945262e-01      -1.183744186602e+00       2.701961610062e-07       3.294142446733e-08      -8.878081399519e-01       2.701961922682e-07      -1.183744186602e+00       2.701961610913e-07       3.207171403113e-08       3.333333333333e-01 
       9.443322248145e-01       2.175074547407e-06      -1.183852970274e+00       2.790398689133e-07       1.046503818883e-12       2.616259547208e-12       5.519562230835e-21       5.232519094416e-13      -8.878897277052e-01       2.790398689133e-07       5.918433350546e-01       7.040368013446e-01      -1.183852970274e+00       2.790398578205e-07       3.513040744628e-08      -8.878897277052e-01       2.790398922488e-07      -1.183852970274e+00       2.790398579340e-07       3.410247857833e-08       3.333333333333e-01 
       1.007584338646e+00       2.321012131857e-06      -1.184086525739e+00       2.977570119584e-07       1.271572962291e-12       3.178932405728e-12       7.636803743234e-21       6.357864811455e-13      -8.880648943044e-01       2.977570119584e-07       5.919656198600e-01       7.039784185588e-01      -1.184086525739e+00       2.977569984812e-07       3.999488591099e-08      -8.880648943044e-01       2.977570402995e-07      -1.184086525739e+00       2.977569986711e-07       3.859930185191e-08       3.333333333333e-01 
       1.070836452477e+00       2.466981026913e-06      -1.184320809573e+00       3.164777185432e-07       1.526853694242e-12       3.817134235604e-12       1.035963769222e-20       7.634268471209e-13      -8.882406071799e-01       3.164777185432e-07       5.920739079389e-01       7.039198540756e-01      -1.184320809573e+00       3.164777023618e-07       4.517510131939e-08      -8.882406071799e-01       3.164777525582e-07      -1.184320809573e+00       3.164777026529e-07       4.336498969726e-08       3.333333333333e-01 
       1.134088566308e+00       2.612981232575e-06      -1.184553093351e+00       3.352012516496e-07       1.814258130188e-12       4.535645325471e-12       1.380979344819e-20       9.071290650942e-13      -8.884148200132e-01       3.352012516496e-07       5.921718233158e-01       7.038617900012e-01      -1.184553093351e+00       3.352012324241e-07       5.067110650131e-08      -8.884148200132e-01       3.352012920487e-07      -1.184553093351e+00       3.352012328440e-07       4.839688800679e-08       3.333333333333e-01 
       1.197340680139e+00       2.759012748843e-06      -1.184781887254e+00       3.539270711885e-07       2.135700063074e-12       5.339250157685e-12       1.812438166664e-20       1.067850031537e-12      -8.885864154405e-01       3.539270711885e-07       5.922619338345e-01       7.038045987902e-01      -1.184781887254e+00       3.539270485585e-07       5.648294544286e-08      -8.885864154405e-01       3.539271187235e-07      -1.184781887254e+00       3.539270491384e-07       5.369235938882e-08       3.333333333333e-01 
       1.260592793970e+00       2.905075575717e-06      -1.185006546816e+00       3.726548102031e-07       2.493095200782e-12       6.232738001954e-12       2.345682656992e-20       1.246547600391e-12      -8.887549101124e-01       3.726548102031e-07       5.923460679078e-01       7.037484415592e-01      -1.185006546816e+00       3.726547837882e-07       6.261065428623e-08      -8.887549101124e-01       3.726548656676e-07      -1.185006546817e+00       3.726547845623e-07       5.924878631131e-08       3.333333333333e-01 
       1.323844907801e+00       3.051169713197e-06      -1.185226840069e+00       3.913841965137e-07       2.888361002469e-12       7.220902506173e-12       2.997779782315e-20       1.444180501235e-12      -8.889201300519e-01       3.913841965137e-07       5.924255639602e-01       7.036933763005e-01      -1.185226840069e+00       3.913841659130e-07       6.905426267727e-08      -8.889201300519e-01       3.913842607427e-07      -1.185226840069e+00       3.913841669193e-07       6.506357020216e-08       3.333333333333e-01 
       1.434488633336e+00       3.306800091583e-06      -1.185601898612e+00       4.241499823779e-07       3.676610605647e-12       9.191526514118e-12       4.482074197005e-20       1.838305302824e-12      -8.892014239590e-01       4.241499823779e-07       5.925562838374e-01       7.035996267038e-01      -1.185601898612e+00       4.241499434301e-07       8.108541692291e-08      -8.892014239591e-01       4.241500640714e-07      -1.185601898612e+00       4.241499449452e-07       7.584858556365e-08       3.333333333333e-01 
       1.545132358871e+00       3.562526276467e-06      -1.185964871718e+00       4.569195793380e-07       4.596900049697e-12       1.149225012424e-11       6.504242691364e-20       2.298450024848e-12      -8.894736537885e-01       4.569195793381e-07       5.926793104886e-01       7.035088996747e-01      -1.185964871718e+00       4.569195306456e-07       9.408337958168e-08      -8.894736537885e-01       4.569196814014e-07      -1.185964871718e+00       4.569195328181e-07       8.740265529183e-08       3.333333333333e-01 
       1.655776084406e+00       3.818348267850e-06      -1.186317199479e+00       4.896925855740e-07       5.659532784208e-12       1.414883196052e-11       9.199138953294e-20       2.829766392104e-12      -8.897378996089e-01       4.896925855741e-07       5.927968872569e-01       7.034208351907e-01      -1.186317199479e+00       4.896925256303e-07       1.080482577113e-07      -8.897378996090e-01       4.896927111349e-07      -1.186317199479e+00       4.896925286315e-07       9.971239075779e-08       3.333333333333e-01 
       1.766419809941e+00       4.074266065731e-06      -1.186660306128e+00       5.224687512192e-07       6.874829060079e-12       1.718707265020e-11       1.272260962239e-19       3.437414530040e-12      -8.899952295960e-01       5.224687512192e-07       5.929104492693e-01       7.033350771932e-01      -1.186660306128e+00       5.224686784081e-07       1.229801511977e-07      -8.899952295961e-01       5.224689036272e-07      -1.186660306128e+00       5.224686824335e-07       1.127646307494e-07       3.333333333333e-01 
       1.877063535476e+00       4.330279670110e-06      -1.186995497386e+00       5.552479288850e-07       8.253126080366e-12       2.063281520091e-11       1.725305059531e-19       4.126563040183e-12      -8.902466230393e-01       5.552479288851e-07       5.930209355097e-01       7.032512992525e-01      -1.186995497386e+00       5.552478414814e-07       1.388791516119e-07      -8.902466230394e-01       5.552481117117e-07      -1.186995497386e+00       5.552478467519e-07       1.265464376872e-07       3.333333333333e-01 
       1.987707261010e+00       4.586389080987e-06      -1.187323873384e+00       5.880300126740e-07       9.804777659245e-12       2.451194414811e-11       2.299296950890e-19       4.902388829622e-12      -8.904929050377e-01       5.880300126740e-07       5.931289822249e-01       7.031692263358e-01      -1.187323873384e+00       5.880299088430e-07       1.557453440932e-07      -8.904929050378e-01       5.880302297123e-07      -1.187323873384e+00       5.880299156066e-07       1.410450934472e-07       3.333333333333e-01 
       2.098350986545e+00       4.842594298363e-06      -1.187646383343e+00       6.208149399499e-07       1.154015450735e-11       2.885038626836e-11       3.017055645582e-19       5.770077253673e-12      -8.907347875070e-01       6.208149399500e-07       5.932350198595e-01       7.030886211379e-01      -1.187646383343e+00       6.208148177470e-07       1.735788117708e-07      -8.907347875071e-01       6.208151952143e-07      -1.187646383343e+00       6.208148262802e-07       1.562481023901e-07       3.333333333333e-01 
       2.322793653631e+00       5.362605200295e-06      -1.188285635511e+00       6.873282374733e-07       1.566760718387e-11       3.916901795968e-11       5.023077148639e-19       7.833803591935e-12      -8.912142266332e-01       6.873282374735e-07       5.934451049954e-01       7.029288570296e-01      -1.188285635511e+00       6.873280715761e-07       2.127258161147e-07      -8.912142266334e-01       6.873285835220e-07      -1.188285635511e+00       6.873280846721e-07       1.892008045274e-07       3.333333333333e-01 
       2.547236320717e+00       5.883010334547e-06      -1.188908713878e+00       7.538526397803e-07       2.068073903031e-11       5.170184757577e-11       7.979594107183e-19       1.034036951515e-11      -8.916815354086e-01       7.538526397805e-07       5.936496645926e-01       7.027731413481e-01      -1.188908713878e+00       7.538524208159e-07       2.558540579598e-07      -8.916815354089e-01       7.538530958829e-07      -1.188908713878e+00       7.538524400013e-07       2.249017465652e-07       3.333333333333e-01 
       2.771678987803e+00       6.403809701121e-06      -1.189519023288e+00       8.203878228579e-07       2.666674039439e-11       6.666685098598e-11       1.219164455701e-18       1.333337019720e-11      -8.921392674662e-01       8.203878228583e-07       5.938495344842e-01       7.026206228833e-01      -1.189519023288e+00       8.203875405313e-07       3.029642031676e-07      -8.921392674666e-01       8.203884101215e-07      -1.189519023288e+00       8.203875676208e-07       2.632546432100e-07       3.333333333333e-01 
       2.996121654888e+00       6.925003300016e-06      -1.190118928932e+00       8.869334484706e-07       3.371307774802e-11       8.428269437006e-11       1.802411275343e-18       1.685653887401e-11      -8.925891966989e-01       8.869334484710e-07       5.940451941974e-01       7.024707103383e-01      -1.190118928932e+00       8.869330915623e-07       3.540568859774e-07      -8.925891966995e-01       8.869341898356e-07      -1.190118928932e+00       8.869331286793e-07       3.041665740984e-07       3.333333333333e-01 
       3.220564321974e+00       7.446591131233e-06      -1.190710097587e+00       9.534891473058e-07       4.190749142098e-11       1.047687285525e-10       2.590730311254e-18       2.095374571049e-11      -8.930325731900e-01       9.534891473066e-07       5.942369408695e-01       7.023229870194e-01      -1.190710097586e+00       9.534887036690e-07       4.091327102840e-07      -8.930325731908e-01       9.534900675417e-07      -1.190710097586e+00       9.534887532668e-07       3.475478664305e-07       3.333333333333e-01 
       3.445006989060e+00       7.968573194770e-06      -1.191293700621e+00       1.020054496873e-06       5.133799232618e-11       1.283449808154e-10       3.634256175676e-18       2.566899616309e-11      -8.934702754659e-01       1.020054496874e-06       5.944249769117e-01       7.021771600853e-01      -1.191293700621e+00       1.020053953431e-06       4.681922603383e-07      -8.934702754669e-01       1.020055622574e-06      -1.191293700621e+00       1.020054018312e-06       3.933119877357e-07       3.333333333333e-01 
       3.669449656146e+00       8.490949490629e-06      -1.191870641795e+00       1.086629095109e-06       6.209286304106e-11       1.552321576026e-10       4.990794917190e-18       3.104643152053e-11      -8.939029813459e-01       1.086629095111e-06       5.946094371966e-01       7.020330035969e-01      -1.191870641794e+00       1.086628437852e-06       5.312361032796e-07      -8.939029813471e-01       1.086630454690e-06      -1.191870641794e+00       1.086628521188e-06       4.413754478504e-07       3.333333333333e-01 
       3.953663562807e+00       9.153005308871e-06      -1.192592666524e+00       1.170945718313e-06       7.775059856840e-11       1.943764964210e-10       7.261840298135e-18       3.887529928420e-11      -8.944444998934e-01       1.170945718315e-06       5.948380626163e-01       7.018526043533e-01      -1.192592666523e+00       1.170944895365e-06       6.167871287586e-07      -8.944444998951e-01       1.170947417667e-06      -1.192592666524e+00       1.170945007230e-06       5.054124555297e-07       3.333333333333e-01 
       4.237877469468e+00       9.815693294421e-06      -1.193306070176e+00       1.255275576141e-06       9.585444916023e-11       2.396361229006e-10       1.029602905302e-17       4.792722458011e-11      -8.949795526317e-01       1.255275576144e-06       5.950613066913e-01       7.016743683681e-01      -1.193306070174e+00       1.255274561633e-06       7.087290285044e-07      -8.949795526339e-01       1.255277667424e-06      -1.193306070175e+00       1.255274708561e-06       5.728504039948e-07       3.333333333333e-01 
       4.522091376129e+00       1.047901344728e-05      -1.194011588385e+00       1.339617750877e-06       1.165855143278e-10       2.914637858195e-10       1.427252828477e-17       5.829275716389e-11      -8.955086912885e-01       1.339617750881e-06       5.952793270579e-01       7.014981117332e-01      -1.194011588383e+00       1.339616517023e-06       8.070627655246e-07      -8.955086912914e-01       1.339620289909e-06      -1.194011588383e+00       1.339616706422e-06       6.435390443871e-07       3.333333333333e-01 
       4.806305282790e+00       1.114296576745e-05      -1.194709746754e+00       1.423971281672e-06       1.401255637608e-10       3.503139094021e-10       1.939699659445e-17       7.006278188042e-11      -8.960323100652e-01       1.423971281677e-06       5.954922742908e-01       7.013237030493e-01      -1.194709746751e+00       1.423969798770e-06       9.117892314117e-07      -8.960323100689e-01       1.423974327932e-06      -1.194709746752e+00       1.423970038961e-06       7.173347317050e-07       3.333333333333e-01 
       5.090519189452e+00       1.180755025493e-05      -1.195400995471e+00       1.508335265213e-06       1.666570402385e-10       4.166426005961e-10       2.590352060762e-17       8.332852011923e-11      -8.965507466031e-01       1.508335265220e-06       5.957002795349e-01       7.011510297703e-01      -1.195400995468e+00       1.508333501633e-06       1.022909249448e-06      -8.965507466077e-01       1.508338881824e-06      -1.195400995468e+00       1.508333801890e-06       7.941001506644e-07       3.333333333333e-01 
       5.374733096113e+00       1.247276690972e-05      -1.196085689600e+00       1.592708798195e-06       1.963630502663e-10       4.909076256657e-10       3.405657003994e-17       9.818152513315e-11      -8.970642672000e-01       1.592708798204e-06       5.959034700356e-01       7.009800031313e-01      -1.196085689596e+00       1.592706720374e-06       1.140423569766e-06      -8.970642672058e-01       1.592713051915e-06      -1.196085689597e+00       1.592707090963e-06       8.737040136830e-07       3.333333333333e-01 
       5.658947002774e+00       1.313861573182e-05      -1.196764115181e+00       1.677090981175e-06       2.294273590265e-10       5.735683975663e-10       4.415297300499e-17       1.147136795133e-10      -8.975730863854e-01       1.677090981187e-06       5.961019706566e-01       7.008105516232e-01      -1.196764115176e+00       1.677088553609e-06       1.264332868726e-06      -8.975730863924e-01       1.677095942386e-06      -1.196764115177e+00       1.677089005826e-06       9.560207936536e-07       3.333333333333e-01 
       6.138998152940e+00       1.426470249870e-05      -1.197896479022e+00       1.819633871618e-06       2.934165089433e-10       7.335412723582e-10       6.656186878885e-17       1.467082544716e-10      -8.984223592666e-01       1.819633871636e-06       5.964269223830e-01       7.005277404303e-01      -1.197896479016e+00       1.819630767253e-06       1.488146202985e-06      -8.984223592763e-01       1.819640197736e-06      -1.197896479017e+00       1.819631385979e-06       1.100886271559e-06       3.333333333333e-01 
       6.619049303106e+00       1.539259276670e-05      -1.199012577004e+00       1.962194781194e-06       3.684057903923e-10       9.210144759809e-10       9.731180560175e-17       1.842028951962e-10      -8.992594327528e-01       1.962194781221e-06       5.967393995481e-01       7.002490185133e-01      -1.199012576995e+00       1.962190883762e-06       1.730208066660e-06      -8.992594327660e-01       1.962202700653e-06      -1.199012576997e+00       1.962191709611e-06       1.252606889734e-06       3.333333333333e-01 
       7.099100453272e+00       1.652228653581e-05      -1.200113171154e+00       2.104769685477e-06       4.552933088311e-10       1.138233272078e-09       1.385629404688e-16       2.276466544156e-10      -9.000848783652e-01       2.104769685514e-06       5.970399437408e-01       6.999741953679e-01      -1.200113171142e+00       2.104764869234e-06       1.990520617580e-06      -9.000848783826e-01       2.104779443964e-06      -1.200113171145e+00       2.104765948411e-06       1.410677905568e-06       3.333333333333e-01 
       7.579151603438e+00       1.765378380603e-05      -1.201199012464e+00       2.247354914124e-06       5.549824083311e-10       1.387456020828e-09       1.928281118801e-16       2.774912041655e-10      -9.008992593479e-01       2.247354914178e-06       5.973290591147e-01       6.997030832479e-01      -1.201199012449e+00       2.247349043793e-06       2.269085346230e-06      -9.008992593705e-01       2.247366774491e-06      -1.201199012453e+00       2.247350428330e-06       1.574631260189e-06       3.333333333333e-01 
       8.059202753604e+00       1.878708457736e-05      -1.202270764536e+00       2.389946985505e-06       6.683816101089e-10       1.670954025272e-09       2.630018462783e-16       3.341908050544e-10      -9.017030734022e-01       2.389946985565e-06       5.976072360587e-01       6.994355162539e-01      -1.202270764517e+00       2.389939916222e-06       2.565903025011e-06      -9.017030734310e-01       2.389961227682e-06      -1.202270764522e+00       2.389941664194e-06       1.744032803332e-06       3.333333333333e-01 
       8.539253903771e+00       1.992218884981e-05      -1.203328989004e+00       2.532542530402e-06       7.964045548618e-10       1.991011387154e-09       3.523898286553e-16       3.982022774309e-10      -9.024967417526e-01       2.532542530556e-06       5.978749468271e-01       6.991713539782e-01      -1.203328988980e+00       2.532534107665e-06       2.880974019692e-06      -9.024967417889e-01       2.532559451310e-06      -1.203328988986e+00       2.532536283394e-06       1.918480119160e-06       3.333333333333e-01 
       9.019305053937e+00       2.105909662337e-05      -1.204373881729e+00       2.675137637775e-06       9.399697302345e-10       2.349924325586e-09       4.647387299019e-16       4.699848651172e-10      -9.032804112966e-01       2.675137637536e-06       5.981327091307e-01       6.989105474554e-01      -1.204373881699e+00       2.675127697390e-06       3.214298546899e-06      -9.032804113417e-01       2.675157551240e-06      -1.204373881707e+00       2.675130371627e-06       2.097600384873e-06       3.333333333333e-01 
       9.410313147013e+00       2.198645597428e-05      -1.205215491725e+00       2.791280869475e-06       1.069031026649e-09       2.672577566621e-09       5.761244347391e-16       5.345155133243e-10      -9.039116187936e-01       2.791280868803e-06       5.983355810522e-01       6.987005011919e-01      -1.205215491690e+00       2.791269564854e-06       3.499284791459e-06      -9.039116188471e-01       2.791303463988e-06      -1.205215491699e+00       2.791272701989e-06       2.246709198576e-06       3.333333333333e-01 
       9.801321240090e+00       2.291501182568e-05      -1.206048977719e+00       2.907420495335e-06       1.209518004370e-09       3.023795010925e-09       7.080566938917e-16       6.047590021850e-10      -9.045367332891e-01       2.907420494483e-06       5.985323059559e-01       6.984925010665e-01      -1.206048977677e+00       2.907407705791e-06       3.796380829126e-06      -9.045367333519e-01       2.907445999303e-06      -1.206048977688e+00       2.907411360788e-06       2.398514213767e-06       3.333333333333e-01 
       1.019232933317e+01       2.384476417757e-05      -1.206874535009e+00       3.023554914649e-06       1.361934470311e-09       3.404836175776e-09       8.632921647883e-16       6.809672351553e-10      -9.051559012570e-01       3.023554913801e-06       5.987231071720e-01       6.982864982538e-01      -1.206874534961e+00       3.023540514179e-06       4.105586089913e-06      -9.051559013303e-01       3.023583565486e-06      -1.206874534974e+00       3.023544745714e-06       2.552851390368e-06       3.333333333333e-01 
       1.058333742624e+01       2.477571302993e-05      -1.207692319099e+00       3.139682501545e-06       1.526786371364e-09       3.816965928410e-09       1.044831176139e-15       7.633931856820e-10      -9.057692393243e-01       3.139682500719e-06       5.989082061211e-01       6.980824538774e-01      -1.207692319043e+00       3.139666358810e-06       4.426899855123e-06      -9.057692394096e-01       3.139714545638e-06      -1.207692319058e+00       3.139671229335e-06       2.709566528109e-06       3.333333333333e-01 
       1.097434551932e+01       2.570785838278e-05      -1.208502529742e+00       3.255801816848e-06       1.704581880938e-09       4.261454702346e-09       1.255929291616e-15       8.522909404691e-10      -9.063768973068e-01       3.255801816000e-06       5.990878023917e-01       6.978803179977e-01      -1.208502529677e+00       3.255783795149e-06       4.760321307074e-06      -9.063768974053e-01       3.255837509516e-06      -1.208502529695e+00       3.255789370950e-06       2.868514680957e-06       3.333333333333e-01 
       1.136535361240e+01       2.664120023612e-05      -1.209305359964e+00       3.371911478454e-06       1.895831341866e-09       4.739578354666e-09       1.500108929458e-15       9.479156709332e-10      -9.069790199729e-01       3.371911477566e-06       5.992620866683e-01       6.976800423574e-01      -1.209305359889e+00       3.371891435710e-06       5.105849499577e-06      -9.069790200861e-01       3.371951083912e-06      -1.209305359910e+00       3.371897786959e-06       3.029559518081e-06       3.333333333333e-01 
