# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02735e-05 to 23.4548 h/Mpc,
# number of wavenumbers equal to 850
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.344673683500e-02       1.820570403815e-01      -1.186768717970e+03      -1.188306226320e+03      -2.472630488108e-01      -1.187708653071e+03       3.279879600115e-01       3.279879730192e-01 
       1.357357679894e-02       1.813788017639e-01      -1.204734523948e+03      -1.206323073981e+03      -2.167290655588e-01      -1.205712030826e+03       3.267659339045e-01       3.267659486603e-01 
       1.370045304378e-02       1.807024739019e-01      -1.222760830815e+03      -1.224401594073e+03      -2.078516614095e-01      -1.223776879164e+03       3.255473556452e-01       3.255473706367e-01 
       1.382736570064e-02       1.800280750155e-01      -1.240846253786e+03      -1.242540407579e+03      -2.318905611083e-01      -1.241901819928e+03       3.243322594391e-01       3.243322725780e-01 
       1.395431492319e-02       1.793555731970e-01      -1.258989038125e+03      -1.260737780655e+03      -2.562676620728e-01      -1.260085112512e+03       3.231205800079e-01       3.231205913805e-01 
       1.408130088732e-02       1.786849703992e-01      -1.277187672910e+03      -1.278992212482e+03      -2.484434089156e-01      -1.278325250982e+03       3.219123117550e-01       3.219123234031e-01 
       1.420832379085e-02       1.780162931070e-01      -1.295440894862e+03      -1.297302444140e+03      -2.191856489235e-01      -1.296620977408e+03       3.207075069166e-01       3.207075200773e-01 
       1.433538385324e-02       1.773495289920e-01      -1.313747185638e+03      -1.315666975284e+03      -2.074684615800e-01      -1.314970793770e+03       3.195061519637e-01       3.195061655066e-01 
       1.446248131537e-02       1.766846204380e-01      -1.332104678059e+03      -1.334083955368e+03      -2.281508790366e-01      -1.333372849234e+03       3.183081463517e-01       3.183081583885e-01 
       1.458125550442e-02       1.760651371894e-01      -1.349300255662e+03      -1.351336243573e+03      -2.518160551224e-01      -1.350611000677e+03       3.171919872024e-01       3.171919976634e-01 
       1.458961643934e-02       1.760216098494e-01      -1.350512238096e+03      -1.352552255939e+03      -2.527417692661e-01      -1.351826011334e+03       3.171135612588e-01       3.171135716539e-01 
       1.471678950827e-02       1.753604709094e-01      -1.368968204419e+03      -1.371070228374e+03      -2.480047702065e-01      -1.370328625878e+03       3.159223389923e-01       3.159223494565e-01 
       1.484400082616e-02       1.747012092169e-01      -1.387471221604e+03      -1.389636531458e+03      -2.202135741049e-01      -1.388879350556e+03       3.147344928188e-01       3.147345045884e-01 
       1.497125071776e-02       1.740438223110e-01      -1.406019921011e+03      -1.408249801474e+03      -2.063140771529e-01      -1.407476825763e+03       3.135500277911e-01       3.135500400340e-01 
       1.509853952848e-02       1.733883026356e-01      -1.424612869959e+03      -1.426908619687e+03      -2.239978049968e-01      -1.426119633121e+03       3.123689323295e-01       3.123689433501e-01 
       1.522586762428e-02       1.727346351751e-01      -1.443248559831e+03      -1.445611489031e+03      -2.485748054132e-01      -1.444806271173e+03       3.111911742711e-01       3.111911837790e-01 
       1.535323539167e-02       1.720828220390e-01      -1.461925628516e+03      -1.464357058578e+03      -2.463922645637e-01      -1.463535383525e+03       3.100167508420e-01       3.100167602776e-01 
       1.548064323762e-02       1.714328982748e-01      -1.480643047794e+03      -1.483144304246e+03      -2.201999038745e-01      -1.482305946077e+03       3.088457253238e-01       3.088457358817e-01 
       1.560809158958e-02       1.707847755389e-01      -1.499398760426e+03      -1.501971190734e+03      -2.046823942540e-01      -1.501115924861e+03       3.076779466552e-01       3.076779577362e-01 
       1.573558089547e-02       1.701385241273e-01      -1.518192102272e+03      -1.520837042375e+03      -2.196959267629e-01      -1.519964648659e+03       3.065135451002e-01       3.065135551903e-01 
       1.586311162375e-02       1.694941015868e-01      -1.537021365824e+03      -1.539740187225e+03      -2.439788412412e-01      -1.538850437787e+03       3.053524393311e-01       3.053524480400e-01 
       1.599068426341e-02       1.688515057519e-01      -1.555885220902e+03      -1.558679307518e+03      -2.440066403892e-01      -1.557771968823e+03       3.041946194960e-01       3.041946280323e-01 
       1.611829932409e-02       1.682107537606e-01      -1.574782585998e+03      -1.577653299436e+03      -2.193965929205e-01      -1.576728141777e+03       3.030401161705e-01       3.030401256724e-01 
       1.624595733615e-02       1.675717843074e-01      -1.593711625481e+03      -1.596660384921e+03      -2.026941112920e-01      -1.595717173927e+03       3.018888258256e-01       3.018888358726e-01 
       1.637365885078e-02       1.669347040287e-01      -1.612672200890e+03      -1.615700355436e+03      -2.154379433609e-01      -1.614738870551e+03       3.007409441300e-01       3.007409533698e-01 
       1.650140444009e-02       1.662993847441e-01      -1.631661774991e+03      -1.634770768844e+03      -2.391995530688e-01      -1.633790772887e+03       2.995962365739e-01       2.995962445617e-01 
       1.662919469732e-02       1.656659130164e-01      -1.650680011710e+03      -1.653871228725e+03      -2.410293500828e-01      -1.652872490217e+03       2.984548533257e-01       2.984548610753e-01 
       1.675703023694e-02       1.650342435741e-01      -1.669725244438e+03      -1.673000112961e+03      -2.179342186381e-01      -1.671982393471e+03       2.973167123326e-01       2.973167209148e-01 
       1.688491169485e-02       1.644044517720e-01      -1.688797153609e+03      -1.692157046409e+03      -2.004979222262e-01      -1.691120120168e+03       2.961819554190e-01       2.961819645446e-01 
       1.701283972858e-02       1.637763263371e-01      -1.707892255909e+03      -1.711338747952e+03      -2.112458763446e-01      -1.710282360775e+03       2.950502047018e-01       2.950502131694e-01 
       1.714081501749e-02       1.631500428841e-01      -1.727011350854e+03      -1.730545840747e+03      -2.344134541809e-01      -1.729469764371e+03       2.939217746340e-01       2.939217819680e-01 
       1.726883826299e-02       1.625256010556e-01      -1.746153315292e+03      -1.749777188324e+03      -2.376671260103e-01      -1.748681193008e+03       2.927966592028e-01       2.927966662598e-01 
       1.739691018882e-02       1.619029254415e-01      -1.765316119896e+03      -1.769030893194e+03      -2.159611618039e-01      -1.767914728202e+03       2.916747211250e-01       2.916747289032e-01 
       1.752503154126e-02       1.612820385330e-01      -1.784498986127e+03      -1.788306118364e+03      -1.980719247497e-01      -1.787169545993e+03       2.905560062970e-01       2.905560146044e-01 
       1.765320308945e-02       1.606629722958e-01      -1.803701245629e+03      -1.807602166031e+03      -2.072232124444e-01      -1.806444956288e+03       2.894405767775e-01       2.894405845420e-01 
       1.778142562568e-02       1.600456511934e-01      -1.822920890460e+03      -1.826917122382e+03      -2.297353915105e-01      -1.825739029224e+03       2.883282925961e-01       2.883282993355e-01 
       1.790969996565e-02       1.594300863120e-01      -1.842156934280e+03      -1.846249986731e+03      -2.340635334855e-01      -1.845050762856e+03       2.872191634903e-01       2.872191699338e-01 
       1.803802694888e-02       1.588163174646e-01      -1.861408952216e+03      -1.865600287029e+03      -2.135288945161e-01      -1.864379691962e+03       2.861132783999e-01       2.861132854747e-01 
       1.816640743897e-02       1.582043392187e-01      -1.880675752675e+03      -1.884966868295e+03      -1.954874998574e-01      -1.883724659410e+03       2.850106140136e-01       2.850106215927e-01 
       1.829484232403e-02       1.575941420159e-01      -1.899956309524e+03      -1.904348680370e+03      -2.033745085559e-01      -1.903084622020e+03       2.839111627551e-01       2.839111698803e-01 
       1.842333251702e-02       1.569857033465e-01      -1.919249282544e+03      -1.923744461549e+03      -2.252389681570e-01      -1.922458304535e+03       2.828148807636e-01       2.828148869607e-01 
       1.855187895613e-02       1.563790133923e-01      -1.938553599608e+03      -1.943153097277e+03      -2.301474647995e-01      -1.941844595712e+03       2.817217478179e-01       2.817217537212e-01 
       1.868048260524e-02       1.557741484356e-01      -1.957869296487e+03      -1.962574566150e+03      -2.107198103666e-01      -1.961243482341e+03       2.806318993944e-01       2.806319058515e-01 
       1.880914445430e-02       1.551709842816e-01      -1.977193817238e+03      -1.982006419773e+03      -1.927324820802e-01      -1.980652502800e+03       2.795451155567e-01       2.795451224878e-01 
       1.893786551981e-02       1.545695880405e-01      -1.996527125822e+03      -2.001448591354e+03      -1.997163215108e-01      -2.000071598062e+03       2.784615202853e-01       2.784615268288e-01 
       1.906664684526e-02       1.539698544317e-01      -2.015866882717e+03      -2.020898806990e+03      -2.208740104401e-01      -2.019498483164e+03       2.773809227639e-01       2.773809284682e-01 
       1.919548950162e-02       1.533720364511e-01      -2.035215648299e+03      -2.040359440445e+03      -2.261335038705e-01      -2.038935557158e+03       2.763037746616e-01       2.763037800825e-01 
       1.932439458786e-02       1.527758934575e-01      -2.054569240813e+03      -2.059826486675e+03      -2.075637304334e-01      -2.058378787149e+03       2.752296412498e-01       2.752296471637e-01 
       1.945336323142e-02       1.521815044117e-01      -2.073927919214e+03      -2.079300142983e+03      -1.898614065809e-01      -2.077828383180e+03       2.741586680572e-01       2.741586744098e-01 
       1.958239658880e-02       1.515888867570e-01      -2.093291102980e+03      -2.098779848787e+03      -1.962860705301e-01      -2.097283784494e+03       2.730908903199e-01       2.730908963325e-01 
       1.971149584607e-02       1.509980015129e-01      -2.112657438939e+03      -2.118264236193e+03      -2.167912213709e-01      -2.116743624722e+03       2.720262355324e-01       2.720262407840e-01 
       1.984066221950e-02       1.504088021827e-01      -2.132025377304e+03      -2.137751825040e+03      -2.220809656263e-01      -2.136206409519e+03       2.709646163141e-01       2.709646213022e-01 
       1.996989695609e-02       1.498213962530e-01      -2.151395733064e+03      -2.157243329087e+03      -2.040744222110e-01      -2.155672867534e+03       2.699062257752e-01       2.699062312107e-01 
       2.009920133423e-02       1.492357550101e-01      -2.170767334233e+03      -2.176737622852e+03      -1.868148763585e-01      -2.175141869154e+03       2.688510151701e-01       2.688510210072e-01 
       2.022857666434e-02       1.486517707079e-01      -2.190137838197e+03      -2.196232409262e+03      -1.930586769239e-01      -2.194611113517e+03       2.677987929749e-01       2.677987985032e-01 
       2.035802428951e-02       1.480695818850e-01      -2.209508604840e+03      -2.215728967351e+03      -2.129536484438e-01      -2.214081890927e+03       2.667498077108e-01       2.667498125472e-01 
       2.048754558616e-02       1.474891687336e-01      -2.228878621886e+03      -2.235226295598e+03      -2.179386213231e-01      -2.233553194980e+03       2.657040199107e-01       2.657040245113e-01 
       2.061714196479e-02       1.469103543908e-01      -2.248244409814e+03      -2.254721029259e+03      -2.003077529081e-01      -2.253021642758e+03       2.646611105578e-01       2.646611155699e-01 
       2.074681487069e-02       1.463333554181e-01      -2.267608719891e+03      -2.274215783589e+03      -1.837052320065e-01      -2.272489873224e+03       2.636214728035e-01       2.636214781775e-01 
       2.087656578465e-02       1.457581299454e-01      -2.286970311596e+03      -2.293709312393e+03      -1.900959218692e-01      -2.291956644125e+03       2.625850335278e-01       2.625850386118e-01 
       2.100639622377e-02       1.451844773698e-01      -2.306325213580e+03      -2.313197826626e+03      -2.093845487478e-01      -2.311418137349e+03       2.615514294099e-01       2.615514338643e-01 
       2.113630774228e-02       1.446127391784e-01      -2.325678445248e+03      -2.332686064234e+03      -2.137293533726e-01      -2.330879130770e+03       2.605212733979e-01       2.605212776507e-01 
       2.126630193229e-02       1.440425099174e-01      -2.345022619158e+03      -2.352166968759e+03      -1.962324982312e-01      -2.350332516600e+03       2.594938341720e-01       2.594938388101e-01 
       2.139638042471e-02       1.434741478771e-01      -2.364363220439e+03      -2.371645728259e+03      -1.804842188171e-01      -2.369783531423e+03       2.584697598654e-01       2.584697648240e-01 
       2.152654489007e-02       1.429074793549e-01      -2.383696806707e+03      -2.391119002108e+03      -1.873715146213e-01      -2.389228821977e+03       2.574487397435e-01       2.574487444200e-01 
       2.165679703947e-02       1.423425204099e-01      -2.403023050200e+03      -2.410586505553e+03      -2.060704191133e-01      -2.408668095444e+03       2.564308014511e-01       2.564308055539e-01 
       2.178713862548e-02       1.417791964092e-01      -2.422340082708e+03      -2.430046418768e+03      -2.094370274613e-01      -2.428099521552e+03       2.554158073720e-01       2.554158113124e-01 
       2.191757144310e-02       1.412174821149e-01      -2.441646926882e+03      -2.449497752822e+03      -1.918913581017e-01      -2.447522112826e+03       2.544037118036e-01       2.544037161099e-01 
       2.204809733079e-02       1.406577719332e-01      -2.460950270269e+03      -2.468946860206e+03      -1.772338617870e-01      -2.466942275999e+03       2.533952285745e-01       2.533952331577e-01 
       2.217871817142e-02       1.400996651398e-01      -2.480242442107e+03      -2.488386418686e+03      -1.849403371144e-01      -2.486352638003e+03       2.523896370923e-01       2.523896413929e-01 
       2.230943589341e-02       1.395432779829e-01      -2.499525135979e+03      -2.507817978719e+03      -2.030183744299e-01      -2.505754770118e+03       2.513871453293e-01       2.513871491077e-01 
       2.244025247174e-02       1.389884304093e-01      -2.518794446115e+03      -2.527237873520e+03      -2.049990082167e-01      -2.525144965459e+03       2.503874260862e-01       2.503874297472e-01 
       2.257116992911e-02       1.384354938587e-01      -2.538057084347e+03      -2.546652369464e+03      -1.872731046681e-01      -2.544529558878e+03       2.493911492782e-01       2.493911532899e-01 
       2.270219033711e-02       1.378840764911e-01      -2.557305143689e+03      -2.566054016542e+03      -1.739914122405e-01      -2.563901032908e+03       2.483976098755e-01       2.483976141181e-01 
       2.283331581736e-02       1.373343925999e-01      -2.576542444597e+03      -2.585446365716e+03      -1.828598025139e-01      -2.583262982426e+03       2.474071970600e-01       2.474072010120e-01 
       2.296454854279e-02       1.367865299484e-01      -2.595770408766e+03      -2.604830749997e+03      -2.001577482273e-01      -2.602616752471e+03       2.464200672030e-01       2.464200706832e-01 
       2.309589073890e-02       1.362402037602e-01      -2.614983054383e+03      -2.624201476226e+03      -2.003988326016e-01      -2.621956602616e+03       2.454357040847e-01       2.454357074957e-01 
       2.322734468502e-02       1.356956754028e-01      -2.634185290123e+03      -2.643563216335e+03      -1.824058244740e-01      -2.641287240874e+03       2.444545794990e-01       2.444545832484e-01 
       2.335891271576e-02       1.351528194084e-01      -2.653374472209e+03      -2.662913325571e+03      -1.708619169766e-01      -2.660606026435e+03       2.434764694697e-01       2.434764734002e-01 
       2.349059722228e-02       1.346118648795e-01      -2.672555047381e+03      -2.682256110248e+03      -1.811475136942e-01      -2.679917288514e+03       2.425017884716e-01       2.425017920993e-01 
       2.362240065383e-02       1.340722357553e-01      -2.691714807272e+03      -2.701579964246e+03      -1.974443264787e-01      -2.699209326829e+03       2.415294959902e-01       2.415294991968e-01 
       2.375432551919e-02       1.335343959824e-01      -2.710863222542e+03      -2.720893802148e+03      -1.955202133319e-01      -2.718491138722e+03       2.405604267611e-01       2.405604299506e-01 
       2.388637438821e-02       1.329982583763e-01      -2.729998272583e+03      -2.740195749645e+03      -1.773087312038e-01      -2.737760827429e+03       2.395944233637e-01       2.395944268788e-01 
       2.401854989336e-02       1.324638227660e-01      -2.749119945982e+03      -2.759485688838e+03      -1.680042433626e-01      -2.757018295071e+03       2.386314886960e-01       2.386314923368e-01 
       2.415085473142e-02       1.319310231803e-01      -2.768226645447e+03      -2.778762147420e+03      -1.798781987779e-01      -2.776262051409e+03       2.376715041007e-01       2.376715074246e-01 
       2.428329166514e-02       1.313998710815e-01      -2.787318491949e+03      -2.798025229114e+03      -1.947257641095e-01      -2.795492200663e+03       2.367144888420e-01       2.367144918001e-01 
       2.441586352494e-02       1.308703794214e-01      -2.806395658749e+03      -2.817275098469e+03      -1.902428097787e-01      -2.814708906009e+03       2.357604640618e-01       2.357604670574e-01 
       2.454857321079e-02       1.303425526701e-01      -2.825458268475e+03      -2.836511802177e+03      -1.720515773117e-01      -2.833912226870e+03       2.348094391584e-01       2.348094424624e-01 
       2.468142369399e-02       1.298164143037e-01      -2.844506819404e+03      -2.855735848788e+03      -1.655374876294e-01      -2.853102673101e+03       2.338614578062e-01       2.338614611750e-01 
       2.481441801914e-02       1.292921276242e-01      -2.863545176725e+03      -2.874950870318e+03      -1.790287263270e-01      -2.872283913698e+03       2.329168157349e-01       2.329168187744e-01 
       2.494755930608e-02       1.287691028725e-01      -2.882559660512e+03      -2.894143856099e+03      -1.918662789749e-01      -2.891442833013e+03       2.319744471848e-01       2.319744499196e-01 
       2.508085075199e-02       1.282479516758e-01      -2.901564510468e+03      -2.913328357714e+03      -1.844708630463e-01      -2.910593085554e+03       2.310354540916e-01       2.310354569194e-01 
       2.521429563346e-02       1.277285255156e-01      -2.920556405779e+03      -2.932501240173e+03      -1.667858966349e-01      -2.929731508946e+03       2.300995690586e-01       2.300995721693e-01 
       2.534789730872e-02       1.272106599067e-01      -2.939531691286e+03      -2.951658884933e+03      -1.636413442579e-01      -2.948854482924e+03       2.291664978874e-01       2.291665009972e-01 
       2.548165921987e-02       1.266944904529e-01      -2.958493681530e+03      -2.970804542094e+03      -1.785804924247e-01      -2.967965267289e+03       2.282364854077e-01       2.282364881808e-01 
       2.561558489524e-02       1.261798812305e-01      -2.977439188449e+03      -2.989935193510e+03      -1.886256809415e-01      -2.987060815003e+03       2.273092840146e-01       2.273092865529e-01 
       2.574967795181e-02       1.256671212131e-01      -2.996375543197e+03      -3.009057837760e+03      -1.781514253085e-01      -3.006148173507e+03       2.263854141773e-01       2.263854168610e-01 
       2.588394209772e-02       1.251556558392e-01      -3.015289353605e+03      -3.028159519815e+03      -1.616772971071e-01      -3.025214323932e+03       2.254638770035e-01       2.254638799339e-01 
       2.601838113487e-02       1.246460152040e-01      -3.034193956102e+03      -3.047253154207e+03      -1.625542264868e-01      -3.044272246844e+03       2.245456299744e-01       2.245456328331e-01 
       2.615299896159e-02       1.241379300341e-01      -3.053082969118e+03      -3.066332546095e+03      -1.783804407946e-01      -3.063315719281e+03       2.236301871790e-01       2.236301897051e-01 
       2.628779957541e-02       1.236314652039e-01      -3.071958326956e+03      -3.085399563906e+03      -1.846654155683e-01      -3.082346616607e+03       2.227176651684e-01       2.227176675398e-01 
       2.642278707600e-02       1.231265578073e-01      -3.090818605059e+03      -3.104452958586e+03      -1.712467976160e-01      -3.101363661017e+03       2.218079478265e-01       2.218079503876e-01 
       2.655796566807e-02       1.226234208693e-01      -3.109670024666e+03      -3.123498434401e+03      -1.571897395761e-01      -3.120372639540e+03       2.209014214337e-01       2.209014241875e-01 
       2.669333966451e-02       1.221218719954e-01      -3.128508211778e+03      -3.142531912291e+03      -1.624817699434e-01      -3.139369429896e+03       2.199977597894e-01       2.199977624014e-01 
       2.682891348959e-02       1.216218504572e-01      -3.147331811025e+03      -3.161552238787e+03      -1.781025154852e-01      -3.158352845783e+03       2.190968508982e-01       2.190968532004e-01 
       2.696469168225e-02       1.211234854274e-01      -3.166144852076e+03      -3.180563169361e+03      -1.796624931369e-01      -3.177326682159e+03       2.181989268176e-01       2.181989290534e-01 
       2.710067889959e-02       1.206267325620e-01      -3.184946726694e+03      -3.199564072841e+03      -1.639199138165e-01      -3.196290311288e+03       2.173039071187e-01       2.173039095732e-01 
       2.723687992039e-02       1.201315035368e-01      -3.203735583304e+03      -3.218553187733e+03      -1.537124032393e-01      -3.215241960664e+03       2.164116349087e-01       2.164116374834e-01 
       2.737329964881e-02       1.196379507199e-01      -3.222516159105e+03      -3.237535149688e+03      -1.634434316715e-01      -3.234186282445e+03       2.155223850493e-01       2.155223874190e-01 
       2.750994311830e-02       1.191457460169e-01      -3.241279888961e+03      -3.256501716765e+03      -1.772699003577e-01      -3.253114983864e+03       2.146355648235e-01       2.146355669301e-01 
       2.764681549549e-02       1.186553182647e-01      -3.260039636545e+03      -3.275465086149e+03      -1.732525084345e-01      -3.272040361709e+03       2.137519472343e-01       2.137519493675e-01 
       2.778392208438e-02       1.181663304677e-01      -3.278786296883e+03      -3.294416800430e+03      -1.566291488057e-01      -3.290953858830e+03       2.128709233890e-01       2.128709257437e-01 
       2.792126833067e-02       1.176789459754e-01      -3.297525434619e+03      -3.313362067532e+03      -1.518832146076e-01      -3.309860741259e+03       2.119927907819e-01       2.119927931661e-01 
       2.805885982612e-02       1.171931898505e-01      -3.316258661588e+03      -3.332302382419e+03      -1.652478201932e-01      -3.328762522842e+03       2.111175946185e-01       2.111175967538e-01 
       2.819670231330e-02       1.167090367276e-01      -3.334986016035e+03      -3.351237872414e+03      -1.751156482249e-01      -3.347659314085e+03       2.102452873638e-01       2.102452893115e-01 
       2.833480169033e-02       1.162261901734e-01      -3.353699531024e+03      -3.370160873229e+03      -1.653595614297e-01      -3.366543402930e+03       2.093753339172e-01       2.093753359776e-01 
       2.847316401594e-02       1.157450090708e-01      -3.372410800175e+03      -3.389082513765e+03      -1.501676269975e-01      -3.385425990532e+03       2.085083818703e-01       2.085083841194e-01 
       2.861179551463e-02       1.152653716342e-01      -3.391117200117e+03      -3.408000286907e+03      -1.521687631436e-01      -3.404304554801e+03       2.076442139780e-01       2.076442161557e-01 
       2.875070258213e-02       1.147871751813e-01      -3.409816437757e+03      -3.426912128276e+03      -1.671799868788e-01      -3.423176995124e+03       2.067826437746e-01       2.067826456937e-01 
       2.888989179104e-02       1.143106730557e-01      -3.428517593447e+03      -3.445826525308e+03      -1.707205934155e-01      -3.442051887645e+03       2.059241276805e-01       2.059241295150e-01 
       2.902936989667e-02       1.138354611272e-01      -3.447208961356e+03      -3.464732463498e+03      -1.563756684344e-01      -3.460918110510e+03       2.050679344495e-01       2.050679364572e-01 
       2.916914384316e-02       1.133618949166e-01      -3.465902966820e+03      -3.483641780999e+03      -1.457693291296e-01      -3.479787594277e+03       2.042147104185e-01       2.042147125397e-01 
       2.930922076986e-02       1.128896480248e-01      -3.484590250547e+03      -3.502545677709e+03      -1.546665409247e-01      -3.498651454530e+03       2.033638643750e-01       2.033638663321e-01 
       2.944960801796e-02       1.124191451567e-01      -3.503285883678e+03      -3.521458392441e+03      -1.678866127088e-01      -3.517524056248e+03       2.025161628288e-01       2.025161645673e-01 
       2.959031313739e-02       1.119498495610e-01      -3.521973610638e+03      -3.540364539227e+03      -1.634502126959e-01      -3.536389877196e+03       2.016706356613e-01       2.016706374309e-01 
       2.973134389403e-02       1.114822057476e-01      -3.540669347201e+03      -3.559279298137e+03      -1.475151257217e-01      -3.555264210577e+03       2.008280866503e-01       2.008280886059e-01 
       2.987270827724e-02       1.110159439903e-01      -3.559365557051e+03      -3.578195554476e+03      -1.446686717427e-01      -3.574139879805e+03       1.999880287499e-01       1.999880307079e-01 
       3.001441450769e-02       1.105510748582e-01      -3.578064060844e+03      -3.597115010053e+03      -1.584592189908e-01      -3.593018605500e+03       1.991504828323e-01       1.991504845700e-01 
       3.015647104552e-02       1.100876378762e-01      -3.596767544140e+03      -3.616040335055e+03      -1.655484274235e-01      -3.611903056662e+03       1.983155175910e-01       1.983155192043e-01 
       3.029888659896e-02       1.096256050668e-01      -3.615476607628e+03      -3.634972135017e+03      -1.534875559021e-01      -3.630793836360e+03       1.974830832224e-01       1.974830849662e-01 
       3.044167013317e-02       1.091651656667e-01      -3.634199538546e+03      -3.653918230015e+03      -1.410500225237e-01      -3.649698838856e+03       1.966535210020e-01       1.966535228762e-01 
       3.058483087963e-02       1.087061076979e-01      -3.652930607855e+03      -3.672873366316e+03      -1.475486249900e-01      -3.668612738806e+03       1.958264501013e-01       1.958264518573e-01 
       3.072837834586e-02       1.082482977482e-01      -3.671667034655e+03      -3.691834661259e+03      -1.612710103222e-01      -3.687532669150e+03       1.950016299510e-01       1.950016315004e-01 
       3.087232232562e-02       1.077921589047e-01      -3.690425113671e+03      -3.710818223882e+03      -1.585613626144e-01      -3.706474760765e+03       1.941798203449e-01       1.941798219018e-01 
       3.101667290960e-02       1.073370418616e-01      -3.709184000323e+03      -3.729803743107e+03      -1.429499649804e-01      -3.725418624273e+03       1.933598534795e-01       1.933598552047e-01 
       3.116144049654e-02       1.068833236489e-01      -3.727959009674e+03      -3.748805878353e+03      -1.395074558381e-01      -3.744379021957e+03       1.925424081381e-01       1.925424098745e-01 
       3.130663580496e-02       1.064311720860e-01      -3.746758050042e+03      -3.767832630311e+03      -1.529620450131e-01      -3.763363938027e+03       1.917277887748e-01       1.917277903140e-01 
       3.145226988536e-02       1.059802027965e-01      -3.765569433291e+03      -3.786872519784e+03      -1.596024996252e-01      -3.782361860618e+03       1.909153002394e-01       1.909153016709e-01 
       3.159835413309e-02       1.055306100311e-01      -3.784402370672e+03      -3.805934467011e+03      -1.472451091763e-01      -3.801381752077e+03       1.901052924092e-01       1.901052939651e-01 
       3.174490030179e-02       1.050822528067e-01      -3.803253749085e+03      -3.825015636583e+03      -1.359086706755e-01      -3.820420736147e+03       1.892975113381e-01       1.892975130016e-01 
       3.189192051748e-02       1.046352491164e-01      -3.822130393938e+03      -3.844122576266e+03      -1.439812198521e-01      -3.839485404996e+03       1.884921726502e-01       1.884921741874e-01 
       3.203942729336e-02       1.041895639198e-01      -3.841033393308e+03      -3.863256362483e+03      -1.564978776605e-01      -3.858576834763e+03       1.876892111042e-01       1.876892124671e-01 
       3.218743354537e-02       1.037450201218e-01      -3.859958367551e+03      -3.882412875775e+03      -1.508289794534e-01      -3.877690863120e+03       1.868883065182e-01       1.868883079236e-01 
       3.233595260852e-02       1.033019138955e-01      -3.878919362103e+03      -3.901605611906e+03      -1.358568578088e-01      -3.896841070236e+03       1.860899927544e-01       1.860899943076e-01 
       3.248499825399e-02       1.028600000756e-01      -3.897909518744e+03      -3.920828175204e+03      -1.367334311140e-01      -3.916020991903e+03       1.852938307216e-01       1.852938322362e-01 
       3.263458470722e-02       1.024193012660e-01      -3.916932549674e+03      -3.940084025306e+03      -1.508551434414e-01      -3.935234126545e+03       1.844998591240e-01       1.844998604514e-01 
       3.278472666682e-02       1.019797237397e-01      -3.935987460063e+03      -3.959372382299e+03      -1.521944031206e-01      -3.954479657166e+03       1.837079094471e-01       1.837079107364e-01 
       3.293543932459e-02       1.015413855893e-01      -3.955081975485e+03      -3.978700624628e+03      -1.373701639081e-01      -3.973765014763e+03       1.829181934851e-01       1.829181949166e-01 
       3.308673838647e-02       1.011042113018e-01      -3.974216014898e+03      -3.998068910652e+03      -1.319129965244e-01      -3.993090322713e+03       1.821305763893e-01       1.821305778547e-01 
       3.323864009474e-02       1.006684216333e-01      -3.993401989703e+03      -4.017489104009e+03      -1.445590884931e-01      -4.012467529223e+03       1.813454567777e-01       1.813454580783e-01 
       3.339116125130e-02       1.002334781712e-01      -4.012621092761e+03      -4.036943119206e+03      -1.513899248228e-01      -4.031878436608e+03       1.805618626766e-01       1.805618638805e-01 
       3.354431924234e-02       9.979989638959e-02      -4.031897904142e+03      -4.056454851934e+03      -1.388327149989e-01      -4.051347040544e+03       1.797807234743e-01       1.797807247918e-01 
       3.369813206428e-02       9.936716801721e-02      -4.051214762833e+03      -4.076007354637e+03      -1.289952946114e-01      -4.070856287840e+03       1.790011235683e-01       1.790011249663e-01 
       3.385261835117e-02       9.893560438851e-02      -4.070588463922e+03      -4.095616778205e+03      -1.389787702116e-01      -4.090422429021e+03       1.782236249610e-01       1.782236262282e-01 
       3.400779740372e-02       9.850513918445e-02      -4.090019984702e+03      -4.115284207346e+03      -1.490759289630e-01      -4.110046529010e+03       1.774481069428e-01       1.774481080822e-01 
       3.416368921987e-02       9.807576911136e-02      -4.109513041318e+03      -4.135013459471e+03      -1.392590171821e-01      -4.129732385556e+03       1.766745629718e-01       1.766745641928e-01 
       3.432031452723e-02       9.764723560031e-02      -4.129060946870e+03      -4.154797639344e+03      -1.270180002247e-01      -4.149473140704e+03       1.759025276948e-01       1.759025290189e-01 
       3.447769481733e-02       9.721991000957e-02      -4.148683625715e+03      -4.174656725808e+03      -1.346151758082e-01      -4.169288761405e+03       1.751326719019e-01       1.751326731244e-01 
       3.463585238194e-02       9.679369320053e-02      -4.168381619677e+03      -4.194590985278e+03      -1.463331381413e-01      -4.189179555845e+03       1.743648160286e-01       1.743648171114e-01 
