# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=8.06309e-06 to 23.1709 h/Mpc,
# number of wavenumbers equal to 861
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       8.063094627304e-06      -1.289045907480e-03      -9.673063047048e-04      -9.673063299753e-04      -1.290195299169e-03      -1.289031770452e-03      -9.674281280379e-04       4.025326869138e-01       4.023729073701e-01 
       1.799879852529e-05      -6.409365501273e-03      -4.819969471237e-03      -4.819970098465e-03      -6.414780081266e-03      -6.409015426492e-03      -4.820571647111e-03       4.025284785427e-01       4.023691992594e-01 
       2.795531670261e-05      -1.540284683778e-02      -1.162734108123e-02      -1.162734472875e-02      -1.541458100766e-02      -1.540081671059e-02      -1.162877309039e-02       4.025211084155e-01       4.023627100088e-01 
       3.794857284474e-05      -2.822789317436e-02      -2.142566348421e-02      -2.142567585691e-02      -2.824601794288e-02      -2.822102763248e-02      -2.142824774872e-02       4.025104900564e-01       4.023533530856e-01 
       4.799464795472e-05      -4.482755824502e-02      -3.427032905737e-02      -3.427036066955e-02      -4.484928157918e-02      -4.481008231168e-02      -3.427434900289e-02       4.024966018573e-01       4.023411074783e-01 
       5.810986579511e-05      -6.512796846929e-02      -5.023646498640e-02      -5.023653280238e-02      -6.514672530501e-02      -6.509064932733e-02      -5.024215237961e-02       4.024793801520e-01       4.023259102133e-01 
       6.831087998549e-05      -8.903622455405e-02      -6.941975703534e-02      -6.941988627350e-02      -8.904072554695e-02      -8.896549266226e-02      -6.942727834548e-02       4.024587474907e-01       4.023076847261e-01 
       7.861476346671e-05      -1.164377633382e-01      -9.193752405461e-02      -9.193775020292e-02      -1.164109931472e-01      -1.163147834486e-01      -9.194696557868e-02       4.024346173174e-01       4.022863453968e-01 
       8.903910104816e-05      -1.471931523183e-01      -1.179300557250e-01      -1.179304268203e-01      -1.471113118215e-01      -1.469928382427e-01      -1.179414072054e-01       4.024068786311e-01       4.022617820452e-01 
       9.960208576256e-05      -1.811343084638e-01      -1.475622426264e-01      -1.475628218530e-01      -1.809656976425e-01      -1.808242773183e-01      -1.475753790788e-01       4.023754058737e-01       4.022338696324e-01 
       1.103226197607e-04      -2.180601315432e-01      -1.810255190919e-01      -1.810263877928e-01      -2.177639614051e-01      -2.175995842401e-01      -1.810401805793e-01       4.023400538214e-01       4.022024629453e-01 
       1.212204204863e-04      -2.577315308318e-01      -2.185401558518e-01      -2.185414169961e-01      -2.572566819818e-01      -2.570700740788e-01      -2.185559248834e-01       4.023006605566e-01       4.021673992603e-01 
       1.323161328746e-04      -2.998658753148e-01      -2.603579332614e-01      -2.603597154829e-01      -2.991496032465e-01      -2.989422819658e-01      -2.603742095511e-01       4.022570396118e-01       4.021284901753e-01 
       1.436314483177e-04      -3.441309298711e-01      -3.067652518394e-01      -3.067677141777e-01      -3.430975223731e-01      -3.428718389128e-01      -3.067812241743e-01       4.022089874335e-01       4.020855286854e-01 
       1.551892311236e-04      -3.901383030686e-01      -3.580867169877e-01      -3.580900543888e-01      -3.886977478742e-01      -3.884569109361e-01      -3.581013319034e-01       4.021562758130e-01       4.020382811495e-01 
       1.670136531707e-04      -4.374366429452e-01      -4.146892705651e-01      -4.146937203943e-01      -4.354833020484e-01      -4.352313764446e-01      -4.147011977354e-01       4.020986539865e-01       4.019864888720e-01 
       1.791303374080e-04      -4.855046953756e-01      -4.769869306649e-01      -4.769927802412e-01      -4.829161069331e-01      -4.826579763082e-01      -4.769945247563e-01       4.020358467448e-01       4.019298655901e-01 
       1.915665107696e-04      -5.337446716894e-01      -5.454462184883e-01      -5.454538139775e-01      -5.303805135160e-01      -5.301217972063e-01      -5.454474776255e-01       4.019675519680e-01       4.018680943223e-01 
       2.043511669539e-04      -5.814764420634e-01      -6.205923652000e-01      -6.206021222857e-01      -5.771776944455e-01      -5.769246041857e-01      -6.205848864190e-01       4.018934409472e-01       4.018008269012e-01 
       2.175152393408e-04      -6.279328050875e-01      -7.030163934810e-01      -7.030288091701e-01      -6.225215966741e-01      -6.222807179184e-01      -7.029973248017e-01       4.018131560551e-01       4.017276807554e-01 
       2.310917840800e-04      -6.722576612215e-01      -7.933831860773e-01      -7.933988535134e-01      -6.655374063929e-01      -6.653153853641e-01      -7.933491774143e-01       4.017263090785e-01       4.016482362980e-01 
       2.451161730514e-04      -7.135070435618e-01      -8.924406684278e-01      -8.924602933371e-01      -7.052637634536e-01      -7.050668830181e-01      -8.923878210220e-01       4.016324803991e-01       4.015620350706e-01 
       2.596262959596e-04      -7.506556703170e-01      -1.001030236830e+00      -1.001054657277e+00      -7.406602962706e-01      -7.404939230678e-01      -1.000954054186e+00       4.015312181705e-01       4.014685778611e-01 
       2.746627702457e-04      -7.826100140699e-01      -1.120098572783e+00      -1.120128781674e+00      -7.706224203160e-01      -7.704903061140e-01      -1.119993914727e+00       4.014220350635e-01       4.013673203967e-01 
       2.902691567586e-04      -8.082309082908e-01      -1.250711009431e+00      -1.250748181281e+00      -7.940057181501e-01      -7.939091531971e-01      -1.250572053600e+00       4.013044087590e-01       4.012576728646e-01 
       3.064921781847e-04      -8.263673115737e-01      -1.394066594728e+00      -1.394112115450e+00      -8.096625076172e-01      -8.095993326852e-01      -1.393886808222e+00       4.011777790320e-01       4.011389962133e-01 
       3.233819360610e-04      -8.359051488012e-01      -1.551515020483e+00      -1.551570522731e+00      -8.164933781543e-01      -8.164568885869e-01      -1.551287148793e+00       4.010415471907e-01       4.010106011262e-01 
       3.409921207563e-04      -8.358326657550e-01      -1.724575558751e+00      -1.724642961447e+00      -8.135162676699e-01      -8.134940807298e-01      -1.724291636507e+00       4.008950735896e-01       4.008717455857e-01 
       3.593802070753e-04      -8.253250210730e-01      -1.914958138267e+00      -1.915039691172e+00      -7.999549597688e-01      -7.999279659111e-01      -1.914609529043e+00       4.007376751612e-01       4.007216331982e-01 
       3.786076260986e-04      -8.038483650583e-01      -2.124586656170e+00      -2.124684989775e+00      -7.753472756472e-01      -7.752888703311e-01      -2.124164128160e+00       4.005686226833e-01       4.005594122816e-01 
       3.987399015405e-04      -7.712811872655e-01      -2.355624559740e+00      -2.355742739735e+00      -7.396704052110e-01      -7.395462803660e-01      -2.355118402343e+00       4.003871365157e-01       4.003841747722e-01 
       4.198467363095e-04      -7.280471546284e-01      -2.610502649876e+00      -2.610644238328e+00      -6.934763178854e-01      -6.932451915019e-01      -2.609902836241e+00       4.001923805159e-01       4.001949549841e-01 
       4.420020322063e-04      -6.752447831663e-01      -2.891948965467e+00      -2.892118080259e+00      -6.380236431691e-01      -6.376393985799e-01      -2.891245351868e+00       3.999834551035e-01       3.999907295109e-01 
       4.652838229331e-04      -6.147566993717e-01      -3.203020401738e+00      -3.203221784355e+00      -5.753837594224e-01      -5.747995112758e-01      -3.202202962841e+00       3.997593862314e-01       3.997704151521e-01 
       4.897740980930e-04      -5.493031337060e-01      -3.547135594915e+00      -3.547374671105e+00      -5.084886264619e-01      -5.076631827450e-01      -3.546194659898e+00       3.995191129966e-01       3.995328675835e-01 
       5.155584939622e-04      -4.824025266470e-01      -3.928108290936e+00      -3.928391228337e+00      -4.410778123290e-01      -4.399847685275e-01      -3.927034747004e+00       3.992614720488e-01       3.992768784109e-01 
