#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ddec[0]         19:theta_ddec[0]         20:shear_ddec[0]         21:cs2_ddec[0]        
       7.174604171774e-02       1.746050053250e-07      -1.166873378822e+00       2.092721830329e-06       5.090415288978e-14       1.272603822244e-13       1.741244420630e-23       2.545207644489e-14      -8.751550341168e-01       2.092721830329e-06       5.834084911012e-01       7.082816803188e-01      -1.166873378822e+00       2.092721782439e-06       2.001951190845e-08      -8.751550341168e-01       2.092721932896e-06      -1.166873378822e+00       2.092721782439e-06       2.001407955311e-08       3.333333333333e-01 
       7.262354296275e-02       1.767407886642e-07      -1.166875351388e+00       2.118317775857e-06       5.279502395853e-14       1.319875598963e-13       1.850374833911e-23       2.639751197927e-14      -8.751565135408e-01       2.118317775857e-06       5.834149766461e-01       7.082811877933e-01      -1.166875351388e+00       2.118317726188e-06       2.051220422304e-08      -8.751565135408e-01       2.118317882234e-06      -1.166875351388e+00       2.118317726189e-06       2.050392754191e-08       3.333333333333e-01 
       7.350104420776e-02       1.788765780294e-07      -1.166877662736e+00       2.143914357332e-06       5.473216964855e-14       1.368304241214e-13       1.964910463133e-23       2.736608482428e-14      -8.751582470517e-01       2.143914357332e-06       5.834212223216e-01       7.082806105797e-01      -1.166877662736e+00       2.143914305840e-06       2.101088606405e-08      -8.751582470517e-01       2.143914467611e-06      -1.166877662736e+00       2.143914305842e-06       2.099969584198e-08       3.333333333333e-01 
       7.437854545277e-02       1.810123734208e-07      -1.166880257917e+00       2.169511497474e-06       5.671614830630e-14       1.417903707658e-13       2.085049644351e-23       2.835807415315e-14      -8.751601934378e-01       2.169511497474e-06       5.834272490061e-01       7.082799624152e-01      -1.166880257917e+00       2.169511444117e-06       2.151555756940e-08      -8.751601934378e-01       2.169511611751e-06      -1.166880257917e+00       2.169511444120e-06       2.150138393371e-08       3.333333333333e-01 
       7.525604669778e-02       1.831481748383e-07      -1.166883067576e+00       2.195109081521e-06       5.874751711714e-14       1.468687927928e-13       2.210995462340e-23       2.937375855857e-14      -8.751623006817e-01       2.195109081521e-06       5.834330795205e-01       7.082792606389e-01      -1.166883067576e+00       2.195109026252e-06       2.202621886698e-08      -8.751623006817e-01       2.195109199890e-06      -1.166883067576e+00       2.195109026257e-06       2.200899090747e-08       3.333333333333e-01 
       7.613354794278e-02       1.852839822820e-07      -1.166886063913e+00       2.220707069800e-06       6.082683506562e-14       1.520670876640e-13       2.342955916703e-23       3.041341753281e-14      -8.751645479349e-01       2.220707069800e-06       5.834387266324e-01       7.082785122003e-01      -1.166886063913e+00       2.220707012575e-06       2.254287006026e-08      -8.751645479349e-01       2.220707192357e-06      -1.166886063913e+00       2.220707012581e-06       2.252251597338e-08       3.333333333333e-01 
       7.898089869305e-02       1.922143762603e-07      -1.166896919039e+00       2.303771081573e-06       6.791084858404e-14       1.697771214601e-13       2.815166172193e-23       3.395542429202e-14      -8.751726892792e-01       2.303771081573e-06       5.834558966387e-01       7.082758005660e-01      -1.166896919039e+00       2.303771017684e-06       2.426057337336e-08      -8.751726892792e-01       2.303771218401e-06      -1.166896919039e+00       2.303771017698e-06       2.422957221561e-08       3.333333333333e-01 
       8.182824944331e-02       1.991448336874e-07      -1.166909259118e+00       2.386838910568e-06       7.552473473843e-14       1.888118368461e-13       3.360628001383e-23       3.776236736922e-14      -8.751819443383e-01       2.386838910568e-06       5.834714952807e-01       7.082727177722e-01      -1.166909259118e+00       2.386838839517e-06       2.604134792438e-08      -8.751819443383e-01       2.386839062734e-06      -1.166909259118e+00       2.386838839541e-06       2.599890775807e-08       3.333333333333e-01 
       8.467560019357e-02       2.060753545634e-07      -1.166922786244e+00       2.469910243255e-06       8.368761733880e-14       2.092190433470e-13       3.987552917080e-23       4.184380866940e-14      -8.751920896829e-01       2.469910243255e-06       5.834857467546e-01       7.082693382955e-01      -1.166922786244e+00       2.469910164525e-06       2.788519636079e-08      -8.751920896829e-01       2.469910411863e-06      -1.166922786244e+00       2.469910164562e-06       2.783049689771e-08       3.333333333333e-01 
       8.752295094384e-02       2.130059388881e-07      -1.166937147739e+00       2.552984561165e-06       9.241861230950e-14       2.310465307737e-13       4.704744166919e-23       4.620930615475e-14      -8.752028608045e-01       2.552984561165e-06       5.834988651595e-01       7.082657503053e-01      -1.166937147739e+00       2.552984474221e-06       2.979212148655e-08      -8.752028608045e-01       2.552984747358e-06      -1.166937147739e+00       2.552984474276e-06       2.972431406064e-08       3.333333333333e-01 
       9.037030169410e-02       2.199365866616e-07      -1.166952081824e+00       2.636061454685e-06       1.017368371065e-13       2.543420927663e-13       5.521617746218e-23       5.086841855325e-14      -8.752140613676e-01       2.636061454685e-06       5.835110255410e-01       7.082620192468e-01      -1.166952081824e+00       2.636061358976e-06       3.176212568843e-08      -8.752140613676e-01       2.636061659647e-06      -1.166952081824e+00       2.636061359052e-06       3.168033359108e-08       3.333333333333e-01 
       9.321765244436e-02       2.268672978838e-07      -1.166967368309e+00       2.719140526643e-06       1.116614077054e-13       2.791535192634e-13       6.448222877761e-23       5.583070385268e-14      -8.752255262316e-01       2.719140526643e-06       5.835223771872e-01       7.082582001668e-01      -1.166967368309e+00       2.719140421598e-06       3.379521066936e-08      -8.752255262316e-01       2.719140751593e-06      -1.166967368309e+00       2.719140421700e-06       3.369852834208e-08       3.333333333333e-01 
       1.003276166976e-01       2.441738758762e-07      -1.167006412572e+00       2.926601099930e-06       1.392160632812e-13       3.480401582030e-13       9.312813105425e-23       6.960803164060e-14      -8.752548094289e-01       2.926601099930e-06       5.835478719108e-01       7.082484457912e-01      -1.167006412572e+00       2.926600968966e-06       3.914734629977e-08      -8.752548094289e-01       2.926601380374e-06      -1.167006412572e+00       2.926600969150e-06       3.900934499651e-08       3.333333333333e-01 
       1.074375809508e-01       2.614808494868e-07      -1.167045790934e+00       3.134071672027e-06       1.709684190329e-13       4.274210475823e-13       1.311561968288e-22       8.548420951646e-14      -8.752843432001e-01       3.134071672027e-06       5.835702955259e-01       7.082386083827e-01      -1.167045790933e+00       3.134071511195e-06       4.489283334102e-08      -8.752843432001e-01       3.134072016412e-06      -1.167045790934e+00       3.134071511495e-06       4.470725117044e-08       3.333333333333e-01 
       1.145475452041e-01       2.787882187155e-07      -1.167084841868e+00       3.341550525780e-06       2.072162632017e-13       5.180406580042e-13       1.807031887523e-22       1.036081316008e-13      -8.753136314006e-01       3.341550525780e-06       5.835905314973e-01       7.082288533227e-01      -1.167084841868e+00       3.341550330853e-06       5.103168842656e-08      -8.753136314006e-01       3.341550943154e-06      -1.167084841868e+00       3.341550331303e-06       5.079182351619e-08       3.333333333333e-01 
       1.216575094573e-01       2.960959835623e-07      -1.167123187691e+00       3.549036335084e-06       2.482574121244e-13       6.206435303111e-13       2.442082892906e-22       1.241287060622e-13      -8.753423907679e-01       3.549036335084e-06       5.836091880035e-01       7.082192750323e-01      -1.167123187691e+00       3.549036101553e-06       5.756392827789e-08      -8.753423907680e-01       3.549036835092e-06      -1.167123187691e+00       3.549036102195e-06       5.726263904809e-08       3.333333333333e-01 
       1.287674737106e-01       3.134041440274e-07      -1.167160678760e+00       3.756528242537e-06       2.943897245689e-13       7.359743114222e-13       3.244331784160e-22       1.471948622844e-13      -8.753705090702e-01       3.756528242537e-06       5.836266843085e-01       7.082099109219e-01      -1.167160678760e+00       3.756527965614e-06       6.448956667900e-08      -8.753705090703e-01       3.756528835422e-06      -1.167160678760e+00       3.756527966495e-06       6.411927269868e-08       3.333333333333e-01 
       1.358774379638e-01       3.307127001106e-07      -1.167197264888e+00       3.964025614500e-06       3.459110948665e-13       8.647777371662e-13       4.244821016210e-22       1.729555474332e-13      -8.753979486658e-01       3.964025614500e-06       5.836433218159e-01       7.082007735388e-01      -1.167197264888e+00       3.964025289117e-06       7.180861379767e-08      -8.753979486658e-01       3.964026311104e-06      -1.167197264888e+00       3.964025290288e-06       7.136129537026e-08       3.333333333333e-01 
       1.514581099040e-01       3.686438007927e-07      -1.167274501846e+00       4.418749945397e-06       4.791142570006e-13       1.197785642501e-12       7.305435474844e-22       2.395571285003e-13      -8.754558763842e-01       4.418749945397e-06       5.836777132810e-01       7.081814860676e-01      -1.167274501846e+00       4.418749494726e-06       8.922317915435e-08      -8.754558763842e-01       4.418750910123e-06      -1.167274501846e+00       4.418749496743e-06       8.857688964437e-08       3.333333333333e-01 
       1.670387818443e-01       4.065768013005e-07      -1.167348268874e+00       4.873496933396e-06       6.427634746479e-13       1.606908686620e-12       1.192146214341e-21       3.213817373240e-13      -8.755112016553e-01       4.873496933396e-06       5.837103147739e-01       7.081630684404e-01      -1.167348268874e+00       4.873496328801e-06       1.085270890094e-07      -8.755112016553e-01       4.873498227474e-06      -1.167348268874e+00       4.873496332009e-06       1.076366117388e-07       3.333333333333e-01 
       1.826194537845e-01       4.445117016340e-07      -1.167419290846e+00       5.328265812026e-06       8.399957455654e-13       2.099989363913e-12       1.862244187270e-21       4.199978727827e-13      -8.755644681341e-01       5.328265812026e-06       5.837418506640e-01       7.081453394392e-01      -1.167419290845e+00       5.328265021922e-06       1.297204340320e-07      -8.755644681342e-01       5.328267502982e-06      -1.167419290846e+00       5.328265026740e-06       1.285359612906e-07       3.333333333333e-01 
       1.982001257248e-01       4.824485017931e-07      -1.167488118139e+00       5.783056070982e-06       1.073948954682e-12       2.684872386705e-12       2.804650234226e-21       5.369744773410e-13      -8.756160886042e-01       5.783056070982e-06       5.837727210266e-01       7.081281614694e-01      -1.167488118139e+00       5.783055060832e-06       1.528033212919e-07      -8.756160886043e-01       5.783058232631e-06      -1.167488118139e+00       5.783055067759e-06       1.512704641425e-07       3.333333333333e-01 
       2.137807976650e-01       5.203872017780e-07      -1.167555210516e+00       6.237867581046e-06       1.347761922463e-12       3.369404806158e-12       4.095053134917e-21       6.738809612316e-13      -8.756664078869e-01       6.237867581046e-06       5.838031616156e-01       7.081114195909e-01      -1.167555210516e+00       6.237866313361e-06       1.777758491531e-07      -8.756664078870e-01       6.237870293497e-06      -1.167555210516e+00       6.237866322986e-06       1.758356498558e-07       3.333333333333e-01 
       2.293614696052e-01       5.583278015885e-07      -1.167620942519e+00       6.692700440296e-06       1.664574417255e-12       4.161436043138e-12       5.822035751605e-21       8.322872086276e-13      -8.757157068889e-01       6.692700440296e-06       5.838333213838e-01       7.080950201680e-01      -1.167620942518e+00       6.692698874635e-06       2.046380970409e-07      -8.757157068891e-01       6.692703789948e-06      -1.167620942518e+00       6.692698887641e-06       2.022270403072e-07       3.333333333333e-01 
       2.449421415455e-01       5.962703012247e-07      -1.167685601448e+00       7.147554792405e-06       2.027527140596e-12       5.068817851490e-12       8.088093786803e-21       1.013763570298e-12      -8.757642010859e-01       7.147554792405e-06       5.838632924745e-01       7.080788913758e-01      -1.167685601448e+00       7.147552885372e-06       2.333901412595e-07      -8.757642010861e-01       7.147558871945e-06      -1.167685601448e+00       7.147552902545e-06       2.304401647719e-07       3.333333333333e-01 
       2.769569782134e-01       6.742397131407e-07      -1.167815921183e+00       8.082247682837e-06       2.931450874799e-12       7.328627186997e-12       1.495217680011e-20       1.465725437399e-12      -8.758619408875e-01       8.082247682837e-06       5.839244997552e-01       7.080463927051e-01      -1.167815921183e+00       8.082244925634e-06       2.984006244186e-07      -8.758619408879e-01       8.082253579704e-06      -1.167815921183e+00       8.082244954310e-06       2.941104450106e-07       3.333333333333e-01 
       3.089718148813e-01       7.522171463421e-07      -1.167943838097e+00       9.017032573796e-06       4.070716747290e-12       1.017679186823e-11       2.584344976994e-20       2.035358373645e-12      -8.759578785730e-01       9.017032573796e-06       5.839853686805e-01       7.080145047149e-01      -1.167943838097e+00       9.017028745090e-06       3.713911863189e-07      -8.759578785736e-01       9.017040760419e-06      -1.167943838097e+00       9.017028790102e-06       3.654150921604e-07       3.333333333333e-01 
       3.409866515492e-01       8.302026008288e-07      -1.168070120661e+00       9.951910029869e-06       5.472608605067e-12       1.368152151267e-11       4.232097970846e-20       2.736304302533e-12      -8.760525904954e-01       9.951910029869e-06       5.840459865408e-01       7.079830352885e-01      -1.168070120660e+00       9.951904882672e-06       4.523626777628e-07      -8.760525904963e-01       9.951921033199e-06      -1.168070120660e+00       9.951904950023e-06       4.443159494145e-07       3.333333333333e-01 
       3.730014882172e-01       9.081960766009e-07      -1.168195277329e+00       1.088688064961e-05       7.164426865925e-12       1.791106716481e-11       6.630310106603e-20       3.582213432963e-12      -8.761464579968e-01       1.088688064961e-05       5.841063925378e-01       7.079518573130e-01      -1.168195277328e+00       1.088687391127e-05       5.413159226801e-07      -8.761464579982e-01       1.088689505110e-05      -1.168195277328e+00       1.088687400825e-05       5.307750276602e-07       3.333333333333e-01 
       4.050163248851e-01       9.861975736584e-07      -1.168319648752e+00       1.182194496374e-05       9.173488518167e-12       2.293372129542e-11       1.001049437174e-19       4.586744259084e-12      -8.762397365643e-01       1.182194496374e-05       5.841666143515e-01       7.079208856271e-01      -1.168319648751e+00       1.182193633591e-05       6.382516750161e-07      -8.762397365661e-01       1.182196339934e-05      -1.168319648751e+00       1.182193647125e-05       6.247544631616e-07       3.333333333333e-01 
       4.370311615530e-01       1.064207092001e-06      -1.168443409527e+00       1.275710277017e-05       1.152712653844e-11       2.881781634611e-11       1.464760105341e-19       5.763563269222e-12      -8.763325571455e-01       1.275710277017e-05       5.842266775299e-01       7.078900765823e-01      -1.168443409526e+00       1.275709192882e-05       7.431706760090e-07      -8.763325571480e-01       1.275712593028e-05      -1.168443409526e+00       1.275709211276e-05       7.262165696196e-07       3.333333333333e-01 
       4.690459982209e-01       1.142224631629e-06      -1.168566648128e+00       1.369235341905e-05       1.425268974073e-11       3.563172435181e-11       2.086378115329e-19       7.126344870363e-12      -8.764249860958e-01       1.369235341905e-05       5.842865943540e-01       7.078594080612e-01      -1.168566648126e+00       1.369234001444e-05       8.560737215874e-07      -8.764249860992e-01       1.369238204853e-05      -1.168566648126e+00       1.369234025891e-05       8.351239085019e-07       3.333333333333e-01 
       5.118938418392e-01       1.246653875349e-06      -1.168730973422e+00       1.494421444825e-05       1.853016112989e-11       4.632540282472e-11       3.231202106315e-19       9.265080564944e-12      -8.765482300665e-01       1.494421444826e-05       5.843665412484e-01       7.078185312400e-01      -1.168730973419e+00       1.494419702095e-05       1.019675218087e-06      -8.765482300713e-01       1.494425165814e-05      -1.168730973419e+00       1.494419736820e-05       9.924683071974e-07       3.333333333333e-01 
       5.547416854574e-01       1.351097487168e-06      -1.168894775787e+00       1.619624177268e-05       2.358851378487e-11       5.897128446218e-11       4.831334374270e-19       1.179425689244e-11      -8.766710818399e-01       1.619624177268e-05       5.844461929902e-01       7.077778030322e-01      -1.168894775782e+00       1.619621958841e-05       1.197581488820e-06      -8.766710818465e-01       1.619628912514e-05      -1.168894775783e+00       1.619622006764e-05       1.162993549103e-06       3.333333333333e-01 
       5.975895290757e-01       1.455555467086e-06      -1.169058227794e+00       1.744843579334e-05       2.949345200845e-11       7.373363002113e-11       7.010940333283e-19       1.474672600423e-11      -8.767936708457e-01       1.744843579334e-05       5.845255375290e-01       7.077371802971e-01      -1.169058227789e+00       1.744840805609e-05       1.389794358741e-06      -8.767936708545e-01       1.744849498093e-05      -1.169058227789e+00       1.744840870148e-05       1.346611412131e-06       3.333333333333e-01 
       6.404373726939e-01       1.560027815104e-06      -1.169221312064e+00       1.870079456142e-05       3.631072850778e-11       9.077682126945e-11       9.915001646662e-19       1.815536425389e-11      -8.769159840483e-01       1.870079456142e-05       5.846045971267e-01       7.076966673820e-01      -1.169221312057e+00       1.870076041337e-05       1.596315643016e-06      -8.769159840600e-01       1.870086740700e-05      -1.169221312058e+00       1.870076126451e-05       1.543234242335e-06       3.333333333333e-01 
       6.832852163122e-01       1.664514531222e-06      -1.169383974622e+00       1.995331545657e-05       4.410614503250e-11       1.102653625812e-10       1.371094623019e-18       2.205307251625e-11      -8.770379809668e-01       1.995331545657e-05       5.846833878156e-01       7.076562777831e-01      -1.169383974613e+00       1.995327397805e-05       1.817147285291e-06      -8.770379809819e-01       1.995340391328e-05      -1.169383974614e+00       1.995327508032e-05       1.752775125750e-06       3.333333333333e-01 
       7.261330599304e-01       1.769015615439e-06      -1.169546269730e+00       2.120599761041e-05       5.294555714088e-11       1.323638928522e-10       1.859028297157e-18       2.647277857044e-11      -8.771597022976e-01       2.120599761042e-05       5.847618960651e-01       7.076159979374e-01      -1.169546269718e+00       2.120594781988e-05       2.052291272605e-06      -8.771597023169e-01       2.120610376160e-05      -1.169546269719e+00       2.120594922478e-05       1.975147798672e-06       3.333333333333e-01 
       7.689809035487e-01       1.873531067755e-06      -1.169708347488e+00       2.245884217846e-05       6.289487718077e-11       1.572371929519e-10       2.477024010650e-18       3.144743859038e-11      -8.772812606161e-01       2.245884217847e-05       5.848400967878e-01       7.075757903221e-01      -1.169708347473e+00       2.245878303243e-05       2.301749357221e-06      -8.772812606404e-01       2.245896823762e-05      -1.169708347474e+00       2.245878479801e-05       2.210266322554e-06       3.333333333333e-01 
       8.343849354111e-01       2.033093801302e-06      -1.169955353906e+00       2.437152679196e-05       8.037141036268e-11       2.009285259067e-10       3.727430603283e-18       4.018570518134e-11      -8.774665154293e-01       2.437152679196e-05       5.849588842006e-01       7.075145492000e-01      -1.169955353885e+00       2.437145121291e-05       2.710132892594e-06      -8.774665154629e-01       2.437168780204e-05      -1.169955353886e+00       2.437145365676e-05       2.593540512265e-06       3.333333333333e-01 
       8.997889672735e-01       2.192690012148e-06      -1.170201910892e+00       2.628458404552e-05       1.008225116184e-10       2.520562790460e-10       5.438825605162e-18       5.041125580920e-11      -8.776514331687e-01       2.628458404553e-05       5.850769830244e-01       7.074534621387e-01      -1.170201910863e+00       2.628448923714e-05       3.151878096871e-06      -8.776514332141e-01       2.628478592940e-05      -1.170201910865e+00       2.628449253692e-05       3.006012540236e-06       3.333333333333e-01 
       9.651929991359e-01       2.352319700295e-06      -1.170447984704e+00       2.819800910162e-05       1.244832648158e-10       3.112081620396e-10       7.728528382028e-18       6.224163240792e-11      -8.778359885278e-01       2.819800910163e-05       5.851944035202e-01       7.073925375817e-01      -1.170447984666e+00       2.819789204671e-05       3.626991380238e-06      -8.778359885879e-01       2.819825824428e-05      -1.170447984668e+00       2.819789640833e-05       3.447384858413e-06       3.333333333333e-01 
       1.030597030998e+00       2.511982865743e-06      -1.170693557252e+00       3.011179726526e-05       1.515890249985e-10       3.789725624964e-10       1.073233572876e-17       7.579451249927e-11      -8.780201679388e-01       3.011179726528e-05       5.853111485192e-01       7.073317800601e-01      -1.170693557203e+00       3.011165472554e-05       4.135479222493e-06      -8.780201680169e-01       3.011210051344e-05      -1.170693557206e+00       3.011166038511e-05       3.917363053805e-06       3.333333333333e-01 
       1.096001062861e+00       2.671679508491e-06      -1.170938678402e+00       3.202594563105e-05       1.823754263950e-10       4.559385659876e-10       1.460589532559e-17       9.118771319751e-11      -8.782040088017e-01       3.202594563108e-05       5.854272114859e-01       7.072711771150e-01      -1.170938678340e+00       3.202577414689e-05       4.677347887642e-06      -8.782040089017e-01       3.202631029296e-05      -1.170938678343e+00       3.202578137268e-05       4.415655604120e-06       3.333333333333e-01 
       1.161405094723e+00       2.831409628539e-06      -1.171183354010e+00       3.394045027378e-05       2.170783689384e-10       5.426959223460e-10       1.952608176724e-17       1.085391844692e-10      -8.783875155076e-01       3.394045027382e-05       5.855425989143e-01       7.072107272905e-01      -1.171183353931e+00       3.394024616397e-05       5.252603433419e-06      -8.783875156337e-01       3.394088411875e-05      -1.171183353936e+00       3.394025525837e-05       4.941973750702e-06       3.333333333333e-01 
       1.226809126586e+00       2.991173225887e-06      -1.171427618535e+00       3.585530828897e-05       2.559340279923e-10       6.398350699807e-10       2.569237818275e-17       1.279670139961e-10      -8.785707139010e-01       3.585530828903e-05       5.856573100152e-01       7.071504219794e-01      -1.171427618436e+00       3.585506765049e-05       5.861251868361e-06      -8.785707140579e-01       3.585581954717e-05      -1.171427618442e+00       3.585507895188e-05       5.496031796494e-06       3.333333333333e-01 
       1.314356955802e+00       3.205080270342e-06      -1.171753921746e+00       3.841902417803e-05       3.148565846108e-10       7.871414615270e-10       3.628973078251e-17       1.574282923054e-10      -8.788154413093e-01       3.841902417812e-05       5.858098132338e-01       7.070699299344e-01      -1.171753921616e+00       3.841872814770e-05       6.728245889293e-06      -8.788154415160e-01       3.841965274288e-05      -1.171753921624e+00       3.841874299928e-05       6.280602290708e-06       3.333333333333e-01 
       1.401904785019e+00       3.419047298345e-06      -1.172079462774e+00       4.098335605534e-05       3.822113245613e-10       9.555283114033e-10       5.013106290608e-17       1.911056622807e-10      -8.790595970802e-01       4.098335605546e-05       5.859611303791e-01       7.069897032603e-01      -1.172079462606e+00       4.098299670872e-05       7.655097160551e-06      -8.790595973476e-01       4.098411860205e-05      -1.172079462615e+00       4.098301588119e-05       7.113699632352e-06       3.333333333333e-01 
       1.489452614236e+00       3.633074309897e-06      -1.172404288425e+00       4.354829635002e-05       4.585669261663e-10       1.146417315416e-09       6.791167383823e-17       2.292834630831e-10      -8.793032163187e-01       4.354829635019e-05       5.861112628999e-01       7.069097302731e-01      -1.172404288211e+00       4.354786522866e-05       8.641819637637e-06      -8.793032166594e-01       4.354921065639e-05      -1.172404288224e+00       4.354788959487e-05       7.994662814923e-06       3.333333333333e-01 
       1.577000443453e+00       3.847161304995e-06      -1.172728383197e+00       4.611383529476e-05       5.444928903737e-10       1.361232225934e-09       9.042034295148e-17       2.722464451869e-10      -8.795462873979e-01       4.611383529498e-05       5.862602266798e-01       7.068300148661e-01      -1.172728382928e+00       4.611332340547e-05       9.688426968622e-06      -8.795462878260e-01       4.611492024015e-05      -1.172728382944e+00       4.611335394630e-05       8.922839529079e-06       3.333333333333e-01 
       1.664548272670e+00       4.061308283642e-06      -1.173051788390e+00       4.867996552555e-05       6.405595814279e-10       1.601398953570e-09       1.185453682942e-16       3.202797907139e-10      -8.797888412922e-01       4.867996552585e-05       5.864080248275e-01       7.067505467318e-01      -1.173051788056e+00       4.867936333964e-05       1.079493258827e-05      -8.797888418234e-01       4.868124108985e-05      -1.173051788076e+00       4.867940114977e-05       9.897586558082e-06       3.333333333333e-01 
       1.752096101887e+00       4.275515245837e-06      -1.173374477243e+00       5.124667688949e-05       7.473381616146e-10       1.868345404036e-09       1.532806109775e-16       3.736690808073e-10      -8.800308579320e-01       5.124667688988e-05       5.865546746296e-01       7.066713325772e-01      -1.173374476833e+00       5.124597434200e-05       1.196134974780e-05      -8.800308585840e-01       5.124816415214e-05      -1.173374476858e+00       5.124602063567e-05       1.091826920961e-05       3.333333333333e-01 
