# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ddec[0]        13:(.)p_ddec[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       3.739767920497e+13       4.791791737740e-25       1.098851498682e-08       3.403282063821e+21       1.330060624629e+04       3.556532525291e-10       4.974118056303e+17       6.344334601541e-09       5.382173327477e+42       1.301159545554e+32       6.885473739731e+32       2.476935411281e+42       8.256451370935e+41       8.111013765352e-08       3.723220066347e+42       1.158232880592e+43       1.626352942987e-05       1.016713202543e+00 
       3.713771519858e+13       4.859111619862e-25       1.106491254177e-08       3.356131768604e+21       1.330060624629e+04       3.581428252968e-10       4.939541267431e+17       6.388744943751e-09       5.234073264807e+42       1.274213319433e+32       6.742879748874e+32       2.408778132182e+42       8.029260440605e+41       8.111013765352e-08       3.620769050445e+42       1.126362044824e+43       1.637887361023e-05       1.009553250413e+00 
       3.687955829055e+13       4.927377279009e-25       1.114312908612e-08       3.309634710557e+21       1.330060624629e+04       3.606498250739e-10       4.905204833596e+17       6.433466158356e-09       5.090048438520e+42       1.247825133335e+32       6.603238793203e+32       2.342496321725e+42       7.808321072418e+41       8.111013765352e-08       3.521137156290e+42       1.095368191732e+43       1.649421779058e-05       1.002493437473e+00 
       3.662319591911e+13       4.996602002401e-25       1.122134563047e-08       3.263781839494e+21       1.330060624629e+04       3.631743738494e-10       4.871107084008e+17       6.478500421464e-09       4.949986711245e+42       1.221983430588e+32       6.466489717149e+32       2.278038373060e+42       7.593461243532e+41       8.111013765352e-08       3.424246810739e+42       1.065227189581e+43       1.660956197094e-05       9.955316774909e-01 
       3.636861560984e+13       5.066799263932e-25       1.129956217483e-08       3.218564230619e+21       1.330060624629e+04       3.657165944664e-10       4.837246359491e+17       6.523849924413e-09       4.813779031272e+42       1.196676893853e+32       6.332572631635e+32       2.215354099387e+42       7.384513664623e+41       8.111013765352e-08       3.330022575209e+42       1.035915570662e+43       1.672490615129e-05       9.886659417845e-01 
       3.611580497502e+13       5.137982726790e-25       1.137959770858e-08       3.173973082780e+21       1.330060624629e+04       3.682766106276e-10       4.803621012405e+17       6.569516873883e-09       4.681319347640e+42       1.171894440167e+32       6.201428887854e+32       2.154394694887e+42       7.181315649625e+41       8.111013765352e-08       3.238391086947e+42       1.007410513021e+43       1.684025033165e-05       9.818942572521e-01 
       3.586475171303e+13       5.210166246118e-25       1.145781425294e-08       3.129999716760e+21       1.330060624629e+04       3.708545469020e-10       4.770229406559e+17       6.615503491999e-09       4.552504527570e+42       1.147625216087e+32       6.073001051577e+32       2.095112696721e+42       6.983708989071e+41       8.111013765352e-08       3.149281001905e+42       9.796898226918e+42       1.695559451201e-05       9.752147044821e-01 
       3.561544360777e+13       5.283363871709e-25       1.153784978669e-08       3.086635573588e+21       1.330060624629e+04       3.734505287303e-10       4.737069917139e+17       6.661812016442e-09       4.427234276165e+42       1.123858592939e+32       5.947232878005e+32       2.037461948073e+42       6.791539826910e+41       8.111013765352e-08       3.062622939191e+42       9.527319164136e+42       1.707093869236e-05       9.686254159387e-01 
       3.536786852808e+13       5.357589850742e-25       1.161970430985e-08       3.043872212870e+21       1.330060624629e+04       3.760646824314e-10       4.704140930624e+17       6.708444700556e-09       4.305411058320e+42       1.100584162161e+32       5.824069287134e+32       1.981397562213e+42       6.604658540709e+41       8.111013765352e-08       2.978349427056e+42       9.265158048280e+42       1.718628287272e-05       9.621245742214e-01 
       3.512201442709e+13       5.432858630554e-25       1.170155883301e-08       3.001701311150e+21       1.330060624629e+04       3.786971352085e-10       4.671440844711e+17       6.755403813459e-09       4.186940022780e+42       1.077791730748e+32       5.703456339634e+32       1.926875887550e+42       6.422919625168e+41       8.111013765352e-08       2.896394850352e+42       9.010210761361e+42       1.730162705307e-05       9.557104103937e-01 
       3.487786934169e+13       5.509184861453e-25       1.178341335617e-08       2.960114660289e+21       1.330060624629e+04       3.813480151549e-10       4.638968068234e+17       6.802691640152e-09       4.071728928295e+42       1.055471316786e+32       5.585341213226e+32       1.873854473646e+42       6.246181578818e+41       8.111013765352e-08       2.816695399451e+42       8.762278802055e+42       1.741697123343e-05       9.493812023782e-01 
       3.463542139195e+13       5.586583399571e-25       1.186526787933e-08       2.919104165863e+21       1.330060624629e+04       3.840174512610e-10       4.606721021086e+17       6.850310481632e-09       3.959688071792e+42       1.033613145077e+32       5.469672179547e+32       1.822292038158e+42       6.074306793860e+41       8.111013765352e-08       2.739189020559e+42       8.521169131159e+42       1.753231541379e-05       9.431352734157e-01 
       3.439465878049e+13       5.665069309751e-25       1.194894139189e-08       2.878661845595e+21       1.330060624629e+04       3.867055734198e-10       4.574698134147e+17       6.898262655003e-09       3.850730218541e+42       1.012207642866e+32       5.356398581500e+32       1.772148434704e+42       5.907161449013e+41       8.111013765352e-08       2.663815367403e+42       8.286694021285e+42       1.764765959414e-05       9.369709905833e-01 
       3.415556979194e+13       5.744657868482e-25       1.203261490446e-08       2.838779827795e+21       1.330060624629e+04       3.894125124338e-10       4.542897849202e+17       6.946550493587e-09       3.744770534230e+42       9.912454356418e+31       5.245470811062e+32       1.723384621599e+42       5.744615405329e+41       8.111013765352e-08       2.590515754245e+42       8.058670910697e+42       1.776300377450e-05       9.308867633722e-01 
       3.391814279240e+13       5.825364566876e-25       1.211628841702e-08       2.799450349831e+21       1.330060624629e+04       3.921384000208e-10       4.511318618870e+17       6.995176347041e-09       3.641726518911e+42       9.707173430326e+31       5.136840287564e+32       1.675962631459e+42       5.586542104865e+41       8.111013765352e-08       2.519233110189e+42       7.836922261170e+42       1.787834795485e-05       9.248810423186e-01 
       3.368236622879e+13       5.907205113675e-25       1.219996192958e-08       2.760665756617e+21       1.330060624629e+04       3.948833688209e-10       4.479958906525e+17       7.044142581469e-09       3.541517942772e+42       9.506143747882e+31       5.030459436415e+32       1.629845541643e+42       5.432818472143e+41       8.111013765352e-08       2.449911934746e+42       7.621275419759e+42       1.799369213521e-05       9.189523176888e-01 
       3.344822862840e+13       5.990195438316e-25       1.228545443155e-08       2.722418499124e+21       1.330060624629e+04       3.976475524027e-10       4.448817186221e+17       7.093451579538e-09       3.444066783666e+42       9.309277268405e+31       4.926281668262e+32       1.584997445498e+42       5.283324818326e+41       8.111013765352e-08       2.382498254621e+42       7.411562484371e+42       1.810903631557e-05       9.130991182135e-01 
       3.321571859821e+13       6.074351694028e-25       1.237276592292e-08       2.684701132908e+21       1.330060624629e+04       4.004310852695e-10       4.417891942623e+17       7.143105740594e-09       3.349297166364e+42       9.116487774483e+31       4.824261358590e+32       1.541383424409e+42       5.137944748029e+41       8.111013765352e-08       2.316939581693e+42       7.207620173039e+42       1.822438049592e-05       9.073200098708e-01 
       3.298482482444e+13       6.159690260976e-25       1.245825842489e-08       2.647506316666e+21       1.330060624629e+04       4.032341028664e-10       4.387181670926e+17       7.193107480777e-09       3.257135303477e+42       8.927690834214e+31       4.724353827741e+32       1.498969520607e+42       4.996565068692e+41       8.111013765352e-08       2.253184872141e+42       7.009289696787e+42       1.833972467628e-05       9.016135947149e-01 
       3.275553607193e+13       6.246227749451e-25       1.254556991626e-08       2.610826810802e+21       1.330060624629e+04       4.060567415864e-10       4.356684876789e+17       7.243459233141e-09       3.167509438010e+42       8.742803764230e+31       4.626515321346e+32       1.457722710734e+42       4.859075702448e+41       8.111013765352e-08       2.191184486708e+42       6.816416636002e+42       1.845506885664e-05       8.959785097484e-01 
       3.252784118365e+13       6.333981003102e-25       1.263470039703e-08       2.574655476020e+21       1.330060624629e+04       4.088991387775e-10       4.326400076255e+17       7.294163447772e-09       3.080349787487e+42       8.561745593486e+31       4.530702991161e+32       1.417610880126e+42       4.725369600421e+41       8.111013765352e-08       2.130890152048e+42       6.628850820200e+42       1.857041303699e-05       8.904134258373e-01 
       3.230172908009e+13       6.422967102213e-25       1.272201188840e-08       2.538985271935e+21       1.330060624629e+04       4.117614327490e-10       4.296325795685e+17       7.345222591905e-09       2.995588489622e+42       8.384437027797e+31       4.436874876303e+32       1.378602797812e+42       4.595342659373e+41       8.111013765352e-08       2.072254923144e+42       6.446446211105e+42       1.868575721735e-05       8.849170466660e-01 
       3.207718875878e+13       6.513203367031e-25       1.281114236917e-08       2.503809255703e+21       1.330060624629e+04       4.146437627782e-10       4.266460571683e+17       7.396639150047e-09       2.913159549480e+42       8.210800415114e+31       4.344989884876e+32       1.340668092196e+42       4.468893640653e+41       8.111013765352e-08       2.015233146751e+42       6.269060788943e+42       1.880110139771e-05       8.794881077299e-01 
       3.185420929372e+13       6.604707361133e-25       1.290027284995e-08       2.469120580666e+21       1.330060624629e+04       4.175462691177e-10       4.236802951026e+17       7.448415624096e-09       2.832998788093e+42       8.040759711514e+31       4.255007775970e+32       1.303777227411e+42       4.345924091369e+41       8.111013765352e-08       1.959780425858e+42       6.096556441867e+42       1.891644557806e-05       8.741253753661e-01 
       3.163277983488e+13       6.697496894849e-25       1.299122232012e-08       2.434912495024e+21       1.330060624629e+04       4.204690930015e-10       4.207351490592e+17       7.500554533463e-09       2.755043792493e+42       7.874240447898e+31       4.166889142041e+32       1.267901480321e+42       4.226338267738e+41       8.111013765352e-08       1.905853585113e+42       5.928798858423e+42       1.903178975842e-05       8.688276458189e-01 
       3.141288960762e+13       6.791590028723e-25       1.308217179030e-08       2.401178340519e+21       1.330060624629e+04       4.234123766525e-10       4.178104757291e+17       7.553058415196e-09       2.679233867115e+42       7.711169697376e+31       4.080595391649e+32       1.233012918161e+42       4.110043060536e+41       8.111013765352e-08       1.853410637214e+42       5.765657422976e+42       1.914713393878e-05       8.635937443386e-01 
       3.119452791224e+13       6.887005077036e-25       1.317312126048e-08       2.367911551137e+21       1.330060624629e+04       4.263762632891e-10       4.149061327995e+17       7.605929824101e-09       2.605509986541e+42       7.551476043331e+31       3.996088732563e+32       1.199084376781e+42       3.996947922604e+41       8.111013765352e-08       1.802410750213e+42       5.607005114010e+42       1.926247811913e-05       8.584225243131e-01 
       3.097768412337e+13       6.983760611361e-25       1.326588972006e-08       2.335105651835e+21       1.330060624629e+04       4.293608971321e-10       4.120219789468e+17       7.659171332869e-09       2.533814749540e+42       7.395089548141e+31       3.913332155204e+32       1.166089439505e+42       3.886964798352e+41       8.111013765352e-08       1.752814215724e+42       5.452718405234e+42       1.937782229949e-05       8.533128664308e-01 
       3.076234768955e+13       7.081875464189e-25       1.335865817964e-08       2.302754257276e+21       1.330060624629e+04       4.323664234120e-10       4.091578738300e+17       7.712785532197e-09       2.464092334380e+42       7.241941722548e+31       3.832289416439e+32       1.134002416557e+42       3.780008055191e+41       8.111013765352e-08       1.704582418009e+42       5.302677169401e+42       1.949316647985e-05       8.482636778725e-01 
       3.054850813262e+13       7.181368732584e-25       1.345324562863e-08       2.270851070586e+21       1.330060624629e+04       4.353929883759e-10       4.063136780834e+17       7.766775030921e-09       2.396288455362e+42       7.091965495667e+31       3.752925023710e+32       1.102798325061e+42       3.675994416870e+41       8.111013765352e-08       1.657677803911e+42       5.156764584780e+42       1.960851066021e-05       8.432738915326e-01 
       3.033615504729e+13       7.282259781907e-25       1.354601408821e-08       2.239389882132e+21       1.330060624629e+04       4.384407392945e-10       4.034892533103e+17       7.821142456136e-09       2.330350320557e+42       6.945095185609e+31       3.675204219485e+32       1.072452869588e+42       3.574842898628e+41       8.111013765352e-08       1.612063853614e+42       5.014867044196e+42       1.972385484056e-05       8.383424652668e-01 
       3.012527810058e+13       7.384568249581e-25       1.364060153719e-08       2.208364568313e+21       1.330060624629e+04       4.415098244696e-10       4.006844620757e+17       7.875890453328e-09       2.266226590695e+42       6.801266470719e+31       3.599092966043e+32       1.042942423244e+42       3.476474744147e+41       8.111013765352e-08       1.567705052212e+42       4.876874066579e+42       1.983919902092e-05       8.334683811670e-01 
       2.991586703136e+13       7.488314048918e-25       1.373700797558e-08       2.177769090363e+21       1.330060624629e+04       4.446003932409e-10       3.978991679004e+17       7.931021686500e-09       2.203867339203e+42       6.660416361401e+31       3.524557930562e+32       1.014244009268e+42       3.380813364226e+41       8.111013765352e-08       1.524566862051e+42       4.742678210940e+42       1.995454320128e-05       8.286506448602e-01 
       2.970791164981e+13       7.593517372990e-25       1.383341441397e-08       2.147597493182e+21       1.330060624629e+04       4.477125959936e-10       3.951332352536e+17       7.986538838304e-09       2.143224013320e+42       6.522483172540e+31       3.451566470523e+32       9.863352831464e+41       3.287784277155e+41       8.111013765352e-08       1.482615695844e+42       4.612174992721e+42       2.006988738164e-05       8.238882848327e-01 
       2.950140183696e+13       7.700198698562e-25       1.392982085235e-08       2.117843904173e+21       1.330060624629e+04       4.508465841655e-10       3.923865295468e+17       8.042444610170e-09       2.084249396307e+42       6.387406496478e+31       3.380086619412e+32       9.591945152150e+41       3.197315050717e+41       8.111013765352e-08       1.441818890518e+42       4.485262802442e+42       2.018523156199e-05       8.191803517771e-01 
       2.929632754415e+13       7.808378790076e-25       1.402804628015e-08       2.088502532100e+21       1.330060624629e+04       4.540025102547e-10       3.896589171269e+17       8.098741722440e-09       2.026897570672e+42       6.255127176567e+31       3.310087072726e+32       9.328005737395e+41       3.109335245798e+41       8.111013765352e-08       1.402144681783e+42       4.361842826588e+42       2.030057574235e-05       8.145259179607e-01 
       2.909267879260e+13       7.918078703696e-25       1.412627170794e-08       2.059567665962e+21       1.330060624629e+04       4.571805278264e-10       3.869502652700e+17       8.155432914496e-09       1.971123882428e+42       6.125587281254e+31       3.241537174254e+32       9.071329084631e+41       3.023776361544e+41       8.111013765352e-08       1.363562179398e+42       4.241818970674e+42       2.041591992271e-05       8.099240766168e-01 
       2.889044567289e+13       8.029319791403e-25       1.422449713573e-08       2.031033673878e+21       1.330060624629e+04       4.603807915212e-10       3.842604421748e+17       8.212520944896e-09       1.916884906320e+42       5.998730078715e+31       3.174406902662e+32       8.821715346055e+41       2.940571782018e+41       8.111013765352e-08       1.326041343123e+42       4.125097784426e+42       2.053126410307e-05       8.053739413555e-01 
       2.868961834448e+13       8.142123705151e-25       1.432454155292e-08       2.002895001996e+21       1.330060624629e+04       4.636034570619e-10       3.815893169561e+17       8.270008591508e-09       1.864138412017e+42       5.874500012007e+31       3.108666858336e+32       8.578970173034e+41       2.859656724345e+41       8.111013765352e-08       1.289552959329e+42       4.011588389019e+42       2.064660828343e-05       8.008746455943e-01 
       2.849018703523e+13       8.256512401083e-25       1.442458597012e-08       1.975146173406e+21       1.330060624629e+04       4.668486812613e-10       3.789367596386e+17       8.327898651647e-09       1.812843331229e+42       5.752842674740e+31       3.044288250512e+32       8.342904564782e+41       2.780968188261e+41       8.111013765352e-08       1.254068618251e+42       3.901202406320e+42       2.076195246378e-05       7.964253420082e-01 
       2.829214204094e+13       8.372508143804e-25       1.452463038731e-08       1.947781787080e+21       1.330060624629e+04       4.701166220301e-10       3.763026411506e+17       8.386193942207e-09       1.762959725736e+42       5.633704787243e+31       2.981242884664e+32       8.113334721205e+41       2.704444907068e+41       8.111013765352e-08       1.219560691870e+42       3.793853890080e+42       2.087729664414e-05       7.920252019977e-01 
       2.809547372487e+13       8.490133510714e-25       1.462649379391e-08       1.920796516816e+21       1.330060624628e+04       4.734074383843e-10       3.736868333173e+17       8.444897299801e-09       1.714448756285e+42       5.517034173239e+31       2.919503150158e+32       7.890081899795e+41       2.630027299932e+41       8.111013765352e-08       1.186002312400e+42       3.689459259012e+42       2.099264082450e-05       7.876734151741e-01 
       2.790017251725e+13       8.609411396404e-25       1.473017618991e-08       1.894185110203e+21       1.330060624628e+04       4.767212904530e-10       3.710892088553e+17       8.504011580898e-09       1.667272652358e+42       5.402779736987e+31       2.859042008160e+32       7.672972276464e+41       2.557657425488e+41       8.111013765352e-08       1.153367351371e+42       3.587937231715e+42       2.110798500486e-05       7.833691888622e-01 
       2.770622891484e+13       8.730365017111e-25       1.483203959651e-08       1.867942387600e+21       1.330060624628e+04       4.800583394862e-10       3.685096413658e+17       8.563539661963e-09       1.621394682758e+42       5.290891440911e+31       2.799832979793e+32       7.461836810200e+41       2.487278936733e+41       8.111013765352e-08       1.121630399284e+42       3.489208763394e+42       2.122332918522e-05       7.791117476190e-01 
       2.751363348048e+13       8.853017915234e-25       1.493572199252e-08       1.842063241126e+21       1.330060624628e+04       4.834187478626e-10       3.659480053285e+17       8.623484439595e-09       1.576779127011e+42       5.181320283679e+31       2.741850134543e+32       7.256511111457e+41       2.418837037152e+41       8.111013765352e-08       1.090766745826e+42       3.393196984309e+42       2.133867336558e-05       7.749003327675e-01 
       2.732237684258e+13       8.977393963923e-25       1.504122337792e-08       1.816542633667e+21       1.330060624628e+04       4.868026790976e-10       3.634041760958e+17       8.683848830670e-09       1.533391247558e+42       5.074018278750e+31       2.685068078901e+32       7.056835314156e+41       2.352278438052e+41       8.111013765352e-08       1.060752360635e+42       3.299827139929e+42       2.145401754594e-05       7.707342019468e-01 
       2.713244969472e+13       9.103517371720e-25       1.514672476333e-08       1.791375597893e+21       1.330060624628e+04       4.902102978513e-10       3.608780298866e+17       8.744635772483e-09       1.491197262705e+42       4.968938433354e+31       2.629461945239e+32       6.862653951222e+41       2.287551317074e+41       8.111013765352e-08       1.031563874585e+42       3.209026532725e+42       2.156936172630e-05       7.666126286749e-01 
       2.694384279515e+13       9.231412687274e-25       1.525222614873e-08       1.766557235294e+21       1.330060624628e+04       4.936417699363e-10       3.583694437801e+17       8.805848222888e-09       1.450164320318e+42       4.866034727913e+31       2.575007380927e+32       6.673815833529e+41       2.224605277843e+41       8.111013765352e-08       1.003178561594e+42       3.120724465571e+42       2.168470590666e-05       7.625349019273e-01 
       2.675654696639e+13       9.361104804115e-25       1.535954652354e-08       1.742082715229e+21       1.330060624628e+04       4.970972623258e-10       3.558782957102e+17       8.867489160447e-09       1.410260472253e+42       4.765262095886e+31       2.521680537661e+32       6.490173932190e+41       2.163391310730e+41       8.111013765352e-08       9.755743209273e+41       3.034852186699e+42       2.180005008701e-05       7.585003257272e-01 
       2.657055309473e+13       9.492618965506e-25       1.546686689835e-08       1.717947273977e+21       1.330060624628e+04       5.005769431621e-10       3.534044644589e+17       8.929561584568e-09       1.371454649472e+42       4.666576404034e+31       2.469458061020e+32       6.311585264079e+41       2.103861754693e+41       8.111013765352e-08       9.487296599925e+41       2.951342836166e+42       2.191539426737e-05       7.545082187503e-01 
       2.638585212982e+13       9.625980769350e-25       1.557418727316e-08       1.694146213820e+21       1.330060624628e+04       5.040809817642e-10       3.509478296514e+17       8.992068515658e-09       1.333716637859e+42       4.569934433090e+31       2.418317080242e+32       6.137910780505e+41       2.045970260168e+41       8.111013765352e-08       9.226236776035e+41       2.870131393800e+42       2.203073844773e-05       7.505579139407e-01 
       2.620243508423e+13       9.761216173177e-25       1.568332663737e-08       1.670674902121e+21       1.330060624628e+04       5.076095486366e-10       3.485082717491e+17       9.055012995266e-09       1.297017054692e+42       4.475293858831e+31       2.368235198201e+32       5.969015258947e+41       1.989671752982e+41       8.111013765352e-08       8.972360477075e+41       2.791154628576e+42       2.214608262809e-05       7.466487581395e-01 
       2.602029303300e+13       9.898351499191e-25       1.579428499099e-08       1.647528770426e+21       1.330060624628e+04       5.111628154770e-10       3.460856720448e+17       9.118398086231e-09       1.261327325767e+42       4.382613233545e+31       2.319190481604e+32       5.804767197776e+41       1.934922399259e+41       8.111013765352e-08       8.725470035593e+41       2.714351049380e+42       2.226142680845e-05       7.427801117249e-01 
       2.583941711320e+13       1.003741343940e-24       1.590342435520e-08       1.624703313574e+21       1.330060624628e+04       5.147409551853e-10       3.436799126562e+17       9.182226872833e-09       1.226619663151e+42       4.291851967875e+31       2.271161451383e+32       5.645038713859e+41       1.881679571286e+41       8.111013765352e-08       8.485373223308e+41       2.639660857137e+42       2.237677098881e-05       7.389513482631e-01 
       2.565979852354e+13       1.017842906081e-24       1.601620169822e-08       1.602194088820e+21       1.330060624628e+04       5.183441418716e-10       3.412908765206e+17       9.246502460940e-09       1.192867043543e+42       4.202970313047e+31       2.224127073289e+32       5.489705442998e+41       1.829901814333e+41       8.111013765352e-08       8.251883101439e+41       2.567025898251e+42       2.249211516917e-05       7.351618541700e-01 
       2.548142852387e+13       1.032142581068e-24       1.612716005184e-08       1.579996714972e+21       1.330060624628e+04       5.219725508647e-10       3.389184473888e+17       9.311227978165e-09       1.160043187239e+42       4.115929343457e+31       2.178066748677e+32       5.338646443096e+41       1.779548814365e+41       8.111013765352e-08       8.024817875162e+41       2.496389619323e+42       2.260745934953e-05       7.314110283841e-01 
       2.530429843483e+13       1.046643152189e-24       1.623993739486e-08       1.558106871535e+21       1.330060624628e+04       5.256263587208e-10       3.365625098201e+17       9.376406574010e-09       1.128122537665e+42       4.030690939629e+31       2.132960305492e+32       5.191744099993e+41       1.730581366664e+41       8.111013765352e-08       7.804000752056e+41       2.427697023124e+42       2.272280352989e-05       7.276982820478e-01 
       2.512839963737e+13       1.061347441834e-24       1.635453372728e-08       1.536520297871e+21       1.330060624628e+04       5.293057432318e-10       3.342229491759e+17       9.442041420026e-09       1.097080241485e+42       3.947217771519e+31       2.088787989425e+32       5.048884035890e+41       1.682961345297e+41       8.111013765352e-08       7.589259804463e+41       2.360894625768e+42       2.283814771025e-05       7.240230381997e-01 
       2.495372357236e+13       1.076258312044e-24       1.646913005970e-08       1.515232792371e+21       1.330060624628e+04       5.330108834344e-10       3.318996516146e+17       9.508135709964e-09       1.066892129242e+42       3.865473282164e+31       2.045530455270e+32       4.909955020298e+41       1.636651673433e+41       8.111013765352e-08       7.380427835614e+41       2.295930415077e+42       2.295349189061e-05       7.203847314757e-01 
       2.478026174018e+13       1.091378665070e-24       1.658372639213e-08       1.494240211638e+21       1.330060624628e+04       5.367419596185e-10       3.295925040860e+17       9.574692659932e-09       1.037534696549e+42       3.785421671674e+31       2.003168758449e+32       4.774848883433e+41       1.591616294478e+41       8.111013765352e-08       7.177342249462e+41       2.232753810077e+42       2.306883607098e-05       7.167828078190e-01 
       2.460800570028e+13       1.106711443935e-24       1.670014171395e-08       1.473538469678e+21       1.330060624628e+04       5.404991533358e-10       3.273013943257e+17       9.641715508549e-09       1.008985085782e+42       3.707027881552e+31       1.961684346711e+32       4.643460431994e+41       1.547820143998e+41       8.111013765352e-08       6.979844924074e+41       2.171315621622e+42       2.318418025134e-05       7.132167241987e-01 
       2.443694707078e+13       1.122259633011e-24       1.681655703578e-08       1.453123537106e+21       1.330060624628e+04       5.442826474092e-10       3.250262108497e+17       9.709207517107e-09       9.812210682847e+41       3.630257579343e+31       1.921059052015e+32       4.515687367259e+41       1.505229122420e+41       8.111013765352e-08       6.787782088527e+41       2.111568014092e+42       2.329952443170e-05       7.096859483370e-01 
       2.426707752808e+13       1.138026258595e-24       1.693479134701e-08       1.432991440361e+21       1.330060624628e+04       5.480926259410e-10       3.227668429491e+17       9.777171969724e-09       9.542210270627e+41       3.555077143596e+31       1.881275082566e+32       4.391430205441e+41       1.463810068480e+41       8.111013765352e-08       6.601004203175e+41       2.053464468148e+42       2.341486861206e-05       7.061899584444e-01 
       2.409838880644e+13       1.154014389501e-24       1.705302565824e-08       1.413138260934e+21       1.330060624628e+04       5.519292743226e-10       3.205231806843e+17       9.845612173510e-09       9.279639399511e+41       3.481453649139e+31       1.842315015030e+32       4.270592200221e+41       1.423530733407e+41       8.111013765352e-08       6.419365843224e+41       1.996959744515e+42       2.353021279242e-05       7.027282429625e-01 
       2.393087269756e+13       1.170227137659e-24       1.717307895888e-08       1.393560134603e+21       1.330060624628e+04       5.557927792429e-10       3.182951148801e+17       9.914531458722e-09       9.024293632476e+41       3.409354852661e+31       1.804161786895e+32       4.153079267432e+41       1.384359755811e+41       8.111013765352e-08       6.242725585500e+41       1.942009848755e+42       2.364555697278e-05       6.993003003146e-01 
       2.376452105020e+13       1.186667658716e-24       1.729313225951e-08       1.374253250685e+21       1.330060624628e+04       5.596833286976e-10       3.160825371203e+17       9.983933178931e-09       8.775974157943e+41       3.338749178590e+31       1.766798689006e+32       4.038799911797e+41       1.346266637266e+41       8.111013765352e-08       6.070945898338e+41       1.888571997018e+42       2.376090115314e-05       6.959056386633e-01 
       2.359932576982e+13       1.203339152653e-24       1.741318556014e-08       1.355213851289e+21       1.330060624628e+04       5.636011119984e-10       3.138853397421e+17       1.005382071118e-08       8.534487634990e+41       3.269605705266e+31       1.730209358246e+32       3.927665155695e+41       1.309221718565e+41       8.111013765352e-08       5.903893034503e+41       1.836604582725e+42       2.387624533350e-05       6.925437756753e-01 
       2.343527881809e+13       1.220244864408e-24       1.753505785018e-08       1.336438230588e+21       1.330060624628e+04       5.675463197824e-10       3.117034158313e+17       1.012419745616e-08       8.299646042813e+41       3.201894151397e+31       1.694377770364e+32       3.819588469882e+41       1.273196156627e+41       8.111013765352e-08       5.741436927053e+41       1.786067144176e+42       2.399158951387e-05       6.892142382929e-01 
       2.327237221260e+13       1.237388084508e-24       1.765874912962e-08       1.317922734097e+21       1.330060624628e+04       5.715191440209e-10       3.095366592167e+17       1.019506683835e-08       8.071266534334e+41       3.135584862798e+31       1.659288232966e+32       3.714485706120e+41       1.238161902040e+41       8.111013765352e-08       5.583451088066e+41       1.736920333049e+42       2.410693369423e-05       6.859165625123e-01 
       2.311059802642e+13       1.254772149707e-24       1.778244040906e-08       1.299663757962e+21       1.330060624628e+04       5.755197780290e-10       3.073849644655e+17       1.026643230621e-08       7.849171293837e+41       3.070648799404e+31       1.624925378634e+32       3.612275031660e+41       1.204091677220e+41       8.111013765352e-08       5.429812510164e+41       1.689125883759e+42       2.422227787459e-05       6.826502931677e-01 
       2.294994838770e+13       1.272400443638e-24       1.790613168851e-08       1.281657748257e+21       1.330060624628e+04       5.795484164752e-10       3.052482268773e+17       1.033829733235e-08       7.633187398523e+41       3.007057522554e+31       1.591274158204e+32       3.512876865525e+41       1.170958955175e+41       8.111013765352e-08       5.280401570732e+41       1.642646583667e+42       2.433762205495e-05       6.794149837222e-01 
       2.279041547935e+13       1.290276397470e-24       1.803164195735e-08       1.263901200295e+21       1.330060624628e+04       5.836052553905e-10       3.031263424800e+17       1.041066541368e-08       7.423146683869e+41       2.944783182532e+31       1.558319834167e+32       3.416213816552e+41       1.138737938851e+41       8.111013765352e-08       5.135101938787e+41       1.597446244106e+42       2.445296623532e-05       6.762101960638e-01 
       2.263199153858e+13       1.308403490578e-24       1.815715222619e-08       1.246390657942e+21       1.330060624628e+04       5.876904921783e-10       3.010192080238e+17       1.048354007157e-08       7.218885612700e+41       2.883798506375e+31       1.526047974222e+32       3.322210623131e+41       1.107403541044e+41       8.111013765352e-08       4.993800484397e+41       1.553489672204e+42       2.456831041568e-05       6.730355003084e-01 
       2.247466885658e+13       1.326785251217e-24       1.828448148444e-08       1.229122712948e+21       1.330060624628e+04       5.918043256235e-10       2.989267209770e+17       1.055692485207e-08       7.020245147855e+41       2.824076785925e+31       1.494444444950e+32       3.230794094612e+41       1.076931364871e+41       8.111013765352e-08       4.856387190603e+41       1.510742643485e+42       2.468365459604e-05       6.698904746068e-01 
       2.231843977813e+13       1.345425257211e-24       1.841362973209e-08       1.212094004282e+21       1.330060624628e+04       5.959469559029e-10       2.968487795203e+17       1.063082332603e-08       6.827070628363e+41       2.765591866134e+31       1.463495405628e+32       3.141893054312e+41       1.047297684771e+41       8.111013765352e-08       4.722755067756e+41       1.469171875217e+42       2.479899877640e-05       6.667747049582e-01 
