# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=8.06309e-06 to 23.1709 h/Mpc,
# number of wavenumbers equal to 861
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       3.488116432894e-03       4.350260145212e-01      -1.612484748947e+02      -1.612876287607e+02       4.396419747464e-01       1.274226808067e+00      -1.612201854175e+02       3.579707516585e-01       3.579709301419e-01 
       3.580034692457e-03       4.704927869234e-01      -1.692002873979e+02      -1.692427118675e+02       4.647264327680e-01       9.020747894368e-01      -1.691717615583e+02       3.565852262442e-01       3.565853948407e-01 
       3.672306402225e-03       6.879927154786e-01      -1.773401497479e+02      -1.773860514694e+02       4.698248370529e-01       3.769791153555e-01      -1.773114729843e+02       3.551968721564e-01       3.551969111848e-01 
       3.764909629376e-03       6.852975093587e-01      -1.856655308264e+02      -1.857151265248e+02       4.493289465205e-01      -6.946451628505e-02      -1.856368506414e+02       3.538059187500e-01       3.538059313415e-01 
       3.857824095512e-03       6.825990720691e-01      -1.941739245975e+02      -1.942274435010e+02       4.291051362531e-01      -2.355261587065e-01      -1.941453418008e+02       3.524131130456e-01       3.524131224248e-01 
       3.951031041736e-03       6.798984433619e-01      -2.028627935009e+02      -2.029204787814e+02       4.363663351228e-01      -4.178165735795e-02      -2.028344118541e+02       3.510189790831e-01       3.510190136741e-01 
       4.044513104485e-03       6.771963355587e-01      -2.117295486172e+02      -2.117916607122e+02       4.672856466959e-01       4.290898718343e-01      -2.117014945283e+02       3.496239611985e-01       3.496240337416e-01 
       4.138254201498e-03       6.744936514162e-01      -2.207716957981e+02      -2.208385104502e+02       4.908706621084e-01       9.655959752206e-01      -2.207441303565e+02       3.482286519701e-01       3.482287493208e-01 
       4.232239427261e-03       6.717909780583e-01      -2.299866528160e+02      -2.300584611250e+02       4.848277581474e-01       1.321255569845e+00      -2.299597736422e+02       3.468334595790e-01       3.468335532358e-01 
       4.326454957242e-03       6.690891532813e-01      -2.393719109936e+02      -2.394490182946e+02       4.610503241253e-01       1.327623788258e+00      -2.393459408016e+02       3.454388490382e-01       3.454389160928e-01 
       4.420887960284e-03       6.663889321956e-01      -2.489249314784e+02      -2.490076553939e+02       4.506894570640e-01       9.745315998046e-01      -2.489001013090e+02       3.440451686422e-01       3.440452042931e-01 
       4.515526518479e-03       6.636910915859e-01      -2.586431970642e+02      -2.587318653688e+02       4.671332621439e-01       4.189060495036e-01      -2.586197331271e+02       3.426527382986e-01       3.426527521543e-01 
       4.610359553953e-03       6.609963440329e-01      -2.685242008999e+02      -2.686191504341e+02       4.912944610316e-01      -8.437182235996e-02      -2.685023196818e+02       3.412618456661e-01       3.412618506034e-01 
       4.705376761949e-03       6.583053528164e-01      -2.785654662695e+02      -2.786670422970e+02       4.960894989187e-01      -2.995532957289e-01      -2.785453765013e+02       3.398727808160e-01       3.398727869627e-01 
       4.800568549696e-03       6.556186316867e-01      -2.887645133001e+02      -2.888730669383e+02       4.794270072473e-01      -1.213325393492e-01      -2.887464213098e+02       3.384857969605e-01       3.384858129033e-01 
       4.895925980552e-03       6.529366015196e-01      -2.991188724780e+02      -2.992347685586e+02       4.654993876604e-01       3.724062668781e-01      -2.991030004158e+02       3.371011439187e-01       3.371011773462e-01 
       4.991440722952e-03       6.502597029510e-01      -3.096261440530e+02      -3.097497535152e+02       4.738218440548e-01       9.531496330501e-01      -3.096127362201e+02       3.357191180033e-01       3.357191706484e-01 
       5.087105003751e-03       6.475881509158e-01      -3.202838521093e+02      -3.204155611299e+02       4.950853740375e-01       1.346593166761e+00      -3.202731898689e+02       3.343399081645e-01       3.343399702572e-01 
       5.182911565553e-03       6.449222845011e-01      -3.310895875621e+02      -3.312297967379e+02       5.036006568528e-01       1.361880631814e+00      -3.310819838692e+02       3.329637361048e-01       3.329637892535e-01 
       5.278853627679e-03       6.422625432600e-01      -3.420409868697e+02      -3.421901131705e+02       4.900083654326e-01       9.842689431004e-01      -3.420367716684e+02       3.315908174733e-01       3.315908465269e-01 
       5.374924850450e-03       6.396092000880e-01      -3.531355960093e+02      -3.532940755029e+02       4.728425878046e-01       3.859599383326e-01      -3.531351000492e+02       3.302212300166e-01       3.302212339278e-01 
       5.471119302468e-03       6.369628257538e-01      -3.643711507411e+02      -3.645394356588e+02       4.746329129900e-01      -1.521887984890e-01      -3.643746937652e+02       3.288551911760e-01       3.288551829312e-01 
       5.567431430657e-03       6.343236490193e-01      -3.757452529840e+02      -3.759238162654e+02       4.930864056726e-01      -3.728010589714e-01      -3.757531525167e+02       3.274927692660e-01       3.274927656440e-01 
       5.663856032782e-03       6.316919389007e-01      -3.872556027568e+02      -3.874449282127e+02       5.039366153534e-01      -1.658309254715e-01      -3.872681803817e+02       3.261341013648e-01       3.261341124609e-01 
       5.760388232250e-03       6.290678245870e-01      -3.988998713410e+02      -3.991004615124e+02       4.917801604502e-01       3.756293371746e-01      -3.989174746703e+02       3.247792918087e-01       3.247793183137e-01 
       5.857023454974e-03       6.264514867112e-01      -4.106758098851e+02      -4.108881811052e+02       4.697385495538e-01       9.960923906838e-01      -4.106988180441e+02       3.234284894546e-01       3.234285263958e-01 
       5.953757408127e-03       6.238429513705e-01      -4.225810963517e+02      -4.228057745847e+02       4.630371302107e-01       1.397521631746e+00      -4.226099184782e+02       3.220817576105e-01       3.220817980257e-01 
       6.050586060610e-03       6.212425626478e-01      -4.346136325636e+02      -4.348511528089e+02       4.774248324151e-01       1.382210589151e+00      -4.346487014752e+02       3.207393019754e-01       3.207393376558e-01 
       6.147505625087e-03       6.186503019643e-01      -4.467710739354e+02      -4.470219837863e+02       4.925394003144e-01       9.501179557077e-01      -4.468128364027e+02       3.194011088451e-01       3.194011313189e-01 
       6.244512541451e-03       6.160664714500e-01      -4.590512977822e+02      -4.593161543567e+02       4.885011274779e-01       3.025496979396e-01      -4.591001955224e+02       3.180672949920e-01       3.180672997941e-01 
       6.341603461591e-03       6.134911522167e-01      -4.714520284652e+02      -4.717314068195e+02       4.717006546260e-01      -2.515853825245e-01      -4.715084933785e+02       3.167378446298e-01       3.167378360819e-01 
       6.438775235358e-03       6.109246256906e-01      -4.839711931673e+02      -4.842656743846e+02       4.668377214810e-01      -4.434971780877e-01      -4.840356382651e+02       3.154128571871e-01       3.154128477228e-01 
       6.536024897612e-03       6.083669230605e-01      -4.966066427675e+02      -4.969168287387e+02       4.860683491198e-01      -7.441435017142e-01      -4.966795359780e+02       3.140923068119e-01       3.140923002147e-01 
       6.633349656274e-03       6.058156169420e-01      -5.093561592172e+02      -5.096826654336e+02       5.068098724764e-01      -1.394021795810e+01      -5.094390175777e+02       3.127770490186e-01       3.127768231093e-01 
       6.730746881282e-03       6.032753264079e-01      -5.222178600326e+02      -5.225613214766e+02       4.383831244948e-01      -1.912385419564e+01      -5.223105378299e+02       3.114661095205e-01       3.114658575973e-01 
       6.828214094389e-03       6.007459779450e-01      -5.351893949919e+02      -5.355504688533e+02       3.123545038019e-01      -1.350068919621e+01      -5.352915362490e+02       3.101592277062e-01       3.101591471712e-01 
       6.925748959723e-03       5.982268205464e-01      -5.482688561121e+02      -5.486482137463e+02       2.336832486215e-01      -6.471416055998e-01      -5.483803939599e+02       3.088566985178e-01       3.088568776677e-01 
       7.023349275051e-03       5.957163324883e-01      -5.614540749935e+02      -5.618524117807e+02       2.453837796297e-01       1.216314355887e+01      -5.615755465911e+02       3.075588267196e-01       3.075592033691e-01 
       7.121012963686e-03       5.932135190750e-01      -5.747430848442e+02      -5.751611023923e+02       2.808624520349e-01       1.814500665158e+01      -5.748755901567e+02       3.062659830007e-01       3.062663855838e-01 
       7.218738066990e-03       5.907182189490e-01      -5.881339095316e+02      -5.885723302509e+02       2.543963865172e-01       1.441173798457e+01      -5.882788106349e+02       3.049783404128e-01       3.049785856032e-01 
       7.316522737415e-03       5.882309931416e-01      -6.016244340839e+02      -6.020839988019e+02       1.676429981949e-01       3.145103188490e+00      -6.017829326917e+02       3.036957573167e-01       3.036957496161e-01 
       7.414365232052e-03       5.857530513187e-01      -6.152127410796e+02      -6.156941959753e+02       1.002883653814e-01      -9.755156087351e+00      -6.153855573181e+02       3.024180205400e-01       3.024177981934e-01 
       7.512263906638e-03       5.832854731183e-01      -6.288969215279e+02      -6.294010244482e+02       1.052112109909e-01      -1.771685905075e+01      -6.290842481197e+02       3.011448922875e-01       3.011445975609e-01 
       7.610217209981e-03       5.808285974487e-01      -6.426749182565e+02      -6.432024540070e+02       1.444831234921e-01      -1.673253106214e+01      -6.428766518829e+02       2.998761753489e-01       2.998759736383e-01 
       7.708223678793e-03       5.783822692465e-01      -6.565449875845e+02      -6.570967417686e+02       1.425362467589e-01      -7.268960263392e+00      -6.567610731921e+02       2.986119804935e-01       2.986119781846e-01 
       7.806281932865e-03       5.759455259333e-01      -6.705050801417e+02      -6.710818622914e+02       8.266286947837e-02       6.019250252100e+00      -6.707358620296e+02       2.973524272648e-01       2.973526288532e-01 
       7.904390670592e-03       5.735174544737e-01      -6.845533347636e+02      -6.851559685820e+02       2.395542012009e-02       1.660093345882e+01      -6.847996908583e+02       2.960977676025e-01       2.960980837003e-01 
       8.002548664795e-03       5.710974454026e-01      -6.986878616134e+02      -6.993171866369e+02       2.238623757730e-02       1.927482989519e+01      -6.989510977035e+02       2.948481754575e-01       2.948484691625e-01 
       8.100754758836e-03       5.686854631483e-01      -7.129067464878e+02      -7.135636271345e+02       6.040183954632e-02       1.271608893486e+01      -7.131882992820e+02       2.936036721704e-01       2.936038214926e-01 
       8.199007862992e-03       5.662822255139e-01      -7.272083396051e+02      -7.278936432306e+02       7.293745143420e-02       1.262960787670e-01      -7.275093978939e+02       2.923642187618e-01       2.923641712975e-01 
       8.297306951075e-03       5.638884576706e-01      -7.415906438426e+02      -7.423052711187e+02       3.199635661697e-02      -1.233080278074e+01      -7.419119301074e+02       2.911295389208e-01       2.911293363274e-01 
       8.395651057279e-03       5.615048505249e-01      -7.560518279082e+02      -7.567966915404e+02      -1.989132203658e-02      -1.854670807065e+01      -7.563935762619e+02       2.898994164660e-01       2.898991747603e-01 
       8.494039273238e-03       5.591317568713e-01      -7.705902872981e+02      -7.713663058487e+02      -2.718147451634e-02      -1.546426097701e+01      -7.709524833937e+02       2.886738137043e-01       2.886736653620e-01 
       8.592470745275e-03       5.567686501002e-01      -7.852040222471e+02      -7.860121400036e+02       7.301016403075e-03      -4.582802820589e+00      -7.855867957207e+02       2.874526874309e-01       2.874527142189e-01 
