# Matter power spectrum P(k) at redshift z=0
# for k=9.0192e-06 to 20.5861 h/Mpc,
# number of wavenumbers equal to 855
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       6.408489736469e-03       2.810318313560e+04 
       6.517187762150e-03       2.834248930129e+04 
       6.625978408838e-03       2.857625442558e+04 
       6.734857887851e-03       2.880453959750e+04 
       6.843822648090e-03       2.902741120813e+04 
       6.952869359376e-03       2.924493348341e+04 
       7.061994897172e-03       2.945716603666e+04 
       7.171196328541e-03       2.966417267849e+04 
       7.280470899244e-03       2.986601893655e+04 
       7.389816021878e-03       3.006274211736e+04 
       7.499229264944e-03       3.025443032509e+04 
       7.608708342784e-03       3.044114510043e+04 
       7.718251106291e-03       3.062294017873e+04 
       7.827855534349e-03       3.079987255838e+04 
       7.937519725913e-03       3.097200306838e+04 
       8.047241892697e-03       3.113939509779e+04 
       8.157020352409e-03       3.130210629065e+04 
       8.266853522487e-03       3.146018858343e+04 
       8.376739914299e-03       3.161370506129e+04 
       8.486678127766e-03       3.176271432205e+04 
       8.596666846377e-03       3.190728370405e+04 
       8.706704832558e-03       3.204745770692e+04 
       8.816790923377e-03       3.218328843190e+04 
       8.926924026550e-03       3.231484747962e+04 
       9.037103116728e-03       3.244217375925e+04 
       9.147327232045e-03       3.256533321539e+04 
       9.257595470906e-03       3.268437777243e+04 
       9.367906988995e-03       3.279935764300e+04 
       9.478260996488e-03       3.291032767219e+04 
       9.588656755457e-03       3.301733253522e+04 
       9.699093577455e-03       3.312044700177e+04 
       9.809570821253e-03       3.321969691770e+04 
       9.920087890742e-03       3.331514032805e+04 
       1.003064423297e-02       3.340683303170e+04 
       1.014123933630e-02       3.349482015442e+04 
       1.025187272874e-02       3.357915068532e+04 
       1.036254397627e-02       3.365987947332e+04 
       1.047325268145e-02       3.373704813730e+04 
       1.058399848198e-02       3.381071261776e+04 
       1.069478104937e-02       3.388091939396e+04 
       1.080560008783e-02       3.394770588676e+04 
       1.091645533304e-02       3.401112478457e+04 
       1.102734655117e-02       3.407121969747e+04 
       1.113827353786e-02       3.412803486705e+04 
       1.124923611732e-02       3.418162276404e+04 
       1.136023414150e-02       3.423201128886e+04 
       1.147126748927e-02       3.427924316123e+04 
       1.158233606570e-02       3.432339698040e+04 
       1.169343980138e-02       3.436447598603e+04 
       1.180457865178e-02       3.440254964046e+04 
       1.191575259669e-02       3.443763479668e+04 
       1.202696163964e-02       3.446978714181e+04 
       1.213820580743e-02       3.449904958560e+04 
       1.224948514968e-02       3.452545626420e+04 
       1.236079973837e-02       3.454906366733e+04 
       1.237685953032e-02       3.455222514143e+04 
       1.247214966748e-02       3.456988387108e+04 
       1.258353505266e-02       3.458798783218e+04 
       1.269495603087e-02       3.460338638623e+04 
       1.280641276012e-02       3.461613992581e+04 
       1.291790541920e-02       3.462626963321e+04 
       1.302943420746e-02       3.463383003512e+04 
       1.314099934461e-02       3.463884473346e+04 
       1.325260107051e-02       3.464136046250e+04 
       1.336423964509e-02       3.464140735672e+04 
       1.347591534813e-02       3.463902507963e+04 
       1.358762847924e-02       3.463425873432e+04 
       1.369937935772e-02       3.462711891737e+04 
       1.381116832253e-02       3.461766871920e+04 
       1.392299573225e-02       3.460592587462e+04 
       1.403486196504e-02       3.459193575136e+04 
       1.414676741865e-02       3.457571875891e+04 
       1.425871251047e-02       3.455734372391e+04 
       1.437069767751e-02       3.453680383496e+04 
       1.448272337650e-02       3.451414155963e+04 
       1.459479008397e-02       3.448940926244e+04 
       1.470689829629e-02       3.446260703155e+04 
       1.481904852984e-02       3.443381674885e+04 
       1.493124132110e-02       3.440301755270e+04 
       1.504347722680e-02       3.437029024608e+04 
       1.515575682410e-02       3.433561708929e+04 
       1.526808071071e-02       3.429906447165e+04 
       1.538044950514e-02       3.426065196705e+04 
       1.549286384690e-02       3.422042317721e+04 
       1.560532439667e-02       3.417837702286e+04 
       1.571783183662e-02       3.413458066452e+04 
       1.583038687058e-02       3.408905103190e+04 
       1.594299022439e-02       3.404180610988e+04 
       1.605564264613e-02       3.399289072648e+04 
       1.616834490645e-02       3.394231612990e+04 
       1.628109779887e-02       3.389012578534e+04 
       1.639390214014e-02       3.383634687684e+04 
       1.650675877056e-02       3.378100390251e+04 
       1.661966855437e-02       3.372411319201e+04 
       1.673263238013e-02       3.366574463473e+04 
       1.684565116109e-02       3.360586562722e+04 
       1.695872583566e-02       3.354458809839e+04 
       1.707185736779e-02       3.348182159377e+04 
       1.718504674747e-02       3.341767380274e+04 
       1.729829499114e-02       3.335217726601e+04 
       1.741160314223e-02       3.328531380945e+04 
       1.752497227163e-02       3.321712869534e+04 
       1.763840347825e-02       3.314768541858e+04 
       1.775189788949e-02       3.307693433873e+04 
       1.786545666187e-02       3.300495882412e+04 
       1.797908098160e-02       3.293176475767e+04 
       1.809277206515e-02       3.285739246282e+04 
       1.820653115987e-02       3.278184830877e+04 
       1.832035954466e-02       3.270511937987e+04 
       1.843425853064e-02       3.262732185445e+04 
       1.854822946178e-02       3.254839765997e+04 
       1.866227371567e-02       3.246841811391e+04 
       1.877639270420e-02       3.238735222901e+04 
       1.889058787436e-02       3.230534338791e+04 
       1.900486070897e-02       3.222224014017e+04 
       1.911921272753e-02       3.213818392892e+04 
       1.923364548703e-02       3.205321487461e+04 
       1.934816058281e-02       3.196724195112e+04 
       1.946275964942e-02       3.188043496009e+04 
       1.957744436158e-02       3.179268066096e+04 
       1.969221643508e-02       3.170403406925e+04 
       1.980707762778e-02       3.161454241437e+04 
       1.992202974060e-02       3.152427734063e+04 
       2.003707461854e-02       3.143316740542e+04 
       2.015221415178e-02       3.134130914400e+04 
       2.026745027677e-02       3.124862978580e+04 
       2.038278497735e-02       3.115523943501e+04 
       2.049822028594e-02       3.106112112349e+04 
       2.061375828477e-02       3.096625886881e+04 
       2.072940110709e-02       3.087072230869e+04 
       2.084515093849e-02       3.077454997764e+04 
       2.096101001822e-02       3.067767808366e+04 
       2.107698064060e-02       3.058020279739e+04 
       2.119306515638e-02       3.048209989370e+04 
       2.130926597426e-02       3.038335757084e+04 
       2.142558556241e-02       3.028413855485e+04 
       2.154202644997e-02       3.018433076325e+04 
       2.165859122876e-02       3.008394006058e+04 
       2.177528255490e-02       2.998305382591e+04 
       2.189210315054e-02       2.988165054602e+04 
       2.200905580565e-02       2.977979793216e+04 
       2.212614337989e-02       2.967737173694e+04 
       2.224336880449e-02       2.957455919966e+04 
       2.236073508425e-02       2.947127553334e+04 
       2.247824529957e-02       2.936759266925e+04 
       2.259590260856e-02       2.926349039666e+04 
       2.271371024925e-02       2.915904168627e+04 
       2.283167154183e-02       2.905414137243e+04 
       2.294978989100e-02       2.894888340038e+04 
       2.306806878841e-02       2.884329683884e+04 
       2.318651181515e-02       2.873745054768e+04 
       2.330512264439e-02       2.863117926543e+04 
       2.342390504404e-02       2.852460586938e+04 
       2.354286287957e-02       2.841777990950e+04 
       2.366200011688e-02       2.831059030265e+04 
       2.378132082533e-02       2.820329001426e+04 
       2.390082918088e-02       2.809561927124e+04 
       2.402052946923e-02       2.798772448691e+04 
       2.414042608930e-02       2.787966958690e+04 
       2.426052355659e-02       2.777134051301e+04 
       2.438082650687e-02       2.766291784697e+04 
       2.450133969992e-02       2.755416087668e+04 
       2.462206802339e-02       2.744527376082e+04 
       2.474301649691e-02       2.733626296438e+04 
       2.486419027623e-02       2.722707157624e+04 
       2.498559465764e-02       2.711777297285e+04 
       2.510723508253e-02       2.700827137539e+04 
       2.522911714207e-02       2.689871703977e+04 
       2.535124658217e-02       2.678902412780e+04 
       2.547362930863e-02       2.667921323404e+04 
       2.559627139240e-02       2.656938570359e+04 
       2.571917907523e-02       2.645945565246e+04 
       2.584235877539e-02       2.634938312443e+04 
       2.596581709374e-02       2.623929714489e+04 
       2.608956082001e-02       2.612915045592e+04 
       2.621359693938e-02       2.601902040606e+04 
       2.633793263930e-02       2.590882103138e+04 
       2.646257531666e-02       2.579861547535e+04 
       2.658753258525e-02       2.568835440400e+04 
       2.671281228353e-02       2.557816194408e+04 
       2.683842248280e-02       2.546786488628e+04 
       2.696437149571e-02       2.535776363452e+04 
       2.709066788513e-02       2.524747262354e+04 
       2.721732047350e-02       2.513734560695e+04 
       2.734433835256e-02       2.502715850155e+04 
       2.747173089352e-02       2.491706717605e+04 
       2.759950775781e-02       2.480700411754e+04 
       2.772767890822e-02       2.469699516631e+04 
       2.785625462066e-02       2.458701935065e+04 
       2.798524549648e-02       2.447724052926e+04 
       2.811466247535e-02       2.436739925884e+04 
       2.824451684888e-02       2.425778970664e+04 
       2.837482027479e-02       2.414807146536e+04 
       2.850558479194e-02       2.403852134612e+04 
       2.863682283602e-02       2.392909592978e+04 
       2.876854725609e-02       2.381970627418e+04 
       2.890077133202e-02       2.371047929994e+04 
       2.903350879283e-02       2.360134754869e+04 
       2.916677383594e-02       2.349234423893e+04 
       2.930058114758e-02       2.338341649147e+04 
       2.943494592425e-02       2.327458901030e+04 
       2.956988389536e-02       2.316600687987e+04 
       2.970541134711e-02       2.305739387609e+04 
       2.984154514783e-02       2.294899759875e+04 
       2.997830277459e-02       2.284078029448e+04 
       3.011570234153e-02       2.273266130318e+04 
       3.025376262967e-02       2.262461105484e+04 
       3.039250311863e-02       2.251679363602e+04 
       3.053194402011e-02       2.240908693867e+04 
       3.067210631353e-02       2.230155529838e+04 
       3.081301178370e-02       2.219412592899e+04 
       3.095468306095e-02       2.208684461146e+04 
       3.109714366369e-02       2.197973920286e+04 
       3.124041804370e-02       2.187277634664e+04 
       3.138453163433e-02       2.176596966260e+04 
       3.152951090180e-02       2.165932684564e+04 
       3.167538339992e-02       2.155278607358e+04 
       3.182217782843e-02       2.144645092918e+04 
       3.196992409528e-02       2.134024081456e+04 
       3.211865338317e-02       2.123415202407e+04 
       3.226839822072e-02       2.112820779386e+04 
       3.241919255863e-02       2.102249337625e+04 
       3.257107185125e-02       2.091685223443e+04 
       3.272407314408e-02       2.081137141913e+04 
       3.287823516760e-02       2.070596217096e+04 
       3.303359843821e-02       2.060083733205e+04 
       3.319020536659e-02       2.049572786084e+04 
       3.334810037451e-02       2.039073848714e+04 
       3.350733002060e-02       2.028597274917e+04 
       3.366794313606e-02       2.018132470847e+04 
       3.382999097124e-02       2.007678289959e+04 
       3.399352735407e-02       1.997222841815e+04 
       3.415860886157e-02       1.986790559704e+04 
       3.432529500575e-02       1.976369408947e+04 
       3.449364843534e-02       1.965949540244e+04 
       3.466373515488e-02       1.955542847091e+04 
       3.483562476319e-02       1.945153620678e+04 
       3.500939071309e-02       1.934764598037e+04 
       3.518511059478e-02       1.924376769259e+04 
       3.536286644542e-02       1.914006910564e+04 
       3.554274508785e-02       1.903624039028e+04 
       3.572483850181e-02       1.893261455493e+04 
       3.590924423139e-02       1.882889004288e+04 
       3.609606583291e-02       1.872540144166e+04 
       3.628541336829e-02       1.862173400228e+04 
       3.647740394922e-02       1.851811129985e+04 
       3.667216233868e-02       1.841448466699e+04 
       3.686982161695e-02       1.831077315343e+04 
       3.707052392060e-02       1.820705109784e+04 
       3.727442126399e-02       1.810327465659e+04 
       3.748167645451e-02       1.799937340611e+04 
       3.769246411437e-02       1.789540806770e+04 
       3.790697182412e-02       1.779130887075e+04 
       3.812540140511e-02       1.768711384223e+04 
       3.834797036152e-02       1.758263891645e+04 
       3.857491350587e-02       1.747803117733e+04 
       3.880648479604e-02       1.737327752843e+04 
       3.904295941716e-02       1.726814372440e+04 
       3.928463614761e-02       1.716285608803e+04 
       3.953184005601e-02       1.705719945018e+04 
       3.978492558473e-02       1.695121043290e+04 
       4.004428008681e-02       1.684483028719e+04 
       4.031032789653e-02       1.673807322606e+04 
       4.058353503013e-02       1.663080951149e+04 
       4.086441463424e-02       1.652303693497e+04 
       4.115353332438e-02       1.641468114204e+04 
       4.145151858783e-02       1.630568578399e+04 
       4.175906746475e-02       1.619600120140e+04 
       4.207695677096e-02       1.608552679465e+04 
       4.240605518850e-02       1.597418782338e+04 
       4.274733762948e-02       1.586192446446e+04 
       4.310190237925e-02       1.574855742645e+04 
       4.347099165291e-02       1.563404711433e+04 
       4.385601636264e-02       1.551821676854e+04 
       4.425858610119e-02       1.540090749686e+04 
       4.468054561138e-02       1.528195147392e+04 
       4.512401934694e-02       1.516117056945e+04 
       4.559146614893e-02       1.503815220794e+04 
       4.608574657885e-02       1.491275517273e+04 
       4.661020606377e-02       1.478456594349e+04 
       4.716877769811e-02       1.465310786922e+04 
       4.776610922610e-02       1.451789335643e+04 
       4.840771919058e-02       1.437801328765e+04 
       4.910018701512e-02       1.423278946850e+04 
       4.985137993589e-02       1.408090567139e+04 
       5.067071435485e-02       1.392090147999e+04 
       5.156943690501e-02       1.375068621628e+04 
       5.256088540513e-02       1.356754022131e+04 
       5.366064311757e-02       1.336777794619e+04 
       5.488642175221e-02       1.314649980254e+04 
       5.625739996288e-02       1.289731860960e+04 
       5.779264500647e-02       1.261212669723e+04 
       5.950828769357e-02       1.228167058964e+04 
       6.141354668059e-02       1.189658028461e+04 
       6.350666354964e-02       1.144995454734e+04 
       6.577284684945e-02       1.094058060850e+04 
       6.818611558054e-02       1.037566586925e+04 
       7.071474474981e-02       9.771291936181e+03 
       7.332758867586e-02       9.150045341975e+03 
       7.599844555476e-02       8.536968798699e+03 
       7.870758000952e-02       7.955358578321e+03 
       8.144122540484e-02       7.423795266420e+03 
       8.419025906165e-02       6.954569952758e+03 
       8.694883333246e-02       6.553371708503e+03 
       8.971327782502e-02       6.219997747799e+03 
       9.248131861340e-02       5.949228162596e+03 
       9.525155811558e-02       5.732220398987e+03 
       9.802314144845e-02       5.557629518035e+03 
       1.007955471193e-01       5.412841965743e+03 
       1.035684574543e-01       5.285072390094e+03 
       1.063416790271e-01       5.162479398206e+03 
       1.091150940264e-01       5.035118035234e+03 
       1.118886306189e-01       4.895762567571e+03 
       1.146622449200e-01       4.740367085538e+03 
       1.174359100348e-01       4.568159596135e+03 
       1.202096094020e-01       4.381309635698e+03 
       1.229833327508e-01       4.184294576633e+03 
       1.237685953032e-01       4.127472949336e+03 
       1.257570736458e-01       3.983029625905e+03 
       1.285308279955e-01       3.783931984489e+03 
       1.313045931452e-01       3.593127818066e+03 
       1.340783673256e-01       3.415769490960e+03 
       1.368521493173e-01       3.255606010163e+03 
       1.396259382452e-01       3.114861682480e+03 
       1.423997334538e-01       2.994104107495e+03 
       1.451735344296e-01       2.892470717659e+03 
       1.479473407541e-01       2.807877462443e+03 
       1.507211520737e-01       2.737349923532e+03 
       1.534949680814e-01       2.677346183550e+03 
       1.562687885048e-01       2.624109120230e+03 
       1.590426130985e-01       2.574669943707e+03 
       1.618164416385e-01       2.525066879354e+03 
       1.645902739190e-01       2.472515785125e+03 
       1.673641097497e-01       2.415309039029e+03 
       1.701379489539e-01       2.352703000518e+03 
       1.729117913669e-01       2.284873546705e+03 
       1.756856368349e-01       2.212772500981e+03 
       1.784594852140e-01       2.137914311554e+03 
       1.812333363692e-01       2.062126340156e+03 
       1.840071901739e-01       1.987315245511e+03 
       1.867810465092e-01       1.915267038756e+03 
       1.895549052630e-01       1.847460240593e+03 
       1.923287663300e-01       1.784987242281e+03 
       1.951026296108e-01       1.728495731692e+03 
       1.978764950116e-01       1.678181348387e+03 
       2.006503624439e-01       1.633822017318e+03 
       2.034242318240e-01       1.594850396098e+03 
       2.061981030728e-01       1.560419120033e+03 
       2.089719761154e-01       1.529496086111e+03 
       2.117458508809e-01       1.500978877044e+03 
       2.145197273019e-01       1.473752564440e+03 
       2.172936053147e-01       1.446842304557e+03 
       2.200674848587e-01       1.419438252237e+03 
       2.228413658763e-01       1.390972734313e+03 
       2.256152483129e-01       1.361142758006e+03 
       2.283891321166e-01       1.329920751761e+03 
       2.311630172376e-01       1.297510205518e+03 
       2.339369036290e-01       1.264313064456e+03 
       2.367107912458e-01       1.230848508975e+03 
       2.394846800452e-01       1.197693405143e+03 
       2.422585699863e-01       1.165412099789e+03 
       2.450324610302e-01       1.134492556912e+03 
       2.478063531395e-01       1.105317157128e+03 
       2.505802462788e-01       1.078130516754e+03 
       2.533541404140e-01       1.053026141935e+03 
       2.561280355126e-01       1.029968194946e+03 
       2.589019315434e-01       1.008798650374e+03 
       2.616758284767e-01       9.892677569367e+02 
       2.644497262838e-01       9.710620447140e+02 
       2.672236249375e-01       9.538428479549e+02 
       2.699975244116e-01       9.372739715626e+02 
       2.727714246807e-01       9.210457595011e+02 
       2.755453257210e-01       9.049046498492e+02 
       2.783192275091e-01       8.886644598243e+02 
       2.810931300228e-01       8.722137413825e+02 
       2.838670332407e-01       8.555203072854e+02 
       2.866409371424e-01       8.386172374228e+02 
       2.894148417080e-01       8.215879209850e+02 
       2.921887469185e-01       8.045693137084e+02 
       2.949626527558e-01       7.877205097803e+02 
       2.977365592020e-01       7.712010615992e+02 
       3.005104662404e-01       7.551628662393e+02 
       3.032843738547e-01       7.397303703754e+02 
       3.060582820290e-01       7.249889613680e+02 
       3.088321907482e-01       7.109841894560e+02 
       3.116060999977e-01       6.977204536537e+02 
       3.143800097634e-01       6.851607225237e+02 
       3.171539200317e-01       6.732403695709e+02 
       3.199278307895e-01       6.618714572106e+02 
       3.227017420241e-01       6.509541615620e+02 
       3.254756537233e-01       6.403853013688e+02 
       3.282495658751e-01       6.300679156444e+02 
       3.310234784683e-01       6.199185524232e+02 
       3.337973914917e-01       6.098738825562e+02 
       3.365713049347e-01       5.998932312080e+02 
       3.393452187869e-01       5.899547622969e+02 
       3.421191330384e-01       5.800582505705e+02 
       3.448930476794e-01       5.702215484373e+02 
       3.476669627007e-01       5.604737422685e+02 
       3.504408780931e-01       5.508493483187e+02 
       3.532147938479e-01       5.413883999679e+02 
       3.559887099565e-01       5.321261608594e+02 
       3.587626264107e-01       5.230978954055e+02 
       3.615365432026e-01       5.143254540934e+02 
       3.643104603244e-01       5.058284711643e+02 
       3.670843777686e-01       4.976122521034e+02 
       3.698582955279e-01       4.896785632908e+02 
       3.726322135952e-01       4.820155676099e+02 
       3.754061319637e-01       4.746049872090e+02 
       3.781800506268e-01       4.674258329139e+02 
       3.809539695779e-01       4.604510288846e+02 
       3.837278888109e-01       4.536511019796e+02 
       3.865018083196e-01       4.470039052305e+02 
       3.892757280981e-01       4.404798391696e+02 
       3.920496481406e-01       4.340590429975e+02 
       3.948235684417e-01       4.277249144663e+02 
       3.975974889957e-01       4.214685039817e+02 
       4.003714097976e-01       4.152836724190e+02 
       4.031453308421e-01       4.091733309620e+02 
       4.059192521242e-01       4.031425645186e+02 
       4.086931736391e-01       3.972002539267e+02 
       4.114670953821e-01       3.913563207462e+02 
       4.142410173486e-01       3.856269557269e+02 
       4.170149395340e-01       3.800175308851e+02 
       4.197888619341e-01       3.745400267877e+02 
       4.225627845446e-01       3.691977378895e+02 
       4.253367073614e-01       3.639926380876e+02 
       4.281106303804e-01       3.589220617393e+02 
       4.308845535978e-01       3.539830277977e+02 
       4.336584770096e-01       3.491645439361e+02 
       4.364324006123e-01       3.444589700618e+02 
       4.392063244021e-01       3.398527882234e+02 
       4.419802483755e-01       3.353384626859e+02 
       4.447541725291e-01       3.309042851672e+02 
       4.475280968596e-01       3.265430665383e+02 
       4.503020213636e-01       3.222486371231e+02 
       4.530759460379e-01       3.180170064563e+02 
       4.558498708795e-01       3.138472209990e+02 
       4.586237958852e-01       3.097379988064e+02 
       4.613977210522e-01       3.056904427590e+02 
       4.641716463774e-01       3.017069831346e+02 
       4.669455718582e-01       2.977883044159e+02 
       4.697194974917e-01       2.939383931851e+02 
       4.724934232752e-01       2.901567928776e+02 
       4.752673492061e-01       2.864468063767e+02 
       4.780412752818e-01       2.828080661379e+02 
       4.808152014998e-01       2.792412165453e+02 
       4.835891278577e-01       2.757431554105e+02 
       4.863630543530e-01       2.723145933965e+02 
       4.891369809834e-01       2.689525749705e+02 
       4.919109077466e-01       2.656540714632e+02 
       4.946848346404e-01       2.624170252439e+02 
       4.974587616626e-01       2.592384180231e+02 
       5.002326888110e-01       2.561154817166e+02 
       5.030066160836e-01       2.530441013357e+02 
       5.057805434782e-01       2.500241220387e+02 
       5.085544709930e-01       2.470495234589e+02 
       5.113283986259e-01       2.441219807695e+02 
       5.141023263750e-01       2.412366858571e+02 
       5.168762542384e-01       2.383962864976e+02 
       5.196501822143e-01       2.355971351698e+02 
       5.224241103010e-01       2.328418359771e+02 
       5.251980384966e-01       2.301279693144e+02 
       5.279719667994e-01       2.274570522015e+02 
       5.307458952078e-01       2.248291944355e+02 
       5.335198237200e-01       2.222451345137e+02 
       5.362937523346e-01       2.197025374875e+02 
       5.390676810498e-01       2.172041859319e+02 
       5.418416098641e-01       2.147463887571e+02 
       5.446155387761e-01       2.123310924109e+02 
       5.473894677842e-01       2.099560861581e+02 
       5.501633968870e-01       2.076184368711e+02 
       5.529373260831e-01       2.053194011996e+02 
       5.557112553709e-01       2.030562500701e+02 
       5.584851847493e-01       2.008283661884e+02 
       5.612591142168e-01       1.986349115924e+02 
       5.640330437721e-01       1.964729167861e+02 
       5.668069734139e-01       1.943436544258e+02 
       5.695809031410e-01       1.922459379831e+02 
       5.723548329521e-01       1.901782740035e+02 
       5.751287628460e-01       1.881409638152e+02 
       5.779026928215e-01       1.861320128860e+02 
       5.806766228774e-01       1.841533197622e+02 
       5.834505530126e-01       1.822033324818e+02 
       5.862244832259e-01       1.802812003009e+02 
       5.889984135163e-01       1.783868338420e+02 
       5.917723438826e-01       1.765207923070e+02 
       5.945462743238e-01       1.746833034733e+02 
       5.973202048389e-01       1.728718472770e+02 
       6.000941354268e-01       1.710874248254e+02 
       6.028680660864e-01       1.693295809979e+02 
       6.056419968169e-01       1.675972385822e+02 
       6.084159276173e-01       1.658906680551e+02 
       6.111898584866e-01       1.642084876100e+02 
       6.139637894238e-01       1.625503605931e+02 
       6.167377204280e-01       1.609153300475e+02 
       6.195116514984e-01       1.593032894434e+02 
       6.222855826341e-01       1.577142300209e+02 
       6.250595138341e-01       1.561458596429e+02 
       6.278334450976e-01       1.545995937201e+02 
       6.306073764239e-01       1.530747318763e+02 
       6.333813078120e-01       1.515696585159e+02 
       6.361552392611e-01       1.500861702072e+02 
       6.389291707705e-01       1.486215515167e+02 
       6.417031023394e-01       1.471782812600e+02 
       6.444770339670e-01       1.457536321900e+02 
       6.472509656525e-01       1.443477753722e+02 
       6.500248973952e-01       1.429611509469e+02 
       6.527988291944e-01       1.415929518914e+02 
       6.555727610494e-01       1.402438985439e+02 
       6.583466929594e-01       1.389122319330e+02 
       6.611206249237e-01       1.375988301314e+02 
       6.638945569417e-01       1.363026611975e+02 
       6.666684890127e-01       1.350226808841e+02 
       6.694424211360e-01       1.337607449752e+02 
       6.722163533111e-01       1.325149856659e+02 
       6.749902855372e-01       1.312854134970e+02 
       6.777642178137e-01       1.300714519509e+02 
       6.805381501400e-01       1.288726926388e+02 
       6.833120825155e-01       1.276900540392e+02 
       6.860860149395e-01       1.265223433229e+02 
       6.888599474117e-01       1.253694589687e+02 
       6.916338799312e-01       1.242310593572e+02 
       6.944078124976e-01       1.231072344939e+02 
       6.971817451103e-01       1.219972303357e+02 
       6.999556777687e-01       1.209008366218e+02 
       7.027296104724e-01       1.198182584555e+02 
       7.055035432207e-01       1.187493455248e+02 
