#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       7.766316220532e-01       1.677827926285e-06      -1.202305794624e+00       2.331092137347e-07       5.164767864136e-13       1.291191966034e-12       1.609251440451e-21       2.582383932068e-13      -9.017293459680e-01       2.331092137347e-07       6.013460424444e-01       6.994235815444e-01      -9.017293459680e-01       2.331092267209e-07      -1.202305794831e+00       2.331092074440e-07       2.418525325649e-08       3.333333333333e-01 
       7.936568741742e-01       1.714662000316e-06      -1.202358993236e+00       2.382226269695e-07       5.512342116619e-13       1.378085529155e-12       1.793789481380e-21       2.756171058310e-13      -9.017692449270e-01       2.382226269695e-07       6.013424312879e-01       6.994102832289e-01      -9.017692449270e-01       2.382226408280e-07      -1.202358993452e+00       2.382226202558e-07       2.525629580171e-08       3.333333333333e-01 
       8.106821262953e-01       1.751498342792e-06      -1.202410104450e+00       2.433357558532e-07       5.875178637206e-13       1.468794659302e-12       1.994889297132e-21       2.937589318603e-13      -9.018075783376e-01       2.433357558532e-07       6.013390583152e-01       6.993975067917e-01      -9.018075783376e-01       2.433357706221e-07      -1.202410104676e+00       2.433357486978e-07       2.635057700330e-08       3.333333333333e-01 
       8.277073784163e-01       1.788336953715e-06      -1.202459295121e+00       2.484486082556e-07       6.253606253378e-13       1.563401563344e-12       2.213642567657e-21       3.126803126689e-13      -9.018444713408e-01       2.484486082556e-07       6.013359116070e-01       6.993852105195e-01      -9.018444713408e-01       2.484486239739e-07      -1.202459295356e+00       2.484486006396e-07       2.746809553469e-08       3.333333333333e-01 
       8.690104463059e-01       1.877716431564e-06      -1.202571531544e+00       2.608512225263e-07       7.238475833153e-13       1.809618958288e-12       2.824785042832e-21       3.619237916577e-13      -9.019286486577e-01       2.608512225263e-07       6.013291517373e-01       6.993571549198e-01      -9.019286486577e-01       2.608512407149e-07      -1.202571531803e+00       2.608512137116e-07       3.027574282437e-08       3.333333333333e-01 
       9.103135141955e-01       1.967109260174e-06      -1.202675740183e+00       2.732524795427e-07       8.321742841401e-13       2.080435710350e-12       3.564097035212e-21       4.160871420701e-13      -9.020068051369e-01       2.732524795427e-07       6.013233630468e-01       6.993311064367e-01      -9.020068051369e-01       2.732525004475e-07      -1.202675740467e+00       2.732524694098e-07       3.322012616731e-08       3.333333333333e-01 
       9.516165820850e-01       2.056515439544e-06      -1.202773564369e+00       2.856525216299e-07       9.508110044160e-13       2.377027511040e-12       4.450782901936e-21       4.754055022080e-13      -9.020801732766e-01       2.856525216299e-07       6.013183593088e-01       6.993066542376e-01      -9.020801732766e-01       2.856525455085e-07      -1.202773564680e+00       2.856525100532e-07       3.630123103538e-08       3.333333333333e-01 
       9.929196499746e-01       2.145934969675e-06      -1.202866065309e+00       2.980514153806e-07       1.080228087147e-12       2.700570217867e-12       5.505881270416e-21       5.401140435734e-13      -9.021495489821e-01       2.980514153806e-07       6.013140394842e-01       6.992835330205e-01      -9.021495489821e-01       2.980514425021e-07      -1.202866065648e+00       2.980514022291e-07       3.951904705124e-08       3.333333333333e-01 
       1.034222717864e+00       2.235367850567e-06      -1.202954066988e+00       3.104492091646e-07       1.220896069085e-12       3.052240172712e-12       6.752350216926e-21       6.104480345424e-13      -9.022155502411e-01       3.104492091646e-07       6.013103268183e-01       6.992615367897e-01      -9.022155502411e-01       3.104492398099e-07      -1.202954067355e+00       3.104491943015e-07       4.287356277055e-08       3.333333333333e-01 
       1.075525785754e+00       2.324814082219e-06      -1.203038338305e+00       3.228459712255e-07       1.373285821932e-12       3.433214554831e-12       8.215152965474e-21       6.866429109661e-13      -9.022787537288e-01       3.228459712255e-07       6.013071339250e-01       6.992404733200e-01      -9.022787537288e-01       3.228460056870e-07      -1.203038338702e+00       3.228459545082e-07       4.636476591327e-08       3.333333333333e-01 
       1.182636528200e+00       2.556836108414e-06      -1.203243481010e+00       3.549898913526e-07       1.826451791224e-12       4.566129478059e-12       1.321576349906e-20       9.132258956119e-13      -9.024326107577e-01       3.549898913526e-07       6.013007989131e-01       6.991891997443e-01      -9.024326107577e-01       3.549899371560e-07      -1.203243481490e+00       3.549898691217e-07       5.605523867748e-08       3.333333333333e-01 
       1.289747270646e+00       2.788947920364e-06      -1.203435000401e+00       3.871280001678e-07       2.369840795787e-12       5.924601989469e-12       2.040225837454e-20       1.184920397894e-12      -9.025762503005e-01       3.871280001678e-07       6.012965465079e-01       6.991413331448e-01      -9.025762503005e-01       3.871280595603e-07      -1.203435000971e+00       3.871279713260e-07       6.666468433756e-08       3.333333333333e-01 
       1.396858013092e+00       3.021149518071e-06      -1.203617434617e+00       4.192607966070e-07       3.011686776274e-12       7.529216940685e-12       3.042513425501e-20       1.505843388137e-12      -9.027130759630e-01       4.192607966070e-07       6.012937551472e-01       6.990957389861e-01      -9.027130759630e-01       4.192608720382e-07      -1.203617435287e+00       4.192607599570e-07       7.819294421471e-08       3.333333333333e-01 
       1.503968755538e+00       3.253440901534e-06      -1.203793547789e+00       4.513885986681e-07       3.760233944311e-12       9.400584860778e-12       4.405335336713e-20       1.880116972156e-12      -9.028451608414e-01       4.513885986681e-07       6.012920147084e-01       6.990517262360e-01      -9.028451608414e-01       4.513886927893e-07      -1.203793548564e+00       4.513885529123e-07       9.063988661340e-08       3.333333333333e-01 
       1.611079497984e+00       3.485822070754e-06      -1.203965164511e+00       4.835116422662e-07       4.623737038604e-12       1.155934259651e-11       6.218445327161e-20       2.311868519302e-12      -9.029738733832e-01       4.835116422662e-07       6.012910476516e-01       6.990088387451e-01      -9.029738733832e-01       4.835117579306e-07      -1.203965165401e+00       4.835115860067e-07       1.040053797299e-07       3.333333333333e-01 
       1.718190240430e+00       3.718293025729e-06      -1.204133507692e+00       5.156300995689e-07       5.610461255498e-12       1.402615313875e-11       8.585469592128e-20       2.805230627749e-12      -9.031001307694e-01       5.156300995689e-07       6.012906701974e-01       6.989667707862e-01      -9.031001307694e-01       5.156302398313e-07      -1.204133508705e+00       5.156300313074e-07       1.182892833041e-07       3.333333333333e-01 
       1.960031319944e+00       4.243510159151e-06      -1.204505605709e+00       5.881328719158e-07       8.334757568949e-12       2.083689392237e-11       1.661199253812e-19       4.167378784474e-12      -9.033792042814e-01       5.881328719158e-07       6.012913130519e-01       6.988737907715e-01      -9.033792042815e-01       5.881330800026e-07      -1.204505607025e+00       5.881327705196e-07       1.539174908612e-07       3.333333333333e-01 
       2.201872399458e+00       4.769185014303e-06      -1.204870719983e+00       6.606138718876e-07       1.182488664303e-11       2.956221660758e-11       2.976895504306e-19       5.912443321516e-12      -9.036530399874e-01       6.606138718876e-07       6.012933408687e-01       6.987825625361e-01      -9.036530399875e-01       6.606141667108e-07      -1.204870721644e+00       6.606137280460e-07       1.942255495112e-07       3.333333333333e-01 
       2.443713478972e+00       5.295317591186e-06      -1.205231674415e+00       7.330736564168e-07       1.617657255634e-11       4.044143139084e-11       5.020521110806e-19       8.088286278169e-12      -9.039237558115e-01       7.330736564169e-07       6.012962052629e-01       6.986923801033e-01      -9.039237558117e-01       7.330740591959e-07      -1.205231676461e+00       7.330734596567e-07       2.392120784536e-07       3.333333333333e-01 
       2.685554558485e+00       5.821907889798e-06      -1.205590058014e+00       8.055126366601e-07       2.148581305939e-11       5.371453264848e-11       8.060476490319e-19       1.074290652970e-11      -9.041925435109e-01       8.055126366604e-07       6.012995615262e-01       6.986028462191e-01      -9.041925435112e-01       8.055131709163e-07      -1.205590060484e+00       8.055123753430e-07       2.888757577306e-07       3.333333333333e-01 
       2.927395637999e+00       6.348955910141e-06      -1.205946762914e+00       8.779310979522e-07       2.784887904559e-11       6.962219761397e-11       1.242483425422e-18       1.392443952279e-11      -9.044600721856e-01       8.779310979525e-07       6.013032153123e-01       6.985137378487e-01      -9.044600721861e-01       8.779317895025e-07      -1.205946765847e+00       8.779307592713e-07       3.432152588101e-07       3.333333333333e-01 
       3.169236717513e+00       6.876461652214e-06      -1.206302216891e+00       9.503291726488e-07       3.536231197143e-11       8.840577992857e-11       1.850755142686e-18       1.768115598571e-11      -9.047266626681e-01       9.503291726493e-07       6.013070760063e-01       6.984249480460e-01      -9.047266626688e-01       9.503300496006e-07      -1.206302220327e+00       9.503287426259e-07       4.022292407996e-07       3.333333333333e-01 
       3.488002952284e+00       7.572456438636e-06      -1.206769207812e+00       1.045724705016e-06       4.718667558823e-11       1.179666889706e-10       2.994823356345e-18       2.359333779412e-11      -9.050769058592e-01       1.045724705017e-06       6.013123876530e-01       6.983083063617e-01      -9.050769058602e-01       1.045725873142e-06      -1.206769211972e+00       1.045724131258e-06       4.871535122568e-07       3.333333333333e-01 
       3.806769187055e+00       8.269246442707e-06      -1.207234730797e+00       1.141085036114e-06       6.140025982852e-11       1.535006495713e-10       4.647082064667e-18       3.070012991426e-11      -9.054260480979e-01       1.141085036115e-06       6.013178828991e-01       6.981920417960e-01      -9.054260480994e-01       1.141086553430e-06      -1.207234735750e+00       1.141084289599e-06       5.801936809956e-07       3.333333333333e-01 
       4.125535421826e+00       8.966831664428e-06      -1.207699076371e+00       1.236410336580e-06       7.822631066746e-11       1.955657766686e-10       6.961601262253e-18       3.911315533373e-11      -9.057743072784e-01       1.236410336582e-06       6.013234863013e-01       6.980760817138e-01      -9.057743072804e-01       1.236412266304e-06      -1.207699082185e+00       1.236409385581e-06       6.813467537163e-07       3.333333333333e-01 
       4.444301656596e+00       9.665212103799e-06      -1.208162544679e+00       1.331700882301e-06       9.788890913545e-11       2.447222728386e-10       1.012125879677e-17       4.894445456772e-11      -9.061219085096e-01       1.331700882304e-06       6.013291259789e-01       6.979603510749e-01      -9.061219085123e-01       1.331703292831e-06      -1.208162551423e+00       1.331699692376e-06       7.906097035092e-07       3.333333333333e-01 
       4.763067891367e+00       1.036438776082e-05      -1.208625210251e+00       1.426956774864e-06       1.206129551146e-10       3.015323877866e-10       1.434034258258e-17       6.030647755731e-11      -9.064689076879e-01       1.426956774869e-06       6.013347818927e-01       6.978448312435e-01      -9.064689076915e-01       1.426959739765e-06      -1.208625217993e+00       1.426955308847e-06       9.079795164425e-07       3.333333333333e-01 
       5.081834126138e+00       1.106435863549e-05      -1.209086962346e+00       1.522177906027e-06       1.466241560894e-10       3.665603902236e-10       1.986718230664e-17       7.331207804471e-11      -9.068152217596e-01       1.522177906033e-06       6.013404685528e-01       6.977295499006e-01      -9.068152217642e-01       1.522181504010e-06      -1.209086971155e+00       1.522176124020e-06       1.033453305093e-06       3.333333333333e-01 
       5.400600360909e+00       1.176512472781e-05      -1.209547730370e+00       1.617364183388e-06       1.761490396256e-10       4.403725990639e-10       2.698681388185e-17       8.807451981279e-11      -9.071607977774e-01       1.617364183395e-06       6.013461907122e-01       6.976145246917e-01      -9.071607977833e-01       1.617368498297e-06      -1.209547740314e+00       1.617362042751e-06       1.167028230829e-06       3.333333333333e-01 
       6.060831931112e+00       1.321908716810e-05      -1.210499412805e+00       1.814404672415e-06       2.494590943306e-10       6.236477358266e-10       4.824813568576e-17       1.247295471653e-10      -9.078745596037e-01       1.814404672429e-06       6.013580639936e-01       6.973769817130e-01      -9.078745596130e-01       1.814410760952e-06      -1.210499425315e+00       1.814401641487e-06       1.469443001273e-06       3.333333333333e-01 
       6.721063501315e+00       1.467646101872e-05      -1.211448043709e+00       2.011297561465e-06       3.408505777450e-10       8.521264443624e-10       8.126152869712e-17       1.704252888725e-10      -9.085860327821e-01       2.011297561487e-06       6.013698369056e-01       6.971402449648e-01      -9.085860327960e-01       2.011305850443e-06      -1.211448059078e+00       2.011293420964e-06       1.806571491287e-06       3.333333333333e-01 
       7.381295071518e+00       1.613724627966e-05      -1.212393859376e+00       2.208043715387e-06       4.523704201041e-10       1.130926050260e-09       1.303861062661e-16       2.261852100521e-10      -9.092953945319e-01       2.208043715423e-06       6.013814502338e-01       6.969042553412e-01      -9.092953945522e-01       2.208054676519e-06      -1.212393877892e+00       2.208038221314e-06       2.178387381200e-06       3.333333333333e-01 
       8.041526641721e+00       1.760144295092e-05      -1.213336600506e+00       2.404643153668e-06       5.860806964271e-10       1.465201741068e-09       2.009704592085e-16       2.930403482136e-10      -9.100024503797e-01       2.404643153725e-06       6.013929500421e-01       6.966690776347e-01      -9.100024504083e-01       2.404657303260e-06      -1.213336622460e+00       2.404636037146e-06       2.584864877179e-06       3.333333333333e-01 
       8.701758211924e+00       1.906905103251e-05      -1.214276115507e+00       2.601095955125e-06       7.440587477013e-10       1.860146869253e-09       2.994633314654e-16       3.720293738507e-10      -9.107070866304e-01       2.601095955209e-06       6.014043644883e-01       6.964347497116e-01      -9.107070866695e-01       2.601113853766e-06      -1.214276141186e+00       2.601086922234e-06       3.025978359279e-06       3.333333333333e-01 
       9.361989782127e+00       2.054007052443e-05      -1.215212463289e+00       2.797402566886e-06       9.283973089944e-10       2.320993272486e-09       4.335268463722e-16       4.641986544972e-10      -9.114093474665e-01       2.797402567008e-06       6.014156853604e-01       6.962012568123e-01      -9.114093475188e-01       2.797424819143e-06      -1.215212492979e+00       2.797391298504e-06       3.501701860456e-06       3.333333333333e-01 
       1.002222135233e+01       2.201450142667e-05      -1.216145789578e+00       2.993563685274e-06       1.141204568766e-09       2.853011421915e-09       6.121522820976e-16       5.706022843830e-10      -9.121093421836e-01       2.993563685446e-06       6.014268853787e-01       6.959685624724e-01      -9.121093422522e-01       2.993590939388e-06      -1.216145823566e+00       2.993549836918e-06       4.012009387667e-06       3.333333333333e-01 
       1.102803641701e+01       2.426724748341e-05      -1.217561854468e+00       3.292122237522e-06       1.524919925739e-09       3.812299814348e-09       9.939541250522e-16       7.624599628696e-10      -9.131713908511e-01       3.292122237801e-06       6.014437164714e-01       6.956155999654e-01      -9.131713909515e-01       3.292158455422e-06      -1.217561895551e+00       3.292103738955e-06       4.855842863246e-06       3.333333333333e-01 
       1.203385148170e+01       2.652791085028e-05      -1.218970894624e+00       3.590345342884e-06       1.987215136994e-09       4.968037842485e-09       1.547851342323e-15       9.936075684971e-10      -9.142281709684e-01       3.590345343318e-06       6.014602815040e-01       6.952644936838e-01      -9.142281711104e-01       3.590392281588e-06      -1.218970943458e+00       3.590321244397e-06       5.779789831344e-06       3.333333333333e-01 
       1.303966654638e+01       2.879649152730e-05      -1.220372906619e+00       3.888234262504e-06       2.535749891770e-09       6.339374729426e-09       2.327361438045e-15       1.267874945885e-09      -9.152796799641e-01       3.888234263154e-06       6.014765917166e-01       6.949152443727e-01      -9.152796801596e-01       3.888293829396e-06      -1.220372963857e+00       3.888203522580e-06       6.783760161363e-06       3.333333333333e-01 
       1.404548161106e+01       3.107298951445e-05      -1.221768018684e+00       4.185790652581e-06       3.178267502014e-09       7.945668755035e-09       3.396524776478e-15       1.589133751007e-09      -9.163260140128e-01       4.185790653527e-06       6.014926338517e-01       6.945678198620e-01      -9.163260142754e-01       4.185864903803e-06      -1.221768084974e+00       4.185752137051e-06       7.867663597569e-06       3.333333333333e-01 
       1.505129667575e+01       3.335740481173e-05      -1.223156343708e+00       4.483016182654e-06       3.922594989072e-09       9.806487472680e-09       4.830991159750e-15       1.961297494536e-09      -9.173672577809e-01       4.483016183995e-06       6.015083977904e-01       6.942221918180e-01      -9.173672581265e-01       4.483107321502e-06      -1.223156419695e+00       4.482968663843e-06       9.031410139660e-06       3.333333333332e-01 
       1.605711174043e+01       3.564973741915e-05      -1.224537881867e+00       4.779912128417e-06       4.776642910653e-09       1.194160727663e-08       6.719140296019e-15       2.388321455327e-09      -9.184034114002e-01       4.779912130276e-06       6.015238959239e-01       6.938783600859e-01      -9.184034118469e-01       4.780022503755e-06      -1.224537968190e+00       4.779854284308e-06       1.027491047129e-05       3.333333333332e-01 
       1.706292680512e+01       3.794998733671e-05      -1.225912648559e+00       5.076479786658e-06       5.748405796123e-09       1.437101449031e-08       9.163237687879e-15       2.874202898061e-09      -9.194344864193e-01       5.076479789185e-06       6.015391356628e-01       6.935363207066e-01      -9.194344869877e-01       5.076611891335e-06      -1.225912745854e+00       5.076410200045e-06       1.159807606244e-05       3.333333333332e-01 
       1.806874186980e+01       4.025815456441e-05      -1.227280700529e+00       5.372720590287e-06       6.845962501025e-09       1.711490625256e-08       1.228062597768e-14       3.422981250512e-09      -9.204605253970e-01       5.372720593661e-06       6.015541178529e-01       6.931960593839e-01      -9.204605261104e-01       5.372877059569e-06      -1.227280809428e+00       5.372637747942e-06       1.300081830383e-05       3.333333333332e-01 
       1.907455693448e+01       4.257423910224e-05      -1.228642110539e+00       5.668636040612e-06       8.077476407542e-09       2.019369101885e-08       1.620495206621e-14       4.038738203771e-09      -9.214815829046e-01       5.668636045048e-06       6.015688415271e-01       6.928575578177e-01      -9.214815837887e-01       5.668819650621e-06      -1.228642231667e+00       5.668538332458e-06       1.448304842417e-05       3.333333333332e-01 
       2.012480628575e+01       4.500109190022e-05      -1.230056635066e+00       5.977278594171e-06       9.515293341083e-09       2.378823335271e-08       2.132782395498e-14       4.757646670541e-09      -9.225424762993e-01       5.977278599987e-06       6.015839408665e-01       6.925059652154e-01      -9.225424773925e-01       5.977493657554e-06      -1.230056769626e+00       5.977163539338e-06       1.611549707325e-05       3.333333333332e-01 
       2.117505563701e+01       4.743657699233e-05      -1.231464000981e+00       6.285569418861e-06       1.111764664223e-08       2.779411660557e-08       2.768967224569e-14       5.558823321113e-09      -9.235980007359e-01       6.285569426383e-06       6.015987687013e-01       6.921562702547e-01      -9.235980020729e-01       6.285819271122e-06      -1.231464149644e+00       6.285435043202e-06       1.783441624448e-05       3.333333333331e-01 
       2.222530498827e+01       4.988069437855e-05      -1.232864271341e+00       6.593510135936e-06       1.289412610997e-08       3.223531527492e-08       3.550873144807e-14       6.447063054984e-09      -9.246482035060e-01       6.593510145544e-06       6.016133251797e-01       6.918084570492e-01      -9.246482051252e-01       6.593798267566e-06      -1.232864434775e+00       6.593354352163e-06       1.963970681257e-05       3.333333333331e-01 
       2.327555433953e+01       5.233344405890e-05      -1.234257505091e+00       6.901102331633e-06       1.485442282096e-08       3.713605705241e-08       4.502903890494e-14       7.427211410481e-09      -9.256931288182e-01       6.901102343769e-06       6.016276129331e-01       6.914625107401e-01      -9.256931307617e-01       6.901432386306e-06      -1.234257683955e+00       6.900922938357e-06       2.153126939570e-05       3.333333333331e-01 
       2.432580369079e+01       5.479482603337e-05      -1.235643777384e+00       7.208347699604e-06       1.700832968406e-08       4.252082421014e-08       5.652219683499e-14       8.504164842028e-09      -9.267328330377e-01       7.208347714777e-06       6.016416300013e-01       6.911184124171e-01      -9.267328353515e-01       7.208723472381e-06      -1.235643972333e+00       7.208142380367e-06       2.350900532016e-05       3.333333333331e-01 
       2.537605304206e+01       5.726484030196e-05      -1.237023105487e+00       7.515247577194e-06       1.936574061096e-08       4.841435152740e-08       7.028918069219e-14       9.682870305480e-09      -9.277673291153e-01       7.515247595986e-06       6.016553873748e-01       6.907761576422e-01      -9.277673318495e-01       7.515673012744e-06      -1.237023317168e+00       7.515013899523e-06       2.557281613512e-05       3.333333333331e-01 
       2.642630239332e+01       5.974348686467e-05      -1.238395548007e+00       7.821803546830e-06       2.193665206053e-08       5.484163015132e-08       8.666220641519e-14       1.096832603026e-08      -9.287966610056e-01       7.821803569908e-06       6.016688854675e-01       6.904357316434e-01      -9.287966642144e-01       7.822282737660e-06      -1.238395777063e+00       7.821538961271e-06       2.772260446509e-05       3.333333333330e-01 
       2.788676289176e+01       6.320460263545e-05      -1.240292697843e+00       8.247526769986e-06       2.588558230028e-08       6.471395575070e-08       1.144546949684e-13       1.294279115014e-08      -9.302195233828e-01       8.247526800294e-06       6.016872305933e-01       6.899653556485e-01      -9.302195273501e-01       8.248087788557e-06      -1.240292952115e+00       8.247214745117e-06       3.085479140332e-05       3.333333333330e-01 
       2.934722339020e+01       6.668241089203e-05      -1.242176797536e+00       8.672592181864e-06       3.029439267405e-08       7.573598168513e-08       1.490950070059e-13       1.514719633703e-08      -9.316325981520e-01       8.672592221124e-06       6.017050826467e-01       6.894984492796e-01      -9.316326030036e-01       8.673243611393e-06      -1.242177078235e+00       8.672227239466e-06       3.415278488165e-05       3.333333333330e-01 
       3.080768388863e+01       7.017691163440e-05      -1.244047975178e+00       9.097003790814e-06       3.519095243509e-08       8.797738108773e-08       1.918217228621e-13       1.759547621755e-08      -9.330359813835e-01       9.097003841042e-06       6.017224512648e-01       6.890349801937e-01      -9.330359872579e-01       9.097754595269e-06      -1.244048283496e+00       9.096580129080e-06       3.761632477112e-05       3.333333333329e-01 
       3.226814438707e+01       7.368810486257e-05      -1.245906344021e+00       9.520765475377e-06       4.060351599055e-08       1.015087899764e-07       2.440263250146e-13       2.030175799528e-08      -9.344297580157e-01       9.520765538915e-06       6.017393473680e-01       6.885749197616e-01      -9.344297650648e-01       9.521624993080e-06      -1.245906681132e+00       9.520276965436e-06       4.124515356100e-05       3.333333333329e-01 
       3.372860488551e+01       7.721599057653e-05      -1.247752020803e+00       9.943881089054e-06       4.656072436076e-08       1.164018109019e-07       3.072645698365e-13       2.328036218038e-08      -9.358140156028e-01       9.943881168608e-06       6.017557810917e-01       6.881182384837e-01      -9.358140239923e-01       9.944859026350e-06      -1.247752387864e+00       9.943321271552e-06       4.503901485186e-05       3.333333333328e-01 
       3.518906538395e+01       8.076056877629e-05      -1.249585154275e+00       1.036635470793e-05       5.309160760383e-08       1.327290190096e-07       3.832682789009e-13       2.654580380191e-08      -9.371888657069e-01       1.036635480660e-05       6.017717563709e-01       6.876648988587e-01      -9.371888756171e-01       1.036746113291e-05      -1.249585552419e+00       1.036571678963e-05       4.899765226979e-05       3.333333333328e-01 
       3.664952588239e+01       8.432183946185e-05      -1.251405906003e+00       1.078819053497e-05       6.022558599545e-08       1.505639649886e-07       4.739575448894e-13       3.011279299773e-08      -9.385544295027e-01       1.078819065631e-05       6.017872738402e-01       6.872148601821e-01      -9.385544411287e-01       1.078943587127e-05      -1.251406336346e+00       1.078746738538e-05       5.312081062956e-05       3.333333333327e-01 
       3.866791449384e+01       8.927106996397e-05      -1.253902045805e+00       1.137013407863e-05       7.113298024556e-08       1.778324506139e-07       6.274378986830e-13       3.556649012278e-08      -9.404265343549e-01       1.137013423801e-05       6.018079860782e-01       6.865982793163e-01      -9.404265487024e-01       1.137158919801e-05      -1.253902522442e+00       1.136928076812e-05       5.908943923603e-05       3.333333333327e-01 
       4.068630310529e+01       9.425218286268e-05      -1.256375013831e+00       1.195087620347e-05       8.332918034285e-08       2.083229508571e-07       8.193287739163e-13       4.166459017142e-08      -9.422812603749e-01       1.195087640997e-05       6.018278750936e-01       6.859878825207e-01      -9.422812778888e-01       1.195256258450e-05      -1.256375538792e+00       1.194987755247e-05       6.537115551500e-05       3.333333333326e-01 
