#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]           19:delta_ddec[0]         20:theta_ddec[0]         21:shear_ddec[0]         22:cs2_ddec[0]        
       7.008603545384e-01       1.563853567707e-06      -1.191461708239e+00       2.085057614830e-07       4.028150927919e-13       1.007037731980e-12       1.094395991691e-21       2.014075463959e-13      -8.935962811790e-01       2.085057614830e-07       5.960856745995e-01       7.021345973229e-01      -8.935962811790e-01       2.085057710288e-07      -1.191461708407e+00       2.085057569011e-07       1.952616183518e-08       3.333333333333e-01      -1.191461708239e+00       2.085057569156e-07       1.944130787163e-08       3.333333333333e-01 
       7.008603569368e-01       1.563853573066e-06      -1.191461708249e+00       2.085057621974e-07       4.028150959802e-13       1.007037739951e-12       1.094396007853e-21       2.014075479901e-13      -8.935962811865e-01       2.085057621974e-07       5.961351380358e-01       7.021345973204e-01      -8.935962811865e-01       2.085057717432e-07      -1.191461708417e+00       2.085057576155e-07       1.952616196867e-08       3.333333333333e-01      -1.191461708249e+00       2.085057576300e-07       1.937678110764e-08       3.333333333333e-01 
       7.008603593352e-01       1.563853578424e-06      -1.191461708259e+00       2.085057629119e-07       4.028150991720e-13       1.007037747930e-12       1.094396024024e-21       2.014075495860e-13      -8.935962811945e-01       2.085057629119e-07       5.961844379258e-01       7.021345973177e-01      -8.935962811945e-01       2.085057724577e-07      -1.191461708428e+00       2.085057583300e-07       1.952616210216e-08       3.333333333333e-01      -1.191461708259e+00       2.085057583445e-07       1.931246769490e-08       3.333333333333e-01 
       7.008603704438e-01       1.563853603241e-06      -1.191461708317e+00       2.085057662228e-07       4.028151139963e-13       1.007037784991e-12       1.094396099034e-21       2.014075569981e-13      -8.935962812378e-01       2.085057662228e-07       5.964108042696e-01       7.021345973033e-01      -8.935962812378e-01       2.085057757686e-07      -1.191461708486e+00       2.085057616408e-07       1.952616272046e-08       3.333333333333e-01      -1.191461708317e+00       2.085057616554e-07       1.901716495608e-08       3.333333333333e-01 
       7.008603815524e-01       1.563853628059e-06      -1.191461708389e+00       2.085057695361e-07       4.028151288904e-13       1.007037822226e-12       1.094396174235e-21       2.014075644452e-13      -8.935962812916e-01       2.085057695361e-07       5.966337821662e-01       7.021345972854e-01      -8.935962812916e-01       2.085057790819e-07      -1.191461708557e+00       2.085057649541e-07       1.952616333875e-08       3.333333333333e-01      -1.191461708389e+00       2.085057649687e-07       1.872628254973e-08       3.333333333333e-01 
       7.008603926611e-01       1.563853652876e-06      -1.191461708474e+00       2.085057728519e-07       4.028151438546e-13       1.007037859636e-12       1.094396249625e-21       2.014075719273e-13      -8.935962813558e-01       2.085057728519e-07       5.968533702504e-01       7.021345972640e-01      -8.935962813558e-01       2.085057823976e-07      -1.191461708643e+00       2.085057682699e-07       1.952616395704e-08       3.333333333333e-01      -1.191461708474e+00       2.085057682844e-07       1.843982225756e-08       3.333333333333e-01 
       7.008604037697e-01       1.563853677694e-06      -1.191461708574e+00       2.085057761700e-07       4.028151588880e-13       1.007037897220e-12       1.094396325204e-21       2.014075794440e-13      -8.935962814304e-01       2.085057761700e-07       5.970696023301e-01       7.021345972391e-01      -8.935962814304e-01       2.085057857158e-07      -1.191461708743e+00       2.085057715881e-07       1.952616457534e-08       3.333333333333e-01      -1.191461708574e+00       2.085057716026e-07       1.815773997612e-08       3.333333333333e-01 
       7.008604286792e-01       1.563853733344e-06      -1.191461708846e+00       2.085057836191e-07       4.028151928434e-13       1.007037982108e-12       1.094396495345e-21       2.014075964217e-13      -8.935962816344e-01       2.085057836191e-07       5.975425940225e-01       7.021345971711e-01      -8.935962816344e-01       2.085057931649e-07      -1.191461709015e+00       2.085057790371e-07       1.952616596177e-08       3.333333333333e-01      -1.191461708846e+00       2.085057790517e-07       1.754070578553e-08       3.333333333333e-01 
       7.008604535887e-01       1.563853788993e-06      -1.191461709184e+00       2.085057910797e-07       4.028152271303e-13       1.007038067826e-12       1.094396666386e-21       2.014076135651e-13      -8.935962818880e-01       2.085057910797e-07       5.979995207039e-01       7.021345970866e-01      -8.935962818880e-01       2.085058006255e-07      -1.191461709353e+00       2.085057864978e-07       1.952616734820e-08       3.333333333333e-01      -1.191461709184e+00       2.085057865123e-07       1.694462889669e-08       3.333333333333e-01 
       7.008604784982e-01       1.563853844643e-06      -1.191461709586e+00       2.085057985516e-07       4.028152617378e-13       1.007038154344e-12       1.094396838298e-21       2.014076308689e-13      -8.935962821895e-01       2.085057985516e-07       5.984409156886e-01       7.021345969861e-01      -8.935962821895e-01       2.085058080974e-07      -1.191461709755e+00       2.085057939696e-07       1.952616873464e-08       3.333333333333e-01      -1.191461709586e+00       2.085057939842e-07       1.636881358630e-08       3.333333333333e-01 
