# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 5500, i.e. number of multipoles equal to 5499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.945632785866e-10       4.459589871532e-15       3.047355242679e-13       1.807524758140e-19       6.639580931539e-09       6.831772676634e-10      -1.811992380555e-12 
    3       1.726077969008e-10       5.113624655646e-15       3.627420638679e-13       3.615985742362e-19       4.120471571775e-09       4.706831089626e-10      -1.278454934382e-12 
    4       1.559326963702e-10       3.869578041852e-15       3.423093745988e-13       6.028699953083e-19       2.872615630785e-09       3.495274869990e-10      -7.359732909612e-13 
    5       1.441651812123e-10       2.261791437128e-15       2.891017787808e-13       9.046851261367e-19       2.145437866956e-09       2.722328476539e-10      -3.173051552614e-13 
    6       1.360502830690e-10       1.177322116988e-15       2.297838568590e-13       1.267186604681e-18       1.674912143409e-09       2.191255182945e-10      -4.619796720674e-14 
    7       1.304662789178e-10       6.864986717977e-16       1.788584912247e-13       1.690538050206e-18       1.349565861711e-09       1.807180885343e-10       9.222896187733e-14 
    8       1.267322794639e-10       5.064158313127e-16       1.418940272035e-13       2.174920418496e-18       1.113967595873e-09       1.519299550607e-10       1.312568347836e-13 
    9       1.243272306053e-10       4.106431492508e-16       1.193139676513e-13       2.720528114596e-18       9.371977539591e-10       1.297990579097e-10       1.097381780062e-13 
   10       1.228975369602e-10       3.314054982032e-16       1.088655488098e-13       3.327565003087e-18       8.005308976024e-10       1.123836974465e-10       6.292105059805e-14 
   11       1.222300886191e-10       2.788825883120e-16       1.071580622723e-13       3.996240457488e-18       6.829671988201e-10       9.878892825797e-11       1.718662128458e-14 
   12       1.220589513986e-10       2.604713960024e-16       1.108982722481e-13       4.726765586172e-18       5.964929052624e-10       8.708106460182e-11      -1.435850161211e-14 
   13       1.223291303807e-10       2.661842142748e-16       1.174754198364e-13       5.519349762443e-18       5.254724481809e-10       7.728787001246e-11      -2.754456757329e-14 
   14       1.229869981280e-10       2.869882582524e-16       1.251418884390e-13       6.374197571601e-18       4.663544855237e-10       6.899579139889e-11      -2.595855002705e-14 
   15       1.239373032648e-10       3.235519032621e-16       1.331657871875e-13       7.291506268394e-18       4.165801791525e-10       6.203093349448e-11      -1.631639334302e-14 
   16       1.251356505611e-10       3.799875981315e-16       1.413872905102e-13       8.271463815233e-18       3.742533422483e-10       5.605215947841e-11      -5.588144521210e-15 
   17       1.265149275041e-10       4.574675975785e-16       1.499297690185e-13       9.314247545787e-18       3.379408384178e-10       5.084802636334e-11       1.478467875242e-15 
   18       1.280590421950e-10       5.542062234529e-16       1.591370338555e-13       1.042002317250e-17       3.064264237478e-10       4.631412303495e-11       3.093795347396e-15 
   19       1.297841207001e-10       6.696842998812e-16       1.690231692721e-13       1.158894621787e-17       2.792028970703e-10       4.239607805098e-11       2.218589120208e-16 
   20       1.316432321328e-10       8.034802878459e-16       1.793785935335e-13       1.282115927812e-17       2.552309037132e-10       3.894391804575e-11      -4.857421113765e-15 
   21       1.336217399353e-10       9.557029711632e-16       1.898721932024e-13       1.411679748269e-17       2.341341422786e-10       3.588038581341e-11      -9.986637926923e-15 
   22       1.356836174305e-10       1.126513027851e-15       2.000553598841e-13       1.547598534486e-17       2.154055690244e-10       3.310878433661e-11      -1.301395805376e-14 
   23       1.378468393316e-10       1.316583290285e-15       2.095097780368e-13       1.689884345073e-17       1.987873594473e-10       3.062749812258e-11      -1.355912594741e-14 
   24       1.401192003670e-10       1.526924947178e-15       2.178516548731e-13       1.838548527339e-17       1.838958121425e-10       2.843145893536e-11      -1.203853262098e-14 
   25       1.424853711425e-10       1.759592706674e-15       2.250706440007e-13       1.993602509507e-17       1.705547518109e-10       2.648349789978e-11      -9.427052064518e-15 
   26       1.449078080466e-10       2.016938397345e-15       2.312958452418e-13       2.155057426552e-17       1.585215257839e-10       2.471694571975e-11      -6.983345484234e-15 
   27       1.473880040623e-10       2.300329125610e-15       2.365860990611e-13       2.322924805298e-17       1.476517974385e-10       2.310396287780e-11      -5.472943538244e-15 
   28       1.499282267529e-10       2.610800790953e-15       2.409802140755e-13       2.497216298294e-17       1.377585136073e-10       2.161889990615e-11      -5.398103072067e-15 
   29       1.525339242000e-10       2.949476219366e-15       2.444424019617e-13       2.677944482625e-17       1.287904439357e-10       2.025991661683e-11      -6.424991045890e-15 
   30       1.551972894173e-10       3.317458169410e-15       2.469129714787e-13       2.865122298197e-17       1.206501900162e-10       1.902103725513e-11      -7.809847469524e-15 
   31       1.578996723537e-10       3.715817881719e-15       2.483140726897e-13       3.058762977376e-17       1.131705626932e-10       1.788597850730e-11      -8.760229580041e-15 
   32       1.606469348232e-10       4.145719447255e-15       2.484964995282e-13       3.258880574153e-17       1.063125317588e-10       1.684931197239e-11      -9.104994486462e-15 
   33       1.634446178815e-10       4.608335048033e-15       2.472696218781e-13       3.465489722424e-17       1.000274773379e-10       1.590110298095e-11      -8.871845824398e-15 
   34       1.662910146990e-10       5.104764934799e-15       2.444577875472e-13       3.678605419748e-17       9.422727024736e-11       1.502524455545e-11      -8.150575143269e-15 
   35       1.691895664442e-10       5.635882541353e-15       2.400565311632e-13       3.898242554966e-17       8.888179406412e-11       1.421650778974e-11      -7.209933309574e-15 
   36       1.721389778390e-10       6.202424153886e-15       2.341327471953e-13       4.124416292363e-17       8.394760616075e-11       1.346822167401e-11      -6.430245390789e-15 
   37       1.751325339115e-10       6.805093043613e-15       2.267583939935e-13       4.357141693064e-17       7.935987676275e-11       1.277056589997e-11      -6.168705735094e-15 
   38       1.781703194007e-10       7.444802820514e-15       2.179168353609e-13       4.596431845445e-17       7.510640958929e-11       1.212218401629e-11      -6.382534601876e-15 
   39       1.812497156023e-10       8.122508351171e-15       2.075665957428e-13       4.842299136501e-17       7.117342973078e-11       1.152170906607e-11      -6.880948407401e-15 
   40       1.843612689286e-10       8.839138666803e-15       1.956661890111e-13       5.094755746486e-17       6.752308187421e-11       1.096425661459e-11      -7.421632281144e-15 
   41       1.874932508289e-10       9.595568509892e-15       1.821710815986e-13       5.353812816753e-17       6.410653839236e-11       1.044312966264e-11      -7.773923884129e-15 
   42       1.906487380800e-10       1.039252551979e-14       1.670238636823e-13       5.619477639653e-17       6.091349803701e-11       9.956348418544e-12      -7.941364498162e-15 
   43       1.938329617603e-10       1.123065025227e-14       1.501605487772e-13       5.891755545294e-17       5.793527020961e-11       9.501722789218e-12      -8.005810925164e-15 
   44       1.970482487519e-10       1.211051716971e-14       1.315127545962e-13       6.170650588848e-17       5.514992700344e-11       9.074850732986e-12      -8.068189929779e-15 
   45       2.002952486414e-10       1.303263045196e-14       1.110152191844e-13       6.456164994173e-17       5.253007389789e-11       8.670632475714e-12      -8.224108525372e-15 
   46       2.035777883371e-10       1.399741795598e-14       8.863194828535e-14       6.748297433697e-17       5.007141128071e-11       8.288759019419e-12      -8.479289835713e-15 
   47       2.068989371354e-10       1.500522966084e-14       6.433722132803e-14       7.047044127914e-17       4.777092213069e-11       7.929571386831e-12      -8.810804823916e-15 
   48       2.102593751946e-10       1.605633493715e-14       3.810842725200e-14       7.352399205954e-17       4.561826076739e-11       7.592443329771e-12      -9.190096470591e-15 
   49       2.136571696457e-10       1.715091909828e-14       9.926129678265e-15       7.664354614616e-17       4.359520891983e-11       7.275706154301e-12      -9.582654893179e-15 
   50       2.170890466870e-10       1.828914954740e-14      -2.022846748644e-14       7.982900583305e-17       4.168112613050e-11       6.977195172310e-12      -9.954711380105e-15 
   51       2.205551343603e-10       1.947140338665e-14      -5.238208543964e-14       8.308027378713e-17       3.987230701761e-11       6.696238326423e-12      -1.029621630730e-14 
